# _root_ On Oct. 16 , 1987 -- the Friday before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with a 2.4 % drop .
#goldHeads=19,1,2,2,2,8,8,2,8,13,13,13,9,8,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
#predictedHeads=19,1,2,2,2,19,8,13,25,13,13,13,9,19,18,18,18,19,9,21,19,19,19,25,0,25,26,25,32,31,32,28,19,
(31,25),-2.0594 # DEPENDENCYPART_ARC
(31,26),-0.703044 # DEPENDENCYPART_ARC
(31,27),-2.44691 # DEPENDENCYPART_ARC
(31,28),-0.46137 # DEPENDENCYPART_ARC
(31,29),1.72785 # DEPENDENCYPART_ARC
(31,30),4.32832 # DEPENDENCYPART_ARC
(31,32),1.13157 # DEPENDENCYPART_ARC
(31,33),-0.28428 # DEPENDENCYPART_ARC
(32,1),-4.49827 # DEPENDENCYPART_ARC
(32,2),-8.41276 # DEPENDENCYPART_ARC
(32,3),-6.61348 # DEPENDENCYPART_ARC
(32,4),-4.47848 # DEPENDENCYPART_ARC
(32,5),-5.60978 # DEPENDENCYPART_ARC
(32,6),-3.30959 # DEPENDENCYPART_ARC
(32,7),-5.1974 # DEPENDENCYPART_ARC
(32,8),-6.43588 # DEPENDENCYPART_ARC
(32,9),-3.0003 # DEPENDENCYPART_ARC
(32,10),-2.78175 # DEPENDENCYPART_ARC
(32,11),-3.87757 # DEPENDENCYPART_ARC
(32,12),-5.27629 # DEPENDENCYPART_ARC
(32,13),-5.88142 # DEPENDENCYPART_ARC
(32,14),-1.79357 # DEPENDENCYPART_ARC
(32,15),-1.62157 # DEPENDENCYPART_ARC
(32,16),-2.64373 # DEPENDENCYPART_ARC
(32,17),-3.01419 # DEPENDENCYPART_ARC
(32,18),-4.36155 # DEPENDENCYPART_ARC
(32,19),-1.04291 # DEPENDENCYPART_ARC
(32,20),-1.60435 # DEPENDENCYPART_ARC
(32,21),-3.39319 # DEPENDENCYPART_ARC
(32,22),-1.22289 # DEPENDENCYPART_ARC
(32,23),-0.608491 # DEPENDENCYPART_ARC
(32,24),-1.31965 # DEPENDENCYPART_ARC
(32,25),-0.284379 # DEPENDENCYPART_ARC
(32,26),0.441385 # DEPENDENCYPART_ARC
(32,27),1.03335 # DEPENDENCYPART_ARC
(32,28),0.557199 # DEPENDENCYPART_ARC
(32,29),4.71942 # DEPENDENCYPART_ARC
(32,30),2.67951 # DEPENDENCYPART_ARC
(32,31),3.6828 # DEPENDENCYPART_ARC
(32,33),1.08218 # DEPENDENCYPART_ARC
(33,1),-4.77699 # DEPENDENCYPART_ARC
(33,2),-3.92385 # DEPENDENCYPART_ARC
(33,3),-3.72462 # DEPENDENCYPART_ARC
(33,4),-3.28041 # DEPENDENCYPART_ARC
(33,5),-3.69881 # DEPENDENCYPART_ARC
(33,6),-2.30926 # DEPENDENCYPART_ARC
(33,7),-3.01673 # DEPENDENCYPART_ARC
(33,8),-2.9554 # DEPENDENCYPART_ARC
(33,9),-3.51424 # DEPENDENCYPART_ARC
(33,10),-2.79217 # DEPENDENCYPART_ARC
(33,11),-2.58081 # DEPENDENCYPART_ARC
(33,12),-2.62531 # DEPENDENCYPART_ARC
(33,13),-2.32793 # DEPENDENCYPART_ARC
(33,14),-1.35736 # DEPENDENCYPART_ARC
(33,15),-2.12344 # DEPENDENCYPART_ARC
(33,16),-2.09658 # DEPENDENCYPART_ARC
(33,17),-2.07329 # DEPENDENCYPART_ARC
(33,18),-2.10444 # DEPENDENCYPART_ARC
(33,19),-1.54372 # DEPENDENCYPART_ARC
(33,20),-2.15909 # DEPENDENCYPART_ARC
(33,21),-1.64811 # DEPENDENCYPART_ARC
(33,22),-0.884919 # DEPENDENCYPART_ARC
(33,23),-1.49235 # DEPENDENCYPART_ARC
(33,24),-1.5024 # DEPENDENCYPART_ARC
(33,25),-0.957568 # DEPENDENCYPART_ARC
(33,26),-1.39453 # DEPENDENCYPART_ARC
(33,27),-1.16112 # DEPENDENCYPART_ARC
(33,28),-1.91646 # DEPENDENCYPART_ARC
(33,29),-0.758239 # DEPENDENCYPART_ARC
(33,30),-1.00103 # DEPENDENCYPART_ARC
(33,31),-1.54234 # DEPENDENCYPART_ARC
(33,32),-1.71845 # DEPENDENCYPART_ARC
