# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,2,11,9,11,14,12,9,0,18,16,20,21,18,18,24,22,24,31,31,27,31,31,25,31,32,16,
(30,28),-0.166797 # DEPENDENCYPART_ARC
(30,29),4.47358 # DEPENDENCYPART_ARC
(30,31),1.55087 # DEPENDENCYPART_ARC
(30,32),1.60182 # DEPENDENCYPART_ARC
(30,33),-0.710946 # DEPENDENCYPART_ARC
(30,34),-0.0494714 # DEPENDENCYPART_ARC
(31,1),-4.01765 # DEPENDENCYPART_ARC
(31,2),-5.34118 # DEPENDENCYPART_ARC
(31,3),-9.97846 # DEPENDENCYPART_ARC
(31,4),-3.3568 # DEPENDENCYPART_ARC
(31,5),-7.66528 # DEPENDENCYPART_ARC
(31,6),-2.76037 # DEPENDENCYPART_ARC
(31,7),-3.73548 # DEPENDENCYPART_ARC
(31,8),-2.95423 # DEPENDENCYPART_ARC
(31,9),-2.68652 # DEPENDENCYPART_ARC
(31,10),-0.246255 # DEPENDENCYPART_ARC
(31,11),-4.99311 # DEPENDENCYPART_ARC
(31,12),-3.34643 # DEPENDENCYPART_ARC
(31,13),-3.84434 # DEPENDENCYPART_ARC
(31,14),-5.77072 # DEPENDENCYPART_ARC
(31,15),-1.53518 # DEPENDENCYPART_ARC
(31,16),-2.26908 # DEPENDENCYPART_ARC
(31,17),-1.54606 # DEPENDENCYPART_ARC
(31,18),-2.39751 # DEPENDENCYPART_ARC
(31,19),-1.50707 # DEPENDENCYPART_ARC
(31,20),-1.68702 # DEPENDENCYPART_ARC
(31,21),-1.11719 # DEPENDENCYPART_ARC
(31,22),-1.73225 # DEPENDENCYPART_ARC
(31,23),-0.53381 # DEPENDENCYPART_ARC
(31,24),-0.785201 # DEPENDENCYPART_ARC
(31,25),-1.16424 # DEPENDENCYPART_ARC
(31,26),3.82966 # DEPENDENCYPART_ARC
(31,27),3.98562 # DEPENDENCYPART_ARC
(31,28),0.77788 # DEPENDENCYPART_ARC
(31,29),4.70346 # DEPENDENCYPART_ARC
(31,30),3.96319 # DEPENDENCYPART_ARC
(31,32),3.82328 # DEPENDENCYPART_ARC
(31,33),1.44343 # DEPENDENCYPART_ARC
(31,34),1.62732 # DEPENDENCYPART_ARC
(32,1),-4.67973 # DEPENDENCYPART_ARC
(32,2),-4.06953 # DEPENDENCYPART_ARC
(32,3),-3.43758 # DEPENDENCYPART_ARC
(32,4),-4.09029 # DEPENDENCYPART_ARC
(32,5),-3.43978 # DEPENDENCYPART_ARC
(32,6),-3.38078 # DEPENDENCYPART_ARC
(32,7),-1.35254 # DEPENDENCYPART_ARC
(32,8),-3.77055 # DEPENDENCYPART_ARC
(32,9),-3.31585 # DEPENDENCYPART_ARC
(32,10),-2.47006 # DEPENDENCYPART_ARC
(32,11),-3.46479 # DEPENDENCYPART_ARC
(32,12),-2.75764 # DEPENDENCYPART_ARC
(32,13),-2.22731 # DEPENDENCYPART_ARC
(32,14),-2.54465 # DEPENDENCYPART_ARC
(32,15),-2.29316 # DEPENDENCYPART_ARC
(32,16),-2.54199 # DEPENDENCYPART_ARC
(32,17),-2.59828 # DEPENDENCYPART_ARC
(32,18),-2.21444 # DEPENDENCYPART_ARC
(32,19),-1.79926 # DEPENDENCYPART_ARC
(32,20),-1.76393 # DEPENDENCYPART_ARC
(32,21),-1.89012 # DEPENDENCYPART_ARC
(32,22),-2.13804 # DEPENDENCYPART_ARC
(32,23),-1.77076 # DEPENDENCYPART_ARC
(32,24),-1.35472 # DEPENDENCYPART_ARC
(32,25),-0.931245 # DEPENDENCYPART_ARC
(32,26),-1.07008 # DEPENDENCYPART_ARC
(32,27),-0.65464 # DEPENDENCYPART_ARC
(32,28),-0.744683 # DEPENDENCYPART_ARC
(32,29),-2.22303e-05 # DEPENDENCYPART_ARC
(32,30),-0.364103 # DEPENDENCYPART_ARC
(32,31),0.098083 # DEPENDENCYPART_ARC
(32,33),3.9796 # DEPENDENCYPART_ARC
(32,34),0.0911895 # DEPENDENCYPART_ARC
(33,1),-7.14898 # DEPENDENCYPART_ARC
(33,2),-7.73988 # DEPENDENCYPART_ARC
(33,3),-12.967 # DEPENDENCYPART_ARC
(33,4),-4.38092 # DEPENDENCYPART_ARC
(33,5),-10.4023 # DEPENDENCYPART_ARC
(33,6),-4.72302 # DEPENDENCYPART_ARC
(33,7),-4.81823 # DEPENDENCYPART_ARC
(33,8),-3.9352 # DEPENDENCYPART_ARC
(33,9),-3.91107 # DEPENDENCYPART_ARC
(33,10),-1.46647 # DEPENDENCYPART_ARC
(33,11),-6.45433 # DEPENDENCYPART_ARC
(33,12),-4.37373 # DEPENDENCYPART_ARC
(33,13),-6.82382 # DEPENDENCYPART_ARC
(33,14),-8.02472 # DEPENDENCYPART_ARC
(33,15),-3.39307 # DEPENDENCYPART_ARC
(33,16),-3.44689 # DEPENDENCYPART_ARC
(33,17),-2.53067 # DEPENDENCYPART_ARC
(33,18),-3.56532 # DEPENDENCYPART_ARC
(33,19),-2.72075 # DEPENDENCYPART_ARC
(33,20),-3.05572 # DEPENDENCYPART_ARC
(33,21),-2.51012 # DEPENDENCYPART_ARC
(33,22),-3.20972 # DEPENDENCYPART_ARC
(33,23),-1.52573 # DEPENDENCYPART_ARC
(33,24),-1.87531 # DEPENDENCYPART_ARC
(33,25),-2.32211 # DEPENDENCYPART_ARC
(33,26),0.211478 # DEPENDENCYPART_ARC
(33,27),0.68649 # DEPENDENCYPART_ARC
(33,28),-0.458807 # DEPENDENCYPART_ARC
(33,29),1.92214 # DEPENDENCYPART_ARC
(33,30),1.54583 # DEPENDENCYPART_ARC
(33,31),1.17979 # DEPENDENCYPART_ARC
(33,32),1.9429 # DEPENDENCYPART_ARC
(33,34),0.0471796 # DEPENDENCYPART_ARC
(34,1),-3.71896 # DEPENDENCYPART_ARC
(34,2),-4.06818 # DEPENDENCYPART_ARC
(34,3),-4.12081 # DEPENDENCYPART_ARC
(34,4),-2.72395 # DEPENDENCYPART_ARC
(34,5),-3.60525 # DEPENDENCYPART_ARC
(34,6),-2.82158 # DEPENDENCYPART_ARC
(34,7),-2.56966 # DEPENDENCYPART_ARC
(34,8),-2.7811 # DEPENDENCYPART_ARC
(34,9),-2.8447 # DEPENDENCYPART_ARC
(34,10),-2.46743 # DEPENDENCYPART_ARC
(34,11),-2.87764 # DEPENDENCYPART_ARC
(34,12),-2.47737 # DEPENDENCYPART_ARC
(34,13),-2.76474 # DEPENDENCYPART_ARC
(34,14),-2.84075 # DEPENDENCYPART_ARC
(34,15),-1.95439 # DEPENDENCYPART_ARC
(34,16),-2.01164 # DEPENDENCYPART_ARC
(34,17),-1.75932 # DEPENDENCYPART_ARC
(34,18),-2.11268 # DEPENDENCYPART_ARC
(34,19),-2.32786 # DEPENDENCYPART_ARC
(34,20),-2.07887 # DEPENDENCYPART_ARC
(34,21),-2.00159 # DEPENDENCYPART_ARC
(34,22),-1.32739 # DEPENDENCYPART_ARC
(34,23),-1.06941 # DEPENDENCYPART_ARC
(34,24),-1.51109 # DEPENDENCYPART_ARC
(34,25),-1.22532 # DEPENDENCYPART_ARC
(34,26),-0.953878 # DEPENDENCYPART_ARC
(34,27),-1.22339 # DEPENDENCYPART_ARC
(34,28),-0.802416 # DEPENDENCYPART_ARC
(34,29),-1.23819 # DEPENDENCYPART_ARC
(34,30),-1.05652 # DEPENDENCYPART_ARC
(34,31),-0.91727 # DEPENDENCYPART_ARC
(34,32),-1.10335 # DEPENDENCYPART_ARC
(34,33),-0.887248 # DEPENDENCYPART_ARC
