# _root_ She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably .
#goldHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,2,2,30,27,25,27,30,24,30,30,2,
#predictedHeads=2,0,2,2,6,2,11,7,10,11,6,17,16,16,16,17,4,17,18,18,22,17,17,17,30,27,25,27,30,17,30,30,2,
(31,28),-0.186909 # DEPENDENCYPART_ARC
(31,29),0.373145 # DEPENDENCYPART_ARC
(31,30),0.193232 # DEPENDENCYPART_ARC
(31,32),2.14569 # DEPENDENCYPART_ARC
(31,33),0.821927 # DEPENDENCYPART_ARC
(32,1),-4.06193 # DEPENDENCYPART_ARC
(32,2),-3.2259 # DEPENDENCYPART_ARC
(32,3),-3.01101 # DEPENDENCYPART_ARC
(32,4),-2.36936 # DEPENDENCYPART_ARC
(32,5),-2.59502 # DEPENDENCYPART_ARC
(32,6),-3.40159 # DEPENDENCYPART_ARC
(32,7),-3.27734 # DEPENDENCYPART_ARC
(32,8),-2.87361 # DEPENDENCYPART_ARC
(32,9),-2.78765 # DEPENDENCYPART_ARC
(32,10),-2.79414 # DEPENDENCYPART_ARC
(32,11),-3.63598 # DEPENDENCYPART_ARC
(32,12),-2.30147 # DEPENDENCYPART_ARC
(32,13),-1.54891 # DEPENDENCYPART_ARC
(32,14),-2.49802 # DEPENDENCYPART_ARC
(32,15),-2.30956 # DEPENDENCYPART_ARC
(32,16),-2.8606 # DEPENDENCYPART_ARC
(32,17),-2.1784 # DEPENDENCYPART_ARC
(32,18),-1.29177 # DEPENDENCYPART_ARC
(32,19),-1.63318 # DEPENDENCYPART_ARC
(32,20),-1.98225 # DEPENDENCYPART_ARC
(32,21),-0.930381 # DEPENDENCYPART_ARC
(32,22),-1.10402 # DEPENDENCYPART_ARC
(32,23),-1.29127 # DEPENDENCYPART_ARC
(32,24),-0.410556 # DEPENDENCYPART_ARC
(32,25),-1.07651 # DEPENDENCYPART_ARC
(32,26),0.311948 # DEPENDENCYPART_ARC
(32,27),-1.03743 # DEPENDENCYPART_ARC
(32,28),-0.302751 # DEPENDENCYPART_ARC
(32,29),-0.100121 # DEPENDENCYPART_ARC
(32,30),-0.265911 # DEPENDENCYPART_ARC
(32,31),1.04221 # DEPENDENCYPART_ARC
(32,33),0.411716 # DEPENDENCYPART_ARC
(33,1),-3.10295 # DEPENDENCYPART_ARC
(33,2),-3.39894 # DEPENDENCYPART_ARC
(33,3),-3.66351 # DEPENDENCYPART_ARC
(33,4),-4.25845 # DEPENDENCYPART_ARC
(33,5),-3.65247 # DEPENDENCYPART_ARC
(33,6),-4.04068 # DEPENDENCYPART_ARC
(33,7),-3.59853 # DEPENDENCYPART_ARC
(33,8),-3.66724 # DEPENDENCYPART_ARC
(33,9),-3.91608 # DEPENDENCYPART_ARC
(33,10),-2.63875 # DEPENDENCYPART_ARC
(33,11),-2.57569 # DEPENDENCYPART_ARC
(33,12),-1.7252 # DEPENDENCYPART_ARC
(33,13),-2.81872 # DEPENDENCYPART_ARC
(33,14),-2.82871 # DEPENDENCYPART_ARC
(33,15),-2.75734 # DEPENDENCYPART_ARC
(33,16),-2.08657 # DEPENDENCYPART_ARC
(33,17),-2.25691 # DEPENDENCYPART_ARC
(33,18),-2.4988 # DEPENDENCYPART_ARC
(33,19),-2.80672 # DEPENDENCYPART_ARC
(33,20),-1.82967 # DEPENDENCYPART_ARC
(33,21),-1.94862 # DEPENDENCYPART_ARC
(33,22),-1.95145 # DEPENDENCYPART_ARC
(33,23),-1.08313 # DEPENDENCYPART_ARC
(33,24),-1.78638 # DEPENDENCYPART_ARC
(33,25),-2.10007 # DEPENDENCYPART_ARC
(33,26),-0.892156 # DEPENDENCYPART_ARC
(33,27),-1.12278 # DEPENDENCYPART_ARC
(33,28),-1.67354 # DEPENDENCYPART_ARC
(33,29),-1.72177 # DEPENDENCYPART_ARC
(33,30),-1.05784 # DEPENDENCYPART_ARC
(33,31),-1.57422 # DEPENDENCYPART_ARC
(33,32),-1.28523 # DEPENDENCYPART_ARC
