# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,15,19,19,15,19,20,21,21,25,23,25,29,29,26,31,29,34,34,31,3,
(29,34),0.484829 # DEPENDENCYPART_ARC
(29,35),1.67654 # DEPENDENCYPART_ARC
(30,1),-4.41318 # DEPENDENCYPART_ARC
(30,2),-4.34328 # DEPENDENCYPART_ARC
(30,3),-3.44457 # DEPENDENCYPART_ARC
(30,4),-3.47746 # DEPENDENCYPART_ARC
(30,5),-3.31094 # DEPENDENCYPART_ARC
(30,6),-2.72225 # DEPENDENCYPART_ARC
(30,7),-3.9619 # DEPENDENCYPART_ARC
(30,8),-2.90698 # DEPENDENCYPART_ARC
(30,9),-2.83489 # DEPENDENCYPART_ARC
(30,10),-2.44012 # DEPENDENCYPART_ARC
(30,11),-2.30857 # DEPENDENCYPART_ARC
(30,12),-3.23242 # DEPENDENCYPART_ARC
(30,13),-1.50981 # DEPENDENCYPART_ARC
(30,14),-2.41449 # DEPENDENCYPART_ARC
(30,15),-3.12481 # DEPENDENCYPART_ARC
(30,16),-1.68997 # DEPENDENCYPART_ARC
(30,17),-1.50357 # DEPENDENCYPART_ARC
(30,18),-2.2564 # DEPENDENCYPART_ARC
(30,19),-1.91952 # DEPENDENCYPART_ARC
(30,20),-2.07859 # DEPENDENCYPART_ARC
(30,21),-1.29129 # DEPENDENCYPART_ARC
(30,22),-0.786684 # DEPENDENCYPART_ARC
(30,23),-1.07641 # DEPENDENCYPART_ARC
(30,24),-0.99073 # DEPENDENCYPART_ARC
(30,25),-1.93689 # DEPENDENCYPART_ARC
(30,26),-0.887971 # DEPENDENCYPART_ARC
(30,27),-0.291315 # DEPENDENCYPART_ARC
(30,28),-0.754413 # DEPENDENCYPART_ARC
(30,29),-0.91535 # DEPENDENCYPART_ARC
(30,31),0.329369 # DEPENDENCYPART_ARC
(30,32),-0.512598 # DEPENDENCYPART_ARC
(30,33),-0.689581 # DEPENDENCYPART_ARC
(30,34),-1.17299 # DEPENDENCYPART_ARC
(30,35),-0.846461 # DEPENDENCYPART_ARC
(31,1),-0.18732 # DEPENDENCYPART_ARC
(31,2),-0.449825 # DEPENDENCYPART_ARC
(31,3),-3.53115 # DEPENDENCYPART_ARC
(31,4),-2.59004 # DEPENDENCYPART_ARC
(31,5),-2.57263 # DEPENDENCYPART_ARC
(31,6),-1.36289 # DEPENDENCYPART_ARC
(31,7),-1.02954 # DEPENDENCYPART_ARC
(31,8),-0.881433 # DEPENDENCYPART_ARC
(31,9),-1.35614 # DEPENDENCYPART_ARC
(31,10),-1.39831 # DEPENDENCYPART_ARC
(31,11),-1.05135 # DEPENDENCYPART_ARC
(31,12),-0.521903 # DEPENDENCYPART_ARC
(31,13),0.3475 # DEPENDENCYPART_ARC
(31,14),-1.34092 # DEPENDENCYPART_ARC
(31,15),-0.104967 # DEPENDENCYPART_ARC
(31,16),-0.582954 # DEPENDENCYPART_ARC
(31,17),-0.151884 # DEPENDENCYPART_ARC
(31,18),-0.690773 # DEPENDENCYPART_ARC
(31,19),-0.805312 # DEPENDENCYPART_ARC
(31,20),-0.878329 # DEPENDENCYPART_ARC
(31,21),-0.163168 # DEPENDENCYPART_ARC
(31,22),1.2225 # DEPENDENCYPART_ARC
(31,23),0.255347 # DEPENDENCYPART_ARC
(31,24),0.623308 # DEPENDENCYPART_ARC
(31,25),1.09608 # DEPENDENCYPART_ARC
(31,26),0.340281 # DEPENDENCYPART_ARC
(31,27),1.12277 # DEPENDENCYPART_ARC
(31,28),1.07572 # DEPENDENCYPART_ARC
(31,29),1.43084 # DEPENDENCYPART_ARC
(31,30),1.62193 # DEPENDENCYPART_ARC
(31,32),2.08175 # DEPENDENCYPART_ARC
(31,33),3.02113 # DEPENDENCYPART_ARC
(31,34),2.90336 # DEPENDENCYPART_ARC
(31,35),2.26054 # DEPENDENCYPART_ARC
(32,1),-4.79185 # DEPENDENCYPART_ARC
(32,2),-4.18908 # DEPENDENCYPART_ARC
(32,3),-3.79266 # DEPENDENCYPART_ARC
(32,4),-3.57893 # DEPENDENCYPART_ARC
(32,5),-3.44549 # DEPENDENCYPART_ARC
(32,6),-3.10012 # DEPENDENCYPART_ARC
(32,7),-3.48114 # DEPENDENCYPART_ARC
(32,8),-3.41661 # DEPENDENCYPART_ARC
(32,9),-3.32449 # DEPENDENCYPART_ARC
(32,10),-2.48151 # DEPENDENCYPART_ARC
(32,11),-2.3417 # DEPENDENCYPART_ARC
(32,12),-2.9477 # DEPENDENCYPART_ARC
(32,13),-2.37516 # DEPENDENCYPART_ARC
(32,14),-2.82715 # DEPENDENCYPART_ARC
(32,15),-2.50827 # DEPENDENCYPART_ARC
(32,16),-1.60693 # DEPENDENCYPART_ARC
(32,17),-1.39432 # DEPENDENCYPART_ARC
(32,18),-2.53709 # DEPENDENCYPART_ARC
(32,19),-2.20116 # DEPENDENCYPART_ARC
(32,20),-2.14212 # DEPENDENCYPART_ARC
(32,21),-1.62178 # DEPENDENCYPART_ARC
(32,22),-1.4507 # DEPENDENCYPART_ARC
(32,23),-1.24785 # DEPENDENCYPART_ARC
(32,24),-0.454111 # DEPENDENCYPART_ARC
(32,25),-1.27415 # DEPENDENCYPART_ARC
(32,26),-0.912488 # DEPENDENCYPART_ARC
(32,27),0.029973 # DEPENDENCYPART_ARC
(32,28),-0.174453 # DEPENDENCYPART_ARC
(32,29),-0.302961 # DEPENDENCYPART_ARC
(32,30),0.283944 # DEPENDENCYPART_ARC
(32,31),0.934487 # DEPENDENCYPART_ARC
(32,33),1.08358 # DEPENDENCYPART_ARC
(32,34),0.0439197 # DEPENDENCYPART_ARC
(32,35),0.18546 # DEPENDENCYPART_ARC
(33,1),-11.7041 # DEPENDENCYPART_ARC
(33,2),-12.6945 # DEPENDENCYPART_ARC
(33,3),-4.74243 # DEPENDENCYPART_ARC
(33,4),-6.22709 # DEPENDENCYPART_ARC
(33,5),-5.77367 # DEPENDENCYPART_ARC
(33,6),-4.32425 # DEPENDENCYPART_ARC
(33,7),-5.55412 # DEPENDENCYPART_ARC
(33,8),-3.65386 # DEPENDENCYPART_ARC
(33,9),-5.50551 # DEPENDENCYPART_ARC
(33,10),-4.46791 # DEPENDENCYPART_ARC
(33,11),-4.89286 # DEPENDENCYPART_ARC
(33,12),-5.07266 # DEPENDENCYPART_ARC
(33,13),-4.12359 # DEPENDENCYPART_ARC
(33,14),-2.66245 # DEPENDENCYPART_ARC
(33,15),-4.33959 # DEPENDENCYPART_ARC
(33,16),-2.99858 # DEPENDENCYPART_ARC
(33,17),-3.21651 # DEPENDENCYPART_ARC
(33,18),-3.36801 # DEPENDENCYPART_ARC
(33,19),-3.16914 # DEPENDENCYPART_ARC
(33,20),-3.39754 # DEPENDENCYPART_ARC
(33,21),-3.28592 # DEPENDENCYPART_ARC
(33,22),-3.08453 # DEPENDENCYPART_ARC
(33,23),-2.17043 # DEPENDENCYPART_ARC
(33,24),-3.17137 # DEPENDENCYPART_ARC
(33,25),-2.38625 # DEPENDENCYPART_ARC
(33,26),-1.90063 # DEPENDENCYPART_ARC
(33,27),-0.720895 # DEPENDENCYPART_ARC
(33,28),0.0454099 # DEPENDENCYPART_ARC
(33,29),-1.35263 # DEPENDENCYPART_ARC
(33,30),-0.539215 # DEPENDENCYPART_ARC
(33,31),-0.447896 # DEPENDENCYPART_ARC
(33,32),1.65667 # DEPENDENCYPART_ARC
(33,34),1.36922 # DEPENDENCYPART_ARC
(33,35),-0.512927 # DEPENDENCYPART_ARC
(34,1),-6.85387 # DEPENDENCYPART_ARC
(34,2),-8.36445 # DEPENDENCYPART_ARC
(34,3),-2.58102 # DEPENDENCYPART_ARC
(34,4),-3.23532 # DEPENDENCYPART_ARC
(34,5),-3.39538 # DEPENDENCYPART_ARC
(34,6),-2.33163 # DEPENDENCYPART_ARC
(34,7),-4.34901 # DEPENDENCYPART_ARC
(34,8),-3.1417 # DEPENDENCYPART_ARC
(34,9),-2.42218 # DEPENDENCYPART_ARC
(34,10),-1.92819 # DEPENDENCYPART_ARC
(34,11),-1.80879 # DEPENDENCYPART_ARC
(34,12),-3.90501 # DEPENDENCYPART_ARC
(34,13),-1.95803 # DEPENDENCYPART_ARC
(34,14),-1.43082 # DEPENDENCYPART_ARC
(34,15),-2.86842 # DEPENDENCYPART_ARC
(34,16),-0.534694 # DEPENDENCYPART_ARC
(34,17),-0.942489 # DEPENDENCYPART_ARC
(34,18),-1.48204 # DEPENDENCYPART_ARC
(34,19),-1.45493 # DEPENDENCYPART_ARC
(34,20),-0.588442 # DEPENDENCYPART_ARC
(34,21),-0.852751 # DEPENDENCYPART_ARC
(34,22),-0.665239 # DEPENDENCYPART_ARC
(34,23),-0.102502 # DEPENDENCYPART_ARC
(34,24),-0.187063 # DEPENDENCYPART_ARC
(34,25),-0.774493 # DEPENDENCYPART_ARC
(34,26),0.0401137 # DEPENDENCYPART_ARC
(34,27),2.49691 # DEPENDENCYPART_ARC
(34,28),1.40038 # DEPENDENCYPART_ARC
(34,29),0.341821 # DEPENDENCYPART_ARC
(34,30),1.00048 # DEPENDENCYPART_ARC
(34,31),1.16015 # DEPENDENCYPART_ARC
(34,32),3.68735 # DEPENDENCYPART_ARC
(34,33),4.82262 # DEPENDENCYPART_ARC
(34,35),1.02652 # DEPENDENCYPART_ARC
(35,1),-4.07491 # DEPENDENCYPART_ARC
(35,2),-4.22193 # DEPENDENCYPART_ARC
(35,3),-4.93326 # DEPENDENCYPART_ARC
(35,4),-4.23079 # DEPENDENCYPART_ARC
(35,5),-3.69084 # DEPENDENCYPART_ARC
(35,6),-4.15156 # DEPENDENCYPART_ARC
(35,7),-3.37111 # DEPENDENCYPART_ARC
(35,8),-2.36481 # DEPENDENCYPART_ARC
(35,9),-3.65028 # DEPENDENCYPART_ARC
(35,10),-3.39738 # DEPENDENCYPART_ARC
(35,11),-2.92543 # DEPENDENCYPART_ARC
(35,12),-3.29825 # DEPENDENCYPART_ARC
(35,13),-1.77617 # DEPENDENCYPART_ARC
(35,14),-2.80224 # DEPENDENCYPART_ARC
(35,15),-2.71403 # DEPENDENCYPART_ARC
(35,16),-1.13626 # DEPENDENCYPART_ARC
(35,17),-1.91512 # DEPENDENCYPART_ARC
(35,18),-2.05154 # DEPENDENCYPART_ARC
(35,19),-2.17406 # DEPENDENCYPART_ARC
(35,20),-2.18987 # DEPENDENCYPART_ARC
(35,21),-2.41725 # DEPENDENCYPART_ARC
(35,22),-0.616656 # DEPENDENCYPART_ARC
(35,23),-2.27913 # DEPENDENCYPART_ARC
(35,24),-1.86328 # DEPENDENCYPART_ARC
(35,25),-2.05782 # DEPENDENCYPART_ARC
(35,26),-2.01573 # DEPENDENCYPART_ARC
(35,27),-1.44042 # DEPENDENCYPART_ARC
(35,28),-1.87879 # DEPENDENCYPART_ARC
(35,29),-1.92673 # DEPENDENCYPART_ARC
(35,30),-0.781274 # DEPENDENCYPART_ARC
(35,31),-1.68798 # DEPENDENCYPART_ARC
(35,32),-0.514496 # DEPENDENCYPART_ARC
(35,33),-1.85393 # DEPENDENCYPART_ARC
(35,34),-1.76803 # DEPENDENCYPART_ARC
