# _root_ Concerning your Sept. 19 article `` Wall Street Firms Link Analysts ' Pay to Performance , '' I 'm delighted that Wall Street is finally tuning in to the hard , cold facts of the real working world .
#goldHeads=19,5,5,5,1,5,9,9,10,5,13,11,10,10,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
#predictedHeads=10,5,5,5,1,5,9,9,11,0,13,11,10,13,14,10,19,19,10,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,10,
(26,28),2.96463 # DEPENDENCYPART_ARC
(26,29),0.330923 # DEPENDENCYPART_ARC
(26,30),1.03753 # DEPENDENCYPART_ARC
(26,31),1.02879 # DEPENDENCYPART_ARC
(26,32),0.39806 # DEPENDENCYPART_ARC
(26,33),1.17097 # DEPENDENCYPART_ARC
(26,34),0.587773 # DEPENDENCYPART_ARC
(26,35),-0.462246 # DEPENDENCYPART_ARC
(26,36),-0.196789 # DEPENDENCYPART_ARC
(26,37),-1.09927 # DEPENDENCYPART_ARC
(26,38),-0.599251 # DEPENDENCYPART_ARC
(26,39),0.467378 # DEPENDENCYPART_ARC
(27,1),-2.58506 # DEPENDENCYPART_ARC
(27,2),-2.33005 # DEPENDENCYPART_ARC
(27,3),-2.92878 # DEPENDENCYPART_ARC
(27,4),-2.48736 # DEPENDENCYPART_ARC
(27,5),-2.25706 # DEPENDENCYPART_ARC
(27,6),-2.01191 # DEPENDENCYPART_ARC
(27,7),-2.34195 # DEPENDENCYPART_ARC
(27,8),-2.19504 # DEPENDENCYPART_ARC
(27,9),-2.04406 # DEPENDENCYPART_ARC
(27,10),-1.94901 # DEPENDENCYPART_ARC
(27,11),-1.86808 # DEPENDENCYPART_ARC
(27,12),-1.84134 # DEPENDENCYPART_ARC
(27,13),-1.7352 # DEPENDENCYPART_ARC
(27,14),-1.46994 # DEPENDENCYPART_ARC
(27,15),-1.5009 # DEPENDENCYPART_ARC
(27,16),-0.953242 # DEPENDENCYPART_ARC
(27,17),-1.26442 # DEPENDENCYPART_ARC
(27,18),-1.50807 # DEPENDENCYPART_ARC
(27,19),-1.09556 # DEPENDENCYPART_ARC
(27,20),-0.968464 # DEPENDENCYPART_ARC
(27,21),0.650502 # DEPENDENCYPART_ARC
(27,22),-0.478719 # DEPENDENCYPART_ARC
(27,23),-0.243854 # DEPENDENCYPART_ARC
(27,24),-0.188654 # DEPENDENCYPART_ARC
(27,25),0.213305 # DEPENDENCYPART_ARC
(27,26),1.17678 # DEPENDENCYPART_ARC
(27,28),1.30366 # DEPENDENCYPART_ARC
(27,29),0.0250178 # DEPENDENCYPART_ARC
(27,30),0.141437 # DEPENDENCYPART_ARC
(27,31),0.375233 # DEPENDENCYPART_ARC
(27,32),-0.304442 # DEPENDENCYPART_ARC
(27,33),0.00690411 # DEPENDENCYPART_ARC
(27,34),-0.334526 # DEPENDENCYPART_ARC
(27,35),-1.03336 # DEPENDENCYPART_ARC
(27,36),-0.977262 # DEPENDENCYPART_ARC
(27,37),-0.929643 # DEPENDENCYPART_ARC
(27,38),-0.984619 # DEPENDENCYPART_ARC
(27,39),-0.427041 # DEPENDENCYPART_ARC
(28,1),-3.92932 # DEPENDENCYPART_ARC
(28,2),-3.2611 # DEPENDENCYPART_ARC
(28,3),-3.15075 # DEPENDENCYPART_ARC
(28,4),-3.95558 # DEPENDENCYPART_ARC
(28,5),-4.42139 # DEPENDENCYPART_ARC
(28,6),-2.95468 # DEPENDENCYPART_ARC
(28,7),-2.99329 # DEPENDENCYPART_ARC
(28,8),-2.56894 # DEPENDENCYPART_ARC
(28,9),-2.72521 # DEPENDENCYPART_ARC
(28,10),-2.73429 # DEPENDENCYPART_ARC
(28,11),-2.50718 # DEPENDENCYPART_ARC
(28,12),-2.44911 # DEPENDENCYPART_ARC
(28,13),-3.22845 # DEPENDENCYPART_ARC
(28,14),-2.27419 # DEPENDENCYPART_ARC
(28,15),-2.91094 # DEPENDENCYPART_ARC
(28,16),-2.30852 # DEPENDENCYPART_ARC
(28,17),-2.36609 # DEPENDENCYPART_ARC
(28,18),-1.9712 # DEPENDENCYPART_ARC
(28,19),-1.77081 # DEPENDENCYPART_ARC
(28,20),-2.04148 # DEPENDENCYPART_ARC
(28,21),-0.818029 # DEPENDENCYPART_ARC
(28,22),-1.25902 # DEPENDENCYPART_ARC
(28,23),-1.13188 # DEPENDENCYPART_ARC
(28,24),-1.05318 # DEPENDENCYPART_ARC
(28,25),-0.629198 # DEPENDENCYPART_ARC
(28,26),-0.784288 # DEPENDENCYPART_ARC
(28,27),0.0803373 # DEPENDENCYPART_ARC
(28,29),1.09978 # DEPENDENCYPART_ARC
(28,30),1.86598 # DEPENDENCYPART_ARC
(28,31),1.10741 # DEPENDENCYPART_ARC
(28,32),0.576327 # DEPENDENCYPART_ARC
(28,33),2.0173 # DEPENDENCYPART_ARC
(28,34),0.158316 # DEPENDENCYPART_ARC
(28,35),-0.869074 # DEPENDENCYPART_ARC
(28,36),-0.300763 # DEPENDENCYPART_ARC
(28,37),-0.606332 # DEPENDENCYPART_ARC
(28,38),0.0134888 # DEPENDENCYPART_ARC
(28,39),0.291592 # DEPENDENCYPART_ARC
(29,1),-4.51891 # DEPENDENCYPART_ARC
(29,2),-3.89673 # DEPENDENCYPART_ARC
(29,3),-4.69717 # DEPENDENCYPART_ARC
(29,4),-4.06079 # DEPENDENCYPART_ARC
(29,5),-4.87236 # DEPENDENCYPART_ARC
(29,6),-4.20391 # DEPENDENCYPART_ARC
(29,7),-4.22784 # DEPENDENCYPART_ARC
(29,8),-4.20906 # DEPENDENCYPART_ARC
(29,9),-3.99656 # DEPENDENCYPART_ARC
(29,10),-3.72959 # DEPENDENCYPART_ARC
(29,11),-3.70312 # DEPENDENCYPART_ARC
(29,12),-3.50456 # DEPENDENCYPART_ARC
(29,13),-3.86223 # DEPENDENCYPART_ARC
(29,14),-3.2068 # DEPENDENCYPART_ARC
(29,15),-3.68706 # DEPENDENCYPART_ARC
(29,16),-2.93045 # DEPENDENCYPART_ARC
(29,17),-3.19975 # DEPENDENCYPART_ARC
(29,18),-2.72683 # DEPENDENCYPART_ARC
(29,19),-2.85646 # DEPENDENCYPART_ARC
(29,20),-2.65557 # DEPENDENCYPART_ARC
(29,21),-2.45442 # DEPENDENCYPART_ARC
(29,22),-2.43466 # DEPENDENCYPART_ARC
(29,23),-2.30075 # DEPENDENCYPART_ARC
(29,24),-2.26209 # DEPENDENCYPART_ARC
(29,25),-1.61611 # DEPENDENCYPART_ARC
(29,26),-1.51234 # DEPENDENCYPART_ARC
(29,27),-1.22492 # DEPENDENCYPART_ARC
(29,28),-0.58744 # DEPENDENCYPART_ARC
(29,30),0.0143644 # DEPENDENCYPART_ARC
(29,31),-0.784607 # DEPENDENCYPART_ARC
(29,32),-0.776395 # DEPENDENCYPART_ARC
(29,33),-0.924011 # DEPENDENCYPART_ARC
(29,34),-1.00789 # DEPENDENCYPART_ARC
(29,35),-1.91825 # DEPENDENCYPART_ARC
(29,36),-1.59391 # DEPENDENCYPART_ARC
(29,37),-1.66253 # DEPENDENCYPART_ARC
(29,38),-1.62457 # DEPENDENCYPART_ARC
(29,39),-1.39433 # DEPENDENCYPART_ARC
(30,1),-4.05005 # DEPENDENCYPART_ARC
(30,2),-2.37281 # DEPENDENCYPART_ARC
(30,3),-3.8723 # DEPENDENCYPART_ARC
(30,4),-3.18036 # DEPENDENCYPART_ARC
(30,5),-3.86507 # DEPENDENCYPART_ARC
(30,6),-2.71324 # DEPENDENCYPART_ARC
(30,7),-3.34192 # DEPENDENCYPART_ARC
(30,8),-3.61203 # DEPENDENCYPART_ARC
(30,9),-3.93252 # DEPENDENCYPART_ARC
(30,10),-3.47668 # DEPENDENCYPART_ARC
(30,11),-3.30315 # DEPENDENCYPART_ARC
(30,12),-2.89442 # DEPENDENCYPART_ARC
(30,13),-3.07979 # DEPENDENCYPART_ARC
(30,14),-1.96147 # DEPENDENCYPART_ARC
(30,15),-3.0679 # DEPENDENCYPART_ARC
(30,16),-1.98682 # DEPENDENCYPART_ARC
(30,17),-2.3412 # DEPENDENCYPART_ARC
(30,18),-2.7162 # DEPENDENCYPART_ARC
(30,19),-2.5661 # DEPENDENCYPART_ARC
(30,20),-2.12896 # DEPENDENCYPART_ARC
(30,21),-1.17567 # DEPENDENCYPART_ARC
(30,22),-1.32581 # DEPENDENCYPART_ARC
(30,23),-2.08979 # DEPENDENCYPART_ARC
(30,24),-1.75501 # DEPENDENCYPART_ARC
(30,25),-0.710438 # DEPENDENCYPART_ARC
(30,26),-1.11126 # DEPENDENCYPART_ARC
(30,27),-0.647482 # DEPENDENCYPART_ARC
(30,28),0.230845 # DEPENDENCYPART_ARC
(30,29),1.96764 # DEPENDENCYPART_ARC
(30,31),1.12853 # DEPENDENCYPART_ARC
(30,32),1.33409 # DEPENDENCYPART_ARC
(30,33),0.147158 # DEPENDENCYPART_ARC
(30,34),0.446284 # DEPENDENCYPART_ARC
(30,35),-1.00524 # DEPENDENCYPART_ARC
(30,36),-0.435928 # DEPENDENCYPART_ARC
(30,37),-0.331478 # DEPENDENCYPART_ARC
(30,38),-0.925375 # DEPENDENCYPART_ARC
(30,39),-0.331999 # DEPENDENCYPART_ARC
(31,1),-3.64634 # DEPENDENCYPART_ARC
(31,2),-3.65404 # DEPENDENCYPART_ARC
(31,3),-4.57371 # DEPENDENCYPART_ARC
(31,4),-4.06266 # DEPENDENCYPART_ARC
(31,5),-3.97151 # DEPENDENCYPART_ARC
(31,6),-3.33307 # DEPENDENCYPART_ARC
(31,7),-4.30884 # DEPENDENCYPART_ARC
(31,8),-4.19555 # DEPENDENCYPART_ARC
(31,9),-3.97028 # DEPENDENCYPART_ARC
(31,10),-3.7275 # DEPENDENCYPART_ARC
(31,11),-3.66386 # DEPENDENCYPART_ARC
(31,12),-3.21817 # DEPENDENCYPART_ARC
(31,13),-2.8633 # DEPENDENCYPART_ARC
(31,14),-2.56066 # DEPENDENCYPART_ARC
(31,15),-2.73741 # DEPENDENCYPART_ARC
(31,16),-1.12483 # DEPENDENCYPART_ARC
(31,17),-2.73951 # DEPENDENCYPART_ARC
(31,18),-2.72942 # DEPENDENCYPART_ARC
(31,19),-2.70329 # DEPENDENCYPART_ARC
(31,20),-1.69978 # DEPENDENCYPART_ARC
(31,21),-2.08468 # DEPENDENCYPART_ARC
(31,22),-2.39894 # DEPENDENCYPART_ARC
(31,23),-2.32843 # DEPENDENCYPART_ARC
(31,24),-1.91583 # DEPENDENCYPART_ARC
(31,25),-2.29594 # DEPENDENCYPART_ARC
(31,26),-1.62372 # DEPENDENCYPART_ARC
(31,27),-1.66947 # DEPENDENCYPART_ARC
(31,28),-1.10008 # DEPENDENCYPART_ARC
(31,29),-0.798171 # DEPENDENCYPART_ARC
(31,30),-0.77715 # DEPENDENCYPART_ARC
(31,32),-0.350287 # DEPENDENCYPART_ARC
(31,33),-0.981542 # DEPENDENCYPART_ARC
(31,34),-1.08934 # DEPENDENCYPART_ARC
(31,35),-1.75101 # DEPENDENCYPART_ARC
(31,36),-1.76697 # DEPENDENCYPART_ARC
(31,37),-2.31806 # DEPENDENCYPART_ARC
(31,38),-2.44398 # DEPENDENCYPART_ARC
(31,39),-1.58239 # DEPENDENCYPART_ARC
(32,1),-4.18605 # DEPENDENCYPART_ARC
(32,2),-2.13214 # DEPENDENCYPART_ARC
(32,3),-3.2285 # DEPENDENCYPART_ARC
(32,4),-3.02804 # DEPENDENCYPART_ARC
(32,5),-3.63802 # DEPENDENCYPART_ARC
(32,6),-2.88062 # DEPENDENCYPART_ARC
(32,7),-2.36234 # DEPENDENCYPART_ARC
(32,8),-2.86473 # DEPENDENCYPART_ARC
(32,9),-3.32562 # DEPENDENCYPART_ARC
(32,10),-3.05729 # DEPENDENCYPART_ARC
(32,11),-2.853 # DEPENDENCYPART_ARC
(32,12),-2.8131 # DEPENDENCYPART_ARC
(32,13),-2.95552 # DEPENDENCYPART_ARC
(32,14),-1.75283 # DEPENDENCYPART_ARC
(32,15),-2.9316 # DEPENDENCYPART_ARC
(32,16),-1.81525 # DEPENDENCYPART_ARC
(32,17),-2.21098 # DEPENDENCYPART_ARC
(32,18),-2.53994 # DEPENDENCYPART_ARC
(32,19),-2.23668 # DEPENDENCYPART_ARC
(32,20),-2.02776 # DEPENDENCYPART_ARC
(32,21),-1.29237 # DEPENDENCYPART_ARC
(32,22),-0.319818 # DEPENDENCYPART_ARC
(32,23),-1.47155 # DEPENDENCYPART_ARC
(32,24),-1.42266 # DEPENDENCYPART_ARC
(32,25),-1.04749 # DEPENDENCYPART_ARC
(32,26),-1.17979 # DEPENDENCYPART_ARC
(32,27),-0.886697 # DEPENDENCYPART_ARC
(32,28),-0.188752 # DEPENDENCYPART_ARC
(32,29),0.628378 # DEPENDENCYPART_ARC
(32,30),1.33623 # DEPENDENCYPART_ARC
(32,31),1.27501 # DEPENDENCYPART_ARC
(32,33),0.996627 # DEPENDENCYPART_ARC
(32,34),0.471788 # DEPENDENCYPART_ARC
(32,35),-0.918896 # DEPENDENCYPART_ARC
(32,36),-0.25098 # DEPENDENCYPART_ARC
(32,37),-0.253756 # DEPENDENCYPART_ARC
(32,38),-0.942 # DEPENDENCYPART_ARC
(32,39),-0.170932 # DEPENDENCYPART_ARC
(33,1),-3.2965 # DEPENDENCYPART_ARC
(33,2),-2.42615 # DEPENDENCYPART_ARC
(33,3),-4.53096 # DEPENDENCYPART_ARC
(33,4),-2.74661 # DEPENDENCYPART_ARC
(33,5),-4.73793 # DEPENDENCYPART_ARC
(33,6),-1.1186 # DEPENDENCYPART_ARC
(33,7),-3.28982 # DEPENDENCYPART_ARC
(33,8),-4.02814 # DEPENDENCYPART_ARC
(33,9),-4.86726 # DEPENDENCYPART_ARC
(33,10),-2.78942 # DEPENDENCYPART_ARC
(33,11),-2.71359 # DEPENDENCYPART_ARC
(33,12),-2.42502 # DEPENDENCYPART_ARC
(33,13),-4.53647 # DEPENDENCYPART_ARC
(33,14),-2.50355 # DEPENDENCYPART_ARC
(33,15),-3.93296 # DEPENDENCYPART_ARC
(33,16),-1.55203 # DEPENDENCYPART_ARC
(33,17),-1.30009 # DEPENDENCYPART_ARC
(33,18),-1.75768 # DEPENDENCYPART_ARC
(33,19),-1.89757 # DEPENDENCYPART_ARC
(33,20),-1.56212 # DEPENDENCYPART_ARC
(33,21),-1.49881 # DEPENDENCYPART_ARC
(33,22),-0.727027 # DEPENDENCYPART_ARC
(33,23),-1.58667 # DEPENDENCYPART_ARC
(33,24),-0.225448 # DEPENDENCYPART_ARC
(33,25),-0.73038 # DEPENDENCYPART_ARC
(33,26),-0.60922 # DEPENDENCYPART_ARC
(33,27),-0.9055 # DEPENDENCYPART_ARC
(33,28),-0.0686158 # DEPENDENCYPART_ARC
(33,29),3.6507 # DEPENDENCYPART_ARC
(33,30),2.706 # DEPENDENCYPART_ARC
(33,31),2.85002 # DEPENDENCYPART_ARC
(33,32),3.38689 # DEPENDENCYPART_ARC
(33,34),3.74085 # DEPENDENCYPART_ARC
(33,35),0.884751 # DEPENDENCYPART_ARC
(33,36),1.11679 # DEPENDENCYPART_ARC
(33,37),1.72108 # DEPENDENCYPART_ARC
(33,38),1.00807 # DEPENDENCYPART_ARC
(33,39),1.15951 # DEPENDENCYPART_ARC
(34,1),-4.83071 # DEPENDENCYPART_ARC
(34,2),-3.72397 # DEPENDENCYPART_ARC
(34,3),-4.30198 # DEPENDENCYPART_ARC
(34,4),-3.81547 # DEPENDENCYPART_ARC
(34,5),-4.87082 # DEPENDENCYPART_ARC
(34,6),-2.50426 # DEPENDENCYPART_ARC
(34,7),-3.54494 # DEPENDENCYPART_ARC
(34,8),-3.63113 # DEPENDENCYPART_ARC
(34,9),-3.386 # DEPENDENCYPART_ARC
(34,10),-3.63096 # DEPENDENCYPART_ARC
(34,11),-3.49552 # DEPENDENCYPART_ARC
(34,12),-2.86084 # DEPENDENCYPART_ARC
(34,13),-4.33438 # DEPENDENCYPART_ARC
(34,14),-2.7708 # DEPENDENCYPART_ARC
(34,15),-4.16803 # DEPENDENCYPART_ARC
(34,16),-3.07388 # DEPENDENCYPART_ARC
(34,17),-2.72459 # DEPENDENCYPART_ARC
(34,18),-2.93541 # DEPENDENCYPART_ARC
(34,19),-2.66052 # DEPENDENCYPART_ARC
(34,20),-2.14845 # DEPENDENCYPART_ARC
(34,21),-1.02732 # DEPENDENCYPART_ARC
(34,22),-1.85227 # DEPENDENCYPART_ARC
(34,23),-2.04853 # DEPENDENCYPART_ARC
(34,24),-1.5636 # DEPENDENCYPART_ARC
(34,25),-1.74186 # DEPENDENCYPART_ARC
(34,26),-1.87886 # DEPENDENCYPART_ARC
(34,27),-1.60177 # DEPENDENCYPART_ARC
(34,28),-1.09699 # DEPENDENCYPART_ARC
(34,29),-1.19204 # DEPENDENCYPART_ARC
(34,30),-0.984603 # DEPENDENCYPART_ARC
(34,31),-0.702635 # DEPENDENCYPART_ARC
(34,32),-0.543197 # DEPENDENCYPART_ARC
(34,33),-0.173183 # DEPENDENCYPART_ARC
(34,35),0.599531 # DEPENDENCYPART_ARC
(34,36),1.76496 # DEPENDENCYPART_ARC
(34,37),2.36497 # DEPENDENCYPART_ARC
(34,38),3.23377 # DEPENDENCYPART_ARC
(34,39),-0.851839 # DEPENDENCYPART_ARC
(35,1),-5.42602 # DEPENDENCYPART_ARC
(35,2),-4.82895 # DEPENDENCYPART_ARC
(35,3),-5.71112 # DEPENDENCYPART_ARC
(35,4),-5.06823 # DEPENDENCYPART_ARC
(35,5),-5.50097 # DEPENDENCYPART_ARC
(35,6),-4.95566 # DEPENDENCYPART_ARC
(35,7),-5.13176 # DEPENDENCYPART_ARC
(35,8),-5.01006 # DEPENDENCYPART_ARC
(35,9),-4.98616 # DEPENDENCYPART_ARC
(35,10),-4.47238 # DEPENDENCYPART_ARC
(35,11),-4.841 # DEPENDENCYPART_ARC
(35,12),-4.4344 # DEPENDENCYPART_ARC
(35,13),-4.85259 # DEPENDENCYPART_ARC
(35,14),-4.0819 # DEPENDENCYPART_ARC
(35,15),-4.63294 # DEPENDENCYPART_ARC
(35,16),-3.86109 # DEPENDENCYPART_ARC
(35,17),-4.05871 # DEPENDENCYPART_ARC
(35,18),-3.6232 # DEPENDENCYPART_ARC
(35,19),-3.71091 # DEPENDENCYPART_ARC
(35,20),-3.53543 # DEPENDENCYPART_ARC
(35,21),-3.44725 # DEPENDENCYPART_ARC
(35,22),-3.47824 # DEPENDENCYPART_ARC
(35,23),-3.41479 # DEPENDENCYPART_ARC
(35,24),-3.23441 # DEPENDENCYPART_ARC
(35,25),-2.93678 # DEPENDENCYPART_ARC
(35,26),-2.81141 # DEPENDENCYPART_ARC
(35,27),-2.92692 # DEPENDENCYPART_ARC
(35,28),-2.65533 # DEPENDENCYPART_ARC
(35,29),-1.92223 # DEPENDENCYPART_ARC
(35,30),-2.27592 # DEPENDENCYPART_ARC
(35,31),-1.97724 # DEPENDENCYPART_ARC
(35,32),-1.68359 # DEPENDENCYPART_ARC
(35,33),-1.81304 # DEPENDENCYPART_ARC
(35,34),-0.994851 # DEPENDENCYPART_ARC
(35,36),-0.0759558 # DEPENDENCYPART_ARC
(35,37),-0.747351 # DEPENDENCYPART_ARC
(35,38),-0.982236 # DEPENDENCYPART_ARC
(35,39),-1.97679 # DEPENDENCYPART_ARC
(36,1),-4.9961 # DEPENDENCYPART_ARC
(36,2),-3.22673 # DEPENDENCYPART_ARC
(36,3),-5.13115 # DEPENDENCYPART_ARC
(36,4),-4.2881 # DEPENDENCYPART_ARC
(36,5),-5.12298 # DEPENDENCYPART_ARC
(36,6),-3.35126 # DEPENDENCYPART_ARC
(36,7),-4.20177 # DEPENDENCYPART_ARC
(36,8),-4.58679 # DEPENDENCYPART_ARC
(36,9),-4.90163 # DEPENDENCYPART_ARC
(36,10),-4.18376 # DEPENDENCYPART_ARC
(36,11),-4.48781 # DEPENDENCYPART_ARC
(36,12),-3.86633 # DEPENDENCYPART_ARC
(36,13),-4.18102 # DEPENDENCYPART_ARC
(36,14),-2.40188 # DEPENDENCYPART_ARC
(36,15),-4.11903 # DEPENDENCYPART_ARC
(36,16),-2.81002 # DEPENDENCYPART_ARC
(36,17),-3.2134 # DEPENDENCYPART_ARC
(36,18),-3.50366 # DEPENDENCYPART_ARC
(36,19),-3.36132 # DEPENDENCYPART_ARC
(36,20),-3.05848 # DEPENDENCYPART_ARC
(36,21),-2.50412 # DEPENDENCYPART_ARC
(36,22),-2.5336 # DEPENDENCYPART_ARC
(36,23),-3.36036 # DEPENDENCYPART_ARC
(36,24),-2.54229 # DEPENDENCYPART_ARC
(36,25),-2.55952 # DEPENDENCYPART_ARC
(36,26),-2.23897 # DEPENDENCYPART_ARC
(36,27),-2.23039 # DEPENDENCYPART_ARC
(36,28),-1.04245 # DEPENDENCYPART_ARC
(36,29),-0.978684 # DEPENDENCYPART_ARC
(36,30),-0.614484 # DEPENDENCYPART_ARC
(36,31),-0.764421 # DEPENDENCYPART_ARC
(36,32),-0.507362 # DEPENDENCYPART_ARC
(36,33),-0.933693 # DEPENDENCYPART_ARC
(36,34),-0.14608 # DEPENDENCYPART_ARC
(36,35),1.6673 # DEPENDENCYPART_ARC
(36,37),1.03234 # DEPENDENCYPART_ARC
(36,38),0.0692572 # DEPENDENCYPART_ARC
(36,39),-0.483613 # DEPENDENCYPART_ARC
(37,1),-5.45145 # DEPENDENCYPART_ARC
(37,2),-5.16641 # DEPENDENCYPART_ARC
(37,3),-8.83665 # DEPENDENCYPART_ARC
(37,4),-4.51983 # DEPENDENCYPART_ARC
(37,5),-9.63003 # DEPENDENCYPART_ARC
(37,6),-3.04815 # DEPENDENCYPART_ARC
(37,7),-8.18206 # DEPENDENCYPART_ARC
(37,8),-8.06499 # DEPENDENCYPART_ARC
(37,9),-9.35107 # DEPENDENCYPART_ARC
(37,10),-4.36294 # DEPENDENCYPART_ARC
(37,11),-7.75151 # DEPENDENCYPART_ARC
(37,12),-4.36447 # DEPENDENCYPART_ARC
(37,13),-8.30302 # DEPENDENCYPART_ARC
(37,14),-4.16769 # DEPENDENCYPART_ARC
(37,15),-7.87308 # DEPENDENCYPART_ARC
(37,16),-3.95014 # DEPENDENCYPART_ARC
(37,17),-3.26521 # DEPENDENCYPART_ARC
(37,18),-3.14358 # DEPENDENCYPART_ARC
(37,19),-3.53067 # DEPENDENCYPART_ARC
(37,20),-4.22585 # DEPENDENCYPART_ARC
(37,21),-3.72703 # DEPENDENCYPART_ARC
(37,22),-5.16652 # DEPENDENCYPART_ARC
(37,23),-5.91504 # DEPENDENCYPART_ARC
(37,24),-2.74353 # DEPENDENCYPART_ARC
(37,25),-3.71825 # DEPENDENCYPART_ARC
(37,26),-2.1746 # DEPENDENCYPART_ARC
(37,27),-2.518 # DEPENDENCYPART_ARC
(37,28),-2.61775 # DEPENDENCYPART_ARC
(37,29),-1.39991 # DEPENDENCYPART_ARC
(37,30),-1.66227 # DEPENDENCYPART_ARC
(37,31),-0.274863 # DEPENDENCYPART_ARC
(37,32),-1.69294 # DEPENDENCYPART_ARC
(37,33),-1.68179 # DEPENDENCYPART_ARC
(37,34),-0.540059 # DEPENDENCYPART_ARC
(37,35),2.71094 # DEPENDENCYPART_ARC
(37,36),2.49202 # DEPENDENCYPART_ARC
(37,38),1.33835 # DEPENDENCYPART_ARC
(37,39),-0.19 # DEPENDENCYPART_ARC
(38,1),-3.57083 # DEPENDENCYPART_ARC
(38,2),-2.98942 # DEPENDENCYPART_ARC
(38,3),-6.64242 # DEPENDENCYPART_ARC
(38,4),-2.93499 # DEPENDENCYPART_ARC
(38,5),-7.58313 # DEPENDENCYPART_ARC
(38,6),-1.11165 # DEPENDENCYPART_ARC
(38,7),-6.69548 # DEPENDENCYPART_ARC
(38,8),-6.06547 # DEPENDENCYPART_ARC
(38,9),-7.41365 # DEPENDENCYPART_ARC
(38,10),-2.6315 # DEPENDENCYPART_ARC
(38,11),-5.64644 # DEPENDENCYPART_ARC
(38,12),-3.0052 # DEPENDENCYPART_ARC
(38,13),-6.10077 # DEPENDENCYPART_ARC
(38,14),-3.27021 # DEPENDENCYPART_ARC
(38,15),-5.52193 # DEPENDENCYPART_ARC
(38,16),-1.99949 # DEPENDENCYPART_ARC
(38,17),-1.37446 # DEPENDENCYPART_ARC
(38,18),-1.44983 # DEPENDENCYPART_ARC
(38,19),-1.83618 # DEPENDENCYPART_ARC
(38,20),-2.05944 # DEPENDENCYPART_ARC
(38,21),-2.48178 # DEPENDENCYPART_ARC
(38,22),-3.24921 # DEPENDENCYPART_ARC
(38,23),-3.80791 # DEPENDENCYPART_ARC
(38,24),-0.802697 # DEPENDENCYPART_ARC
(38,25),-1.92635 # DEPENDENCYPART_ARC
(38,26),-0.2168 # DEPENDENCYPART_ARC
(38,27),-0.933831 # DEPENDENCYPART_ARC
(38,28),-1.37359 # DEPENDENCYPART_ARC
(38,29),1.08232 # DEPENDENCYPART_ARC
(38,30),0.397729 # DEPENDENCYPART_ARC
(38,31),1.68434 # DEPENDENCYPART_ARC
(38,32),0.307232 # DEPENDENCYPART_ARC
(38,33),0.535092 # DEPENDENCYPART_ARC
(38,34),0.803849 # DEPENDENCYPART_ARC
(38,35),4.68635 # DEPENDENCYPART_ARC
(38,36),4.13206 # DEPENDENCYPART_ARC
(38,37),4.5923 # DEPENDENCYPART_ARC
(38,39),0.335877 # DEPENDENCYPART_ARC
(39,1),-3.08195 # DEPENDENCYPART_ARC
(39,2),-3.74525 # DEPENDENCYPART_ARC
(39,3),-4.05408 # DEPENDENCYPART_ARC
(39,4),-4.56597 # DEPENDENCYPART_ARC
(39,5),-4.04144 # DEPENDENCYPART_ARC
(39,6),-3.5755 # DEPENDENCYPART_ARC
(39,7),-3.93077 # DEPENDENCYPART_ARC
(39,8),-4.0361 # DEPENDENCYPART_ARC
(39,9),-3.52604 # DEPENDENCYPART_ARC
(39,10),-2.70367 # DEPENDENCYPART_ARC
(39,11),-3.54087 # DEPENDENCYPART_ARC
(39,12),-3.19779 # DEPENDENCYPART_ARC
(39,13),-3.11587 # DEPENDENCYPART_ARC
(39,14),-3.11735 # DEPENDENCYPART_ARC
(39,15),-3.01763 # DEPENDENCYPART_ARC
(39,16),-1.57391 # DEPENDENCYPART_ARC
(39,17),-2.74815 # DEPENDENCYPART_ARC
(39,18),-1.97478 # DEPENDENCYPART_ARC
(39,19),-2.27866 # DEPENDENCYPART_ARC
(39,20),-2.24902 # DEPENDENCYPART_ARC
(39,21),-2.63712 # DEPENDENCYPART_ARC
(39,22),-2.41206 # DEPENDENCYPART_ARC
(39,23),-2.46251 # DEPENDENCYPART_ARC
(39,24),-1.98456 # DEPENDENCYPART_ARC
(39,25),-1.58645 # DEPENDENCYPART_ARC
(39,26),-1.20993 # DEPENDENCYPART_ARC
(39,27),-1.79893 # DEPENDENCYPART_ARC
(39,28),-1.67151 # DEPENDENCYPART_ARC
(39,29),-1.25304 # DEPENDENCYPART_ARC
(39,30),-1.76708 # DEPENDENCYPART_ARC
(39,31),-0.314384 # DEPENDENCYPART_ARC
(39,32),-1.52457 # DEPENDENCYPART_ARC
(39,33),-1.31563 # DEPENDENCYPART_ARC
(39,34),-1.76066 # DEPENDENCYPART_ARC
(39,35),-0.757721 # DEPENDENCYPART_ARC
(39,36),-0.999501 # DEPENDENCYPART_ARC
(39,37),-1.66555 # DEPENDENCYPART_ARC
(39,38),-1.78905 # DEPENDENCYPART_ARC
