# _root_ Asked what stocks the computer bought , the money manager says , `` I do n't know . ''
#goldHeads=11,3,6,5,6,1,11,10,10,11,0,11,15,15,11,15,15,11,11,
#predictedHeads=11,3,1,5,6,3,11,10,10,11,0,11,11,15,11,15,15,15,15,
(13,15),(15,19),(15,20),-0.0420139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,14),0.0952214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,13),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,15),(15,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,-1),-0.0669498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,14),(15,13),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,14),(15,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,-1),-0.0719972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,13),(15,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,12),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,11),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,10),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,9),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,8),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,-1),-0.0656338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,7),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,6),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,6),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,6),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,6),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,6),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,5),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,5),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,5),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,5),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,3),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,3),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,3),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,2),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,2),(15,-1),-0.064709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,1),(15,-1),-0.0641585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,11),0.102879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,12),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,13),0.100269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,20),-0.110943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,11),(10,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,20),-0.0646551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,12),(10,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,20),-0.064188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,13),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,20),-0.0662558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,15),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,20),-0.0642504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,18),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,18),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,19),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,9),-0.0464068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,8),-0.0457915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,7),-0.0431164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,6),-0.045227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,5),-0.0464067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,4),-0.0457915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,3),-0.0425883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,1),-0.0420344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,-1),-0.0664052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,9),(10,8),-0.0420145 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,7),-0.0420976 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,6),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,5),-0.04208 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,4),-0.0420145 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,1),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,-1),-0.0397986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,8),(10,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,-1),-0.0463914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,7),(10,6),-0.0420464 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,5),-0.0380265 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,1),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,-1),-0.0423521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,6),(10,5),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,4),-0.0420129 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,-1),-0.0451475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,5),(10,4),-0.0420145 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,5),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,5),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,5),(10,1),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,5),(10,-1),-0.0397974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,4),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,4),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,4),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,4),(10,-1),-0.0463914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,3),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,3),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,3),(10,-1),-0.0353147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,2),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,2),(10,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,1),(10,-1),-0.042061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,20),-0.108331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,14),(13,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,15),(13,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,10),-0.0420136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),-0.0861534 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,10),(13,-1),-0.0420136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,17),-0.0453069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,20),-0.0785933 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,20),-0.0453414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,14),0.103065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,-1),-0.108317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,14),(16,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,18),-0.0420159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,20),-0.0692777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,18),(17,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,20),-0.0420346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,19),(17,20),-0.0420205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,16),0.097663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,14),0.103068 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,10),-0.0641498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,5),-0.0641498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,-1),-0.132975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,16),(17,14),0.103052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,16),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,-1),-0.069521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,14),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,-1),-0.0641796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,13),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,12),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,-1),-0.0641749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,11),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,-1),-0.0641492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,10),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,10),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,10),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,10),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,10),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,10),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,10),(17,-1),-0.0646697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,7),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,7),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,7),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,7),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,7),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,7),(17,-1),-0.0641749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,6),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,6),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,6),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,6),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,6),(17,-1),-0.0641533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,5),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,5),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
