# _root_ In fact , Lever Bros. confirms that its Sunlight brand does contain chlorine bleach , even though it is n't listed on the label for the powder version .
#goldHeads=6,1,6,6,4,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,24,28,28,25,6,
#predictedHeads=6,1,6,5,6,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,21,28,28,25,6,
(11,19),(19,5),(19,1),-0.0625039 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,5),(19,-1),-0.0629569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,3),(19,2),-0.0402992 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,3),(19,1),-0.106585 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,3),(19,-1),-0.0878734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,2),(19,1),-0.0696797 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,2),(19,-1),-0.0648614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,1),(19,-1),-0.0327883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,21),-0.0548455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,22),-0.0154357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,24),-0.0326679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,30),0.160018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,21),(20,22),-0.0361285 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,30),-0.0480988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,22),(20,24),-0.0484367 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,22),(20,30),0.0448669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,24),(20,30),-0.042665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,18),0.0929206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,-1),-0.0294301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,18),(20,-1),-0.0741163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,21),(21,22),-0.117713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,24),0.0122168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,25),-0.117928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,28),0.012216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,29),-0.0444581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,30),-0.0819336 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,22),(21,24),-0.0773898 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,25),-0.0242009 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,28),-0.0773898 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,29),-0.048745 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,30),-0.0531002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,24),(21,25),-0.0569174 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,28),-0.0238225 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,29),-0.0452692 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,30),-0.0454903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,25),(21,28),-0.0763199 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,25),(21,29),-0.0500056 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,25),(21,30),-0.0194433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,28),(21,29),-0.0452692 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,28),(21,30),-0.0468585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,29),(21,30),-0.0601453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,21),(21,20),0.051167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,18),0.104187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,17),0.124803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,16),0.04606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,7),0.0116159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,1),-0.0099344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,-1),-0.150486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,20),(21,18),0.102856 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,17),0.102656 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,16),0.0952481 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,7),-0.062089 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,1),-0.0589278 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,-1),-0.11203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,18),(21,17),0.102801 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,7),-0.0641546 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,1),-0.0641635 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,-1),-0.0611115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,17),(21,16),0.102617 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,17),(21,7),-0.0644369 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,17),(21,1),-0.0643196 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,17),(21,-1),-0.0322131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,16),(21,7),-0.062088 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,16),(21,1),-0.0589268 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,16),(21,-1),-0.116993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,7),(21,1),-0.0643258 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,7),(21,-1),-0.00179422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,1),(21,-1),-0.0160217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,22),(22,23),-0.0305238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,24),0.0200723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,25),-0.0364838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,27),0.0200723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,28),0.0177709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,30),-0.0887302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,22),(22,23),(22,24),-0.0432187 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,23),(22,25),-0.0457071 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,23),(22,27),-0.0432187 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,23),(22,28),-0.0432187 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,23),(22,30),-0.0398321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,24),(22,25),-0.0479918 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,24),(22,27),-0.044409 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,24),(22,28),-0.044409 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,24),(22,30),0.0185623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,25),(22,27),-0.0365289 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,25),(22,28),-0.0365289 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,25),(22,30),-0.0911559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,27),(22,28),-0.044409 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,27),(22,30),0.0185623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,28),(22,30),0.0162609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,22),(22,20),0.119048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,-1),-0.111632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,22),(22,20),(22,-1),-0.0561761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,25),(25,26),-0.0341369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,27),-0.0321737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,28),-0.0344751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,30),-0.105516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,25),(25,26),(25,27),-0.0432187 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,26),(25,28),-0.0432187 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,26),(25,30),-0.0435777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,27),(25,28),-0.0438071 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,27),(25,30),-0.0307333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,28),(25,30),-0.0330348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,25),(25,24),0.0930244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,-1),-0.117569 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,25),(25,24),(25,-1),-0.00447104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,29),(29,29),(29,30),0.102744 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,29),(29,29),(29,-1),0.128173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,1),(1,1),(1,2),0.0953954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,3),0.0893911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,4),0.084924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,5),0.084924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,6),0.100802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,11),0.0984936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,30),0.0127218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,1),(1,2),(1,3),0.101689 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,29),-0.0641751 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,30),-0.0781779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,3),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,30),-0.0625986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,4),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,4),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,4),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,4),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,4),(1,30),-0.0818992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,5),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,5),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,5),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,5),(1,30),-0.0818992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,6),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,6),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,6),(1,30),-0.0698509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,11),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,11),(1,30),-0.0721523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,29),(1,30),-0.0643157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,1),(1,-1),-0.0890303 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,3),(3,30),-0.10062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,3),(3,-1),-0.0758023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,7),(7,8),0.103062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,9),0.08372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,10),0.100183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,11),0.0925865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,12),-0.0652739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,7),(7,15),-0.064864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,16),-0.0647095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,17),-0.0521632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,19),-0.0743519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,30),0.059962 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,8),(7,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,8),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,30),-0.0663454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,12),-0.0641472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,30),-0.0831657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,29),-0.0641653 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,30),-0.0685464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,11),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,11),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,30),-0.0806768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,12),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,30),-0.058538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,15),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,17),-0.0644483 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,30),-0.0601298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,16),(7,17),-0.0642352 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,16),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,16),(7,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,16),(7,30),0.0206938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,17),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,17),(7,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,17),(7,30),-0.0483598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,19),(7,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,19),(7,30),-0.0811175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,29),(7,30),-0.0642732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,6),0.0347943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,1),-0.0754171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,-1),-0.105805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,6),(7,1),-0.0420191 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,-1),-0.018199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,1),(7,-1),-0.160156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,9),0.10306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,8),(8,30),-0.124738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,9),(8,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,9),(8,30),-0.064149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,12),(8,30),-0.0645947 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,8),(8,7),-0.0420196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,6),-0.0420322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,5),-0.0420112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,-1),-0.0904315 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,7),(8,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,-1),-0.0420196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,6),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,-1),-0.0420322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,5),(8,-1),-0.0420112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,10),0.0857901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,12),-0.0641461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,9),(9,14),-0.0641481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,30),-0.0893711 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,10),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,30),-0.0804183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,12),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,30),-0.0670447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,14),(9,30),-0.0804183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,5),-0.0363435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),0.0792608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,-1),-0.0428016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,5),(9,-1),-0.0261528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,11),0.101116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,10),(10,14),-0.0641714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,16),-0.0653944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,17),-0.0422476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,19),-0.0643952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,30),-0.036361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,11),(10,14),-0.0641613 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,15),-0.0641551 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,30),-0.0631924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,12),(10,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,30),-0.0703101 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,14),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,16),-0.0642698 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,17),-0.0641558 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,19),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,30),-0.0392832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,15),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,17),-0.0649986 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,19),-0.0642167 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,30),-0.0729996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,16),(10,17),-0.0644515 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,30),-0.0281964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,17),(10,19),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,30),-0.0211407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,19),(10,30),-0.0636448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,9),-0.0567015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
