# _root_ A spokesman for Dow Jones said he had n't seen the group 's filing , but added , `` obviously Dow Jones disagrees with their conclusions .
#goldHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
#predictedHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
(10,2),(2,10),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,15),-0.0642165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,18),-0.0642165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,28),-0.0931847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,13),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,28),-0.0882357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,14),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,14),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,14),(2,17),-0.0642171 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,14),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,14),(2,28),-0.0594391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,15),(2,16),-0.0641505 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,17),-0.0647195 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,18),-0.0642341 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,28),-0.0500042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,16),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,16),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,16),(2,28),-0.0672099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,17),(2,18),-0.0645843 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,17),(2,28),-0.0464153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,18),(2,28),-0.0500042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,2),(2,1),-0.0619395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,-1),0.00812644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,1),(2,-1),-0.0237224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,4),0.0889139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,5),0.0889139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,6),0.0850155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,7),0.0989642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,8),0.0816432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,9),0.120693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,10),-0.064152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,3),(3,14),-0.0684675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,16),-0.0645957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,28),-0.079444 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,4),(3,5),0.103037 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,6),0.103066 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,8),0.103066 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,4),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,16),-0.0641497 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,28),-0.0753435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,5),(3,6),0.103066 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,8),0.103066 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,5),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,16),-0.0641497 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,28),-0.0753435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,6),(3,7),0.103069 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,6),(3,14),-0.0641476 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,15),-0.0641569 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,16),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,28),-0.0835898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,7),(3,8),0.103067 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,7),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,28),-0.0722632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,8),(3,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,8),(3,14),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,15),-0.0641599 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,16),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,28),-0.0873518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,9),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,9),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,28),-0.0602622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,10),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,28),-0.0675662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,14),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,14),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,14),(3,28),-0.0744763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,15),(3,16),-0.0641488 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,15),(3,28),-0.0795096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,16),(3,28),-0.0421101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,2),0.000802668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,-1),-0.0718736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,2),(3,-1),-0.011811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,6),0.101718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,7),0.103011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,8),0.101524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,28),-0.103935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,6),(5,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,28),-0.0677212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,7),(5,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,28),-0.064451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,8),(5,28),-0.0682287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,4),-0.0377674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,3),-0.0452009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,2),-0.0456687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,1),-0.0310232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,-1),0.0423868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,4),(5,3),-0.0463203 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,2),-0.0430184 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,1),-0.0471248 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,-1),-0.00506055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,3),(5,2),-0.0421506 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,3),(5,1),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,3),(5,-1),-0.058472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,2),(5,1),-0.0420688 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,2),(5,-1),-0.0456339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,1),(5,-1),-0.0387073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.119756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.102547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.0908565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.0656943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,6),(6,14),-0.046456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,16),-0.0641597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,17),-0.0645257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,20),-0.0644263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,23),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,28),-0.0535369 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.102366 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.101628 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,7),(6,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,17),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,28),-0.0280054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,28),-0.0668396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,14),-0.0641529 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,28),-0.070443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,28),-0.0546709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,14),(6,15),-0.064164 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,16),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,17),-0.0641509 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,18),-0.064164 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,20),-0.0613642 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,28),-0.0759886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,15),(6,16),-0.0641541 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,17),-0.0643256 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,20),-0.064606 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,23),-0.0642578 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,28),-0.0896247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,16),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,28),-0.0666963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,17),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,28),-0.0665993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,18),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,18),(6,20),-0.064606 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,18),(6,23),-0.0642578 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,18),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,18),(6,28),-0.0896247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,19),(6,20),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,19),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,19),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,19),(6,28),-0.0683696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,20),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,20),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,20),(6,28),-0.070443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,23),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,23),(6,28),-0.0644171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,27),(6,28),-0.0641942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,5),-0.0625571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,4),-0.0625571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,3),-0.0587066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,2),-0.0498478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),-0.050102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,4),-0.0420892 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,3),-0.0435596 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,2),-0.0420226 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,-1),-0.0574205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,4),(6,3),-0.0435596 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,2),-0.0420226 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,-1),-0.0574205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,3),(6,2),-0.0422855 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,-1),-0.0562607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,2),(6,-1),-0.0769105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.103064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,9),0.10289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,28),-0.0683162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,8),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,28),-0.0641831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,28),-0.0641602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,28),-0.0641921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,16),(7,28),-0.0521031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,5),-0.0420112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),0.0433365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,5),(7,-1),-0.0420251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,10),-0.0644133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,14),-0.0663688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,28),-0.0568558 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,28),-0.0680677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,14),(9,28),-0.0477702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,7),-0.0420513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),0.0779611 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,7),(9,-1),-0.0420207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,28),-0.135795 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,-1),-0.191056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,13),-0.0535193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,14),-0.0648655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,15),-0.00566093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,16),-0.0687211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,17),-0.0628956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,18),-0.00566093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,19),-0.0348317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,20),-0.0637999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,22),-0.00847774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,23),-0.0510251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,28),0.0137853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,14),-0.0420846 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,15),-0.0423388 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,17),-0.0422038 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,18),-0.0423388 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
