# _root_ And Fairfax County , Va. , Water Authority 's 7 1\/4 % issue of 2027 was down 3\/4 at 99 7\/8 bid .
#goldHeads=16,5,5,5,8,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,22,19,16,
#predictedHeads=16,3,16,3,3,16,8,13,8,11,12,13,16,13,14,0,16,17,16,21,19,21,16,
(13,20),(20,20),(20,24),0.0752565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,20),(20,21),(20,22),-0.0427107 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,24),-0.0531522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,22),(20,24),-0.0395916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,20),(20,19),0.0718846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,18),0.0802629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,-1),-0.00946292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,20),(20,19),(20,18),0.102893 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,19),(20,-1),-0.0962827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,18),(20,-1),-0.0878266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,22),-0.0619475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,24),0.0664008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,22),(21,24),-0.0395916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,20),0.0806211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,19),0.0718846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,18),0.0796009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,17),0.113443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,15),0.0806221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,14),0.0631961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,-1),-0.0251227 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,20),(21,19),0.100753 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,18),0.103043 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,17),0.103064 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,15),0.103043 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,14),0.101469 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,-1),-0.0868319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,19),(21,18),0.102893 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,17),0.103061 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,15),0.102893 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,14),0.102352 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,-1),-0.0969261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,18),(21,17),0.103064 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,15),0.103043 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,14),0.101469 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,-1),-0.0878458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,17),(21,15),0.101823 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,17),(21,14),0.103068 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,17),(21,-1),-0.0558496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,15),(21,14),0.101469 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,15),(21,-1),-0.0868309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,14),(21,-1),-0.10444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,23),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,24),0.0946684 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,23),(22,24),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,21),0.0681575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,20),0.0740959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,19),0.146504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,18),0.0742344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,17),0.0903482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,15),0.0744178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,14),0.160597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,8),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,5),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,3),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,2),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,-1),0.0724869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,21),(22,20),0.098735 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,19),0.0992613 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,18),0.098005 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,17),0.113508 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,15),0.098735 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,14),0.0990711 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,-1),-0.114538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,19),0.0992613 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,18),0.0995544 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,17),0.113508 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,15),0.100285 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,14),0.0990711 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,-1),-0.11015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,19),(22,18),0.11664 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,17),0.104972 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,15),0.11664 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,14),0.102211 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,8),-0.064183 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,5),-0.064183 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,3),-0.064183 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,2),-0.064183 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,-1),-0.0626068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,18),(22,17),0.113508 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,15),0.100386 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,14),0.0990711 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,-1),-0.112583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,17),(22,15),0.102936 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,14),0.100599 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,-1),-0.0541537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,15),(22,14),0.0990711 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,-1),-0.109828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,14),(22,8),-0.0642182 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,5),-0.0642182 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,3),-0.0642182 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,2),-0.0642182 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,-1),-0.0714035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,8),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,-1),-0.10347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,5),(22,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,5),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,5),(22,-1),-0.10347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,3),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,3),(22,-1),-0.103486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,2),(22,-1),-0.10347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,23),(23,24),-0.0224531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,23),(23,23),(23,22),0.100092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,21),0.10107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,-1),-0.0400632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,23),(23,22),(23,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,-1),-0.0670807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,21),(23,-1),-0.0661954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,16),-0.056236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,17),0.00333058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,18),-0.126055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,24),0.0323413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,16),(15,17),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,24),-0.0405956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,17),(15,18),-0.0318785 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,24),-0.0166466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,18),(15,24),-0.0912701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,14),0.105223 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,13),-0.0641791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,11),-0.070794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,10),-0.070794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,-1),-0.205643 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,13),-0.0641613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,-1),-0.0572648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,13),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,-1),-0.0972034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,11),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,11),(15,-1),-0.0703529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,10),(15,-1),-0.0722024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,17),-0.0230458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,18),-0.0397682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,19),-0.0777172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,20),-0.0404623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,21),-0.0404636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,22),1.52504e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,23),-0.0461162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,24),-0.0101797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,18),-0.0420662 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,19),-0.0585007 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,20),-0.0420662 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,21),-0.0420662 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,22),-0.0292051 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,23),-0.0422313 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,24),-0.0247481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,18),(16,19),-0.0446893 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,20),-0.0421393 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,21),-0.0421393 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,22),-0.0422172 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,23),-0.042035 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,24),-0.0582042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,19),(16,20),-0.0430492 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,21),-0.0430492 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,22),-0.0484433 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,23),-0.0470475 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,24),-0.0529291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,20),(16,21),-0.0421393 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,22),-0.0422172 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,23),-0.042035 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,24),-0.0581842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,21),(16,22),-0.0422172 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,23),-0.042035 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,24),-0.0581849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,22),(16,23),-0.0494817 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,24),-0.0789534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,23),(16,24),-0.0697468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,15),0.125923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,14),0.0452474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,13),-0.0704228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,12),-0.0705557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,11),-0.0641966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,10),-0.0641966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,8),-0.0654847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,7),-0.0654847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,6),-0.0641589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,5),-0.0654847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,4),-0.0641589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,3),-0.0654847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,2),-0.0654847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,1),-0.0641662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,-1),-0.175625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,15),(16,14),0.101301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,15),(16,13),-0.0645553 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,12),-0.0645553 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,8),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,7),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,5),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,3),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,2),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,-1),-0.0563618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,14),(16,13),-0.0643615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,12),-0.0643775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,6),-0.0642447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,4),-0.0642447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,1),-0.0641868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,-1),-0.046421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,13),(16,12),-0.0642879 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,11),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,10),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,8),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,7),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,6),-0.0645173 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,5),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,4),-0.0645173 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,3),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,2),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,1),-0.0642903 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,-1),-0.0513643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,12),(16,11),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,10),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,8),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,7),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,6),-0.0645173 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,5),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,4),-0.0645173 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,3),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,2),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,1),-0.0642903 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,-1),-0.0442449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,11),(16,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,8),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,7),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,5),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,3),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,2),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,-1),-0.0563618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,10),(16,8),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,7),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,5),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,3),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,2),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,-1),-0.0563618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,8),(16,7),-0.0642312 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,6),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,5),-0.0642312 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,4),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,3),-0.0642312 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,2),-0.0642312 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,1),-0.0642829 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,-1),0.021314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,7),(16,6),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,5),-0.0642312 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,4),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,3),-0.0642312 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,2),-0.0642312 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,1),-0.0642829 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,-1),0.0213889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,6),(16,5),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,4),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,3),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,2),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,-1),-0.0916644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,5),(16,4),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,3),-0.0642312 # DEPENDENCYPART_GRANDSIBL
