# _root_ It also recommends better retirement and day-care benefits , and basing pay on education , experience and nurses ' demanding work schedules .
#goldHeads=3,3,0,5,3,5,8,6,8,8,10,11,11,13,14,14,16,22,18,22,22,17,3,
#predictedHeads=3,3,0,5,3,5,8,6,3,3,10,11,11,13,14,14,16,22,18,22,22,17,3,
(12,5),(5,10),(5,15),-0.0642121 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,16),-0.0647642 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,24),-0.0921383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,11),(5,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,11),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,17),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,24),-0.0932838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,12),(5,13),-0.0642413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,14),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,15),-0.0644558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,16),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,17),-0.0648387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,19),-0.0641703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,24),-0.060453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,13),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,13),(5,15),-0.064189 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,13),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,13),(5,17),-0.0662189 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,13),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,13),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,13),(5,24),-0.0657085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,14),(5,15),-0.0644558 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,16),-0.064316 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,17),-0.0648387 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,19),-0.0641703 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,24),-0.0606089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,15),(5,16),-0.0769853 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,17),-0.0651928 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,24),-0.0724052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,16),(5,17),-0.0648387 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,16),(5,19),-0.0641703 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,16),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,16),(5,24),-0.0604516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,17),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,17),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,17),(5,24),-0.0921383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,19),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,19),(5,24),0.0493404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,23),(5,24),-0.064189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,4),-0.0483028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,3),0.00323461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,2),-0.0534625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,1),-0.0459088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,-1),0.0907218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,4),(5,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,2),-0.0392297 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,-1),-0.0498267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,3),(5,2),-0.0420512 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,1),-0.0421421 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,-1),-0.0238255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,2),(5,1),-0.0420232 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,2),(5,-1),-0.117003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,1),(5,-1),-0.0389056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,8),0.0897041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,9),0.0764554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,10),0.0887999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,11),0.0818361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,24),0.0557652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,8),(7,9),0.0977113 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,10),0.108752 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,11),0.103051 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,24),-0.0641605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,10),0.109054 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,11),0.0986514 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,24),-0.0724052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,11),0.103056 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,24),-0.0921383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,11),(7,24),-0.0932838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,4),-0.0483028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,-1),0.0901093 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,4),(7,-1),-0.0498267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,9),0.0745726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,10),0.0634583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,11),0.0975822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,12),-0.0675733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,8),(8,13),-0.0651195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,14),-0.0675733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,15),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,16),-0.0675733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,17),-0.0693386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,19),-0.0641513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,24),-0.0326036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,9),(8,10),0.103973 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,11),0.100594 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,12),-0.067523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,9),(8,13),-0.064411 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,14),-0.067523 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,16),-0.067523 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,17),-0.0654199 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,19),-0.0642171 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,24),-0.0594856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,10),(8,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,10),(8,13),-0.0647479 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,19),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,24),-0.118398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,11),(8,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,11),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,24),-0.0746929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,12),(8,13),-0.0647192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,14),-0.0641531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,16),-0.0641531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,17),-0.0641625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,19),-0.0641479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,24),-0.0734051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,13),(8,14),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,15),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,16),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,17),-0.0664686 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,24),-0.0417663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,14),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,16),-0.0641531 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,17),-0.0641625 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,19),-0.0641479 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,24),-0.0734032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,15),(8,16),-0.067523 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,15),(8,17),-0.0654199 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,15),(8,19),-0.0642171 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,15),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,15),(8,24),-0.0594856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,16),(8,17),-0.0641625 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,16),(8,19),-0.0641479 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,16),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,16),(8,24),-0.0734032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,17),(8,19),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,17),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,17),(8,24),-0.118398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,19),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,19),(8,24),0.0514066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,23),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,7),-0.0591914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,6),-0.0380084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,5),-0.0591914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,4),-0.0669413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,2),-0.0619614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,1),-0.035411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,-1),0.0807697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,7),(8,6),-0.046534 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,5),-0.0411539 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,4),-0.0425883 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,2),-0.0428335 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,-1),-0.0212727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,6),(8,5),-0.0453551 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,2),-0.0428735 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,-1),0.143245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,5),(8,4),-0.0425883 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,2),-0.0428335 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,-1),-0.0212727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,4),(8,2),-0.0433719 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,4),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,4),(8,-1),-0.0394867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,2),(8,1),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,2),(8,-1),-0.0540187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,1),(8,-1),-0.0428351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,10),0.101896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,24),-0.0474685 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,24),-0.0642844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0460518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),-0.030842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,-1),-0.0446517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,11),0.0998028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,12),-0.0667212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,10),(10,13),-0.0648501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,14),-0.0667212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,16),-0.0667212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,17),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,22),-0.0675203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,24),0.109063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,11),(10,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,24),-0.0674141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,12),(10,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,24),-0.0906387 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,13),(10,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,24),-0.0697151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,14),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,24),-0.0906387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,15),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,24),-0.0663464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,16),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,24),-0.0906387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,17),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,24),-0.0642151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,22),(10,24),-0.0780003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,9),0.0573598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,8),0.170026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,-1),-0.310413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,9),(10,8),-0.0352021 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,-1),-0.0724283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,8),(10,-1),0.22735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,12),-0.0820291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,13),-0.0898354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,14),-0.0820291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,16),-0.0820291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,17),-0.0728005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,18),-0.0773669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,22),-0.0773669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,24),0.0840876 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,13),-0.0642912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,24),-0.101259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,24),-0.0903695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,14),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,24),-0.101259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,15),(11,16),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,17),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,24),-0.0590804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,16),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,24),-0.101259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,17),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
