# _root_ By the market 's close , volume on the New York exchange totaled more than 416 million , the fourth highest on record .
#goldHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,20,22,13,
#predictedHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,13,20,21,13,21,22,13,
(7,8),(8,13),(8,25),-0.0631778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,14),(8,15),-0.042025 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,18),-0.0451961 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,25),-0.0381119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,15),(8,16),-0.0427893 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,17),-0.0427893 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,18),-0.044208 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,21),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,25),-0.0571683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,16),(8,17),-0.0440057 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,18),-0.0364261 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,21),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,25),0.0323063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,17),(8,18),-0.0364383 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,17),(8,21),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,17),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,17),(8,25),0.0364027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,18),(8,21),-0.0431825 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,18),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,18),(8,25),0.0168064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,21),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,21),(8,25),-0.0452244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,24),(8,25),-0.045206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,7),0.0822515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,8),(8,6),-0.0644771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,5),-0.0792843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,-1),0.064735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,7),(8,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,-1),-0.105698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,6),(8,5),-0.0642065 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,-1),0.00785156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,5),(8,-1),-0.105716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,25),0.126286 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,9),(9,-1),0.198181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,10),(10,11),-0.20058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,25),0.132456 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,11),(10,25),0.0116197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,9),0.117402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,-1),0.00255233 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,9),(10,-1),-0.0899676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,13),-0.0334688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,14),-0.0469263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,25),0.111664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,13),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,25),-0.0447589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,14),(11,25),-0.052476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,10),0.0838485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,9),0.117442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,-1),-0.0177079 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,10),(11,9),0.116348 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,-1),-0.060466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,9),(11,-1),-0.0899281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,12),(12,13),0.00394396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,14),-0.0480534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,15),0.0670744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,16),-0.14518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,22),0.0460793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,25),0.0904248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,13),(12,14),-0.0421574 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,15),-0.0422481 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,16),-0.0421818 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,22),-0.0422486 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,25),-0.0149782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,14),(12,15),-0.0435627 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,22),-0.0430123 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,25),-0.0500343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,15),(12,16),-0.0430514 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,22),-0.0288743 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,25),-0.116795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,16),(12,22),-0.0409308 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,16),(12,25),-0.133418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,22),(12,25),-0.139756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,12),(12,11),0.0757651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,10),0.0757703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,9),0.0592695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,8),0.14387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,7),0.127656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,12),(12,6),-0.0646903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,5),-0.0685353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,3),-0.0685353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,-1),0.0861849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,11),(12,10),0.105385 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,9),0.0831625 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,8),0.108044 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,7),0.101023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,11),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,5),-0.0642117 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,3),-0.0642117 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,-1),-0.103568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,10),(12,9),0.0897959 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,8),0.108044 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,7),0.100986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,10),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,5),-0.0642117 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,3),-0.0642117 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,-1),-0.100681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,9),(12,8),0.111276 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,7),0.101737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,9),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,-1),-0.116638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,8),(12,7),0.102206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,8),(12,6),-0.064189 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,8),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,8),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,8),(12,-1),-0.0662121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,7),(12,6),-0.0644558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,7),(12,5),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,7),(12,3),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,7),(12,-1),-0.0588217 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,6),(12,5),-0.0769853 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,6),(12,3),-0.0769853 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,6),(12,-1),-0.0735359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,5),(12,3),-0.064316 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,5),(12,-1),-0.0591688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,3),(12,-1),-0.0591721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,14),-0.0713885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,15),-0.0152686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,16),-0.0397085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,17),-0.0397234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,18),-0.070915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,19),-0.0390398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,20),-0.0782873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,21),-0.0456536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,22),-0.00718052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,23),-0.0356151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,24),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,25),0.0141644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,14),(13,15),-0.0518313 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,18),-0.0420977 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,22),-0.051558 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,23),-0.0421531 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,25),-0.0335527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,15),(13,16),-0.0422006 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,17),-0.042201 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,18),-0.0558988 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,19),-0.0421715 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,20),-0.0433601 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,22),-0.0569134 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,23),-0.0375292 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,24),-0.0430935 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,25),0.0211399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,16),(13,17),-0.0422528 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,18),-0.0432073 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,19),-0.0430239 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,22),-0.0424966 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,23),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,24),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,25),-0.0242109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,17),(13,18),-0.0432098 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,19),-0.0430239 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,22),-0.0424967 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,23),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,24),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,25),-0.024251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,18),(13,19),-0.042013 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,20),-0.0423297 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,22),-0.0563494 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,23),-0.0354527 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,25),-0.0399303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,19),(13,20),-0.042747 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,22),-0.0437192 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,23),-0.0425788 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,25),-0.0306121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,20),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,22),-0.0568925 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,23),-0.0456091 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,24),-0.0422319 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,25),-0.028043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,21),(13,22),-0.0426669 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,21),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,21),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,21),(13,25),-0.0443415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,22),(13,23),-0.0364229 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,22),(13,24),-0.0430935 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,22),(13,25),0.0233103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,23),(13,24),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,23),(13,25),-0.0880038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,24),(13,25),-0.0575832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,12),0.10492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,11),0.127277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,10),0.125229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,9),0.0989885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,8),0.0891613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,7),0.105323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,13),(13,6),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,5),-0.069594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,4),-0.0643328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,3),-0.069594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,1),-0.071598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,-1),-0.102564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,12),(13,11),0.100486 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,10),0.100494 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,9),0.101904 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,8),0.130215 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,7),0.100999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,12),(13,6),-0.0646013 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,5),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,4),-0.0642316 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,3),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,-1),-0.105094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,11),(13,10),0.0943434 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,9),0.101754 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,8),0.104909 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,7),0.100805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,11),(13,6),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,5),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,3),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,-1),-0.0269685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,10),(13,9),0.101751 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,8),0.102695 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,7),0.100805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,10),(13,6),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,5),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,3),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,-1),-0.0267463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,9),(13,8),0.102085 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,9),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,-1),-0.0708368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,8),(13,7),0.095282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,8),(13,6),-0.0641591 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,5),-0.0644482 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,4),-0.0641489 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,3),-0.0644482 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,1),-0.0645782 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,-1),-0.00631687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,7),(13,6),-0.0646013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,5),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,4),-0.0642316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,3),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,-1),-0.104629 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,6),(13,5),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,4),-0.0642137 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,3),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,1),-0.0697334 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,-1),-0.108854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,5),(13,4),-0.0642316 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,5),(13,3),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,5),(13,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,5),(13,-1),-0.104303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,4),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,4),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,4),(13,-1),-0.0683499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,3),(13,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,3),(13,-1),-0.104774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,1),(13,-1),-5.80705e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,15),-0.0263406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,16),-0.0482498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,17),-0.0482498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,18),-0.0436863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,19),-0.0261085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,20),-0.0344243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,22),-0.0406791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,23),-0.0148891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,25),-0.0115133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,15),(14,16),-0.0420737 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,17),-0.0420737 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,18),-0.0439331 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,19),-0.0420704 # DEPENDENCYPART_GRANDSIBL
