# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,15,22,7,
(14,18),(18,20),(18,23),-0.0463017 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,25),-0.144683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,21),(18,22),-0.045115 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,23),-0.0462755 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,25),-0.155937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,22),(18,23),-0.0454443 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,22),(18,25),-0.0124136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,23),(18,25),-0.147012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,17),0.0771746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,16),0.0979103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,-1),-0.0985395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,17),(18,16),0.103032 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,-1),-0.0724114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,16),(18,-1),-0.0708808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,22),-0.0902602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,23),-0.0896303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,24),-0.0465462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,25),0.123137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,22),(21,23),-0.0522687 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,24),-0.0405619 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,25),-0.0334146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,23),(21,24),-0.0436128 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,25),-0.0864203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,24),(21,25),-0.0336628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,20),0.0821817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,19),0.0836258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,18),0.0690627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,17),0.176905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,16),0.105481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,-1),-0.262175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,20),(21,19),0.035204 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,18),0.109744 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,17),0.138119 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,16),0.0946828 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,-1),-0.0260505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,19),(21,18),0.134553 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,17),0.110792 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,16),0.122857 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,-1),-0.137687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,18),(21,17),0.103226 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,16),0.108156 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,-1),-0.0861564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,17),(21,16),0.096388 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,-1),-0.105063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,16),(21,-1),-0.0474025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,22),(22,22),(22,23),-0.0790564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,22),(22,22),(22,25),0.138842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,22),(22,23),(22,25),-0.160187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,22),(22,22),(22,21),0.123889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,22),(22,22),(22,-1),-0.0921698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,22),(22,21),(22,-1),-0.0217873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,11),0.108899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,12),0.13797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,13),0.0936065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,14),0.106403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,15),-0.0649359 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,10),(10,16),-0.0644373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,17),-0.0701472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,18),-0.0516819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,21),-0.0694275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,22),-0.0517508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,25),-0.143951 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,11),(10,12),0.101119 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,13),0.101366 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,14),0.100254 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,15),-0.0641531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,11),(10,16),-0.0641493 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,17),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,18),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,21),-0.0641493 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,22),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,25),-0.0135703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,12),(10,13),0.100694 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,14),0.107113 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,12),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,17),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,18),-0.064165 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,21),-0.0641733 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,22),-0.064165 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,25),-0.0590208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,13),(10,14),0.10256 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,15),-0.0653216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,13),(10,16),-0.0641521 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,17),-0.065422 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,18),-0.0641671 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,21),-0.0641789 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,22),-0.0641671 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,25),-0.0596668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,14),(10,15),-0.0641531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,14),(10,16),-0.0641493 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,17),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,18),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,21),-0.0641493 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,22),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,25),-0.015647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,15),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,21),-0.0641482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,25),-0.0829442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,16),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,18),-0.0641707 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,22),-0.0641707 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,25),-0.0645248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,17),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,21),-0.0647127 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,25),-0.0684632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,18),(10,21),-0.0641493 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,22),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,25),-0.00799772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,21),(10,22),-0.064165 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,21),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,21),(10,25),-0.0632693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,22),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,22),(10,25),-0.0135703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,24),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,9),-0.0538331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,8),-0.00959666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,7),-0.0152696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,6),-0.0482169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,5),-0.0125716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,4),-0.0421709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,3),-0.00959666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,2),-0.0507606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,1),-0.097313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,-1),0.104826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,9),(10,8),-0.0426019 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,6),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,5),-0.0420177 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,4),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,3),-0.0426019 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,2),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,1),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,-1),-0.0526215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,8),(10,7),-0.0421751 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,6),-0.0420265 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,5),-0.0454205 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,4),-0.0426318 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,3),-0.0427097 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,2),-0.0322351 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,1),-0.039262 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,-1),-0.0325725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,7),(10,6),-0.0421255 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,4),-0.0401954 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,3),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,1),-0.0381603 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,-1),-0.0257225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,6),(10,5),-0.0333319 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,4),-0.0360456 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,3),-0.0420634 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,1),-0.0431256 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,-1),-0.0588475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,5),(10,4),-0.0457881 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,3),-0.0432067 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,2),-0.0348253 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,1),-0.04654 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,-1),0.0111309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,4),(10,3),-0.0328814 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,4),(10,2),-0.0377734 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,4),(10,1),-0.0318793 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,4),(10,-1),-0.0284182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,3),(10,2),-0.0322351 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,3),(10,1),-0.039262 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,3),(10,-1),-0.0319868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,2),(10,1),-0.0326674 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,2),(10,-1),0.00127059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,1),(10,-1),-0.038694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,12),0.124727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,13),0.101401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,14),0.132178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,15),-0.0668985 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,11),(11,16),-0.0642147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,17),-0.0643554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,25),-0.0241218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,12),(11,13),0.10243 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,14),0.102995 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,12),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,25),-0.0458095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,13),(11,14),0.10269 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,25),-0.0730693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,14),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,14),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,25),-0.0351536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,15),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,25),-0.0696277 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,16),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,25),-0.0271995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,17),(11,25),-0.0708669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,10),-0.0626686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,9),-0.0494365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,1),-0.0332868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,-1),-0.0690329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,10),(11,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,1),-0.0467244 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,-1),0.0129734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,9),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,-1),-0.0462052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,1),(11,-1),-0.101642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,13),0.0863235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,14),0.133245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,15),-0.0641847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,12),(12,16),-0.0656844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,17),-0.0652733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,18),-0.0707371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,21),-0.0678187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,22),-0.0707189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,25),-0.0980459 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,13),(12,14),0.0973817 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,15),-0.0644466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,13),(12,16),-0.0641596 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,17),-0.0642108 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,18),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,21),-0.0641766 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,22),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,25),-0.0705848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,14),(12,15),-0.064156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,14),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,17),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,18),-0.0641954 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,21),-0.0641537 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,22),-0.0641957 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,25),-0.0542499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,15),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,17),-0.0644992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,21),-0.0642333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,25),-0.0446798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,16),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,18),-0.0641523 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,21),-0.0652281 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,22),-0.0641523 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,25),-0.043427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,17),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,21),-0.0660308 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,25),-0.106349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,18),(12,21),-0.0641537 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,22),-0.0641957 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,25),-0.0679517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,21),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,21),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,21),(12,25),-0.0171513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,22),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,22),(12,25),-0.0479941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,24),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,10),-0.0553854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,8),-0.0762109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,-1),0.120262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,10),(12,8),-0.0422756 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,10),(12,-1),-0.0484979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,8),(12,-1),-0.0873193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,15),-0.0668925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,16),-0.0642147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,17),-0.0643344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,18),-0.0646834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,21),-0.0679698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,22),-0.0646984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,25),-0.0130563 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,15),(14,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
