# _root_ New management at Kentucky Fried Chicken , a unit of PepsiCo Inc. , has fought back with new medium and large chicken sandwiches for the lunch crowd .
#goldHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,23,23,19,20,23,17,23,27,27,24,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,19,17,19,23,23,20,23,27,27,24,14,
(9,24),(24,26),(24,29),0.0406351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,24),(24,27),(24,29),0.0360157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,24),(24,24),(24,23),0.137686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,24),(24,24),(24,-1),0.0315477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,24),(24,23),(24,-1),-0.0449978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,27),(27,27),(27,29),0.0722639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,27),(27,27),(27,26),0.129268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,27),(27,27),(27,25),0.0677811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,27),(27,27),(27,23),0.0820322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,27),(27,27),(27,22),0.129268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,27),(27,27),(27,21),0.0960764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,27),(27,27),(27,18),0.100465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,27),(27,27),(27,-1),0.0581195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,27),(27,26),(27,25),0.113695 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,26),(27,23),0.103235 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,26),(27,22),0.0940008 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,26),(27,21),0.103651 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,26),(27,18),0.102815 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,26),(27,-1),-0.0582193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,27),(27,25),(27,23),0.106311 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,25),(27,22),0.101737 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,25),(27,21),0.0946816 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,25),(27,18),0.0946816 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,25),(27,-1),-0.0981394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,27),(27,23),(27,22),0.104072 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,23),(27,21),0.0964725 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,23),(27,18),0.0971271 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,23),(27,-1),-0.0713402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,27),(27,22),(27,21),0.103651 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,22),(27,18),0.102815 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,22),(27,-1),-0.0582193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,27),(27,21),(27,18),0.113117 # DEPENDENCYPART_GRANDSIBL
(9,27),(27,21),(27,-1),-0.0519583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,27),(27,18),(27,-1),-0.0490608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,28),(28,28),(28,29),-0.0295058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,28),(28,28),(28,-1),-0.0475319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,12),-0.074594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,13),-0.146746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,14),-0.0396603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),-0.067647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,16),-0.0198143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),-0.139706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,18),-0.0316198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,19),-0.074244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,20),0.0308718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,21),-0.031615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,23),-0.0643737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,28),-0.0266502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,29),0.258631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,13),-0.049337 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,14),-0.0301492 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,15),-0.0442826 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,16),-0.0446031 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,17),-0.0108425 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,18),-0.0427835 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,19),-0.0551047 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,20),-0.0225251 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,21),-0.0427835 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,23),-0.04577 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,28),-0.0340436 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,29),0.00642371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,13),(11,14),-0.0459388 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,15),-0.0249813 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,16),-0.05863 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,17),-0.0528762 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,18),-0.0544946 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,19),-0.00544579 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,20),-0.101302 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,21),-0.0530508 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,23),-0.0152032 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,28),-0.0423967 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,29),-0.105284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,15),-0.0420146 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,16),-0.0422414 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,17),-0.0430293 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,18),-0.0298735 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,19),-0.0429393 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,20),-0.0452599 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,21),-0.0298735 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,23),-0.0421296 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,28),-0.0453679 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,29),-0.0126404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,17),-0.042266 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,19),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,20),-0.044291 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,29),-0.0502638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,17),-0.0432265 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,18),-0.042021 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,19),-0.0340696 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,20),-0.0425845 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,21),-0.042021 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,23),-0.0429451 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,29),-0.0505677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,18),-0.0424177 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,19),-0.0485545 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,20),-0.0551251 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,21),-0.0422549 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,23),-0.0431455 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,28),-0.0420831 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,29),-0.115126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,18),(11,19),-0.042081 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,20),-0.0408176 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,21),-0.0362766 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,23),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,29),-0.0297956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,19),(11,20),-0.0533655 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,21),-0.0436831 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,23),-0.0425834 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,28),-0.0433233 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,29),-0.110837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,20),(11,21),-0.0431518 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,20),(11,23),-0.0395026 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,20),(11,28),-0.0426155 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,20),(11,29),-0.128307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,21),(11,23),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,21),(11,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,21),(11,29),-0.0281892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,23),(11,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,23),(11,29),-0.0417934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,28),(11,29),-0.0198765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.0574188 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,9),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,6),-0.0658455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.0905899 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,9),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,-1),-0.0641281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,6),-0.0642084 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.0364382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,6),(11,-1),-0.104548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,13),-0.141725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,14),-0.0396612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,29),0.21015 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,14),-0.0492987 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,29),-0.108119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,14),(12,29),-0.0154575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.0853736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,9),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,2),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),-0.0920402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,9),-0.0649676 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,2),-0.0649676 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,-1),-0.147312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,9),(12,2),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,-1),-0.0364277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,2),(12,-1),-0.0360182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,29),-0.0847496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,-1),-0.0597256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,15),-0.075239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,16),-0.0592557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.0389668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.0212675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,19),0.0372601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),-0.0437194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,23),0.016221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,24),-0.0509335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,28),-0.0479163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,29),-0.104933 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,16),-0.0442973 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,17),-0.0468426 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.0423013 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,19),-0.0446136 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),-0.0510095 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,23),-0.0434837 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,24),-0.0468847 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,28),-0.0317375 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,29),-0.0345337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,16),(14,17),-0.0764833 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,18),-0.0576738 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,19),-0.0505843 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,20),-0.0609103 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,23),-0.0416891 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,24),-0.0801063 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,28),-0.0429333 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,29),0.0229354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.0433758 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,19),-0.0459989 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,20),-0.0460725 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,23),-0.0452874 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,24),-0.036212 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,28),-0.0455415 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,29),-0.06479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,19),-0.0454913 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,20),-0.0502068 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,23),-0.0433 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,24),-0.0518653 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,28),-0.0462992 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,29),-0.0158685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,19),(14,20),-0.0383865 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,23),-0.0424461 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,24),-0.0267161 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,28),-0.0321091 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,29),-0.00102015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,20),(14,23),-0.0428599 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,24),-0.0454461 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,28),-0.0428076 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,29),-0.0135811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,23),(14,24),-0.0248589 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,28),-0.0319609 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,29),-0.0472699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,24),(14,28),-0.0455592 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,24),(14,29),-0.0837459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,28),(14,29),-0.071946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.116515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,12),0.133804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.135018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,10),0.0685219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,9),-0.0714333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,7),-0.0642272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,6),-0.0653685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,5),-0.0653685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,4),-0.0653685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,3),-0.0660156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,2),-0.0714336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,1),-0.0645258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.155206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,12),0.104164 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,11),0.104165 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,10),0.168471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,13),(14,9),-0.0642846 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,6),-0.0643652 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,5),-0.0643652 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,4),-0.0643652 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,3),-0.0741968 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,2),-0.0642846 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,1),-0.0641492 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.11709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,11),0.0802715 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,10),0.111501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,9),-0.0642572 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,3),-0.0648246 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,2),-0.0642572 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,-1),-0.0130502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,10),0.111777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,9),-0.0642572 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,3),-0.0648246 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,2),-0.0642572 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.0128233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,10),(14,9),-0.0649486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,7),-0.0641597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,2),-0.0649486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,1),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,-1),-0.0477049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,9),(14,7),-0.0653822 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,3),-0.0675513 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,1),-0.0641479 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,-1),-0.0257532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,7),(14,6),-0.0643652 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,7),(14,5),-0.0643652 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,7),(14,4),-0.0643652 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,7),(14,3),-0.0741968 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,7),(14,2),-0.0642846 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,7),(14,1),-0.0641492 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,7),(14,-1),-0.11709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,6),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,6),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,6),(14,3),-0.0648246 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,6),(14,2),-0.0642572 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,6),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,6),(14,-1),-0.0128233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,5),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,5),(14,3),-0.0648246 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,5),(14,2),-0.0642572 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,5),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,5),(14,-1),-0.0128233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,4),(14,3),-0.0648246 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,4),(14,2),-0.0642572 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,4),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,4),(14,-1),-0.0128233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,3),(14,2),-0.0649486 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,3),(14,1),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,3),(14,-1),-0.040033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
