# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,6,6,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(11,12),(12,12),(12,20),-0.0515693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,21),-0.0469163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,23),-0.0420178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,24),-0.0471429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,26),-0.0736712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,13),(12,14),-0.028993 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,16),-0.141361 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,17),-0.051852 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,18),-0.0420294 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,20),-0.000554962 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,21),-0.0716169 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,23),-0.0246132 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,24),-0.035577 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,26),-0.0196046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,14),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,16),-0.144264 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,17),-0.0530403 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,18),-0.042033 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,20),-0.00346806 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,21),-0.0701212 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,23),-0.0200943 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,24),-0.0289875 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,26),0.00208232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,15),(12,16),-0.0420271 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,20),-0.0439436 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,26),-0.0438432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,16),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,20),-0.061646 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,21),-0.00216875 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,24),-0.0423592 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,26),0.00203932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,17),(12,18),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,21),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,24),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,26),-0.0602652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,18),(12,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,21),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,26),-0.0455123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,20),(12,21),-0.0424933 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,20),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,20),(12,24),-0.0326842 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,20),(12,26),-0.0717213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,21),(12,23),-0.0511424 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,21),(12,24),-0.0506827 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,21),(12,26),0.0150502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,23),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,23),(12,26),-0.0321409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,24),(12,26),-0.0372087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,11),0.155363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,12),(12,9),-0.0641486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,1),-0.0641486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,-1),-0.146489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,11),(12,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,-1),-0.0444833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,9),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,-1),-0.0437446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,8),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,8),(12,-1),-0.0641501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,1),(12,-1),-0.0437446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,14),-0.137714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,26),0.0334445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,26),-0.0978606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,-1),-0.219038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,14),(14,15),-0.0249884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0380138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,26),0.0302623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.0421384 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,26),-0.0216168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,26),-0.0838828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.109412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,11),0.104991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,14),(14,9),-0.0659861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,2),-0.070794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,1),-0.0659861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.216868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,11),0.1004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,13),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.0771013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,11),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,-1),-0.0559164 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,9),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.0576458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,8),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,-1),-0.0680168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,2),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,2),(14,-1),-0.0764062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,1),(14,-1),-0.0576458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,16),-0.0141054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,17),-0.0420114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,26),-0.0297252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,16),(15,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,26),-0.0141008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,17),(15,26),-0.0420114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,14),0.102868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),-0.0515236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,14),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,-1),-0.0641498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,12),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,5),(15,-1),-0.0641472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),-0.0581555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),-0.0832527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),-0.101993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,23),-0.112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,24),-0.121045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,26),0.0300372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0420255 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,26),-0.0581501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,23),-0.0420317 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,26),-0.0858767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,20),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,26),-0.0792631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,23),(16,24),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,26),-0.116044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,24),(16,26),-0.123887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,15),0.103059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,14),0.0916566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,-1),0.0778298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,15),(16,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,-1),-0.0694617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,18),-0.0825054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,20),-0.0427044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,21),-0.0638265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,23),-0.0494543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,24),-0.0351081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,25),-0.0438726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,26),-0.0531187 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,18),(17,20),-0.0433263 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,21),-0.0388548 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,23),-0.0420195 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,24),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,25),-0.0651805 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,26),0.0205266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,20),(17,21),-0.0382436 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,26),-0.0493472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,21),(17,23),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,24),-0.0420752 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,26),-0.0781758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,23),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,23),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,23),(17,26),-0.0431769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,24),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,24),(17,26),-0.0357165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,25),(17,26),-0.0779887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,15),0.0955008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,14),0.112281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,12),0.117602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,11),0.0691609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,17),(17,10),-0.069013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,9),-0.06416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,7),-0.0658282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,4),-0.0642588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,1),-0.06416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,-1),-0.169168 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,15),(17,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,11),0.106733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,15),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,3),-0.0642839 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,-1),-0.0641473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,14),(17,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,11),0.116567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,14),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,-1),-0.0620905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,12),(17,11),0.10298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,12),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,9),-0.0643814 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,1),-0.0643814 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,-1),-0.0586215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,11),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,9),-0.0641477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,3),-0.0643023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,1),-0.0641477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,-1),-0.0402853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,10),(17,9),-0.0651234 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,3),-0.0642823 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,1),-0.0651234 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,-1),-0.0917624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,9),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,3),-0.0643023 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,1),-0.0641477 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,-1),-0.037596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,8),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,1),-0.0650496 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,-1),-0.0725977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,7),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,7),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,7),(17,3),-0.0646639 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,7),(17,1),-0.066267 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,7),(17,-1),-0.0908643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,5),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,5),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,5),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,5),(17,-1),-0.0654344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,4),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,4),(17,1),-0.064595 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,4),(17,-1),-0.0924066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,3),(17,1),-0.0860588 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,3),(17,-1),-0.0499943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,1),(17,-1),-0.037596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,19),-0.0434542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,20),-0.0458755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,21),-0.0484877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,22),-0.0372901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,23),-0.0372901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,24),-0.0452376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,26),0.0079782 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,19),(18,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,26),-0.0432297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,20),(18,21),-0.0333819 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,22),-0.0425274 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,23),-0.0425274 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,24),-0.042037 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,26),-0.0346193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,21),(18,22),-0.0422442 # DEPENDENCYPART_GRANDSIBL
