# _root_ `` Futures were pulling the stock market higher , '' said Donald Selkin , head of stock-index futures research at Prudential-Bache Securities Inc .
#goldHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,19,22,20,22,11,
#predictedHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,15,22,20,22,11,
(10,8),(8,14),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,15),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,16),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,20),(8,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,5),-0.0421104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),-0.0424911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,6),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,5),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,-1),-0.0421104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,4),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,3),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,2),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,2),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,1),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,25),-0.0418899 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),-0.012256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,1),(1,2),0.101058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,3),0.103062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,25),0.00941918 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,25),-0.066157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,3),(1,25),-0.0641544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,1),(1,-1),0.0307085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,2),(2,3),0.11756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,4),0.146246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,7),0.064544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,9),0.0597414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,10),0.113272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,11),-0.0838867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,2),(2,13),-0.0680716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,14),-0.0645912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,25),-0.152749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,3),(2,4),0.102876 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,7),0.102807 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,9),0.099949 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,10),0.103009 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,3),(2,13),-0.0615156 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,14),-0.0707053 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,25),-0.0603576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,4),(2,7),0.0982943 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,9),0.101493 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,10),0.110168 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,4),(2,13),-0.0641733 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,14),-0.0660837 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,25),-0.0254102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,7),(2,9),0.12716 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,10),0.101014 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,7),(2,13),-0.0644602 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,14),-0.0642184 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,25),-0.048842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,9),(2,10),0.0683522 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,11),-0.0678738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,9),(2,13),-0.0655997 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,25),-0.0624383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,10),(2,11),-0.0641658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,10),(2,13),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,10),(2,14),-0.0650344 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,10),(2,25),-0.0861013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,11),(2,13),-0.0615156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,11),(2,14),-0.070074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,11),(2,25),-0.0689477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,13),(2,14),-0.064199 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,13),(2,25),-0.11021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,14),(2,25),-0.0624383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,2),(2,1),-0.0712298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,-1),0.0958328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,1),(2,-1),-0.0535929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,4),0.0904465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,5),0.105656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,6),0.190583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,7),0.201905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,8),0.0968093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,9),0.118327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,10),0.0932686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,11),-0.0652202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,3),(3,13),-0.0805066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,14),-0.0645961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,15),-0.0664005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,20),-0.0338933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,24),-0.0646413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,25),-0.148152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,4),(3,5),0.103064 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,6),0.111066 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,7),0.111066 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,9),0.1091 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,10),0.102769 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,4),(3,13),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,14),-0.0651698 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,15),-0.0644302 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,20),-0.0642624 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,24),-0.059514 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,25),-0.0666889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,5),(3,6),0.102251 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,7),0.102251 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,8),0.102646 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,9),0.10874 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,10),0.100346 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,11),-0.0642464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,5),(3,13),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,14),-0.0641614 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,15),-0.0642492 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,20),-0.064189 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,24),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,25),-0.0608578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,6),(3,7),0.105119 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,8),0.106304 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,9),0.124658 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,10),0.0954672 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,11),-0.0645379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,6),(3,13),-0.0646278 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,14),-0.0900106 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,15),-0.066727 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,20),-0.0708638 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,24),-0.0729162 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,25),0.0219934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,7),(3,8),0.106304 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,9),0.12471 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,10),0.0946825 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,11),-0.0645379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,7),(3,13),-0.0646278 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,14),-0.0900959 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,15),-0.066727 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,20),-0.0708616 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,24),-0.0729162 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,25),0.0304445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,8),(3,9),0.112769 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,8),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,20),-0.064185 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,25),-0.0829972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,9),(3,10),0.0919895 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,11),-0.0653538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,9),(3,13),-0.0666705 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,14),-0.0642436 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,15),-0.0704337 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,20),-0.12318 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,24),-0.0642169 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,25),-0.158429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,10),(3,11),-0.0641501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,10),(3,13),-0.0641532 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,10),(3,14),-0.0649737 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,10),(3,15),-0.0658499 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,10),(3,20),-0.0646163 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,10),(3,24),-0.0642143 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,10),(3,25),-0.0243197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,11),(3,13),-0.0641523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,14),-0.0648845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,20),-0.0644278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,24),-0.0530743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,25),-0.106818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,13),(3,14),-0.0688445 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,13),(3,15),-0.0546985 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,13),(3,20),-0.0440495 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,13),(3,24),-0.064246 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,13),(3,25),-0.0274703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,14),(3,15),-0.0704337 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,14),(3,20),-0.12318 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,14),(3,24),-0.0642169 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,14),(3,25),-0.158429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,15),(3,20),-0.0708616 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,15),(3,24),-0.0729162 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,15),(3,25),0.0248204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,20),(3,24),-0.0677243 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,20),(3,25),-0.102472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,24),(3,25),0.0237827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,2),0.0243391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,1),-0.0138677 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,-1),-0.151617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,2),(3,1),-0.0500117 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,2),(3,-1),-0.0439872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,1),(3,-1),-0.0780564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,4),(4,5),0.11146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,6),0.0441313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,7),0.0430968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,8),0.0990263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,9),0.110647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,10),0.0955904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,11),-0.0644216 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,4),(4,13),-0.0646012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,14),-0.0641583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,15),-0.0694778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,16),-0.0229942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,19),-0.0694778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,20),-0.0228861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,22),-0.0646012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,23),-0.0646012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,25),-0.111809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,5),(4,6),0.102976 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,7),0.102976 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,9),0.102764 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,5),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,14),-0.0641518 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,16),-0.0642769 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,20),-0.0642769 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,25),-0.0551689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,6),(4,7),0.10547 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,9),0.0935427 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,10),0.102885 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,11),-0.064146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,6),(4,13),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,14),-0.0642946 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,15),-0.0641538 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,16),-0.0652331 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,19),-0.0641538 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,20),-0.0653593 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,22),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,23),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,25),-0.0792705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,7),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,9),0.0935384 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,10),0.102885 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,11),-0.064146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,7),(4,13),-0.064146 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,14),-0.0642946 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,15),-0.0641538 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,16),-0.0652331 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,19),-0.0641538 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,20),-0.0653593 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,22),-0.064146 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,23),-0.064146 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,25),-0.0801069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,8),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,8),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,16),-0.064149 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,20),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,25),-0.0554564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,9),(4,10),0.101508 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,11),-0.0643002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,9),(4,13),-0.0641642 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,15),-0.0646242 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,16),-0.0658659 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,19),-0.0646242 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,20),-0.0658659 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,22),-0.0641642 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,23),-0.0641642 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,25),-0.0560251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,10),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,10),(4,13),-0.0641515 # DEPENDENCYPART_GRANDSIBL
