# _root_ 9.83 % , standard conventional fixedrate mortgages ; 7.875 % , 2 % rate capped one-year adjustable rate mortgages .
#goldHeads=2,0,2,7,7,7,2,2,10,2,10,13,14,19,14,19,19,19,10,2,
#predictedHeads=2,0,2,7,7,7,2,2,10,2,10,13,19,19,14,19,19,19,10,2,
(15,18),(18,16),(18,-1),-0.0546678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,14),(18,13),-0.0649252 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,12),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,-1),-0.0495702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,13),(18,12),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,-1),-0.0532649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,12),(18,-1),-0.0629748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,20),-0.044045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,21),0.123597 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,20),(19,21),-0.032681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,18),0.0808753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,17),0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,16),0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,15),0.10897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,19),(19,14),-0.0415888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,13),-0.0416103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,12),-0.0670723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,11),-0.0645901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,10),-0.0416103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,9),-0.0670723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,7),-0.06886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,6),-0.0590232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,5),-0.0590232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,4),-0.0590232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,3),-0.0645901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,2),-0.0416103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,1),-0.0670723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,-1),-0.132859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,18),(19,17),0.0884904 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,16),0.0922737 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,15),0.102885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,18),(19,14),-0.0647404 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,13),-0.0647404 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,12),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,11),-0.064218 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,10),-0.0647404 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,9),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,6),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,5),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,4),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,3),-0.064218 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,2),-0.0647404 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,1),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,-1),-0.03687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,17),(19,16),0.0859627 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,15),0.102542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,17),(19,14),-0.0650766 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,13),-0.0652082 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,12),-0.0642237 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,11),-0.0652961 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,10),-0.0652082 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,9),-0.0642237 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,3),-0.0652961 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,2),-0.0652082 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,1),-0.0642237 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,-1),-0.0209593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,15),0.10254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,14),-0.0652082 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,13),-0.0653397 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,12),-0.0642251 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,11),-0.0652961 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,10),-0.0653397 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,9),-0.0642251 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,3),-0.0652961 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,2),-0.0653397 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,1),-0.0642251 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,-1),-0.0234316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,15),(19,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,11),-0.0700717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,3),-0.0700717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,-1),-0.0645608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,14),(19,13),-0.0647404 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,12),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,11),-0.064218 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,10),-0.0647404 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,9),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,6),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,5),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,4),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,3),-0.064218 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,2),-0.0647404 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,1),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,-1),-0.03687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,13),(19,12),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,11),-0.0642459 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,10),-0.0647405 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,9),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,6),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,5),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,4),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,3),-0.0642459 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,2),-0.0647405 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,1),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,-1),-0.0426241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,12),(19,11),-0.0641479 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,12),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,12),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,12),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,12),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,12),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,12),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,12),(19,3),-0.0641479 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,12),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,12),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,12),(19,-1),-0.00669716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,11),(19,10),-0.065247 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,11),(19,9),-0.0641897 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,11),(19,7),-0.0690899 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,11),(19,6),-0.0643643 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,11),(19,5),-0.0643643 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,11),(19,4),-0.0643643 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,11),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,11),(19,2),-0.065247 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,11),(19,1),-0.0641897 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,11),(19,-1),-0.0611913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,10),(19,9),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,10),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,10),(19,6),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,10),(19,5),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,10),(19,4),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,10),(19,3),-0.0642459 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,10),(19,2),-0.0647405 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,10),(19,1),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,10),(19,-1),-0.0426241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,9),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,9),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,9),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,9),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,9),(19,3),-0.0641479 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,9),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,9),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,9),(19,-1),-0.0139648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,7),(19,6),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,7),(19,5),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,7),(19,4),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,7),(19,3),-0.0644464 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,7),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,7),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,7),(19,-1),-0.0869639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,6),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,6),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,6),(19,3),-0.0652961 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,6),(19,2),-0.0652082 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,6),(19,1),-0.0642237 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,6),(19,-1),-0.020371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,5),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,5),(19,3),-0.0652961 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,5),(19,2),-0.0652082 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,5),(19,1),-0.0642237 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,5),(19,-1),-0.020371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,4),(19,3),-0.0652961 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,4),(19,2),-0.0652082 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,4),(19,1),-0.0642237 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,4),(19,-1),-0.0203713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,3),(19,2),-0.065247 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,3),(19,1),-0.0641897 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,3),(19,-1),-0.0611913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,2),(19,1),-0.0647926 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,2),(19,-1),-0.0426241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,1),(19,-1),-0.0139648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,20),(20,21),0.142871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,20),(20,19),0.0919862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,-1),0.176098 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,19),(20,-1),-0.0751297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,16),-0.0645422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,17),-0.0645422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,18),-0.0657669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,19),-0.0646826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,21),-0.0795145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,16),(15,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,21),-0.0691628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,17),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,21),-0.0691628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,18),(15,19),-0.064153 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,21),-0.040461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,19),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,21),-0.0581057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,20),(15,21),-0.0641537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,14),-0.0357527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,13),-0.0363996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,12),-0.045602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,11),-0.0278747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,10),-0.0363996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,9),-0.0455596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,8),-0.0430368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,7),-0.0414146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,6),-0.0525012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,5),-0.0525012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,4),-0.0525012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,3),-0.0278747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,2),-0.0363996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,1),-0.0455596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,-1),-0.0457617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,14),(15,13),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,11),-0.0403694 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,10),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,8),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,6),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,5),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,4),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,3),-0.0403694 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,2),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,-1),-0.0301073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,13),(15,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,11),-0.0405238 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,10),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,8),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,6),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,5),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,4),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,3),-0.0405238 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,2),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,-1),-0.0306345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,12),(15,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,10),-0.0422379 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,9),-0.0422603 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,6),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,5),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,4),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,2),-0.0422379 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,1),-0.0422603 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,-1),-0.0452821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,11),(15,10),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,11),(15,9),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,11),(15,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,11),(15,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,11),(15,6),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,11),(15,5),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,11),(15,4),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,11),(15,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,11),(15,2),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,11),(15,1),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,11),(15,-1),-0.0448313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,10),(15,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,10),(15,8),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,10),(15,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,10),(15,6),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,10),(15,5),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,10),(15,4),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,10),(15,3),-0.0405238 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,10),(15,2),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,10),(15,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,10),(15,-1),-0.0306345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,9),(15,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,9),(15,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,9),(15,6),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,9),(15,5),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,9),(15,4),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,9),(15,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,9),(15,2),-0.0422379 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,9),(15,1),-0.0422172 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,9),(15,-1),-0.0452821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,8),(15,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,8),(15,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,8),(15,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,8),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,8),(15,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,8),(15,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,8),(15,1),-0.0420164 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,8),(15,-1),-0.0434673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,7),(15,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,7),(15,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,7),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,7),(15,3),-0.0443929 # DEPENDENCYPART_GRANDSIBL
