# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(7,10),(10,21),(10,30),-0.00920773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,25),(10,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,25),(10,30),-0.044726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,29),(10,30),-0.0420116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,9),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,8),0.10162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,7),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,10),(10,5),-0.0645143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,4),-0.0642025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,-1),-0.0507676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,9),(10,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,9),(10,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,8),(10,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,8),(10,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,-1),-0.0656568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,7),(10,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,7),(10,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,7),(10,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,5),(10,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,5),(10,-1),-0.0647837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,4),(10,-1),-0.0656553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,14),-0.0281392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,15),-0.0420313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,17),-0.0420377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,18),-0.0475972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,19),-0.0435871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,20),-0.0420377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,21),-0.0423062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,23),-0.0229819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,24),-0.0475972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,25),-0.0297066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,28),-0.0229819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,29),-0.042012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,30),-0.101781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,14),(13,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,17),-0.0420313 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,18),-0.0296212 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,19),-0.0421364 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,20),-0.0420313 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,21),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,23),-0.0420234 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,24),-0.0296212 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,25),-0.0420422 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,28),-0.0420234 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,29),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,30),-0.0453399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,15),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,30),-0.0420313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,17),(13,18),-0.0421195 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,20),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,24),-0.0421195 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,30),-0.0420691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,18),(13,19),-0.0330849 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,20),-0.0421195 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,21),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,23),-0.0444232 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,24),-0.0421464 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,25),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,28),-0.0444232 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,30),-0.0425904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,19),(13,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,23),-0.0420321 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,24),-0.0421003 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,28),-0.0420321 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,30),-0.0348914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,20),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,24),-0.0421195 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,30),-0.042059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,21),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,21),(13,24),-0.0420197 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,21),(13,25),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,21),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,21),(13,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,21),(13,30),-0.0423253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,23),(13,24),-0.0430336 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,23),(13,25),-0.0420469 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,23),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,23),(13,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,23),(13,30),-0.036722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,24),(13,25),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,24),(13,28),-0.0444232 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,24),(13,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,24),(13,30),-0.0425904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,25),(13,28),-0.0420209 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,25),(13,29),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,25),(13,30),-0.0433373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,28),(13,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,28),(13,30),-0.036722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,29),(13,30),-0.0420124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,12),0.0926629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,11),0.0967468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,10),0.103024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,9),0.103045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,8),0.0909386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,7),0.102004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,13),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,4),-0.0660689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,1),-0.0642103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,-1),-0.0850131 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,12),(13,11),0.102917 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,12),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,-1),-0.0732097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,11),(13,10),0.103063 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,8),0.103068 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,11),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,-1),-0.0658163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,10),(13,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,10),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,-1),-0.0642682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,9),(13,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,9),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,-1),-0.0641658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,8),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,8),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,5),-0.0641839 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,-1),-0.0711703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,7),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,-1),-0.065185 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,6),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,-1),-0.0655015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,5),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,5),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,5),(13,-1),-0.0642781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,4),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,4),(13,-1),-0.0711703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,1),(13,-1),-0.0642526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,15),-0.04196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,16),-0.0535101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,17),-0.0535101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,18),-0.0424182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,21),0.0107969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,23),0.008289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,25),-0.0457844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,30),-0.11155 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,15),(14,16),-0.042019 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,17),-0.042019 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,18),-0.0420578 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,30),-0.0413536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,16),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,21),-0.0421999 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,23),-0.042368 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,30),-0.0524281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,17),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,21),-0.0421999 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,23),-0.042368 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,30),-0.0524281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,18),(14,21),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,23),-0.0420461 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,25),-0.0422828 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,30),-0.0476799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,21),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,21),(14,25),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,21),(14,30),0.0111838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,23),(14,25),-0.0422586 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,23),(14,30),0.0142228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,25),(14,30),-0.0449105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,-1),-0.0279547 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,1),(1,2),0.204928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,3),0.073964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,4),0.127547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,5),0.117617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,7),0.104006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,8),-0.0675727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,1),(1,9),-0.0653732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,10),-0.0651113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,13),-0.0675727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,14),-0.0651202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,18),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,19),-0.0676106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,23),-0.0675727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,24),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,30),-0.0424623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,2),(1,3),0.102819 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,4),0.102929 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,5),0.10306 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,7),0.10216 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,2),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,10),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,14),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,30),0.019409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,3),(1,4),0.10378 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,5),0.102418 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,7),0.102001 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,3),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,30),-0.0795615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,4),(1,5),0.105563 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,7),0.102846 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,8),-0.0641531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,4),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,10),-0.0647192 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,13),-0.0641531 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,14),-0.0652928 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,19),-0.0641541 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,23),-0.0641531 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,30),-0.0760052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,5),(1,7),0.103069 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,8),-0.064146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,5),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,10),-0.0642527 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,13),-0.064146 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,14),-0.0642527 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,18),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,19),-0.065352 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,23),-0.064146 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,24),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,30),-0.0299389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,7),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,7),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,30),-0.0695672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
