# _root_ `` The pendulum is swinging back to black and white , '' says Richard DeMoulin , the general manager of Eastman Kodak Co. 's professional photography division .
#goldHeads=4,3,4,13,4,5,5,7,8,9,4,4,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
#predictedHeads=13,3,4,13,4,5,6,7,8,9,13,13,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
(7,9),(9,12),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,29),-0.0429013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,13),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,29),-0.0812443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,15),(9,16),-0.0432883 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,29),-0.0875254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,16),(9,19),-0.0451931 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,27),-0.0451931 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,29),-0.0521199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,19),(9,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,19),(9,29),-0.0856434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,27),(9,29),-0.0856434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,-1),0.0391826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,10),(10,11),-0.141154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,12),-0.0624754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,13),-0.0384081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,15),-0.0781124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,16),-0.141154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,19),0.00322255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,20),-0.095549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,27),0.00631154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,29),0.235413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,11),(10,12),-0.015768 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,13),-0.039252 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,15),-0.0346911 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,16),-0.0489393 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,19),-0.0439347 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,20),-0.0498289 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,27),-0.0439142 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,29),-0.0470914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,12),(10,13),-0.0451205 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,15),-0.0384258 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,16),-0.0485595 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,19),-0.0432257 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,20),-0.040456 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,27),-0.0432257 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,12),(10,29),-0.0878325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,13),(10,15),-0.0420519 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,16),-0.062226 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,19),-0.0425628 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,20),-0.0438932 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,27),-0.0425628 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,29),0.0179306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,15),(10,16),-0.0380677 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,15),(10,19),-0.0427265 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,15),(10,20),-0.0458046 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,15),(10,27),-0.0427265 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,15),(10,29),-0.0410707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,16),(10,19),-0.0439347 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,16),(10,20),-0.0498289 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,16),(10,27),-0.0439142 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,16),(10,29),-0.0470914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,19),(10,20),-0.0298979 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,19),(10,27),-0.0373246 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,19),(10,29),-0.0440398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,20),(10,27),-0.00988971 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,20),(10,29),-0.0610606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,27),(10,29),-0.0446938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,9),0.10851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,8),0.113111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,7),0.0986753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,10),(10,6),-0.0656941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,-1),-0.139691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,9),(10,8),0.102833 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,9),(10,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,-1),-0.0626993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,8),(10,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,8),(10,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,-1),-0.0680343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,7),(10,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,7),(10,-1),-0.0787189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,6),(10,-1),-0.119616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,29),-0.0473027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,11),(11,-1),-0.0634586 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,12),(12,29),-0.0154353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,12),(12,11),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,-1),-0.0374326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,11),(12,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,15),(15,16),-0.0252902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,17),-0.0366714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,18),-0.0466976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,19),-0.0713683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,20),-0.103559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,21),-0.0325659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,22),-0.0325655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,23),-0.0298743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,24),-0.103792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,25),-0.0466964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,26),-0.0713683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,27),-0.0713685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,29),0.136457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,16),(15,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,18),-0.0471203 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,19),0.000114505 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,20),-0.0518851 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,21),-0.00879471 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,22),-0.00879471 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,23),-0.00879471 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,24),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,25),-0.0471203 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,26),0.000297831 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,27),0.0019905 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,29),-0.0452636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,17),(15,18),-0.0420164 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,19),-0.0420288 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,20),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,25),-0.0420164 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,26),-0.0420288 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,27),-0.0420288 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,29),-0.0423502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,18),(15,19),-0.0421324 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,20),-0.0420223 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,21),-0.0420461 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,22),-0.0420461 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,23),-0.0420461 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,25),-0.0437365 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,26),-0.0421324 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,27),-0.0421324 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,29),-0.0534894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,19),(15,20),-0.0433483 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,19),(15,21),-0.0464433 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,19),(15,22),-0.0464433 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,19),(15,23),-0.0464433 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,19),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,19),(15,25),-0.0425295 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,19),(15,26),-0.0423627 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,19),(15,27),-0.0423627 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,19),(15,29),-0.0328754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,20),(15,21),-0.050691 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,20),(15,22),-0.050691 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,20),(15,23),-0.050691 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,20),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,20),(15,25),-0.0420169 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,20),(15,26),-0.0454846 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,20),(15,27),-0.0454846 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,20),(15,29),-0.0818087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,21),(15,22),-0.0370023 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,21),(15,23),-0.0370023 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,21),(15,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,21),(15,25),-0.0435998 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,21),(15,26),-0.0444294 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,21),(15,27),-0.0444294 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,21),(15,29),-0.0541033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,22),(15,23),-0.0370023 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,22),(15,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,22),(15,25),-0.0435998 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,22),(15,26),-0.0444294 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,22),(15,27),-0.0444294 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,22),(15,29),-0.054103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,23),(15,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,23),(15,25),-0.0435998 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,23),(15,26),-0.0444303 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,23),(15,27),-0.0444303 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,23),(15,29),-0.0550131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,24),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,24),(15,26),-0.0421962 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,24),(15,27),-0.0421962 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,24),(15,29),-0.0909114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,25),(15,26),-0.0421324 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,25),(15,27),-0.0421324 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,25),(15,29),-0.0545846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,26),(15,27),-0.0423627 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,26),(15,29),-0.0326921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,27),(15,29),-0.0309994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,15),(15,14),0.135187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,12),0.105035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,11),0.0864405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,10),0.0994868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,8),0.0991871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,7),0.0999158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,15),(15,6),-0.064148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,-1),-0.0988125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,14),(15,12),0.101059 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,11),0.0945899 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,10),0.142167 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,8),0.142167 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,7),0.10163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,14),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,5),-0.0644942 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,-1),-0.0437476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,12),(15,11),0.100245 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,10),0.103048 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,8),0.103048 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,12),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,-1),-0.0651584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,11),(15,10),0.109194 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,8),0.109159 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,11),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,4),-0.0641539 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,-1),-0.0623522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,10),(15,8),0.098315 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,10),(15,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,10),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,10),(15,5),-0.0641714 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,10),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,10),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,10),(15,-1),-0.0292335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,8),(15,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,8),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,8),(15,5),-0.0641714 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,8),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,8),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,8),(15,-1),-0.0292686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,7),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,7),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,7),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,7),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,7),(15,-1),-0.0684083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,6),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,6),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,6),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,6),(15,-1),-0.0753762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,5),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,5),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,5),(15,-1),-0.0652509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,4),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,4),(15,-1),-0.0663057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,1),(15,-1),-0.0779714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,16),(16,29),-0.0473027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,16),(16,-1),-0.0634586 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,19),(19,19),(19,20),-0.095549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,21),-0.0795568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,22),-0.0795568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,23),-0.0795715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,24),-0.0722997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,25),-0.0432721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,26),0.00564416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,27),0.00873316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,29),0.235784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,19),(19,20),(19,21),-0.00907175 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,20),(19,22),-0.00907175 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,20),(19,23),-0.00907195 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,20),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,20),(19,25),-0.0469057 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,20),(19,26),-0.00988971 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,20),(19,27),-0.00988971 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,20),(19,29),-0.0610606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,21),(19,22),-0.0454655 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,21),(19,23),-0.0454655 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,21),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,21),(19,25),-0.0436333 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,21),(19,26),-0.0427265 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,21),(19,27),-0.0427265 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,21),(19,29),-0.0410938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,22),(19,23),-0.0454655 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,22),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,22),(19,25),-0.0436333 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,22),(19,26),-0.0427265 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,22),(19,27),-0.0427265 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,22),(19,29),-0.0410938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,23),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,23),(19,25),-0.0436333 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,23),(19,26),-0.0427265 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,23),(19,27),-0.0427265 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,23),(19,29),-0.0410939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,24),(19,25),-0.0345086 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,24),(19,26),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,24),(19,27),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,24),(19,29),-0.0762172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,25),(19,26),-0.046308 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,25),(19,27),-0.046308 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,25),(19,29),-0.0730592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,26),(19,27),-0.0348757 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,26),(19,29),-0.04402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,27),(19,29),-0.0446951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,19),(19,18),0.111781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,17),0.118823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,16),0.0829801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,15),0.10285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,14),0.10285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,5),-0.0641629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,4),-0.0641711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,19),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
