# _root_ Gitano , which makes budget-priced apparel sold mainly through mass merchandisers like K mart and Wal-Mart , said the Regatta acquisition will enhance its strategy to expand into department stores .
#goldHeads=18,1,4,1,6,4,6,7,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
#predictedHeads=18,1,4,1,6,4,6,9,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
(18,12),(12,16),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,16),(12,32),-0.0699726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,18),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,18),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,18),(12,32),0.0325587 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,21),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,21),(12,32),-0.0444668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,22),(12,32),-0.110957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,12),(12,11),-0.109045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,9),-0.112936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,8),-0.00293153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,-1),-0.220757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,11),(12,9),-0.0445199 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,11),(12,8),-0.0487746 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,11),(12,-1),-0.0296799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,9),(12,8),-0.0440826 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,9),(12,-1),-0.0642774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,8),(12,-1),-0.0230248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,13),(13,14),0.112625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,15),0.250638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,16),0.112993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,17),0.0113018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,32),-0.0427906 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,14),(13,15),0.110907 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,14),(13,16),0.132317 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,14),(13,17),0.0887811 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,14),(13,32),-0.0657915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,15),(13,16),0.0975695 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,15),(13,17),0.0864647 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,15),(13,32),0.0412424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,16),(13,17),0.0891271 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,16),(13,32),-0.0657694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,17),(13,32),-0.0596084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,13),(13,-1),0.0476331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,14),(14,15),0.250976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,16),0.116361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,17),0.0117843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,18),-0.0666054 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,14),(14,21),-0.0595996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,22),-0.0641475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,25),-0.0595996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,30),-0.0641812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,32),-0.0428086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,15),(14,16),0.0975695 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,17),0.0864647 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,18),-0.0641953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,15),(14,21),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,22),-0.0641487 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,25),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,30),-0.0642356 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,32),0.0415608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,16),(14,17),0.0890971 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,18),-0.0641741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,16),(14,21),-0.0653928 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,25),-0.0653928 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,30),-0.0646859 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,32),-0.0624017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,17),(14,18),-0.0802841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,17),(14,21),-0.0851247 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,22),-0.0648802 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,25),-0.0851247 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,30),-0.0666818 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,32),-0.060994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,18),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,32),-0.0928104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,21),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,21),(14,25),-0.064354 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,21),(14,30),-0.0641863 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,21),(14,32),-0.108199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,22),(14,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,22),(14,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,22),(14,32),-0.0748954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,25),(14,30),-0.0641863 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,25),(14,32),-0.106385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,30),(14,32),-0.0877669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,14),(14,13),-0.0885312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,12),-0.0530395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,11),-0.0428489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,10),-0.0290028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,9),-0.0530395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,6),-0.0290028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,5),-0.0470009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,1),-0.0878742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,-1),0.0498004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,13),(14,12),-0.048408 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,11),-0.0397446 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,10),-0.0668027 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,9),-0.048408 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,6),-0.0668027 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,5),-0.0321285 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,1),-0.0287217 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,-1),0.0420631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,12),(14,11),-0.0420891 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,12),(14,10),-0.0488996 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,12),(14,9),-0.0439873 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,12),(14,6),-0.0488996 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,12),(14,5),-0.0395942 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,12),(14,1),-0.0514023 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,12),(14,-1),-0.0436052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,11),(14,10),-0.0420308 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,11),(14,9),-0.0433764 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,11),(14,6),-0.0420308 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,11),(14,5),-0.0518901 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,11),(14,1),-0.0311931 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,11),(14,-1),-0.0524836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,10),(14,9),-0.0444529 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,10),(14,6),-0.0127956 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,10),(14,5),-0.0253234 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,10),(14,1),-0.0378825 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,10),(14,-1),-0.0266791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,9),(14,6),-0.049016 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,9),(14,5),-0.0395943 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,9),(14,1),-0.0514023 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,9),(14,-1),-0.0436042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,6),(14,5),-0.0253234 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,6),(14,1),-0.0378825 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,6),(14,-1),-0.0266791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,5),(14,1),-0.0362964 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,5),(14,-1),-0.0605089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,1),(14,-1),0.0423727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,16),0.0578265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,18),-0.0693847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,15),(15,20),-0.0653285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,21),-0.0648397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,22),-0.0642365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,23),-0.0641824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,25),-0.0648397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,30),-0.0641483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,32),0.217231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,16),(15,18),-0.0649498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,16),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,23),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,32),-0.109996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,18),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,32),-0.0985973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,20),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,20),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,20),(15,23),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,20),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,20),(15,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,20),(15,32),-0.109996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,21),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,32),-0.0996051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,22),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,22),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,22),(15,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,22),(15,32),-0.0739435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,23),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,23),(15,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,23),(15,32),-0.0643313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,25),(15,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,25),(15,32),-0.0994388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,30),(15,32),-0.107671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,-1),-0.274667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,17),0.0113018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,18),-0.0666054 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,20),-0.0670989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,21),-0.0595996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,32),-0.0426222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,17),(16,18),-0.0802841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,17),(16,20),-0.065041 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,21),-0.0851247 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,32),-0.0595882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,18),(16,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,32),-0.0928104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,20),(16,21),-0.0653928 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,20),(16,32),-0.0642072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,21),(16,32),-0.108199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,14),-0.091135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,13),-0.0908947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,-1),0.050069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,14),(16,13),-0.0272352 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,-1),0.0393664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,13),(16,-1),0.0396266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,32),0.0755431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,-1),0.0758757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,20),-0.0440204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,32),-0.19783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,32),-0.0429046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,-1),-0.165557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,32),0.050069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,19),0.142052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,-1),-0.0426222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,19),(20,-1),-0.0319676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,25),-0.0164931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,26),-0.0370973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,32),-0.00585774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,25),(21,26),-0.0379128 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,32),-0.0864501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,26),(21,32),0.00626037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,20),0.0861363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,19),0.0467602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,18),0.074383 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,21),(21,16),-0.0681646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,-1),-0.0624275 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,20),(21,19),0.0874272 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,18),0.102491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,20),(21,16),-0.0641549 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,-1),-0.0766737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,19),(21,18),0.102615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,19),(21,16),-0.064461 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,19),(21,-1),-0.170076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,18),(21,16),-0.0642072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,18),(21,-1),-0.0632155 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,16),(21,-1),-0.0766737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,23),0.0649428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,24),-0.0435295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,25),-0.0249331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,26),-0.0379971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,27),0.0674711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,28),-0.0562938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,30),0.00741407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,31),-0.0436864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,32),-0.112308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,23),(22,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,25),-0.045358 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,26),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,27),-0.0535907 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,28),-0.0336804 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,30),-0.0450557 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,31),-0.0681921 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,32),0.0392019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,24),(22,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,32),-0.0445905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,25),(22,26),-0.0432684 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,27),-0.0506032 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,28),-0.0457805 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,30),-0.0447939 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,31),-0.0421125 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,32),-0.0311781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,26),(22,27),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,26),(22,28),-0.0420189 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,26),(22,30),-0.0427645 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,26),(22,31),-0.0420443 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,26),(22,32),-0.0354884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,27),(22,28),-0.0336804 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,27),(22,30),-0.0450557 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,27),(22,31),-0.068192 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,27),(22,32),0.0384022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,28),(22,30),-0.0426062 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,28),(22,31),-0.0475382 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,28),(22,32),-0.0257586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,30),(22,31),-0.0425464 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,30),(22,32),-0.00327993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,31),(22,32),-0.0670315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,21),0.0776862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,20),0.134053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,19),0.117453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,18),0.0980083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,22),(22,17),-0.0344594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,16),-0.0544615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,15),-0.0642011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,14),-0.0544615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,13),-0.0544615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,12),-0.0132855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,11),-0.0511472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,10),-0.0370781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,9),-0.0132855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,8),-0.0557725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,7),-0.064148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,6),-0.0370781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,4),-0.0641468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,3),-0.0665057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,2),-0.0344594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,1),-0.0544615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
