# _root_ He was flawless afield ( ditto in game two ) , moved a runner along in the A 's three-run second inning , and homered for his team 's final tally .
#goldHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,12,12,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
#predictedHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,14,15,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
(15,31),(31,29),(31,27),0.103064 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,29),(31,22),0.0901384 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,29),(31,21),0.0979653 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,29),(31,20),0.0979653 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,29),(31,18),0.101984 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,29),(31,17),0.1027 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,29),(31,-1),-0.00901853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,31),(31,28),(31,27),0.0944321 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,28),(31,22),0.0884343 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,28),(31,21),0.130252 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,28),(31,20),0.13301 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,28),(31,18),0.10352 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,28),(31,17),0.0501859 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,28),(31,-1),-0.0253023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,31),(31,27),(31,22),0.0986396 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,27),(31,21),0.102387 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,27),(31,20),0.102387 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,27),(31,18),0.101442 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,27),(31,17),0.0974989 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,27),(31,-1),-0.0398315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,31),(31,22),(31,21),0.130252 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,22),(31,20),0.13301 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,22),(31,18),0.103526 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,22),(31,17),0.0501862 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,22),(31,-1),-0.0263057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,31),(31,21),(31,20),0.0968306 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,21),(31,18),0.108466 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,21),(31,17),0.0519076 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,21),(31,-1),-0.101065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,31),(31,20),(31,18),0.108465 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,20),(31,17),0.0611092 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,20),(31,-1),-0.10006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,31),(31,18),(31,17),0.11906 # DEPENDENCYPART_GRANDSIBL
(15,31),(31,18),(31,-1),-0.0583433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,31),(31,17),(31,-1),-0.0994151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,32),(32,32),(32,33),-0.103358 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,32),(32,32),(32,31),0.100874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,32),(32,32),(32,-1),-0.102521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,32),(32,31),(32,-1),-0.0662977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,15),0.0759665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,16),-0.0617752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,18),-0.0669504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,19),-0.0670005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,20),-0.0684419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,22),-0.0776296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,23),-0.0641959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,24),-0.0666739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,25),-0.0663177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,26),-0.0572398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,33),-0.233155 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,15),(14,16),-0.0641463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,15),(14,18),-0.0642527 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,19),-0.0642532 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,22),-0.064268 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,23),-0.0644368 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,24),-0.0642575 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,26),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,32),-0.0641681 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,33),-0.106697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,16),(14,18),-0.0642802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,19),-0.0642807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,22),-0.0642725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,23),-0.0644867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,24),-0.0642582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,26),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,32),-0.0641793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,33),-0.115485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,18),(14,19),-0.064189 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,20),-0.0645444 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,22),-0.0642209 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,23),-0.0643756 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,25),-0.064152 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,26),-0.0641568 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,33),-0.0616171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,19),(14,20),-0.0643766 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,22),-0.0642209 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,23),-0.0643756 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,25),-0.064152 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,26),-0.0641557 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,33),-0.0110177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,20),(14,22),-0.0655286 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,23),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,33),-0.0898377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,22),(14,23),-0.0641568 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,24),-0.0641634 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,26),-0.0642721 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,33),-0.00989147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,23),(14,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,23),(14,25),-0.0641659 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,23),(14,26),-0.0645477 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,23),(14,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,23),(14,33),-0.0792166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,24),(14,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,24),(14,26),-0.0641738 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,24),(14,32),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,24),(14,33),-0.0448807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,25),(14,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,25),(14,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,25),(14,33),-0.0616332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,26),(14,32),-0.0641681 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,26),(14,33),-0.106866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,32),(14,33),-0.0642107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),0.0657003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,11),-0.0890843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,10),-0.0529156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,9),0.041791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),0.221641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,11),-0.041619 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,-1),0.0432852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,11),(14,10),-0.0421642 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,9),-0.041742 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,-1),-0.0433327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,10),(14,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,-1),-0.075096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,9),(14,-1),0.0111776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,16),-0.0576497 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,17),-0.0642752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,18),-0.0677459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,19),-0.068464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,20),-0.0642292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,22),-0.0811764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,24),-0.0648526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,25),-0.0687108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,26),-0.0573469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,31),-0.0811764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,33),-0.0486355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,16),(15,17),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,20),-0.0641491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,22),-0.0642448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,23),-0.0641474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,24),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,31),-0.0642448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,33),-0.0578833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,17),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,33),-0.097347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,18),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,24),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,33),-0.0669759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,19),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,24),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,33),-0.0647687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,20),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,24),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,33),-0.0733351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,22),(15,23),-0.0641562 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,22),(15,24),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,22),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,22),(15,26),-0.0641799 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,22),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,22),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,22),(15,33),-0.0666691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,23),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,23),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,23),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,23),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,23),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,23),(15,33),-0.073569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,24),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,24),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,24),(15,31),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,24),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,24),(15,33),-0.076311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,25),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,25),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,25),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,25),(15,33),-0.0696216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,26),(15,31),-0.0642448 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,26),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,26),(15,33),-0.0662702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,31),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,31),(15,33),-0.0666691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,32),(15,33),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,14),-0.0282875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,13),-0.0588117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,5),-0.0382538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,2),-0.0653053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,-1),0.149237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,14),(15,13),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,5),-0.042014 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,2),-0.0382742 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,-1),-0.113942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,13),(15,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,-1),-0.0554761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,5),(15,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,5),(15,-1),-0.0379045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,2),(15,-1),-0.103613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,19),-0.0489788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,33),-0.0171836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,19),(17,33),-0.0381831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,-1),-0.181003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,19),-0.172469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,20),-0.0324379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,33),0.246728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,20),-0.0433963 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,33),-0.125075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,20),(18,33),-0.0330751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.0769942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),-0.13888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,-1),-0.123328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,20),-0.0326738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,21),-0.032674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,22),-0.0582606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,23),-0.136709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,24),0.0272673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,25),-0.0585225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,29),-0.081507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,33),0.259806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,20),(19,21),-0.0400654 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,22),-0.0455514 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,23),-0.0441949 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,24),-0.0411925 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,25),-0.0421976 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,33),-0.0408087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,21),(19,22),-0.0455515 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,23),-0.0406689 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,24),-0.0411925 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,25),-0.0421976 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,33),-0.0454963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,22),(19,23),0.0173242 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,24),-0.0472899 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,25),-0.0391296 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,29),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,33),-0.125841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,23),(19,24),-0.0776714 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,25),-0.0378954 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,29),-0.0472722 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,33),-0.0797437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,24),(19,25),-0.0508833 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,24),(19,29),-0.0213554 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,24),(19,33),-0.107394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,25),(19,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,25),(19,33),-0.00306208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,29),(19,33),-0.163467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,18),0.157721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,17),0.079483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),-0.123297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,18),(19,17),0.143221 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,-1),-0.102435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,17),(19,-1),-0.119776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,21),-0.0738038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,23),-0.112205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
