# _root_ Concerning your Sept. 19 article `` Wall Street Firms Link Analysts ' Pay to Performance , '' I 'm delighted that Wall Street is finally tuning in to the hard , cold facts of the real working world .
#goldHeads=19,5,5,5,1,5,9,9,10,5,13,11,10,10,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
#predictedHeads=19,5,5,5,1,5,9,9,5,5,13,11,10,13,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
(20,28),(28,38),(28,40),-0.0437591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,28),(28,39),(28,40),-0.048599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,28),(28,28),(28,27),0.105312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,28),(28,28),(28,25),0.146722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,28),(28,28),(28,-1),0.0125659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,28),(28,27),(28,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,28),(28,27),(28,-1),-0.0627797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,28),(28,25),(28,-1),-0.0106152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,30),(30,31),-0.0767557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,32),-0.0528956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,33),-0.04963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,34),-0.0298739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,38),-0.0344047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,40),-0.0529417 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,30),(30,31),(30,32),-0.0386865 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,31),(30,33),-0.0442975 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,31),(30,34),-0.0473253 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,31),(30,38),-0.0420223 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,31),(30,40),-0.0504413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,32),(30,33),-0.0420371 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,32),(30,34),-0.0424196 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,32),(30,38),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,32),(30,40),-0.0452186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,33),(30,34),-0.042185 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,33),(30,38),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,33),(30,40),-0.0514969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,34),(30,38),-0.0420976 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,34),(30,40),-0.0301818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,38),(30,40),-0.0196852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,30),(30,29),0.0870241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,28),0.102797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,27),0.102634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,25),0.110788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,-1),-0.0511554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,30),(30,29),(30,28),0.103018 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,29),(30,27),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,29),(30,25),0.104565 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,29),(30,-1),-0.0651326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,28),(30,27),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,28),(30,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,28),(30,-1),-0.0644739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,27),(30,25),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,27),(30,-1),-0.064627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,25),(30,-1),-0.0739398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,31),(31,31),(31,40),-0.0846016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,31),(31,31),(31,-1),-0.0981972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,33),(33,33),(33,34),-0.0105684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,35),-0.00296006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,36),-0.0571119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,37),-0.0398824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,38),-0.0398935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,39),-0.0389931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,40),0.0328366 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,33),(33,34),(33,35),-0.0420282 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,34),(33,36),-0.0431423 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,34),(33,37),-0.0372546 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,34),(33,38),-0.0372542 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,34),(33,39),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,34),(33,40),-0.0648804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,35),(33,36),-0.0420182 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,35),(33,37),-0.0421171 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,35),(33,38),-0.0421171 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,35),(33,39),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,35),(33,40),-0.0366109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,36),(33,37),-0.0429724 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,36),(33,38),-0.0429724 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,36),(33,39),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,36),(33,40),-0.0350865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,37),(33,38),-0.0340194 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,37),(33,39),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,37),(33,40),-0.0187185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,38),(33,39),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,38),(33,40),-0.0187181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,39),(33,40),-0.0448128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,33),(33,32),0.116096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,31),0.113975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,30),0.115677 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,29),0.109543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,27),0.105258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,25),0.112412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,33),(33,33),(33,-1),-0.102149 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,33),(33,32),(33,31),0.115846 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,32),(33,30),0.0946246 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,32),(33,29),0.10677 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,32),(33,27),0.103047 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,32),(33,25),0.10556 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,32),(33,-1),-0.0256234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,31),(33,30),0.109963 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,31),(33,29),0.0976442 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,31),(33,27),0.103047 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,31),(33,25),0.102292 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,31),(33,-1),-0.0724894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,30),(33,29),0.10677 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,30),(33,27),0.103047 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,30),(33,25),0.10556 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,30),(33,-1),-0.0262644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,29),(33,27),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,29),(33,25),0.0977774 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,29),(33,-1),-0.0445538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,27),(33,25),0.1027 # DEPENDENCYPART_GRANDSIBL
(20,33),(33,27),(33,-1),-0.0613641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,33),(33,25),(33,-1),-0.0665369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,34),(34,34),(34,35),-0.0817216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,34),(34,34),(34,36),-0.0150601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,34),(34,34),(34,37),-0.0148299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,34),(34,34),(34,38),-0.0167624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,34),(34,34),(34,40),-0.123054 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,34),(34,35),(34,36),-0.0428659 # DEPENDENCYPART_GRANDSIBL
(20,34),(34,35),(34,37),-0.0426279 # DEPENDENCYPART_GRANDSIBL
(20,34),(34,35),(34,38),-0.0426279 # DEPENDENCYPART_GRANDSIBL
(20,34),(34,35),(34,40),-0.0768141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,34),(34,36),(34,37),-0.0420374 # DEPENDENCYPART_GRANDSIBL
(20,34),(34,36),(34,38),-0.0420374 # DEPENDENCYPART_GRANDSIBL
(20,34),(34,36),(34,40),-0.0127746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,34),(34,37),(34,38),-0.0498301 # DEPENDENCYPART_GRANDSIBL
(20,34),(34,37),(34,40),-0.0227382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,34),(34,38),(34,40),-0.0229568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,34),(34,34),(34,32),0.0841178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,34),(34,34),(34,29),0.114011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,34),(34,34),(34,-1),-0.133891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,34),(34,32),(34,29),0.101739 # DEPENDENCYPART_GRANDSIBL
(20,34),(34,32),(34,-1),-0.0809663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,34),(34,29),(34,-1),-0.0572723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,38),(38,38),(38,40),0.0162342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,38),(38,38),(38,37),0.0904603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,38),(38,38),(38,36),0.148416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,38),(38,38),(38,35),0.0791454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,38),(38,38),(38,34),0.110402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,38),(38,38),(38,33),0.0895162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,38),(38,38),(38,32),0.148321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,38),(38,38),(38,31),0.106474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,38),(38,38),(38,30),0.149313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,38),(38,38),(38,29),0.0791454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,38),(38,38),(38,2),-0.0641531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,38),(38,38),(38,-1),-0.118714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,38),(38,37),(38,36),0.102048 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,37),(38,35),0.0889826 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,37),(38,34),0.106097 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,37),(38,33),0.107368 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,37),(38,32),0.102049 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,37),(38,31),0.0951593 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,37),(38,30),0.102049 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,37),(38,29),0.0889826 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,37),(38,2),-0.0642903 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,37),(38,-1),-0.0577366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,38),(38,36),(38,35),0.0975619 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,36),(38,34),0.103685 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,36),(38,33),0.105873 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,36),(38,32),0.101144 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,36),(38,31),0.099347 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,36),(38,30),0.101144 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,36),(38,29),0.0975619 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,36),(38,2),-0.0642531 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,36),(38,-1),-0.0450498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,38),(38,35),(38,34),0.106259 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,35),(38,33),0.0988024 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,35),(38,32),0.100379 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,35),(38,31),0.0981024 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,35),(38,30),0.100379 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,35),(38,29),0.103578 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,35),(38,2),-0.0641663 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,35),(38,-1),-0.0522847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,38),(38,34),(38,33),0.10156 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,34),(38,32),0.102478 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,34),(38,31),0.0865603 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,34),(38,30),0.102478 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,34),(38,29),0.102814 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,34),(38,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,34),(38,-1),-0.0313668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,38),(38,33),(38,32),0.105608 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,33),(38,31),0.102541 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,33),(38,30),0.105608 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,33),(38,29),0.103445 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,33),(38,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,33),(38,-1),-0.0815228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,38),(38,32),(38,31),0.099347 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,32),(38,30),0.101144 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,32),(38,29),0.0974219 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,32),(38,2),-0.0642531 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,32),(38,-1),-0.0450366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,38),(38,31),(38,30),0.0955424 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,31),(38,29),0.102962 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,31),(38,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,31),(38,-1),-0.0500121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,38),(38,30),(38,29),0.0985049 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,30),(38,2),-0.0642531 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,30),(38,-1),-0.0450386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,38),(38,29),(38,2),-0.0641663 # DEPENDENCYPART_GRANDSIBL
(20,38),(38,29),(38,-1),-0.0522847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,38),(38,2),(38,-1),-0.0390289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,39),(39,39),(39,40),-0.0552061 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,39),(39,39),(39,-1),-0.0709013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,23),-0.130934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,24),-0.0425572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,40),0.0634149 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,23),(22,24),-0.0264835 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,40),-0.0879032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,24),(22,40),-0.0105351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,-1),-0.239264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,24),-0.0440541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,40),0.0851543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,24),(23,40),-0.010629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,22),0.0732952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,21),0.0672738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,20),-0.0641477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,18),-0.0642403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,-1),-0.233206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,22),(23,21),0.104523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,22),(23,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,-1),-0.14142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,21),(23,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,-1),-0.0616483 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,20),(23,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,-1),-0.0520781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,18),(23,-1),-0.0707082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,25),-0.0478637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,26),-0.0216156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,27),-0.0283317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,28),0.00183445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,29),-0.014241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,30),0.0341645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,31),-0.134197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,32),0.0342438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,33),0.0426618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,34),-0.0432788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,38),0.083241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,39),-0.0488056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,40),-0.148046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,25),(24,26),-0.0340891 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,27),-0.0471782 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,28),-0.0513882 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,29),-0.0379366 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,30),-0.0660094 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,31),-0.0615184 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,32),-0.0660094 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,33),-0.0429327 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,34),-0.097138 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,38),-0.0367545 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,39),-0.0429377 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,40),0.0593754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,26),(24,27),-0.0425828 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,28),-0.0441039 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,30),-0.0420733 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,31),-0.0230503 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,32),-0.0420733 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,33),-0.0435257 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,34),-0.0617754 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,38),-0.0462532 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,39),-0.0464652 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,40),-0.0556841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,27),(24,28),-0.0370108 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,30),-0.0450469 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,31),-0.037683 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,32),-0.0450469 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,33),-0.0410444 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,34),-0.0304186 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,38),-0.0414689 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,39),-0.0435532 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,40),-0.0486147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,28),(24,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,30),-0.042019 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,31),-0.0262923 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,32),-0.042019 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,33),-0.0475462 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,34),-0.0552181 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,38),-0.0456734 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,39),-0.0498176 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,40),-0.0639328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,29),(24,30),-0.0420432 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,29),(24,31),-0.0436539 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,29),(24,32),-0.0420432 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,29),(24,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,29),(24,34),-0.0406683 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,29),(24,38),-0.042403 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,29),(24,39),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,29),(24,40),-0.00631139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,30),(24,31),-0.0574759 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,30),(24,32),-0.0381604 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,30),(24,33),-0.046059 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,30),(24,34),-0.0374266 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,30),(24,38),-0.0397932 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,30),(24,39),-0.0502614 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,30),(24,40),0.03876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,31),(24,32),-0.0627015 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,31),(24,33),-0.0461888 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,31),(24,34),0.0192335 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,31),(24,38),-0.0590474 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,31),(24,39),-0.0420245 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,31),(24,40),-0.11939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,32),(24,33),-0.046059 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,32),(24,34),-0.0374266 # DEPENDENCYPART_GRANDSIBL
