# _root_ Similarly , Agfa is sponsoring scores of photography contests at high schools and colleges , offering free black-and-white film and paper as prizes .
#goldHeads=4,4,4,0,4,5,6,9,7,9,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
#predictedHeads=4,4,4,0,4,5,6,9,7,5,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
(10,16),(16,15),(16,12),0.106875 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,10),0.107415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,15),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,-1),-0.0708426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,14),(16,13),0.103057 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,14),(16,12),0.102514 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,14),(16,10),0.102529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,14),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,14),(16,-1),0.00288674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,13),(16,12),0.10233 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,13),(16,10),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,13),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,13),(16,-1),-0.0606428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,12),(16,10),0.102529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,12),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,12),(16,-1),0.00288918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,10),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,10),(16,-1),-0.0751281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,1),(16,-1),-0.0476773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,19),(19,20),-0.129989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,21),-0.102767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,22),-0.0449336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,23),-0.0814145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,24),-0.047348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,25),0.211689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,19),(19,20),(19,21),-0.0429682 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,20),(19,22),-0.0948097 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,20),(19,23),-0.0462578 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,20),(19,24),-0.0424185 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,20),(19,25),-0.119449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,21),(19,22),-0.0277809 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,21),(19,23),-0.0420519 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,21),(19,24),-0.0434857 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,21),(19,25),-0.105044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,22),(19,23),-0.044902 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,22),(19,24),-0.0403544 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,22),(19,25),-0.0471886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,23),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,23),(19,25),-0.0111388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,24),(19,25),-0.0344513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,19),(19,18),0.185059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,17),0.188072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,16),0.062272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,15),0.0503292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,14),0.134373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,12),0.134371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,11),0.184003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,10),0.0634687 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,19),(19,19),(19,-1),-0.241326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,19),(19,18),(19,17),0.103489 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,16),0.112408 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,15),0.122306 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,14),0.0985033 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,12),0.0985033 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,11),0.103488 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,10),0.104003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,18),(19,-1),-0.0931727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,17),(19,16),0.112408 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,15),0.122306 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,14),0.0985033 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,12),0.0985033 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,11),0.104739 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,10),0.104003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,17),(19,-1),-0.0929308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,16),(19,15),0.0936372 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,14),0.102797 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,12),0.102797 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,11),0.105706 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,10),0.101205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,16),(19,-1),-0.0553436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,15),(19,14),0.0922753 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,12),0.0922753 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,11),0.120314 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,10),0.117177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,15),(19,-1),-0.078593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,14),(19,12),0.108811 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,11),0.0966107 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,10),0.101789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,14),(19,-1),-0.0704684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,12),(19,11),0.096611 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,12),(19,10),0.101789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,12),(19,-1),-0.0704683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,11),(19,10),0.104003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,11),(19,-1),-0.0970404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,10),(19,-1),-0.0983959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,24),(24,24),(24,25),-0.111972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,24),(24,24),(24,23),0.102884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,24),(24,24),(24,-1),-0.111084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,24),(24,23),(24,-1),-0.0643302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,14),-0.0145985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,15),-0.0680474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,16),0.0229642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,17),0.154101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,18),0.154525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,19),-0.0276181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,21),-0.0276181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,23),-0.0145985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,25),-0.285242 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,15),-0.0463813 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,16),-0.0427714 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,17),-0.0481241 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,18),-0.0481241 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,19),-0.0420625 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,21),-0.0420625 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,23),-0.042027 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,25),-0.00584315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,15),(13,16),-0.043104 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,17),-0.0255265 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,18),-0.0255265 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,19),-0.0457836 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,21),-0.0457836 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,23),-0.0436159 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,25),-0.059359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,17),-0.0420152 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,18),-0.0420152 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,19),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,21),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,25),0.0245668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,17),(13,18),-0.0427173 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,19),-0.0454775 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,21),-0.0454775 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,23),-0.0431612 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,25),0.21974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,18),(13,19),-0.0454775 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,21),-0.0454775 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,23),-0.0431612 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,25),0.220164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,19),(13,21),-0.043421 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,19),(13,23),-0.0420377 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,19),(13,25),0.0122197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,21),(13,23),-0.0420377 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,21),(13,25),0.0122197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,23),(13,25),-0.00584315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,-1),0.0482575 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,3),(3,4),0.125063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,5),0.101084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,6),0.11024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,25),0.0143249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,4),(3,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,25),-0.041461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,5),(3,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,25),-0.0658915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,6),(3,25),-0.0594825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,3),(3,2),0.0704241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,1),-0.0435558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,-1),0.0679092 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,2),(3,1),-0.046067 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,2),(3,-1),-0.064414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,1),(3,-1),-0.0374044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,8),0.0719667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,9),0.111162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,10),0.105369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,12),-0.083004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,7),(7,13),-0.0668121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,14),-0.083004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,16),-0.0735104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,25),0.0779669 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,8),(7,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,10),0.102995 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,8),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,25),-0.110827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,10),0.102777 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,25),-0.0696681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,12),-0.064153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,13),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,14),-0.064153 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,25),-0.0636114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,12),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,25),-0.0696697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,13),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,25),-0.0724148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,14),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,25),-0.0696681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,16),(7,25),-0.0769657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,2),-0.0213956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,1),-0.0827539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,-1),-0.302282 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,2),(7,1),-0.0493131 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,2),(7,-1),-0.00420002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,1),(7,-1),-0.10531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,10),0.138191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,12),-0.0677722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,8),(8,13),-0.0720174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,25),-0.0370447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,10),(8,12),-0.0641698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,10),(8,13),-0.065977 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,25),-0.0630929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,12),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,25),-0.0466248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,13),(8,25),-0.0673592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,-1),0.137392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,9),(9,10),0.0707483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,11),0.119735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,12),-0.0651759 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,9),(9,13),-0.0655584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,14),-0.0651759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,15),-0.0664675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,16),-0.0646454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,17),-0.0647441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,19),-0.0643052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,20),-0.0655584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,22),-0.0682921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,25),0.02257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,11),0.120432 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,12),-0.064147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,10),(9,13),-0.0641561 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,14),-0.064147 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,15),-0.0644395 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,17),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,19),-0.0642112 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,20),-0.0641561 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,22),-0.0649662 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,25),-0.127885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,13),-0.064147 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,15),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,20),-0.064147 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,22),-0.0641543 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,25),-0.0537815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,12),(9,13),-0.0641559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,15),-0.0644387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,20),-0.0641559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,25),-0.0933789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,13),(9,14),-0.0641649 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,22),-0.0652773 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,25),-0.105104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,14),(9,15),-0.0644387 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,20),-0.0641559 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,25),-0.0933789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,15),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,17),-0.0642135 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,19),-0.065882 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,22),-0.0642185 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,25),-0.0477748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,16),(9,17),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,25),-0.0644113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,17),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,20),-0.064147 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,22),-0.0641543 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,25),-0.0539749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,19),(9,20),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,19),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,19),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,19),(9,25),-0.0691428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,20),(9,22),-0.0652773 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,20),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,20),(9,25),-0.105104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,22),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,22),(9,25),-0.130613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
