# _root_ Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in the lobbying .
#goldHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
#predictedHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
(6,13),(13,7),(13,6),0.10047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,7),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,4),-0.0646001 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,3),-0.064174 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,2),-0.064174 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,1),-0.064174 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,-1),-0.0284431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,6),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,4),-0.0724174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,-1),-0.111975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,5),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,5),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,5),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,5),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,5),(13,-1),-0.076409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,4),(13,3),-0.0652044 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,4),(13,2),-0.0652044 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,4),(13,1),-0.0652044 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,4),(13,-1),-0.0811135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,3),(13,2),-0.064174 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,3),(13,1),-0.064174 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,3),(13,-1),-0.0161614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,2),(13,1),-0.064174 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,2),(13,-1),-0.0284657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,1),(13,-1),-0.0292517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,15),-0.044052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,16),-0.0505454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,17),-0.0220689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,18),-0.0202653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,19),-0.0556501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,20),-0.0741513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,15),(14,16),-0.0402654 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,17),-0.0420256 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,18),-0.042143 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,19),-0.0350804 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,20),-0.0541414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,16),(14,17),-0.0434006 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,18),-0.0425621 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,19),-0.0273234 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,20),-0.0405683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,17),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,19),-0.0431491 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,20),-0.0336013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,18),(14,19),-0.0469743 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,20),-0.0167933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,19),(14,20),-0.0435661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,13),0.123277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,12),0.123278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,11),0.123278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,10),0.0933158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,9),0.0938262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,8),0.0708617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,7),0.123271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,6),0.108151 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,14),(14,5),-0.0472872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,4),-0.0647178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,3),-0.0684918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,2),-0.0686008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,1),-0.0684918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,-1),-0.0554046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,13),(14,12),0.101809 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,11),0.101809 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,10),0.101942 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,9),0.106843 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,8),0.0887371 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,7),0.101809 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,6),0.102893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,13),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,4),-0.0652925 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,3),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,2),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,1),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,-1),-0.0700856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,12),(14,11),0.101809 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,10),0.101942 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,9),0.106843 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,8),0.0887371 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,7),0.101809 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,6),0.102893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,12),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,4),-0.0652925 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,3),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,2),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,1),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,-1),-0.0700758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,11),(14,10),0.101942 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,9),0.106843 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,8),0.0887371 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,7),0.101809 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,6),0.102893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,11),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,4),-0.0652925 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,3),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,2),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,1),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,-1),-0.0701861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,10),(14,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,8),0.101027 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,7),0.103065 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,6),0.103062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,10),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,4),-0.064146 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,-1),-0.0694993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,9),(14,8),0.106776 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,7),0.103056 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,6),0.103057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,9),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,4),-0.0641565 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,-1),-0.0246485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,8),(14,7),0.102358 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,6),0.112621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,8),(14,5),-0.0649068 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,4),-0.0400805 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,3),-0.0647041 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,2),-0.0647041 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,1),-0.0647041 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,-1),-0.105805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,7),(14,6),0.102893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,7),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,4),-0.0652925 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,3),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,2),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,1),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,-1),-0.0700827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,6),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,4),-0.0643239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,3),-0.0641556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,2),-0.0641556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,1),-0.0641556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,-1),-0.0671697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,5),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,5),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,5),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,5),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,5),(14,-1),-0.0626254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,4),(14,3),-0.0647041 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,4),(14,2),-0.0647041 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,4),(14,1),-0.0647041 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,4),(14,-1),-0.105805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,3),(14,2),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,3),(14,1),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,3),(14,-1),-0.0700792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,2),(14,1),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,2),(14,-1),-0.0701861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,1),(14,-1),-0.0700758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,16),-0.0449545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,17),-0.0284851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,18),-0.038803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,19),-0.0427676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,20),0.0291645 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,16),(15,17),-0.0425381 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,18),-0.0434408 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,19),-0.0431284 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,20),-0.0776616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,17),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,20),0.0139679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,18),(15,19),-0.0420253 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,20),-0.0556277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,19),(15,20),-0.0436956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,13),0.0894945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,12),0.0894945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,10),0.105293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,2),-0.0641501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,-1),-0.164327 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,13),(15,12),0.101326 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,10),0.0951344 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,2),-0.064146 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,-1),-0.0678171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,12),(15,10),0.0951344 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,2),-0.064146 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,-1),-0.0678171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,10),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,-1),-0.0899483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,2),(15,-1),-0.0678171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,16),(16,17),-0.0226079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,18),-0.0190303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,19),-0.0422841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,20),-0.0923683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,16),(16,17),(16,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,17),(16,19),-0.0421741 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,17),(16,20),-0.0307324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,18),(16,19),-0.0420263 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,18),(16,20),0.00457563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,19),(16,20),-0.0527238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,16),(16,15),0.0903957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,13),0.0611634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,-1),-0.110188 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,16),(16,15),(16,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,15),(16,-1),-0.0574798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,13),(16,-1),-0.092519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,17),(17,18),-0.040532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,20),-0.0970185 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,17),(17,18),(17,20),-0.0490107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,17),(17,16),0.127321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,-1),-0.105097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,17),(17,16),(17,-1),-0.0351651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,18),(18,19),-0.0438127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,20),0.062097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,18),(18,19),(18,20),-0.0434237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,18),(18,17),0.0716299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,16),0.0912847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,15),0.0953603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,13),0.10115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,6),0.0838751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,18),(18,18),(18,5),-0.0385658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,2),-0.0643986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,-1),-0.0697771 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,18),(18,17),(18,16),0.102349 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,15),0.103063 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,6),0.103064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,17),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,-1),-0.102084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,16),(18,15),0.103014 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,13),0.102961 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,6),0.102995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,16),(18,5),-0.064155 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,2),-0.064146 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,-1),0.00935307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,15),(18,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,15),(18,6),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,15),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,15),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,15),(18,-1),-0.063702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,13),(18,6),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,13),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,13),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,13),(18,-1),-0.0669139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,6),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,6),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,6),(18,-1),-0.0810853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,18),(18,5),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,5),(18,-1),-0.0388549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,2),(18,-1),-0.0669139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,19),(19,20),0.100266 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,19),(19,19),(19,18),0.100004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,17),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,19),(19,19),(19,-1),0.125716 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,19),(19,18),(19,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,19),(19,18),(19,-1),-0.0672119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,19),(19,17),(19,-1),-0.0698834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,1),(1,2),0.210199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,3),0.199745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,4),0.114894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,6),0.102189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,7),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,1),(1,1),(1,8),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,9),-0.0709684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,20),0.15816 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,1),(1,2),(1,3),0.0915973 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,4),0.0863468 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,6),0.102968 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,7),-0.0642456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,2),(1,8),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,9),-0.0648431 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,20),-0.00655621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,3),(1,4),0.0896445 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,3),(1,6),0.102968 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,3),(1,7),-0.0642945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,3),(1,8),-0.0646171 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,3),(1,9),-0.0648775 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,3),(1,20),-0.01592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,4),(1,6),0.101992 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,4),(1,7),-0.0700439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,4),(1,8),-0.0641818 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,4),(1,9),-0.066699 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,4),(1,20),-0.0132664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,6),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,6),(1,8),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,6),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,6),(1,20),-0.0655128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,7),(1,8),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,7),(1,9),-0.0648431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,7),(1,20),-0.00484856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,1),(1,8),(1,9),-0.066699 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,8),(1,20),-0.0132664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,9),(1,20),-0.10117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,1),(1,-1),0.149754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,2),(2,2),(2,3),0.199742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,2),(2,2),(2,4),0.117361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,2),(2,2),(2,5),0.092598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,2),(2,2),(2,6),0.102189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,2),(2,2),(2,7),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
