# _root_ Leery of the costs -- and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .
#goldHeads=15,1,4,2,9,9,9,9,4,9,9,9,14,15,0,15,16,17,18,19,22,20,22,23,15,
#predictedHeads=9,1,4,2,11,11,9,9,0,9,1,11,14,15,9,15,16,17,18,19,22,20,22,23,9,
(12,11),(11,10),(11,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,1),-0.0334489 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,9),(11,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,-1),-0.0420142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,8),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,-1),-0.0423716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,7),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,1),-0.0334489 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,6),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,-1),-0.0430993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,5),(11,4),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,4),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,-1),-0.0423716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,3),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,3),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,3),(11,-1),-0.0515827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,2),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,2),(11,-1),-0.0619201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,1),(11,-1),-0.0340103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),-0.0429749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0430732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.0420112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.0506195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),-0.0530968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,26),-0.0937693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,26),-0.0429749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,26),-0.0430726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,23),-0.0420651 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,26),-0.0500958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,23),(14,26),-0.0524136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.101897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.132805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.0726692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,11),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.0649873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,10),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,9),(14,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0420331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),-0.0420218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.0438182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),-0.0436093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,22),-0.0438182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,23),-0.0436093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,26),-0.0458942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,26),-0.0420868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,26),-0.0421535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,20),-0.0423191 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,23),-0.0423238 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,26),-0.0420418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,20),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,23),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,26),-0.0425013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,22),(15,23),-0.0423238 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,26),-0.0420418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,23),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,26),-0.042506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,24),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,24),(15,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,25),(15,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.103049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,13),0.103062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.0644464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,14),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.0641656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,-1),-0.0641534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.0641499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,11),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,10),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,9),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,8),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,-1),-0.0641656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,7),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,6),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,5),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,5),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,5),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,5),(15,-1),-0.0641499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,4),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,4),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,4),(15,-1),-0.0641656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,2),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,2),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,1),(15,-1),-0.0641545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,12),0.102991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,11),(11,14),-0.0641598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,19),-0.0695728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,20),-0.0641486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,22),-0.0695728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,23),-0.0641486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,26),-0.0106589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,12),(11,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,12),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,20),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,23),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,26),-0.0647642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,13),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,26),-0.0958419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,14),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
