# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=14,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,27,31,31,0,34,34,31,31,
(15,16),(16,20),(16,34),-0.0435987 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,35),-0.042663 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,36),0.0314852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,21),(16,22),-0.0558295 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,24),-0.0399778 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,25),-0.0423568 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,26),-0.0521247 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,27),-0.0521243 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,28),-0.0521243 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,29),0.0168212 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,30),-0.0390409 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,34),-0.0399778 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,35),-0.0426045 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,36),0.0244859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,22),(16,24),-0.0390524 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,25),-0.0434459 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,26),-0.0313064 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,27),-0.0313054 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,28),-0.0204635 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,29),-0.0337078 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,30),-0.032106 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,34),-0.0390336 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,35),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,36),-0.0798876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,24),(16,25),-0.0405911 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,24),(16,26),-0.0534205 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,24),(16,27),-0.0534205 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,24),(16,28),-0.0534205 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,24),(16,29),-0.0604868 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,24),(16,30),-0.0378966 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,24),(16,34),-0.0435988 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,24),(16,35),-0.042663 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,24),(16,36),0.0261133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,25),(16,26),-0.042029 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,25),(16,27),-0.042029 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,25),(16,28),-0.042029 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,25),(16,29),-0.0437651 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,25),(16,30),-0.0437269 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,25),(16,34),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,25),(16,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,25),(16,36),-0.0242766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,26),(16,27),-0.0521243 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,26),(16,28),-0.0521243 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,26),(16,29),0.0176073 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,26),(16,30),-0.0390409 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,26),(16,34),-0.0399778 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,26),(16,35),-0.0426045 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,26),(16,36),0.0253815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,27),(16,28),-0.0521243 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,27),(16,29),0.0176073 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,27),(16,30),-0.0390409 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,27),(16,34),-0.0399778 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,27),(16,35),-0.0426045 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,27),(16,36),0.0269307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,28),(16,29),0.0175787 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,28),(16,30),-0.0390409 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,28),(16,34),-0.03998 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,28),(16,35),-0.0426045 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,28),(16,36),0.035872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,29),(16,30),-0.0274635 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,29),(16,34),-0.0595965 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,29),(16,35),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,29),(16,36),-0.0502569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,30),(16,34),-0.0363205 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,30),(16,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,30),(16,36),-0.0379959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,34),(16,35),-0.042663 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,34),(16,36),0.0262369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,35),(16,36),-0.0524962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,13),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,12),-0.0688533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,7),-0.0129587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,6),-0.0688533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,4),0.000657663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,2),-0.00172979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,-1),0.0622626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,13),(16,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,7),-0.0641592 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,4),-0.0641592 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,2),-0.0641592 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,-1),-0.06775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,12),(16,7),-0.0645096 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,4),-0.0645081 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,2),-0.0645081 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,-1),-0.099329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,7),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,7),(16,4),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,7),(16,2),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,7),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,7),(16,-1),-0.0368048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,6),(16,4),-0.0645081 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,6),(16,2),-0.0645081 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,6),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,6),(16,-1),-0.099329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,4),(16,2),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,4),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,4),(16,-1),-0.0237147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,2),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,2),(16,-1),-0.0259019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,1),(16,-1),-0.0660015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,18),-0.0161316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),0.00665554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),-0.00166656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),-0.0163177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,22),-0.0603912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,24),-0.00175234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,25),-0.0520491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,26),-0.0191013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,27),-0.0188515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,28),-0.0181532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,29),-0.0116856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,30),-0.0549547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,31),-0.0313617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,34),-0.00166647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,35),-0.0460245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,36),-0.0238841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),-0.0443741 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,20),-0.0423512 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0435938 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,22),-0.0431223 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,24),-0.0423512 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,25),-0.0420286 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,26),-0.0431536 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,27),-0.0431536 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,28),-0.0431536 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,29),-0.0430488 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,34),-0.0423512 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,35),-0.0420163 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,36),-0.00777932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,20),-0.0447787 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,21),-0.0258467 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,22),-0.0452264 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,24),-0.0447787 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,25),-0.0411818 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,26),-0.027998 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,27),-0.027998 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,28),-0.027998 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,29),-0.0473393 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,30),-0.0413515 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,34),-0.0447787 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,35),-0.042797 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,36),-0.00855774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),-0.053498 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,22),-0.0175374 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,24),-0.0435987 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,25),-0.0405911 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,26),-0.0520917 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,27),-0.0520917 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,28),-0.0520917 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,29),-0.0624123 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,30),-0.0378966 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,31),-0.0435243 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,34),-0.0435987 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,35),-0.042663 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,36),0.0248083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,21),(17,22),-0.0554912 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,24),-0.0395586 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,25),-0.0423568 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,26),-0.0521245 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,27),-0.0521241 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,28),-0.0521241 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,29),0.0175484 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,30),-0.0390409 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,31),-0.042844 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,34),-0.0395586 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,35),-0.0426045 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,36),0.0266997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,22),(17,24),-0.0390524 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,25),-0.0434459 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,26),-0.0313064 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,27),-0.0313054 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,28),-0.0204635 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,29),-0.0336969 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,30),-0.032106 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,31),-0.0427675 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,34),-0.0390336 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,35),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,36),-0.083832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,24),(17,25),-0.0405911 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,26),-0.0520917 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,27),-0.0520917 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,28),-0.0520917 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,29),-0.0629377 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,30),-0.0378966 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,31),-0.0435243 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,34),-0.0435988 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,35),-0.042663 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,36),0.0194364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,25),(17,26),-0.042029 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,27),-0.042029 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,28),-0.042029 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,29),-0.0437459 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,30),-0.0437269 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,34),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,36),-0.0301757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,26),(17,27),-0.0521241 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,28),-0.0521241 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,29),0.0183346 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,30),-0.0390409 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,31),-0.042844 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,34),-0.0395586 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,35),-0.0426045 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,36),0.0275953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,27),(17,28),-0.0521241 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,27),(17,29),0.0183346 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,27),(17,30),-0.0390409 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,27),(17,31),-0.042844 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,27),(17,34),-0.0395586 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,27),(17,35),-0.0426045 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,27),(17,36),0.0291444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,28),(17,29),0.018306 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,28),(17,30),-0.0390409 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,28),(17,31),-0.042844 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,28),(17,34),-0.0395608 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,28),(17,35),-0.0426045 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,28),(17,36),0.0380858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,29),(17,30),-0.0301181 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,29),(17,31),-0.0385584 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,29),(17,34),-0.0595965 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,29),(17,35),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,29),(17,36),-0.0496335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,30),(17,31),-0.0422479 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,30),(17,34),-0.0363205 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,30),(17,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,30),(17,36),-0.0374198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,31),(17,34),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,31),(17,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,31),(17,36),-0.0421961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,34),(17,35),-0.042663 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,34),(17,36),0.01956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,35),(17,36),-0.0523319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,16),0.101227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,13),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,12),-0.0688533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,9),-0.0688533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,7),-0.0129583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,6),-0.0688533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,4),0.000658057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,3),-0.0688533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,2),-0.00172939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,-1),0.0563234 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,16),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,-1),-0.0660015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,13),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,7),-0.0641592 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,4),-0.0641592 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,2),-0.0641592 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,-1),-0.06775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,12),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,7),-0.0645096 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,4),-0.0645081 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,2),-0.0645081 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,-1),-0.0993292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,9),(17,7),-0.0645102 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,4),-0.0645087 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,2),-0.0645087 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,-1),-0.0993328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,7),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,4),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,2),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,-1),-0.0367947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,6),(17,4),-0.0645081 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,2),-0.0645081 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,-1),-0.0993292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,4),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,4),(17,2),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,4),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,4),(17,-1),-0.0237045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,3),(17,2),-0.0645081 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,3),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,3),(17,-1),-0.0995563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,2),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,2),(17,-1),-0.0258918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
