# _root_ UAL , the takeover stock at the center of Friday 's 190.58-point market plunge , fell 56 7\/8 to 222 7\/8 on nearly 2.3 million shares .
#goldHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
#predictedHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
(21,18),(18,9),(18,6),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,9),(18,1),-0.042015 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,9),(18,-1),-0.0677345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,6),(18,1),-0.042015 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,6),(18,-1),-0.0662014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,1),(18,-1),-0.0445202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,20),0.0932945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,21),-0.0686707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,19),(19,22),-0.0658263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,24),-0.0686316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,25),-0.0687917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,26),-0.0858514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,28),0.024489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,20),(19,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,20),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,28),-0.0783872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,21),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,28),-0.0786334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,22),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,28),-0.0658689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,23),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,28),-0.0642324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,24),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,24),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,24),(19,28),-0.0783872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,25),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,25),(19,28),-0.0785473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,26),(19,28),-0.0876726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,18),-0.0266512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,17),-0.0253772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,14),-0.0564448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,1),-0.0515576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,-1),0.0278676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,18),(19,17),-0.0420419 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,-1),-0.0266505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,17),(19,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,-1),-0.0253766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,14),(19,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,-1),-0.0564385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,1),(19,-1),-0.051546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,21),-0.064999 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,25),-0.064999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,28),0.134431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,21),(20,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,28),-0.0777413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,22),(20,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,28),-0.0719977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,23),(20,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,23),(20,28),-0.0659745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,25),(20,28),-0.0777481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,19),-0.0471306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,18),-0.0547928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,17),-0.0547918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,-1),0.0399215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,19),(20,18),-0.043972 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,17),-0.0438176 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,-1),-0.0455118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,18),(20,17),-0.0426541 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,-1),0.00961584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,17),(20,-1),0.00977107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,23),-0.046765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,24),-0.0472859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,25),-0.0473485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,26),0.0266685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,28),-0.0491752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,23),(22,24),-0.0420856 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,25),-0.0420856 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,26),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,28),-0.0514241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,24),(22,25),-0.0424293 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,26),-0.0421339 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,28),-0.0436749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,25),(22,26),-0.0421431 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,28),-0.0438462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,26),(22,28),0.0159252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,21),0.0935881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,20),-0.0669449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,19),-0.0660557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,-1),0.0554923 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,21),(22,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,-1),-0.0759661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,20),(22,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,-1),-0.0759661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,19),(22,-1),-0.0674907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,24),-0.0368538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,25),-0.0368543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,26),-0.0446779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,28),-0.046127 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,24),(23,25),-0.0432732 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,24),(23,26),-0.0420473 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,24),(23,28),-0.0241951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,25),(23,26),-0.0420473 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,25),(23,28),-0.0242179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,26),(23,28),-0.0386836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,22),0.112199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,21),0.101854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,-1),-0.0865032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,22),(23,21),0.108573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,22),(23,-1),-0.0660273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,21),(23,-1),-0.0566997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,24),(24,25),-0.0548001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,26),-0.045763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,28),0.0348366 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,25),(24,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,28),0.00974765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,26),(24,28),-0.0460225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,23),0.100272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,21),0.0994786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,24),(24,20),-0.064999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,-1),0.129342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,23),(24,21),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,23),(24,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,-1),-0.0659745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,21),(24,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,-1),-0.0777413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,20),(24,-1),-0.0777361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,25),(25,26),-0.045763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,28),0.014098 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,26),(25,28),-0.0460225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,25),(25,24),0.0994489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,23),0.100272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,22),0.0956309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,21),0.0994436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,25),(25,20),-0.064999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,18),-0.064999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,17),-0.064999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,-1),0.126368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,24),(25,23),0.103034 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,24),(25,22),0.103036 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,24),(25,21),0.102937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,24),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,24),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,24),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,24),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,24),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,24),(25,-1),-0.0777682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,23),(25,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,23),(25,21),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,23),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,23),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,23),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,23),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,23),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,23),(25,-1),-0.0659745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,22),(25,21),0.103043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,22),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,22),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,22),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,22),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,22),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,22),(25,-1),-0.0720041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,21),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,21),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,21),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,21),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,21),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,21),(25,-1),-0.0777734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,20),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,20),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,20),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,20),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,20),(25,-1),-0.0777682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,19),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,19),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,19),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,19),(25,-1),-0.0653201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,18),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,18),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,18),(25,-1),-0.0777734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,17),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,17),(25,-1),-0.0777682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,6),(25,-1),-0.0721401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,28),-0.0755542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,26),(26,25),0.07033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,24),0.0724128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,23),0.102604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,21),0.0724126 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,26),(26,20),-0.064894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,18),-0.064894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,12),-0.065297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,9),-0.0641554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,6),-0.0641537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,-1),-0.0653688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,25),(26,24),0.103038 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,23),0.103062 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,21),0.103038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,25),(26,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,-1),-0.100459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,24),(26,23),0.103062 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,24),(26,21),0.103045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,24),(26,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,24),(26,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,24),(26,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,24),(26,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,24),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,24),(26,-1),-0.0977755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,23),(26,21),0.103045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,23),(26,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,23),(26,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,23),(26,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,23),(26,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,23),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,23),(26,-1),-0.0643922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,21),(26,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,-1),-0.0977757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,20),(26,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,-1),-0.0977755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,18),(26,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,-1),-0.0977757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,12),(26,9),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,12),(26,6),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,12),(26,-1),-0.0696956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,9),(26,6),-0.0641531 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,9),(26,-1),-0.0644534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,6),(26,-1),-0.0645069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,19),(19,20),0.069487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,21),0.069487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,19),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,24),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,25),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,26),-0.0648847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,28),-0.232385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,20),(19,21),0.103062 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,20),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,20),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,20),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,20),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,20),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,20),(19,28),-0.0900179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,21),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,21),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,21),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,21),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,21),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,21),(19,28),-0.0900179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,22),(19,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,22),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,22),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,22),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,22),(19,28),-0.103973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,23),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,23),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,23),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,23),(19,28),-0.134193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,24),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,24),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,24),(19,28),-0.0900179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
