# _root_ Federal National Mortgage Association , a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .
#goldHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
#predictedHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
(9,13),(13,13),(13,-1),-0.00623328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,10),0.102862 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,9),0.103047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,12),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.111872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,9),0.102528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,-1),-0.0260341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,9),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,-1),-0.0965571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,7),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,-1),-0.0887397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,4),(13,-1),-0.0855362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),-0.0321632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),-0.089381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),-0.00363651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),-0.00343132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),-0.0456697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,21),0.0669538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),-0.042467 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),-0.0421815 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.0421824 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,21),-0.0374804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,17),-0.043369 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,18),-0.043369 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,19),-0.0420973 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,21),-0.0858616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.0428599 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,19),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,21),-0.0505007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,19),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,21),-0.0503402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,19),(14,21),-0.0466514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,13),0.0989485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,12),0.0812887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,9),0.175055 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,14),(14,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,4),-0.0641545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,-1),-0.0174408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,13),(14,12),0.107362 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,9),0.103035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,13),(14,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,-1),-0.0733039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,12),(14,9),0.103016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,12),(14,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,-1),-0.0868035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,9),(14,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,9),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,9),(14,-1),-0.00901896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,7),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,7),(14,-1),-0.0553066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,4),(14,-1),-0.0768946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,16),-0.0922671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,17),0.0253358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,18),0.0345867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,19),-0.016267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,21),-0.225013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,17),-0.0420937 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,18),-0.0420937 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,19),-0.0441496 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,21),-0.0558243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,17),(15,18),-0.0440058 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,19),-0.0443146 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,21),0.0230347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,18),(15,19),-0.0454244 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,21),0.0272914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,19),(15,21),-0.00820779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.0294741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,13),0.0971504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,-1),0.0382344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,13),0.102353 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,-1),-0.137253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,13),(15,-1),-0.0741677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,17),-0.0628798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,18),-0.062882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,19),-0.0617313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,20),-0.0473925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,21),0.0596423 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,17),(16,18),-0.0426853 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,19),-0.0421336 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,21),-0.0627328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,18),(16,19),-0.0421336 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,21),-0.062748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,19),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,21),-0.04502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,20),(16,21),-0.0463378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,15),0.115738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,-1),-0.118588 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,15),(16,-1),-0.138203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,20),-0.0442102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,21),0.0299751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,20),(19,21),-0.0459437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,18),0.175491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,17),0.166795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,16),0.0829957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,14),0.166795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,12),0.166793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,8),-0.0641501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,7),-0.0643175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,6),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,-1),-0.0568928 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,18),(19,17),0.102195 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,16),0.0983332 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,14),0.102195 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,12),0.102195 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,-1),0.000741717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,17),(19,16),0.0984372 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,14),0.102251 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,12),0.102251 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,-1),-0.00537014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,16),(19,14),0.103046 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,12),0.103046 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,-1),-0.0763965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,14),(19,12),0.102251 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,-1),-0.00537014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,12),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,-1),-0.00537227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,8),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,8),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,8),(19,-1),-0.0749267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,7),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,7),(19,-1),-0.0763554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,6),(19,-1),-0.103986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,20),(20,21),-0.0289206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,20),(20,19),0.0955939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,-1),-0.0469498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,19),(20,-1),-0.0716167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,10),-0.0648958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,21),-0.0867301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,21),-0.0648958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,11),(9,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,12),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,15),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,21),-0.0645497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,13),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,14),(9,15),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,21),-0.0645497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,15),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,21),-0.054391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,16),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,16),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,16),(9,21),-0.0641533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,19),(9,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,19),(9,21),-0.0641636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,20),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,8),-0.0553888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,7),-0.042609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,6),-0.0499252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,4),-0.0450485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,3),-0.0450485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,2),-0.0450485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,1),-0.0450485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),-0.055715 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,7),-0.0420292 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,6),-0.0491747 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,4),-0.0420971 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,3),-0.0420971 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,2),-0.0420971 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,1),-0.0420971 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,-1),-0.0461549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,7),(9,6),-0.0420152 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,5),-0.042083 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,4),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,3),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,2),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,1),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,-1),-0.0319501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,6),(9,5),-0.0421093 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,-1),-0.0687034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,5),(9,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,4),(9,3),-0.0424681 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,4),(9,2),-0.0424681 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,4),(9,1),-0.0424681 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,4),(9,-1),-0.0441563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,3),(9,2),-0.0424681 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,3),(9,1),-0.0424681 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,3),(9,-1),-0.0441563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,2),(9,1),-0.0424681 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,2),(9,-1),-0.0441563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,1),(9,-1),-0.0441563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,1),(1,2),0.119452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,3),0.121667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,5),0.0290697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,9),0.0784121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,10),0.0290697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,21),-0.0138221 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,1),(1,2),(1,3),0.117995 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,5),0.0714284 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,9),0.108168 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,10),0.0714284 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,21),-0.0347459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,3),(1,5),0.0714284 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,9),0.108168 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,10),0.0714284 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,21),-0.0317971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,5),(1,9),0.111052 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,10),0.0481833 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,21),-0.0783139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,9),(1,10),0.194026 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,9),(1,21),-0.100325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,10),(1,21),-0.0783139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,1),(1,-1),0.102326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,2),(2,3),0.111861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,4),0.110154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,5),0.0284787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,9),0.0784256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,10),0.0284787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,21),-0.0124549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,3),(2,4),0.118029 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,5),0.0721093 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,9),0.108168 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,10),0.0721093 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,21),-0.0415845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,4),(2,5),0.0721092 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,9),0.108168 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,10),0.0721092 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,21),-0.0433066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,5),(2,9),0.111789 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,10),0.0481833 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,21),-0.0781781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,9),(2,10),0.194764 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,21),-0.10032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,10),(2,21),-0.0781781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
