# _root_ `` The MMI has gone better , '' shouted one trader at about 3:15 London time , as the U.S. Major Markets Index contract suddenly indicated a turnabout .
#goldHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,16,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
#predictedHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,13,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
(18,20),(20,21),(20,22),-0.0389492 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,30),-0.0529058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,22),(20,30),-0.0493901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,19),0.0958289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,-1),-0.20358 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,19),(20,-1),-0.094726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,22),-0.134644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,23),-0.138074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,30),0.0969474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,22),(21,23),-0.038936 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,30),-0.0567833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,23),(21,30),-0.0616413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,20),0.0948188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,19),0.0794294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,-1),-0.159566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,20),(21,19),0.132336 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,-1),-0.135189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,19),(21,-1),-0.114652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,23),-0.140571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,25),-0.0215466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,28),-0.0691057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,30),0.124284 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,23),(22,25),-0.0445191 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,28),-0.0498349 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,30),-0.0604119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,25),(22,28),-0.0335833 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,30),-0.0508235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,28),(22,30),-0.0990802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,21),0.0993433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,20),0.0983819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,19),0.074242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,-1),-0.163182 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,21),(22,20),0.0860105 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,19),0.139741 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,-1),-0.132897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,20),(22,19),0.139003 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,-1),-0.132357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,19),(22,-1),-0.113999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,24),-0.0661008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,25),-0.0191354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,28),-0.0658571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,30),0.106283 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,24),(23,25),-0.0436966 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,24),(23,28),-0.045262 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,24),(23,30),-0.103867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,25),(23,28),-0.0335833 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,25),(23,30),-0.0482975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,28),(23,30),-0.0993677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,22),0.0980846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,21),0.098462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,20),0.0975006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,19),0.0749252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,15),-0.065441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,2),-0.0641612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,-1),-0.162904 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,22),(23,21),0.0938454 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,20),0.0962448 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,19),0.142626 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,15),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,2),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,-1),-0.141374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,21),(23,20),0.0949965 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,19),0.143087 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,15),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,2),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,-1),-0.140173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,20),(23,19),0.142349 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,20),(23,15),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,20),(23,2),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,20),(23,-1),-0.139633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,19),(23,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,19),(23,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,19),(23,-1),-0.108295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,15),(23,2),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,15),(23,-1),-0.136265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,2),(23,-1),-0.108295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,25),-0.0272685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,26),-0.0792734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,28),-0.0934136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,30),0.138384 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,25),(24,26),-0.0460585 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,25),(24,28),-0.0245967 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,25),(24,30),-0.048912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,26),(24,28),-0.0422707 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,26),(24,30),-0.0749294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,28),(24,30),-0.0575188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,23),0.0665309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,22),0.0743179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,21),0.0635501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,20),0.072458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,19),0.130187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,15),-0.0669125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,14),-0.0663978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,10),-0.0667554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,2),-0.070641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,1),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,-1),-0.212787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,23),(24,22),0.0887665 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,21),0.0863792 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,20),0.0897294 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,19),0.106207 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,15),-0.0641852 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,14),-0.0643779 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,10),-0.0643779 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,2),-0.0665755 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,1),-0.0642104 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,-1),-0.037307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,22),(24,21),0.0874171 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,20),0.0907672 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,19),0.106476 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,15),-0.0641852 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,14),-0.0643779 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,10),-0.0643779 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,2),-0.0665755 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,1),-0.0642104 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,-1),-0.0382618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,21),(24,20),0.0882458 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,19),0.100619 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,15),-0.0641852 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,14),-0.0643779 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,10),-0.0643779 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,2),-0.0665755 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,1),-0.0642104 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,-1),-0.0399961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,20),(24,19),0.101711 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,15),-0.0641852 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,14),-0.0645956 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,10),-0.0645956 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,2),-0.0665755 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,1),-0.0642104 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,-1),-0.0241341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,19),(24,15),-0.0648835 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,1),-0.0644337 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,-1),-0.101276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,15),(24,14),-0.0643779 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,10),-0.0643779 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,2),-0.0665755 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,1),-0.0642104 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,-1),-0.0455099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,14),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,14),(24,2),-0.0653214 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,14),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,14),(24,-1),-0.0961427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,10),(24,2),-0.0664972 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,10),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,10),(24,-1),-0.0622193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,2),(24,1),-0.0644337 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,2),(24,-1),-0.101276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,1),(24,-1),-0.0792896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,25),(25,28),-0.0441684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,30),0.0349969 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,25),(25,28),(25,30),-0.0446144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,25),(25,24),0.111128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,23),0.100556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,-1),-0.117984 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,25),(25,24),(25,23),0.103056 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,24),(25,-1),-0.04456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,23),(25,-1),-0.0671279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,26),(26,27),-0.053887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,28),0.0245366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,29),-0.0465202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,30),0.0823368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,26),(26,27),(26,28),-0.0420277 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,27),(26,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,27),(26,30),-0.0491759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,28),(26,29),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,28),(26,30),-0.0279161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,29),(26,30),-0.0662843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,26),(26,25),0.0796951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,24),0.175159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,23),0.19982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,22),0.203813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,21),0.197594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,20),0.1965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,19),0.121969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,18),0.0487974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,26),(26,26),(26,17),-0.0641589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,16),-0.0699687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,15),-0.0654497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,14),-0.0641908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,13),-0.064459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,12),-0.0648231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,11),-0.0699687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,10),-0.0641937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,9),-0.0648552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,7),-0.0641589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,6),-0.0642025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,5),-0.0641689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,3),-0.0654497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,1),-0.0641478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,-1),-0.175166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,26),(26,25),(26,24),0.110269 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,23),0.101606 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,22),0.101606 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,21),0.101602 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,20),0.101606 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,19),0.108843 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,18),0.0999813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,25),(26,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,16),-0.0656839 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,15),-0.0641844 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,12),-0.0641541 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,11),-0.0656839 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,9),-0.0641645 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,5),-0.064239 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,3),-0.0641844 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,25),(26,-1),-0.151567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,24),(26,23),0.0905641 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,22),0.0905666 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,21),0.0905661 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,20),0.0895952 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,19),0.0966983 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,18),0.0987437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,24),(26,17),-0.0645374 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,16),-0.0642168 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,15),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,14),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,12),-0.06496 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,11),-0.0642168 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,10),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,9),-0.064299 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,7),-0.0645374 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,5),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,3),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,1),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,24),(26,-1),0.00796757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,23),(26,22),0.0879313 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,21),0.0879313 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,20),0.0872587 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,19),0.0962071 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,18),0.114822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,23),(26,17),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,16),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,15),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,13),-0.064164 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,12),-0.0646147 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,11),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,9),-0.0647073 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,7),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,4),-0.0643086 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,23),(26,-1),0.0631473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,22),(26,21),0.0879301 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,20),0.0872575 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,19),0.0962071 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,18),0.114528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,22),(26,17),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,16),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,15),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,13),-0.064164 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,12),-0.0646147 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,11),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,9),-0.0647073 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,7),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,4),-0.0643086 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,22),(26,-1),0.0674517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,21),(26,20),0.0872546 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,19),0.0962071 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,18),0.114822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,21),(26,17),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,16),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,15),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,13),-0.064164 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,12),-0.0646147 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,11),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,26),(26,21),(26,9),-0.0647073 # DEPENDENCYPART_GRANDSIBL
