# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,11,11,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(12,15),(15,15),(15,17),-0.0495492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),-0.066267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.057901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),-0.0503148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,26),-0.0543731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,27),-0.0408135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,37),0.0173913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0427618 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,26),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,37),-0.0267756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,18),-0.0602864 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,19),-0.0420884 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,26),-0.0430914 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,27),-0.0452334 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,37),-0.0446852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,26),-0.0420491 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,27),-0.0427159 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,37),-0.0155061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,37),-0.058002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,20),(15,26),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,27),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,37),-0.0465972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,26),(15,27),-0.0430106 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,26),(15,37),-0.067972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,27),(15,37),-0.0429351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.0921046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),0.0415038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,-1),-0.0838546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,19),-0.0586293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,20),-0.044652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,23),-0.0125634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,26),-0.0156054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,27),-0.00854714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,37),-0.0614781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,23),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,27),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,37),-0.0583959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,20),(18,23),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,27),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,37),-0.044648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,23),(18,26),-0.0420251 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,27),-0.0420816 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,37),-0.0221134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,26),(18,27),-0.0461982 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,26),(18,37),-0.0127892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,27),(18,37),-0.0180654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,-1),0.00352097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,15),-0.0668868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,18),-0.0667134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,37),0.0528643 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,15),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,37),-0.0663064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,18),(12,37),-0.0670381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,-1),0.0635723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,15),(15,16),-0.0708311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,17),-0.0331984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,18),-0.0689091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,19),-0.0324403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,20),-0.0385279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,26),-0.0226967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,27),-0.0352738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,37),-0.0950709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,16),(15,17),-0.0432688 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,18),-0.0423928 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,26),-0.0429957 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,27),-0.0425763 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,37),-0.0667989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,17),(15,18),-0.0511231 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,19),-0.0373821 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,20),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,26),-0.0425567 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,27),-0.047196 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,37),-0.0394299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,18),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,26),-0.0420413 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,27),-0.0436222 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,37),-0.0366036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,19),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,26),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,27),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,37),-0.0389401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,20),(15,26),-0.0420392 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,27),-0.0343888 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,37),-0.0361529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,26),(15,27),-0.0440446 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,26),(15,37),-0.00417226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,27),(15,37),-0.0478902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,14),0.0923701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,-1),-0.0211219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,14),(15,-1),-0.0818141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,17),-0.0541299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,18),-0.0287251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,19),-0.0420783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,20),-0.042265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,37),0.0285065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,17),(16,18),-0.0452637 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,37),-0.0482726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,18),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,37),-0.0359616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,19),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,37),-0.0420783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,20),(16,37),-0.0422788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,15),0.0909958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,14),0.114512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),-0.0284148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,-1),-0.0775787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,14),(16,-1),-0.0528699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,19),-0.0965236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,20),-0.0640239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,23),0.00619013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,26),-0.0270261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,27),0.00207555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,37),-0.285259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,19),(18,20),-0.0422078 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,37),-0.095994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,20),(18,23),-0.0420515 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,27),-0.0420515 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,37),-0.064156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,23),(18,26),-0.0426167 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,23),(18,27),-0.0441124 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,23),(18,37),-0.035057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,26),(18,27),-0.0503984 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,26),(18,37),0.0128125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,27),(18,37),-0.0407376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,-1),0.0496088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,9),(9,10),0.114488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,11),0.100522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,14),-0.0675727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,9),(9,17),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,37),-0.0469757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,10),(9,11),0.103067 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,14),-0.0641478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,10),(9,17),-0.0641479 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,37),-0.0532023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,11),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,11),(9,17),-0.0641508 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,37),-0.0755889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,14),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,37),-0.0771684 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,17),(9,37),-0.0562611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,8),-0.0585942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,7),-0.0256188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,6),-0.0511949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,5),-0.0511952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,4),0.0499927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,3),-0.0585675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,2),-0.0585675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,1),-0.0352826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,-1),0.0304063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,8),(9,7),-0.042034 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,6),-0.0412931 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,5),-0.0412931 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,4),-0.0563467 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,3),-0.0409902 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,2),-0.0409902 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,1),-0.0412858 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,-1),-0.0212015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,7),(9,6),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,5),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,4),-0.0388568 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,3),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,2),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,1),-0.0422526 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,-1),-0.0263835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,6),(9,5),-0.0421783 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,4),-0.0437257 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,3),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,2),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,1),-0.0424765 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,-1),-0.0574368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,5),(9,4),-0.0437257 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,3),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,2),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,1),-0.0424771 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,-1),-0.0576854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,4),(9,3),-0.0225912 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,4),(9,2),-0.0210578 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,4),(9,1),-0.0495755 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,4),(9,-1),-0.0808827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,3),(9,2),-0.0409902 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,3),(9,1),-0.0410721 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,3),(9,-1),-0.0213885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,2),(9,1),-0.0410721 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,2),(9,-1),-0.0186676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,1),(9,-1),-0.111503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.100252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.0980653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,14),-0.0677353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,11),(11,15),-0.0777524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,16),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,17),-0.0641654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,18),-0.0655117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,19),-0.0641769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,23),-0.0795455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,24),-0.0677353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,25),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,26),-0.0677353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,27),-0.0777524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,30),-0.0677353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,31),-0.0808219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,35),-0.0677353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,37),0.127247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,12),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,37),-0.0682978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,15),-0.0641893 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,23),-0.0641893 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,27),-0.0641893 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,31),-0.0641893 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,37),-0.072476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,14),(11,15),-0.0642142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,17),-0.0641725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,23),-0.0642142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,27),-0.0642142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,31),-0.0642632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,37),-0.0676311 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,15),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,18),-0.0645726 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,23),-0.0653604 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,24),-0.0641851 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,26),-0.0641851 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,27),-0.0653604 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,30),-0.0641851 # DEPENDENCYPART_GRANDSIBL
