# _root_ `` It seems computers as hobbies have waned , '' says Ian Brightman , Beseler 's chairman and chief executive officer .
#goldHeads=3,3,11,7,4,5,3,7,3,3,0,13,11,13,17,15,13,17,21,21,18,11,
#predictedHeads=11,3,11,3,3,7,5,7,11,11,0,13,11,13,17,15,13,17,21,21,18,11,
(12,13),(13,11),(13,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,9),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.0655344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,10),(13,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,-1),-0.0613366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,9),(13,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,6),-0.0645262 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,5),-0.0643426 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,4),-0.0645262 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,3),-0.0641645 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,-1),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,8),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,-1),-0.0655872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,7),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,-1),-0.064191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,6),(13,5),-0.0641749 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,6),(13,-1),-0.0710125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,5),(13,4),-0.0641479 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,5),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,5),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,5),(13,-1),-0.0316519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,4),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,4),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,4),(13,-1),-0.0710272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,3),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,3),(13,-1),-0.0655113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,1),(13,-1),-0.0639941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,23),0.0860207 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,-1),0.0198017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,16),-0.0610082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),-0.025073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),-0.0969559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,21),-0.024279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,23),0.141143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0421909 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,18),-0.0165021 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,21),-0.0421909 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,23),-0.110267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,18),-0.0464281 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,21),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,23),-0.114121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,21),-0.0414442 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,23),0.153298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,21),(15,23),-0.112978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.117363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,13),0.210621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,12),0.210621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,10),-0.0650945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),0.154011 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.0783123 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,12),0.0783123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,14),(15,10),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,12),0.0872101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,-1),-0.00307025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.00307025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,10),(15,-1),-0.0613366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),-0.0519334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),0.205252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,23),-0.0483894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,-1),0.152782 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,17),(17,18),-0.00193504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),-0.062921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),-0.0549025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,21),-0.0632577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,23),-0.0264091 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0472658 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.0472664 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,21),-0.0487046 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,23),-0.0532437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),-0.0351836 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,21),-0.0420618 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,23),-0.0472567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,20),(17,21),-0.0420618 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,23),-0.0413499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,21),(17,23),-0.0689613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.157358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,15),0.144659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,14),0.0887998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,13),0.144659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,12),0.144659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,17),(17,8),-0.0641548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),0.0157025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,15),0.09813 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,14),0.10296 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,13),0.09813 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,12),0.09813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,16),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,-1),-0.00977605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,15),(17,14),0.0916589 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,13),0.123632 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,12),0.123632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,15),(17,8),-0.0641709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,-1),-0.0401997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,13),0.0696394 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,12),0.0696394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,8),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,-1),-0.0496794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,12),0.123632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,8),-0.0641709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,-1),-0.0401997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,12),(17,8),-0.0641709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,-1),-0.0401997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,8),(17,-1),-0.0833953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,19),-0.014236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,20),-0.0128892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,21),0.104939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,23),-0.294697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,20),-0.0427255 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,21),-0.0434854 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,23),-0.00712045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,20),(18,21),-0.0434854 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,23),-0.00575971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,21),(18,23),0.121176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,-1),0.00133475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,21),(21,23),-0.0244011 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,21),(21,20),0.122552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,19),0.136259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,17),0.136342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,15),0.140817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,13),0.140817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,12),0.140817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,21),(21,9),-0.0641629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,8),-0.0641548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,5),-0.0641845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,4),-0.0642889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,3),-0.0663193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,-1),0.00191631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,20),(21,19),0.107989 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,17),0.120293 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,15),0.120613 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,13),0.120613 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,12),0.120613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,20),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,-1),-0.048846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,19),(21,17),0.124257 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,15),0.130402 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,13),0.130402 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,12),0.130402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,19),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,-1),-0.0498046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,17),(21,15),0.121757 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,13),0.121757 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,12),0.121757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,17),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,5),-0.0641801 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,1),-0.0641718 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,-1),-0.0163164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,15),(21,13),0.137167 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,12),0.137167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,15),(21,9),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,8),-0.0641709 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,5),-0.0642136 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,1),-0.0642262 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,-1),-0.036368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,13),(21,12),0.137167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,13),(21,9),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,8),-0.0641709 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,5),-0.0642136 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,1),-0.0642262 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,-1),-0.036368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,12),(21,9),-0.0641701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,8),-0.0641709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,5),-0.0642136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,1),-0.0642262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,-1),-0.036368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,9),(21,8),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,9),(21,5),-0.0641772 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,9),(21,4),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,9),(21,3),-0.0642914 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,9),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,9),(21,-1),-0.0492926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,8),(21,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,8),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,8),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,8),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,8),(21,-1),-0.0802654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,5),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,5),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,5),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,5),(21,-1),-0.100057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,4),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,4),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,4),(21,-1),-0.0701451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,3),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,3),(21,-1),-0.063835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,1),(21,-1),-0.0753953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,2),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,3),0.10306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,4),0.102974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,23),-0.0607782 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,23),-0.0641558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,4),(1,23),-0.0642499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,-1),-0.0357706 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,3),(3,4),0.106553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,5),0.109817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,6),0.106553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,7),0.103036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,8),0.102326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,9),0.113286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,10),0.0955293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,11),0.102778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,13),-0.065398 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,3),(3,14),-0.0641497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,17),-0.0686461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,18),-0.0643158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,21),-0.0686461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,23),-0.0905409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,4),(3,5),0.103039 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,8),0.103065 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,9),0.102067 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,4),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,23),-0.0635841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,6),0.103026 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,7),0.103044 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,8),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,9),0.122061 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,10),0.103055 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,14),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,23),-0.0763892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,8),0.103065 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,9),0.102067 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
