# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,23,23,17,18,17,23,23,15,14,
(15,18),(18,20),(18,22),-0.0420448 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,23),-0.0420448 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,25),-0.0388859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,21),(18,22),-0.0423685 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,23),-0.0423685 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,25),-0.0448741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,22),(18,23),-0.0423706 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,25),-0.0515407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,23),(18,25),-0.0469444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,16),0.0690943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,-1),0.0150106 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,16),(18,-1),-0.105248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,20),-0.0652895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,21),-0.110717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,22),-0.104556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,23),-0.11346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,25),0.144708 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,20),(19,21),-0.0204324 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,22),-0.0204324 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,23),-0.0204324 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,25),-0.148191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,21),(19,22),-0.0337712 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,21),(19,23),-0.0323519 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,21),(19,25),-0.0680378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,22),(19,23),-0.0323519 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,22),(19,25),-0.0633801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,23),(19,25),-0.0703528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,18),0.058219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,17),0.126412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,16),0.0798056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,-1),-0.14023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,18),(19,17),0.0929518 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,16),0.097923 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,-1),-0.0581309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,17),(19,16),0.124421 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,-1),-0.111763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,-1),-0.11818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,20),(20,21),-0.0468276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,25),-0.0364875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,21),(20,25),-0.0439078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,20),(20,-1),-0.0616533 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,21),(21,21),(21,22),-0.104556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,23),-0.11346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,25),0.143398 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,21),(21,22),(21,23),-0.0323519 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,22),(21,25),-0.0680657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,23),(21,25),-0.0750384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,21),(21,20),0.0874731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,19),0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,17),0.126008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,16),0.0798054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,-1),-0.136631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,21),(21,20),(21,19),0.0987238 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,17),0.0987226 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,16),0.103069 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,-1),-0.054793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,19),(21,17),0.102854 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,19),(21,16),0.121378 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,19),(21,-1),-0.11434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,17),(21,16),0.124421 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,17),(21,-1),-0.111759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,16),(21,-1),-0.11818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,22),(22,23),-0.117245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,25),0.180012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,22),(22,23),(22,25),-0.0773667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,22),(22,21),0.123122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,20),0.0873176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,19),0.123104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,17),0.124223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,16),0.0830067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,-1),-0.139428 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,22),(22,21),(22,20),0.108649 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,21),(22,19),0.0943186 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,21),(22,17),0.103058 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,21),(22,16),0.12028 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,21),(22,-1),-0.11599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,20),(22,19),0.0987238 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,20),(22,17),0.0987226 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,20),(22,16),0.103069 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,20),(22,-1),-0.054793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,19),(22,17),0.103058 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,19),(22,16),0.12028 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,19),(22,-1),-0.112341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,17),(22,16),0.123322 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,17),(22,-1),-0.10976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,16),(22,-1),-0.111217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,23),(23,24),-0.0259761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,25),0.14534 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,24),(23,25),-0.0209768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,23),(23,22),0.127139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,21),0.126926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,20),0.0874731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,19),0.126908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,18),0.0579503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,17),0.128027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,16),0.076804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,12),-0.065441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,11),-0.065441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,9),-0.065441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,8),-0.0655939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,6),-0.0641496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,5),-0.0643438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,4),-0.0643438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,2),-0.065441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,-1),-0.134899 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,22),(23,21),0.0985313 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,20),0.111771 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,19),0.0985312 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,18),0.104995 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,17),0.107271 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,16),0.132998 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,12),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,11),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,9),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,8),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,6),-0.0648164 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,5),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,4),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,-1),-0.134806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,21),(23,20),0.111771 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,19),0.0973592 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,18),0.104995 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,17),0.106099 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,16),0.133008 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,12),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,11),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,9),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,8),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,6),-0.0648164 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,5),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,4),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,-1),-0.130552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,20),(23,19),0.0987238 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,18),0.103067 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,17),0.0987226 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,16),0.103069 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,8),-0.0642079 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,-1),-0.0516714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,19),(23,18),0.104995 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,17),0.106099 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,16),0.133008 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,12),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,11),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,9),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,8),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,6),-0.0648164 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,5),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,4),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,-1),-0.126903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,18),(23,17),0.0929515 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,16),0.097923 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,6),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,18),(23,-1),-0.0581309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,17),(23,16),0.136051 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,12),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,11),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,9),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,8),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,6),-0.0648164 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,5),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,4),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,-1),-0.124322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,16),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,16),(23,-1),-0.109963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,12),(23,11),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,12),(23,9),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,12),(23,8),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,12),(23,6),-0.0648164 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,12),(23,5),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,12),(23,4),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,12),(23,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,12),(23,-1),-0.130582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,11),(23,9),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,8),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,6),-0.0648164 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,5),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,4),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,11),(23,-1),-0.125982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,9),(23,8),-0.0645717 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,9),(23,6),-0.0648164 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,9),(23,5),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,9),(23,4),-0.0641563 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,9),(23,2),-0.0645158 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,9),(23,-1),-0.126458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,8),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,8),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,8),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,8),(23,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,8),(23,-1),-0.109963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,6),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,6),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,6),(23,2),-0.064177 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,6),(23,-1),-0.0310194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,5),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,5),(23,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,5),(23,-1),-0.0286549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,4),(23,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,4),(23,-1),-0.0337986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,2),(23,-1),-0.130552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,24),(24,24),(24,25),-0.111972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,24),(24,24),(24,23),0.101346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,24),(24,24),(24,-1),-0.111084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,24),(24,23),(24,-1),-0.0658653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,19),-0.0250824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,20),-0.0422602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,21),-0.0250824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,22),-0.0226146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,23),-0.025163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,25),-0.035886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,21),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,22),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,23),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,25),-0.0320039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,20),(18,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,25),-0.0422602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,21),(18,22),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,23),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,25),-0.0320039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,22),(18,23),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,25),-0.0295361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,23),(18,25),-0.0320845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,16),0.103035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,-1),0.0384781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,16),(18,-1),-0.0644668 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,8),(8,8),(8,10),0.103048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,25),0.140125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,8),(8,10),(8,25),-0.0645748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,8),(8,7),-0.0518857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,-1),0.145083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,8),(8,7),(8,-1),-0.0531086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,13),0.125956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,14),0.102189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,15),0.183094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,17),-0.0791735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,12),(12,18),-0.0754165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,20),-0.0654802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,24),-0.0641537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,25),0.143882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,13),(12,14),0.101983 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,15),0.114647 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,17),-0.0700453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,13),(12,18),-0.0644044 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,25),-0.0132547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,14),(12,15),0.103059 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,14),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,25),-0.0655204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,15),(12,17),-0.0641486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,15),(12,18),-0.0649412 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,15),(12,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,15),(12,24),-0.064147 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,15),(12,25),-0.0356495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,17),(12,18),-0.0643603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,17),(12,20),-0.0642375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,17),(12,24),-0.0641603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,17),(12,25),0.00273912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,18),(12,20),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,18),(12,24),-0.064147 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,18),(12,25),-0.0227215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,20),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,20),(12,25),0.00697471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,24),(12,25),-0.0821404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,11),-0.115604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,10),-0.0973731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
