# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,17,20,17,22,20,7,
(17,21),(21,19),(21,-1),-0.0692905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,22),(22,24),0.0597794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,22),(22,21),0.100719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,20),0.101454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,19),0.101415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,18),0.0689461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,17),0.0840516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,22),(22,16),-0.0644481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,14),-0.0644481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,13),-0.0676969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,12),-0.0656584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,5),-0.0652217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,2),-0.0656584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,-1),-0.142903 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,21),(22,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,19),0.103069 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,18),0.103046 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,17),0.103049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,21),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,-1),-0.055732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,20),(22,19),0.103048 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,18),0.103069 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,17),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,20),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,-1),-0.0642133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,19),(22,18),0.103062 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,17),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,19),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,-1),-0.0743761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,18),(22,17),0.103054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,18),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,13),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,-1),-0.0578439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,17),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,12),-0.0642333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,2),-0.0642333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,-1),-0.0853321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,16),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,12),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,5),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,2),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,-1),-0.0840232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,14),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,12),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,5),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,2),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,-1),-0.0840091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,13),(22,12),-0.0642333 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,2),-0.0642333 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,-1),-0.0853321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,12),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,2),-0.0641543 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,-1),-0.0347112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,5),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,5),(22,-1),-0.118297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,2),(22,-1),-0.0347112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,24),-0.0611651 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,22),(21,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,19),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,-1),-0.0898988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,19),(21,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,24),-0.110621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,21),0.10272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,20),0.102844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,19),0.103069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,-1),-0.125377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,21),(22,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,19),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,21),(22,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,-1),-0.0644953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,20),(22,19),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,20),(22,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,-1),-0.0643901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,19),(22,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,-1),-0.0641469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,18),(22,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,-1),-0.0645581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,17),(22,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,17),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,17),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,17),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,17),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,17),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,17),(22,-1),-0.0642504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,16),(22,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,16),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,16),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,16),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,16),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,16),(22,-1),-0.0641609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,14),(22,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,14),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,14),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,14),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,14),(22,-1),-0.0641609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,13),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,13),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,13),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,13),(22,-1),-0.0642504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,12),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,12),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,12),(22,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,5),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,5),(22,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,2),(22,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,1),(1,2),0.101925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,1),(1,1),(1,3),0.0859777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,1),(1,1),(1,4),0.101178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,1),(1,1),(1,5),0.101178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,1),(1,1),(1,6),0.0859777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,1),(1,1),(1,7),0.0968933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,1),(1,1),(1,9),0.102174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,1),(1,1),(1,24),-0.192738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,1),(1,2),(1,3),0.0980272 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,2),(1,4),0.102858 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,2),(1,5),0.102858 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,2),(1,6),0.0980272 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,2),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,2),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,2),(1,24),-0.0666505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,3),(1,4),0.10288 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,3),(1,5),0.10288 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,3),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,3),(1,7),0.100613 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,3),(1,9),0.101652 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,3),(1,24),-0.0685757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,4),(1,5),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,4),(1,6),0.102227 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,4),(1,7),0.103017 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,4),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,4),(1,24),-0.0652363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,5),(1,6),0.102227 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,5),(1,7),0.103017 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,5),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,5),(1,24),-0.0652363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,6),(1,7),0.100613 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,6),(1,9),0.101652 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,6),(1,24),-0.0685757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,7),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,1),(1,7),(1,24),-0.0699592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,9),(1,24),-0.0656503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,1),(1,1),(1,-1),-0.0996171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,2),(2,2),(2,3),0.0261023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,4),0.112029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,5),0.112029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,6),0.0261023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,7),0.0802916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,8),0.09275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,9),0.0941286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,11),0.143637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,12),0.143637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,13),0.131695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,14),0.134443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,15),0.112739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,16),0.137119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,24),-0.163848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,2),(2,3),(2,4),0.156101 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,5),0.156101 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,6),0.0981018 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,7),0.167649 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,8),0.102845 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,9),0.120299 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,11),0.138081 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,12),0.138081 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,13),0.0663264 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,14),0.0758548 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,15),0.0785258 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,16),0.0763788 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,23),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,24),-0.0167977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,4),(2,5),0.0947344 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,6),0.131923 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,7),0.107635 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,9),0.10275 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,11),0.117172 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,12),0.117172 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,13),0.0975191 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,14),0.102579 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,15),0.102185 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,16),0.103893 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,23),-0.064148 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,24),-0.0552026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,5),(2,6),0.131923 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,7),0.107635 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,9),0.10275 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,11),0.117172 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,12),0.117172 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,13),0.0975191 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,14),0.102579 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,15),0.102185 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,16),0.103893 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,23),-0.064148 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,24),-0.0552026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,6),(2,7),0.167649 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,8),0.102845 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,9),0.120299 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,11),0.138081 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,12),0.138081 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,13),0.0663264 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,14),0.0758548 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,15),0.0785258 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,16),0.0763788 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,23),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,24),-0.0167977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,7),(2,8),0.103063 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,9),0.103051 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,11),0.100866 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,12),0.100866 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,13),0.0908769 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,14),0.10194 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,15),0.0987453 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,16),0.10194 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,23),-0.0641647 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,24),-0.0592762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,8),(2,9),0.102973 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,8),(2,11),0.103055 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,8),(2,12),0.103055 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,8),(2,13),0.103063 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,8),(2,14),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,8),(2,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,8),(2,16),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,8),(2,23),-0.064146 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,8),(2,24),-0.0736718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,9),(2,11),0.102423 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,12),0.102423 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,13),0.102829 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,14),0.103054 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,15),0.102984 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,16),0.103054 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,23),-0.0657717 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,24),-0.0732645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,11),(2,12),0.101052 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,13),0.0940779 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,14),0.115505 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,15),0.101825 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,16),0.115505 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,23),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,24),-0.0595136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,12),(2,13),0.0940779 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,12),(2,14),0.115506 # DEPENDENCYPART_GRANDSIBL
