# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,15,19,19,15,19,20,21,21,25,23,25,29,29,26,21,21,34,34,31,3,
(17,20),(20,11),(20,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,9),(20,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,8),(20,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,7),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,6),(20,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,6),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,6),(20,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,6),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,6),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,6),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,5),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,5),(20,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,5),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,5),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,5),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,4),(20,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,4),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,4),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,4),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,3),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,3),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,3),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,2),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,2),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,1),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,21),(21,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,25),-0.0437385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,29),-0.0437385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,34),-0.0437385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,36),-0.0483983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,22),(21,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,23),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,25),(21,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,25),(21,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,25),(21,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,25),(21,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,25),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,25),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,25),(21,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,25),(21,36),-0.043408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,26),(21,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,26),(21,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,26),(21,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,26),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,26),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,26),(21,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,26),(21,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,29),(21,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,29),(21,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,29),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,29),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,29),(21,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,29),(21,36),-0.043408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,30),(21,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,30),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,30),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,30),(21,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,30),(21,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,31),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,31),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,31),(21,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,31),(21,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,32),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,32),(21,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,32),(21,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,34),(21,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,34),(21,36),-0.043408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,35),(21,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,21),(21,18),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,17),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,21),(21,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,-1),-0.0865162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,18),(21,17),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,18),(21,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,-1),-0.0641468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,17),(21,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,15),(21,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,-1),-0.0645278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,6),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,6),(21,-1),-0.0641519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,3),(21,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,23),(23,24),-0.043809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,25),-0.0316599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,26),-0.0420818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,28),-0.0420148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,29),-0.0316599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,31),-0.0420236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,34),-0.0316599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,36),-0.0463974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,24),(23,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,36),-0.0437798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,25),(23,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,36),-0.0316715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,26),(23,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,36),-0.0420812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,28),(23,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,28),(23,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,28),(23,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,28),(23,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,28),(23,36),-0.0420148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,29),(23,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,29),(23,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,29),(23,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,29),(23,36),-0.0316715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,30),(23,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,30),(23,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,30),(23,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,31),(23,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,31),(23,36),-0.0420236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,34),(23,36),-0.0316715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,23),(23,22),0.10305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,17),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,23),(23,-1),-0.018016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,22),(23,17),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,22),(23,-1),-0.064166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,17),(23,-1),-0.0642869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,25),(25,26),-0.042816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,27),-0.0421299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,28),-0.0430152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,29),-0.0420353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,31),-0.0420175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,32),-0.0420508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,34),-0.0420353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,35),-0.0420233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,36),-0.0520712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,26),(25,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,36),-0.042816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,27),(25,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,36),-0.0421338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,28),(25,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,36),-0.042875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,29),(25,30),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,29),(25,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,29),(25,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,29),(25,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,29),(25,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,29),(25,36),-0.0420353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,30),(25,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,30),(25,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,30),(25,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,30),(25,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,30),(25,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,31),(25,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,31),(25,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,31),(25,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,31),(25,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,32),(25,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,32),(25,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,32),(25,36),-0.0420508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,34),(25,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,34),(25,36),-0.0420353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,35),(25,36),-0.0420204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,24),0.10295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,23),0.103049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,-1),-0.0814402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,24),(25,23),0.103063 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,-1),-0.0642541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,23),(25,-1),-0.064181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,26),(26,27),-0.0438092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,28),-0.0420148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,29),-0.0316604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,31),-0.0420236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,34),-0.0316604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,36),-0.0464142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,26),(26,27),(26,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,36),-0.04378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,28),(26,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,28),(26,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,28),(26,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,28),(26,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,28),(26,36),-0.0420148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,29),(26,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,29),(26,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,29),(26,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,29),(26,36),-0.031672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,31),(26,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,31),(26,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,31),(26,36),-0.0420236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,32),(26,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,32),(26,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,34),(26,36),-0.031672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,26),(26,-1),-0.00763721 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,36),-0.109805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,18),(17,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,20),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
