# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(15,14),(14,12),(14,-1),-0.0039852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,10),(14,-1),0.0389476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,26),-0.0225538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,-1),-0.0391834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,18),-0.0566895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),-0.00230786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),-0.0479239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),-0.0506808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,22),-0.0566895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,23),-0.0253727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,24),-0.0300745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,25),-0.0420282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,26),-0.209316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),-0.0422754 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,20),-0.0437712 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0403453 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,22),-0.0441749 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,23),-0.0435937 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,24),-0.0201425 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,26),-0.0687553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,20),-0.0420557 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,21),-0.0424027 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,22),-0.0421639 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,23),-0.0429512 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,24),-0.0422926 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,25),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,26),-0.0113391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),-0.0437047 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,22),-0.0425641 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,23),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,24),-0.0459072 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,25),-0.0420168 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,26),-0.0560561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,21),(17,22),-0.0520245 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,23),-0.0445245 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,24),-0.0491567 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,25),-0.0421403 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,26),0.00475455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,22),(17,23),-0.0435937 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,24),-0.0201425 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,26),-0.0687553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,23),(17,24),-0.033679 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,26),-0.0313122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,24),(17,25),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,26),-0.0201268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,25),(17,26),-0.045206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,16),0.185865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,15),0.0804758 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,11),-0.0612998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,-1),0.00298396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,16),(17,15),0.10195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,16),(17,11),-0.0642152 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,-1),0.00717886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,15),(17,11),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,-1),-0.107764 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,11),(17,-1),-0.115273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,19),0.0125721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,20),-0.0355561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,21),0.0107679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,24),-0.0186058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,26),-0.269191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,19),(18,20),-0.0421003 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,21),-0.0426201 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,24),-0.0422931 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,26),0.00344341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,20),(18,21),-0.0438609 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,24),-0.0466744 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,26),-0.050887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,21),(18,24),-0.0528457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,26),0.0723253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,24),(18,26),0.00349969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,17),0.0626848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,-1),0.127047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,17),(18,-1),-0.111956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,20),(20,21),0.00139068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,22),-0.0436989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,23),-0.02026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,24),-0.0684804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,26),-0.0526605 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,21),(20,22),-0.0474057 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,21),(20,23),-0.0450645 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,21),(20,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,21),(20,26),-0.0123913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,22),(20,23),-0.0420232 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,22),(20,24),-0.0432025 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,22),(20,26),-0.0507313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,23),(20,24),-0.0372138 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,23),(20,26),-0.0451957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,24),(20,26),-0.053447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,20),(20,19),0.099044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,18),0.0922416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,15),0.101783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,20),(20,10),-0.0773669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,-1),0.122725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,19),(20,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,19),(20,15),0.103067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,19),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,19),(20,-1),-0.0677578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,18),(20,15),0.102989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,18),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,18),(20,-1),-0.0992105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,15),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,15),(20,-1),-0.104847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,10),(20,-1),-0.0918247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,21),(21,22),0.0643599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,23),-0.052007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,24),-0.0669542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,25),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,26),0.0660362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,21),(21,22),(21,23),-0.0390259 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,22),(21,24),-0.0441153 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,22),(21,25),-0.038068 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,22),(21,26),-0.136167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,23),(21,24),-0.042185 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,23),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,23),(21,26),-0.0322231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,24),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,24),(21,26),0.0383667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,25),(21,26),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,21),(21,20),0.0800631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,19),0.0714567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,18),0.163085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,17),0.150055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,16),0.0774543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,12),-0.0643257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,11),-0.0761581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,-1),0.0505824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,21),(21,20),(21,19),0.105474 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,18),0.103055 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,17),0.103055 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,16),0.10181 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,12),-0.064209 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,-1),-0.0934147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,19),(21,18),0.10991 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,19),(21,17),0.111086 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,19),(21,16),0.116023 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,19),(21,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,19),(21,11),-0.0641476 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,19),(21,-1),-0.103593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,18),(21,17),0.101611 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,18),(21,16),0.101516 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,18),(21,12),-0.064173 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,18),(21,11),-0.065327 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,18),(21,-1),-0.0670879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,17),(21,16),0.101772 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,17),(21,12),-0.064173 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,17),(21,11),-0.0651286 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,17),(21,-1),-0.0643643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,16),(21,12),-0.0641597 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,16),(21,11),-0.0658023 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,16),(21,-1),-0.0695375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,12),(21,11),-0.0641476 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,12),(21,-1),-0.103593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,11),(21,-1),-0.0582911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,22),(22,23),0.00135962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,24),-0.0186058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,25),-0.0420282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,26),-0.269191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,22),(22,23),(22,24),-0.0244336 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,23),(22,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,23),(22,26),-0.00260701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,24),(22,25),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(15,22),(22,24),(22,26),0.00349969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,25),(22,26),-0.0452065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,22),(22,-1),0.127047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,25),(25,25),(25,26),-0.0194368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,25),(25,25),(25,-1),-0.037466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,11),(11,12),0.0761224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,13),0.103299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,14),0.104203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,15),0.104204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,16),0.126019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,17),-0.0592087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,11),(11,18),-0.0607648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,21),-0.0820181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,26),-0.055863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,12),(11,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,26),-0.0978269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,13),(11,14),0.103069 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,15),0.103069 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,13),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,26),-0.0666911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,14),(11,15),0.101195 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,16),0.100045 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,17),-0.0641964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,14),(11,18),-0.0642128 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,26),-0.0497745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,15),(11,16),0.100045 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,17),-0.0641964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,15),(11,18),-0.0642128 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,26),-0.0497619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,16),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,26),-0.0718799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,17),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,21),-0.0642542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,26),-0.0724027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,18),(11,21),-0.0643528 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,18),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,18),(11,26),-0.0729308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,21),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,21),(11,26),-0.0498061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,25),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,11),(11,10),-0.108585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,9),-0.0608084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,8),-0.11664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,-1),0.342536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,10),(11,9),0.0062676 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,8),-0.0421532 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,-1),-0.179444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,9),(11,8),-0.043976 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,-1),-0.0411352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,8),(11,-1),-0.185254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,16),0.0516746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,17),-0.0624597 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,18),-0.064163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,20),-0.0657584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,21),-0.0757947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,22),-0.064163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,26),-0.25053 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,16),(15,17),-0.0645389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,16),(15,18),-0.0644343 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,20),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,21),-0.0642454 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,22),-0.0644343 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,26),-0.0785944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,17),(15,18),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,20),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,21),-0.0642663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,22),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,25),-0.0641681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,26),-0.107823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,18),(15,20),-0.064146 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,21),-0.0642712 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,22),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,25),-0.0641681 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,26),-0.094494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,20),(15,21),-0.0649775 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,20),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,20),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,20),(15,26),-0.0084154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,21),(15,22),-0.0642721 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,21),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,21),(15,26),-0.0224445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,22),(15,25),-0.0641681 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,22),(15,26),-0.094494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,25),(15,26),-0.0642107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,14),-0.0959335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,13),-0.0837105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,12),-0.00630369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,11),-0.0602914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,10),-0.0853867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,9),-0.0574031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,8),-0.0957315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,7),-0.0343043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,6),0.0167492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,-1),0.111106 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,14),(15,13),-0.0442972 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,12),-0.0403555 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,11),-0.0265807 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,10),-0.042043 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,9),-0.0332654 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,8),-0.052034 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,7),-0.0441676 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,6),-0.0444834 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,-1),-0.0661198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
