# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,17,22,20,9,
(9,2),(2,8),(2,23),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,8),(2,24),-0.0622135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,9),(2,10),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,9),(2,13),-0.0641867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,9),(2,15),-0.0651416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,9),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,9),(2,20),-0.0641867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,9),(2,23),-0.0641646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,9),(2,24),-0.0532888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,2),(2,10),(2,13),-0.0641651 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,10),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,10),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,10),(2,20),-0.0641651 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,10),(2,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,10),(2,24),-0.0451746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,13),(2,15),-0.0719004 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,13),(2,16),-0.0651431 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,13),(2,20),-0.0802991 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,13),(2,23),-0.0643172 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,13),(2,24),0.0603049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,15),(2,16),-0.0674379 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,15),(2,20),-0.0797382 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,15),(2,23),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,15),(2,24),-0.0147547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,16),(2,20),-0.0641647 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,16),(2,23),-0.0641624 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,16),(2,24),-0.0456254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,20),(2,23),-0.0643172 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,20),(2,24),0.0603049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,23),(2,24),-0.0670884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,2),(2,1),-0.0325148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,-1),0.0833284 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,2),(2,1),(2,-1),-0.0100916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,3),(3,4),0.0544939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,5),0.0932096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,6),0.0988418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,8),0.0544939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,9),-0.0657118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,3),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,24),0.287026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,4),(3,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,6),0.103041 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,8),0.103069 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,4),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,24),-0.11184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,5),(3,6),0.103067 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,8),0.103068 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,5),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,24),-0.075296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,6),(3,8),0.10306 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,9),-0.0641653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,6),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,24),-0.0675081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,8),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,8),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,24),-0.11184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,9),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,24),-0.0875776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,10),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,3),(3,-1),-0.22649 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,4),(4,4),(4,5),0.0899574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,6),0.0265985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,8),0.146687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,9),-0.0805924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,4),(4,4),(4,24),-0.135787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,4),(4,5),(4,6),0.0955302 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,5),(4,8),0.0990303 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,5),(4,9),-0.0641459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,5),(4,24),-0.0812832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,6),(4,8),0.135307 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,6),(4,9),-0.0795659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,6),(4,24),-0.0147614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,8),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,8),(4,24),-0.0622135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,9),(4,24),-0.0532888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,4),(4,4),(4,-1),0.0833232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,5),(5,6),0.0989403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,8),0.127525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,9),-0.0649504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,5),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,13),-0.0647193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,14),-0.0668017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,15),-0.06415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,16),-0.0641547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,24),-0.165617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,6),(5,8),0.100008 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,9),-0.0643038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,6),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,13),-0.0644492 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,14),-0.064174 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,16),-0.0641682 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,24),-0.0459054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,8),(5,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,8),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,13),-0.0644951 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,14),-0.064298 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,15),-0.0641513 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,23),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,24),-0.0670566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,9),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,13),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,14),-0.0641564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,15),-0.0641476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,23),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,24),-0.0583852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,10),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,24),-0.0692373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,13),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,15),-0.064155 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,23),-0.0641656 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,24),-0.0226437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,14),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,14),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,14),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,14),(5,23),-0.0641529 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,14),(5,24),-0.107593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,15),(5,16),-0.0641682 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,24),-0.0459054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,16),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,16),(5,23),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,16),(5,24),-0.0902297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,17),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,17),(5,24),-0.0692373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,23),(5,24),-0.0641938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,4),-0.0811462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,3),-0.0476457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,2),-0.0811462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,1),-0.0569388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,-1),0.106959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,4),(5,3),-0.0482866 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,2),-0.0461645 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,1),-0.0471424 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,-1),-0.0537018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,3),(5,2),-0.043335 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,3),(5,1),-0.0292367 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,3),(5,-1),-0.0774626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,2),(5,1),-0.0471424 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,2),(5,-1),-0.0537018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,1),(5,-1),-0.0270233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,24),0.0095409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,6),(6,5),-0.0488857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.0304016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,-1),-0.047313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,24),-0.105462 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,6),-0.0489871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,5),-0.044702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,-1),-0.0973829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,6),(7,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,-1),-0.0420489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,5),(7,-1),-0.0452553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,9),-0.0809941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,10),-0.0645847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,13),0.0347725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,15),-0.0655404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,16),-0.0591084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,17),-0.0645847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,20),0.0347725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,24),-0.124078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,10),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,13),-0.0641867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,15),-0.0651416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,17),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,20),-0.0641867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,23),-0.0641646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,24),-0.0537984 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,10),(8,13),-0.0641651 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,17),-0.0641785 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,20),-0.0641651 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,24),-0.0451746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,13),(8,15),-0.0719004 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,16),-0.0651431 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,20),-0.0802991 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,23),-0.0643172 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,24),0.0522854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,15),(8,16),-0.0674379 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,15),(8,17),-0.064146 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,15),(8,20),-0.0797382 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,15),(8,23),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,15),(8,24),-0.0152062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,16),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,16),(8,20),-0.0641647 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,16),(8,23),-0.0641624 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,16),(8,24),-0.0433903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,17),(8,20),-0.0641651 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,17),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,17),(8,24),-0.0451746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,20),(8,23),-0.0643172 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,20),(8,24),0.0522854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,23),(8,24),-0.0670884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,7),-0.0518207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,6),-0.0175244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,5),-0.0644632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,2),-0.0520779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,1),-0.032745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,-1),0.0819372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,7),(8,6),-0.0521834 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,5),-0.0426544 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,2),-0.0478712 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,1),-0.0544813 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,-1),0.165578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,6),(8,5),-0.0430683 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,2),-0.0659731 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,1),-0.043808 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,-1),-0.0689263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,5),(8,2),-0.0305231 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,1),-0.0491952 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,-1),-0.0589656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,2),(8,1),-0.0422167 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,2),(8,-1),-0.0300336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,1),(8,-1),-0.0115244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,11),-0.0356375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,12),-0.0356578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,13),-0.0250694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,14),-0.0425985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,15),-0.0526983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,16),-0.0420755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,17),-0.0423297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,18),-0.0356375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,19),-0.0356578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,20),-0.0250694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,23),-0.0420192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,24),-0.0913281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,11),(10,12),-0.0290367 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,13),-0.0135961 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,14),-0.0435342 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,15),-0.0566216 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,16),-0.0420971 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,17),-0.0478782 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,18),-0.0337261 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,19),-0.0290367 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,20),-0.0135961 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,23),-0.0434451 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,24),-0.0708348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,12),(10,13),-0.00158833 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,14),-0.0435342 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,15),-0.0556545 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,16),-0.0421255 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,17),-0.0480881 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,18),-0.0337261 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,19),-0.0290367 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,20),-0.00158833 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,23),-0.0434453 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,24),-0.0874016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,13),(10,14),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,15),-0.0339343 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,16),-0.0431542 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,17),-0.0434941 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,18),-0.0421221 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,19),-0.0421741 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,20),-0.0249528 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,23),-0.0420298 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,24),-0.0354187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,14),(10,15),-0.0420178 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,20),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,24),-0.0446074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,15),(10,16),-0.0153073 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,17),-0.00291157 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,18),-0.047163 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,19),-0.047163 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,20),-0.0515757 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
