# _root_ United Biscuits ( Holdings ) PLC , a British food producer , announced the creation of a European group to bring together its trading interests in the region .
#goldHeads=6,6,6,6,6,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
#predictedHeads=6,6,4,6,4,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
(19,21),(21,18),(21,-1),-0.0709437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,16),(21,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,16),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,16),(21,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,16),(21,-1),-0.0694663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,11),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,11),(21,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,11),(21,-1),-0.0715235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,3),(21,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,3),(21,-1),-0.0513296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,2),(21,-1),-0.0572152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,24),-0.0753544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,25),-0.0649782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,26),-0.0324113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,28),-0.0750902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,30),0.021218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,23),(22,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,30),-0.0420448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,24),(22,25),-0.0420129 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,24),(22,26),-0.0417883 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,24),(22,28),-0.0420258 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,24),(22,30),0.0566149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,25),(22,26),-0.0456193 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,25),(22,28),-0.0420417 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,25),(22,30),-0.0467686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,26),(22,28),0.0226414 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,26),(22,30),-0.130317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,28),(22,30),0.0568784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,-1),-0.131959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,24),(24,26),0.0993336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,28),-0.0698817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,30),0.103993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,26),(24,28),-0.0483388 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,26),(24,30),-0.135624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,28),(24,30),0.0169424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,24),(24,23),0.0776445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,22),0.0911225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,-1),0.0682091 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,23),(24,22),0.118994 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,-1),-0.0797742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,22),(24,-1),-0.0438689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,25),(25,26),-0.0376856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,28),-0.0573483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,29),-0.0442102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,30),0.0493264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,25),(25,26),(25,28),-0.0445685 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,26),(25,29),-0.0420192 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,26),(25,30),-0.114335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,28),(25,29),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,28),(25,30),-0.0216528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,29),(25,30),-0.0459437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,25),(25,24),0.131124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,23),0.103257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,22),0.0845314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,20),0.0819568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,19),0.131412 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,25),(25,25),(25,18),-0.0641512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,17),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,-1),-0.0306637 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,25),(25,24),(25,23),0.100826 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,24),(25,22),0.102188 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,24),(25,20),0.102113 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,24),(25,19),0.108427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,24),(25,18),-0.0642184 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,24),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,24),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,24),(25,-1),-0.0725633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,23),(25,22),0.103066 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,23),(25,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,23),(25,19),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,23),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,23),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,23),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,23),(25,-1),-0.0744416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,22),(25,20),0.103041 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,22),(25,19),0.102193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,22),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,22),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,22),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,22),(25,-1),-0.075181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,20),(25,19),0.102956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,20),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,20),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,20),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,20),(25,-1),-0.0815092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,19),(25,18),-0.0642184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,19),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,19),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,19),(25,-1),-0.0726842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,25),(25,18),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,18),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,18),(25,-1),-0.0735816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,17),(25,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,17),(25,-1),-0.102553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,3),(25,-1),-0.0397194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,26),(26,26),(26,27),-0.0225535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,26),(26,26),(26,28),-0.0479503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,26),(26,26),(26,30),-0.215926 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,26),(26,27),(26,28),-0.0424027 # DEPENDENCYPART_GRANDSIBL
(19,26),(26,27),(26,30),-0.0303117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,26),(26,28),(26,30),0.0200496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,26),(26,26),(26,25),0.137344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,26),(26,26),(26,22),0.0686045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,26),(26,26),(26,-1),-0.0263943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,26),(26,25),(26,22),0.101204 # DEPENDENCYPART_GRANDSIBL
(19,26),(26,25),(26,-1),-0.0447202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,26),(26,22),(26,-1),-0.0891774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,28),(28,28),(28,30),0.102714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,28),(28,28),(28,27),0.0619711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,28),(28,28),(28,25),0.0871432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,28),(28,28),(28,23),0.0776445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,28),(28,28),(28,-1),0.0652571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,28),(28,27),(28,25),0.106309 # DEPENDENCYPART_GRANDSIBL
(19,28),(28,27),(28,23),0.103028 # DEPENDENCYPART_GRANDSIBL
(19,28),(28,27),(28,-1),-0.112454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,28),(28,25),(28,23),0.106831 # DEPENDENCYPART_GRANDSIBL
(19,28),(28,25),(28,-1),-0.0703513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,28),(28,23),(28,-1),-0.0797742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,29),(29,29),(29,30),-0.0315351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,29),(29,29),(29,-1),-0.0495134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,2),(2,2),(2,3),0.103656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,4),0.137015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,5),0.104211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,6),0.134121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,7),0.0864405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,9),0.103232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,10),0.0991861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,11),0.0991871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,12),0.0864405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,13),0.102922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,15),0.0991871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,16),0.102893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,19),0.0987138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,2),(2,2),(2,25),-0.0641521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,30),-0.0988125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,2),(2,3),(2,4),0.105545 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,6),0.105545 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,3),(2,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,3),(2,30),-0.0713547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,4),(2,5),0.100389 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,6),0.102707 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,7),0.0945908 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,9),0.109113 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,10),0.142167 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,11),0.142167 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,12),0.0945908 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,13),0.103064 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,15),0.142167 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,16),0.0978419 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,19),0.142998 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,4),(2,25),-0.0642112 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,4),(2,30),-0.0448157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,5),(2,6),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,5),(2,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,5),(2,30),-0.0668173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,6),(2,7),0.0945908 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,9),0.109113 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,10),0.142167 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,11),0.142167 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,12),0.0945908 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,13),0.103064 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,15),0.142167 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,16),0.0978419 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,19),0.142998 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,6),(2,25),-0.0642112 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,6),(2,30),-0.0448139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,7),(2,9),0.093228 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,10),0.109194 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,11),0.109194 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,13),0.102853 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,15),0.109194 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,16),0.102916 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,19),0.109193 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,7),(2,25),-0.0641695 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,7),(2,30),-0.0623522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,9),(2,10),0.100156 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,11),0.100156 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,12),0.102673 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,15),0.100156 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,16),0.103063 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,19),0.100156 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,9),(2,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,9),(2,30),-0.0514053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,10),(2,11),0.098315 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,10),(2,12),0.11355 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,10),(2,13),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,10),(2,15),0.098315 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,10),(2,16),0.10297 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,10),(2,19),0.098315 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,10),(2,20),-0.0641461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,10),(2,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,10),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,10),(2,30),-0.0281599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,11),(2,12),0.11355 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,13),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,15),0.0983147 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,16),0.10297 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,19),0.0983147 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,20),-0.0641461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,11),(2,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,11),(2,30),-0.0292335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,12),(2,13),0.102853 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,12),(2,15),0.109194 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,12),(2,16),0.102916 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,12),(2,19),0.109193 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,12),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,12),(2,25),-0.0641695 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,12),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,12),(2,30),-0.0623522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,13),(2,15),0.10305 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,13),(2,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,13),(2,19),0.10305 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,13),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,13),(2,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,13),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,13),(2,30),-0.0645478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,15),(2,16),0.10297 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,15),(2,19),0.098315 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,15),(2,20),-0.0641461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,15),(2,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,15),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,15),(2,30),-0.0292335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,16),(2,19),0.103013 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,16),(2,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,16),(2,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,16),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,16),(2,30),-0.0684767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,19),(2,20),-0.0641462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,19),(2,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,19),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,19),(2,30),-0.0294995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,20),(2,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,20),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,20),(2,30),-0.0684083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,2),(2,25),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,25),(2,30),-0.0661245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,29),(2,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,2),(2,1),-0.0325655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,-1),0.136457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,2),(2,1),(2,-1),-0.054103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,11),(11,12),0.0829801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,13),0.0998782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,15),0.112026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,16),0.0888314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,19),0.112042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,20),-0.0707845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,11),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,30),-0.139691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,12),(11,13),0.102957 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,15),0.104486 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,16),0.101622 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,19),0.10444 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,20),-0.0641469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,12),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,30),-0.0756444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,13),(11,15),0.103045 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,16),0.103069 # DEPENDENCYPART_GRANDSIBL
