# _root_ Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .
#goldHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
#predictedHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
(11,20),(20,21),(20,23),-0.0420204 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,24),-0.0644146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,22),(20,23),-0.04208 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,22),(20,24),-0.00939116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,23),(20,24),-0.044159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,19),0.129352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,18),0.129358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,17),0.130473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,16),0.127404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,11),0.110237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,20),(20,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,-1),0.00534326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,19),(20,18),0.102293 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,17),0.102293 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,16),0.102293 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,11),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,19),(20,9),-0.0646442 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,-1),-0.0360553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,18),(20,17),0.102135 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,16),0.102135 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,11),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,18),(20,9),-0.0646442 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,-1),-0.0360428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,17),(20,16),0.102298 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,11),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,17),(20,9),-0.0646442 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,-1),-0.034955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,16),(20,11),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,16),(20,9),-0.0646442 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,-1),-0.0360448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,11),(20,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,11),(20,-1),-0.0594847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,9),(20,-1),-0.085287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,21),(21,24),-0.0680729 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,21),(21,-1),-0.116752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,22),(22,22),(22,23),-0.0480102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,24),0.068849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,22),(22,23),(22,24),-0.044159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,22),(22,21),0.116484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,20),0.129328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,19),0.129335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,18),0.129341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,17),0.130456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,16),0.127387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,22),(22,22),(22,-1),0.00480175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,22),(22,21),(22,20),0.105015 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,21),(22,19),0.105015 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,21),(22,18),0.105015 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,21),(22,17),0.10498 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,21),(22,16),0.105015 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,21),(22,-1),0.00309853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,20),(22,19),0.101873 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,20),(22,18),0.102299 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,20),(22,17),0.102299 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,20),(22,16),0.102299 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,20),(22,-1),-0.0360731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,19),(22,18),0.102293 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,19),(22,17),0.102293 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,19),(22,16),0.102293 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,19),(22,-1),-0.0360724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,18),(22,17),0.102135 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,18),(22,16),0.102135 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,18),(22,-1),-0.03606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,17),(22,16),0.102298 # DEPENDENCYPART_GRANDSIBL
(11,22),(22,17),(22,-1),-0.0349721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,16),(22,-1),-0.036062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,23),(23,24),-0.0182683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,23),(23,22),0.103007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,-1),-0.0315334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,22),(23,-1),-0.0642081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,13),-0.0641547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,15),-0.0641547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,24),-0.149746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,24),-0.0641612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,14),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,15),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,24),-0.0641612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,17),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,19),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,19),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,19),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,19),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,19),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,20),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,20),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,20),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,20),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,21),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,21),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,21),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,22),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,22),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,23),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,10),-0.0496365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,9),-0.0500684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,8),-0.0420142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,7),-0.0496097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,6),-0.0498485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,5),-0.0430413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,4),-0.0420833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,3),-0.0496095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,1),-0.0433688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,-1),-0.0841202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,10),(11,9),-0.0422849 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,7),-0.0422274 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,6),-0.0420752 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,5),-0.0420372 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,3),-0.0422274 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,1),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,-1),-0.0490716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,9),(11,8),-0.0420962 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,7),-0.0420192 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,6),-0.04327 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,5),-0.0424447 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,3),-0.0420192 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,1),-0.0420211 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,-1),-0.0477456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,8),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,-1),-0.042165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,7),(11,6),-0.0420752 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,5),-0.0420372 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,3),-0.0422274 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,1),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,-1),-0.0490536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,6),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,1),-0.0420387 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,-1),-0.051359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,5),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,3),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,-1),-0.0441796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,4),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,-1),-0.0420833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,3),(11,1),-0.0420186 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,3),(11,-1),-0.0490536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,1),(11,-1),-0.0431265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),-0.0541712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0420316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.0420316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0420316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),-0.0420316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.0420316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0420128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),-0.0420316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,24),-0.0327612 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.0420501 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,24),-0.0541202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,24),-0.0420316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,24),-0.0420316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,24),-0.0420316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,24),-0.0420316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,24),-0.0420316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,21),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,24),-0.0420517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,22),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,24),-0.0420316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,23),(14,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.119355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,11),-0.064158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,5),-0.0642034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,4),-0.064158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.105791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.0479293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,11),(14,5),-0.064153 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.0641679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,5),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,-1),-0.0479294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,4),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,4),(14,-1),-0.0641679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,1),(14,-1),-0.0641543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,6),0.0737105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,7),0.0766249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,8),0.105609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,9),0.070995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,10),0.0761642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,11),0.128365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,12),0.126887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,13),-0.0573524 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,5),(5,14),-0.0644256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,15),-0.0573499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,20),-0.0675055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,24),0.000400066 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,6),(5,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
