# _root_ On the screens , only two forlorn blue figures remained , but the index had recovered a few points and was off about 140 .
#goldHeads=10,3,1,10,9,9,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
#predictedHeads=10,3,1,10,9,5,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
(14,19),(19,19),(19,5),-0.0644011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),-0.0418888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,18),(19,17),0.112616 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,16),0.0970051 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,14),0.103787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,18),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,9),-0.0642217 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,6),-0.0641779 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,-1),-0.0794744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,16),0.103066 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,14),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,-1),-0.101953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,14),0.100938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,6),-0.0641703 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,-1),-0.0756563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,14),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,7),-0.0642184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,6),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,-1),-0.076307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,13),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,-1),-0.104135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,9),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,-1),-0.0793778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,7),(19,6),-0.0641779 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,-1),-0.0754894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,6),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,-1),-0.00756184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,5),(19,-1),-0.0738831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,21),-0.191196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,22),-0.0656672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,23),-0.0597235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,24),0.0315288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,26),-0.308639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,21),(20,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,26),-0.193276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,22),(20,23),-0.0442656 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,24),-0.0421277 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,26),-0.0783549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,23),(20,24),-0.0421277 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,23),(20,26),-0.0693962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,24),(20,26),0.0445363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,19),0.0902077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,17),0.10011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,-1),0.104977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,19),(20,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,-1),-0.0787177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,17),(20,-1),-0.0681772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,22),-0.0818048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,23),-0.0801976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,24),-0.0405938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,25),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,26),0.0150318 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,22),(21,23),-0.0222319 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,24),-0.0426549 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,25),-0.0429288 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,26),-0.0654843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,23),(21,24),-0.042564 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,25),-0.0429288 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,26),-0.0630092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,24),(21,25),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,24),(21,26),-0.0266193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,25),(21,26),-0.0587273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,20),0.116448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,19),0.135934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,17),0.105245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,14),0.117315 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,21),(21,10),-0.066641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,4),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,1),-0.0716012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,-1),-0.119761 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,20),(21,19),0.10192 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,14),0.102369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,20),(21,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,1),-0.0649384 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,-1),-0.0600294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,19),(21,17),0.102779 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,14),0.102766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,19),(21,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,4),-0.0641697 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,1),-0.0648377 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,-1),-0.058566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,17),(21,14),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,17),(21,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,-1),-0.0647796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,14),(21,10),-0.0641959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,4),-0.0646013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,1),-0.0643122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,-1),-0.088171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,10),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,10),(21,1),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,10),(21,-1),-0.069433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,4),(21,1),-0.0703075 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,4),(21,-1),-0.11146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,1),(21,-1),-0.0164009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,1),(1,2),0.109256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,3),0.110774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,4),0.088914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,5),0.168125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,6),0.143577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,7),0.0686245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,9),0.111848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,10),0.245475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,11),0.088914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,12),0.0932959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,15),-0.117002 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,1),(1,1),(1,25),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,26),-0.0952349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,2),(1,4),0.102796 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,2),(1,5),0.102969 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,2),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,2),(1,7),0.102495 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,2),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,2),(1,10),0.103022 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,2),(1,11),0.102796 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,2),(1,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,2),(1,15),-0.0643456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,2),(1,25),-0.0641574 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,2),(1,26),-0.0501397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,3),(1,4),0.0802732 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,3),(1,5),0.101711 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,3),(1,6),0.10306 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,3),(1,7),0.102951 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,3),(1,9),0.103061 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,3),(1,10),0.102738 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,3),(1,11),0.0802732 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,3),(1,12),0.100357 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,3),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,3),(1,25),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,3),(1,26),-0.0100797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,4),(1,5),0.0927775 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,4),(1,6),0.103007 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,4),(1,7),0.102547 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,4),(1,9),0.100256 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,4),(1,10),0.104639 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,4),(1,11),0.103018 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,4),(1,12),0.102932 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,4),(1,15),-0.0648689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,4),(1,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,4),(1,26),-0.12525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,5),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,5),(1,7),0.103049 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,5),(1,9),0.101583 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,5),(1,10),0.103068 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,5),(1,11),0.100624 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,5),(1,12),0.0986376 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,5),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,5),(1,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,5),(1,26),-0.0173746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,6),(1,7),0.103066 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,6),(1,9),0.103003 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,6),(1,10),0.103066 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,6),(1,11),0.102534 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,6),(1,12),0.102615 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,6),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,6),(1,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,6),(1,26),-0.0348389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,7),(1,9),0.102346 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,7),(1,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,7),(1,11),0.110538 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,7),(1,12),0.102271 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,7),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,7),(1,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,7),(1,26),-0.104428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,9),(1,10),0.102738 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,9),(1,11),0.0802732 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,9),(1,12),0.100357 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,9),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,9),(1,25),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,9),(1,26),-0.00900608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,10),(1,11),0.0940696 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,10),(1,12),0.0986062 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,10),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,10),(1,25),-0.0655875 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,10),(1,26),0.0251592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,11),(1,12),0.102932 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,11),(1,15),-0.0648689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,11),(1,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,11),(1,26),-0.12525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,12),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,12),(1,25),-0.0650519 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,12),(1,26),-0.121929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,15),(1,25),-0.0655875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,15),(1,26),0.0181481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,1),(1,25),(1,26),-0.041333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,1),(1,-1),-0.135463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,3),(3,4),0.0724875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,5),0.140176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,6),0.0996406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,7),0.154636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,8),0.154636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,9),0.105351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,10),0.113036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,11),0.0724875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,12),0.127072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,14),0.0899396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,15),-0.0886646 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,3),(3,16),-0.0659812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,19),-0.0697595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,23),-0.0595601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,26),-0.115801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,4),(3,5),0.0845531 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,6),0.0974669 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,7),0.102009 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,8),0.102009 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,9),0.129101 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,10),0.137948 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,11),0.0977728 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,12),0.0597697 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,14),0.123997 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,15),-0.0683235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,4),(3,16),-0.0661847 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,19),-0.0689983 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,23),-0.0644419 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,25),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,26),-0.0685621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,5),(3,6),0.10296 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,7),0.100973 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,8),0.100973 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,9),0.102613 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,10),0.102338 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,11),0.099491 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,12),0.106839 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,14),0.100004 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,5),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,19),-0.0641522 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,23),-0.0641489 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,26),-0.00323093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,6),(3,7),0.106003 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,8),0.106003 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,9),0.103048 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,10),0.103024 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,11),0.100139 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,12),0.102936 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,14),0.10187 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,15),-0.0642157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,6),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,26),0.010711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,7),(3,8),0.102342 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,9),0.101888 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,10),0.102546 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,11),0.0968515 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,12),0.102039 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,14),0.104085 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,7),(3,16),-0.0641739 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,23),-0.064154 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,26),0.00108285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,8),(3,9),0.101888 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,10),0.102546 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,11),0.0968515 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,12),0.102039 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,14),0.104085 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,8),(3,16),-0.0641739 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,23),-0.064154 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,26),0.00108285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,9),(3,10),0.102538 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,11),0.114736 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,12),0.102546 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,14),0.10336 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,15),-0.0641474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,9),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,23),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,25),-0.0641475 # DEPENDENCYPART_GRANDSIBL
