# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(16,15),(15,16),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,27),-0.040604 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,18),(15,27),-0.0905177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,14),-0.0213401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,-1),0.120877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,14),(15,-1),-0.047602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,18),0.0651724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,19),-0.0656565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,20),-0.0713343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,21),0.0966392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,22),-0.0709329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,23),-0.042215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,25),-0.0747819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,27),0.05741 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,18),(17,19),-0.0422199 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,20),-0.0441157 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,21),-0.0263747 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,22),-0.0441128 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,23),-0.0439746 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,25),-0.0480736 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,27),-0.131956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,19),(17,20),-0.043003 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,21),-0.0517329 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,22),-0.043 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,23),-0.0420341 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,25),-0.0425527 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,27),-0.00442632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,20),(17,21),-0.0438336 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,22),-0.0368888 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,23),-0.042078 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,25),-0.0430899 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,27),-0.095867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,21),(17,22),-0.0447243 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,23),-0.0439746 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,25),-0.0483378 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,27),-0.137157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,22),(17,23),-0.042078 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,25),-0.0430899 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,27),-0.105497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,23),(17,25),-0.0445016 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,23),(17,27),-0.0495468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,25),(17,27),0.0142141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,16),0.137143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,15),-0.0642737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,14),-0.0646903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,13),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,12),-0.0641685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,10),-0.0648465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,7),-0.0641504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,6),-0.0643257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,4),-0.065904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,3),-0.0642737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,2),-0.0644517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,-1),0.0436966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,16),(17,15),-0.0641524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,14),-0.0644558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,13),-0.0642924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,12),-0.0642924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,7),-0.0645166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,6),-0.0641592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,3),-0.0641524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,1),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,-1),-0.048388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,15),(17,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,-1),-0.0915513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,14),(17,13),-0.0646259 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,12),-0.0646259 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,7),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,6),-0.0641597 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,4),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,3),-0.064155 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,-1),-0.0723121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,13),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,6),-0.0641528 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,3),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,-1),-0.104226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,12),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,6),-0.0641528 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,3),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,-1),-0.104226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,10),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,10),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,10),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,10),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,10),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,10),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,10),(17,-1),-0.0495934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,7),(17,6),-0.064299 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,7),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,7),(17,3),-0.0642223 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,7),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,7),(17,1),-0.0648876 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,7),(17,-1),-0.0513299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,6),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,6),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,6),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,6),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,6),(17,-1),-0.11054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,4),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,4),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,4),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,4),(17,-1),-0.0592106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,3),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,3),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,3),(17,-1),-0.112555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,2),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,2),(17,-1),-0.0664721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,1),(17,-1),-0.0724982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,19),0.00191091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,20),0.00558272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,21),-0.0336276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,22),-0.0035975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,23),-0.0466986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,24),-0.00155533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,25),-0.00160012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,27),-0.235706 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,20),-0.0420232 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,21),-0.0421546 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,22),-0.0420232 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,24),-0.0420232 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,25),-0.0424159 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,27),-0.00711306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,20),(18,21),-0.0568763 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,22),-0.0520582 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,24),-0.0520582 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,25),-0.0542976 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,27),-0.0100289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,21),(18,22),-0.0444025 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,24),-0.0444025 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,25),-0.0377014 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,27),-0.0478544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,22),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,24),-0.0520504 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,25),-0.054285 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,27),-0.0191431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,23),(18,24),-0.0421026 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,27),-0.0427284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,24),(18,25),-0.054285 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,24),(18,27),-0.0171009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,25),(18,27),0.0633083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.0862733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),0.0694023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,-1),-0.109245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,21),0.00788091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,22),-0.198531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,23),-0.0173736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,24),-0.198638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,25),-0.0654012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,27),0.127369 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,21),(20,22),-0.0450887 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,23),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,24),-0.0450887 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,25),-0.0425941 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,27),-0.00758973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,22),(20,23),-0.0422055 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,24),0.000468303 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,25),-0.026306 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,27),0.0164373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,23),(20,24),-0.0370791 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,23),(20,25),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,23),(20,27),-0.0217519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,24),(20,25),-0.026306 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,24),(20,27),0.016063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,25),(20,27),-0.0259553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,19),0.115515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,18),0.181473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,17),0.0874656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,16),0.0870424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,20),(20,15),-0.0645695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,-1),-0.0196351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,19),(20,18),0.105454 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,17),0.103053 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,16),0.103053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,19),(20,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,-1),-0.0905272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,18),(20,17),0.102465 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,16),0.102465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,18),(20,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,-1),-0.0194194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,17),(20,16),0.100094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,17),(20,15),-0.0641548 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,17),(20,-1),-0.106885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,16),(20,15),-0.0641548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,-1),-0.107085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,15),(20,-1),-0.0839324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,22),0.00728918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,23),-0.0466995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,24),0.00933135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,25),-0.0268418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,27),-0.212693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,22),(21,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,24),-0.0528432 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,25),-0.0562084 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,27),-0.0279722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,23),(21,24),-0.0421026 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,27),-0.0427292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,24),(21,25),-0.0562084 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,27),-0.0259301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,25),(21,27),0.0403549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,19),0.0982016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,18),0.071755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,-1),0.0181935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,19),(21,18),0.103066 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,-1),-0.0581041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,18),(21,-1),-0.108642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,25),(25,27),0.0572067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,25),(25,25),(25,24),0.0720004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,23),0.290648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,22),0.0722573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,21),0.15063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,20),0.0718538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,19),0.0623698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,18),0.146667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,15),-0.0642737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,-1),0.0434463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,25),(25,24),(25,23),0.102434 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,22),0.0970695 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,21),0.108175 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,20),0.0960614 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,19),0.0818529 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,18),0.108206 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,15),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,24),(25,-1),-0.1035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,23),(25,22),0.0999366 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,21),0.102792 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,20),0.099922 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,19),0.102377 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,18),0.102827 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,23),(25,-1),0.158287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,22),(25,21),0.108175 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,20),0.0960614 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,19),0.0821093 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,18),0.108207 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,15),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,22),(25,-1),-0.1035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,21),(25,20),0.102089 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,21),(25,19),0.102981 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,21),(25,18),0.102276 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,21),(25,15),-0.0642003 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,21),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,21),(25,-1),-0.0658734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,20),(25,19),0.0808076 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,20),(25,18),0.108083 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,20),(25,15),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,20),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,20),(25,-1),-0.105768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,19),(25,18),0.111275 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,19),(25,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,19),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,19),(25,-1),-0.111779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,18),(25,15),-0.064173 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,18),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,18),(25,-1),-0.072775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,15),(25,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,25),(25,15),(25,-1),-0.0927904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,1),(25,-1),-0.0724982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,1),(1,1),(1,2),0.102899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,1),(1,1),(1,3),0.101584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,1),(1,1),(1,4),0.102889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,1),(1,1),(1,27),-0.0582477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
