# _root_ The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after the trading in S&P 100 stock-index options was halted Friday .
#goldHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
#predictedHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
(15,8),(8,16),(8,21),-0.0752145 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,26),-0.0642836 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,27),-0.0647098 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,31),0.0986227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,17),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,31),-0.0684472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,18),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,18),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,18),(8,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,18),(8,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,18),(8,31),-0.0711053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,21),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,21),(8,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,21),(8,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,21),(8,31),-0.106902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,26),(8,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,26),(8,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,26),(8,31),-0.0740013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,27),(8,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,27),(8,31),-0.0684472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,30),(8,31),-0.0592943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,8),(8,7),-0.205779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,6),-0.20556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,5),-0.200946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,4),0.00754382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,2),-0.0643065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,1),0.00754382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,-1),0.112636 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,7),(8,6),-0.00689093 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,5),-0.00428135 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,4),-0.0490056 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,2),-0.0279047 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,1),-0.0490056 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,-1),0.0123823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,6),(8,5),-0.00419567 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,4),-0.0497358 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,2),-0.0279047 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,1),-0.0497358 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,-1),0.0123078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,5),(8,4),-0.0494157 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,5),(8,2),-0.0279047 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,5),(8,1),-0.0494157 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,5),(8,-1),0.0194965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,4),(8,2),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,4),(8,1),-0.0432287 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,4),(8,-1),-0.0293131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,2),(8,1),-0.0288845 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,2),(8,-1),-0.0275945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,1),(8,-1),-0.0293131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,9),(9,31),-0.0516001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,9),(9,-1),-0.035018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,10),(10,31),0.233145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,10),(10,-1),0.160618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,11),(11,12),0.288676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,13),0.0835231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,14),0.0819187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,16),-0.0646903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,17),-0.0659308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,18),-0.0641504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,19),-0.0761466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,21),-0.0685353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,28),-0.0670469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,31),0.0642399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,12),(11,13),0.092428 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,14),0.101768 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,16),-0.0641498 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,19),-0.0654759 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,31),0.158348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,13),(11,14),0.101329 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,16),-0.0642555 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,19),-0.0658701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,31),-0.0548043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,14),(11,16),-0.0641625 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,18),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,19),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,31),-0.0671555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,16),(11,17),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,18),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,19),-0.0658032 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,21),-0.0769853 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,28),-0.064188 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,31),-0.0694474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,17),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,31),-0.0593584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,18),(11,19),-0.0658701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,18),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,18),(11,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,18),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,18),(11,31),-0.0532481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,19),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,19),(11,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,19),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,19),(11,31),-0.0689035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,21),(11,28),-0.0641538 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,21),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,21),(11,31),-0.0606836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,28),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,28),(11,31),-0.0655284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,30),(11,31),-0.064189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,10),-0.0617512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,9),0.0360197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,8),-0.0717745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,7),-0.0712764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,6),-0.0714711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,4),-0.0617512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,-1),0.0858516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,10),(11,9),-0.0473156 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,8),-0.043 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,7),-0.043 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,6),-0.043 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,4),-0.0514585 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,-1),-0.00208925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,9),(11,8),-0.0511481 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,7),-0.0511463 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,6),-0.0511477 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,4),-0.0461921 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,-1),-0.0657414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,8),(11,7),-0.0373463 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,6),-0.0373463 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,4),-0.0313671 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,-1),-0.107312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,7),(11,6),-0.0369219 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,7),(11,4),-0.0313671 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,7),(11,-1),-0.107324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,6),(11,4),-0.0313671 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,-1),-0.107555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,4),(11,-1),-0.00208925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,13),0.10065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,31),0.166789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,13),(12,31),-0.067114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,10),-0.0470028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,2),-0.0639685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,-1),0.0317094 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,10),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,10),(12,-1),-0.0117088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,2),(12,-1),-0.0722852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,14),0.085626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,31),0.0765454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,14),(13,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,31),-0.0725425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,17),(13,31),-0.0682203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,12),-0.0576231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,11),-0.0395354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,-1),0.0538674 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,12),(13,11),-0.0423209 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,-1),-0.0558245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,11),(13,-1),-0.0301446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,16),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,17),-0.0689641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,18),-0.0641501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,19),-0.0651113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,22),-0.0651866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,31),-0.0286153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,16),(14,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,18),-0.0641681 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,19),-0.064411 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,22),-0.0644111 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,31),-0.0565243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,17),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,31),-0.0742563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,18),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,31),-0.0772377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,19),(14,22),-0.0642278 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,31),-0.0397739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,22),(14,31),-0.0299308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,13),-0.0577134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,11),-0.0585965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,10),-0.0187139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,4),-0.0187139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,-1),0.0438775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,13),(14,11),-0.0431965 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,10),-0.0281057 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,4),-0.0281057 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,-1),-0.095636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,11),(14,10),-0.0258338 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,4),-0.0258338 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,-1),-0.021769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,10),(14,4),-0.0447434 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,-1),0.0168054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,4),(14,-1),0.0168054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,31),-0.035018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,-1),-0.0516001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,18),-0.0790239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),-0.011501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),-0.043116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,22),-0.0009546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,23),0.00397818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,25),-0.0787369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,26),-0.0924863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,27),-0.00728412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,28),-0.0827031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,29),0.00448284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,30),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,31),0.0140376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),-0.0689911 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0425823 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,22),-0.0728966 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,23),-0.0426407 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,25),-0.0420665 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,26),-0.0423809 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,27),-0.0420426 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,28),-0.0427368 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,29),-0.0426447 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,30),-0.0423423 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,31),-0.0104693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,21),-0.037527 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,22),-0.0516325 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,23),-0.0428752 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,25),-0.0433224 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,26),-0.044466 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,27),-0.0466124 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,28),-0.0408325 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,29),-0.0439589 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,30),-0.0432972 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,31),0.00310126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,21),(17,22),-0.0370252 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,23),-0.0447535 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,25),-0.0459586 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,26),-0.0431356 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,27),-0.0426991 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,28),-0.0430413 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,29),-0.0454648 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,30),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,31),-0.0910185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,22),(17,23),-0.0434244 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,25),-0.043322 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,26),-0.0435735 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,27),-0.0458149 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,28),-0.0424235 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,29),-0.0445081 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,30),-0.0432972 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,31),0.00963219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,23),(17,25),-0.0424425 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,26),-0.0421399 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,27),-0.0401738 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,28),-0.0369063 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,29),-0.0390302 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,30),-0.0423346 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,31),0.00700805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,25),(17,26),-0.0423809 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,27),-0.0420426 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,28),-0.0427368 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,29),-0.0426447 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,30),-0.0423423 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,25),(17,31),-0.0101847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,26),(17,27),-0.0439556 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,28),-0.0388732 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,29),-0.0384231 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,30),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,26),(17,31),-0.123824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,27),(17,28),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,27),(17,29),-0.042015 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,27),(17,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,27),(17,31),-0.0382811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,28),(17,29),-0.044021 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,28),(17,30),-0.043973 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,28),(17,31),-0.0299722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,29),(17,30),-0.0423346 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,29),(17,31),0.0120957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,30),(17,31),-0.0585553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,16),0.128837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,15),0.121822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,14),-0.0721936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,13),-0.0656844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,12),-0.0643788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,11),-0.070136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,9),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
