# _root_ `` We have no plans to adjust our asset allocation in foreign equities , '' said Masato Murakami , chief portfolio manager in the pension fund management department at Yasuda Trust & Banking Co .
#goldHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,28,31,29,31,32,33,16,
#predictedHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,22,31,29,31,32,33,16,
(11,16),(16,16),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,5),-0.0705585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,4),-0.0641746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,3),-0.0641554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,2),-0.0642857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,1),-0.0641478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,-1),-0.165359 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,15),(16,14),0.077147 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,13),0.100898 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,12),0.102737 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,11),0.102189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,15),(16,10),-0.064156 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,9),-0.064156 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,-1),-0.0662703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,13),0.108036 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,12),0.0864311 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,11),0.145919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,10),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,9),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,7),-0.0649672 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,6),-0.0641667 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,5),-0.0645139 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,4),-0.0641924 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,3),-0.064921 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,1),-0.064146 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,-1),-0.0867808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,13),(16,12),0.101491 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,11),0.0967184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,13),(16,10),-0.0643853 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,9),-0.0643853 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,7),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,-1),0.0257053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,12),(16,11),0.102073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,12),(16,10),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,9),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,1),-0.0641664 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,-1),-0.0592414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,11),(16,10),-0.0643409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,9),-0.0643409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,5),-0.0641473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,1),-0.0641488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,-1),-0.0269765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,10),(16,9),-0.0642168 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,6),-0.0641828 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,5),-0.064153 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,3),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,1),-0.0641565 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,10),(16,-1),-0.0428124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,9),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,6),-0.0641828 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,5),-0.064153 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,3),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,1),-0.0641565 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,-1),-0.0409846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,8),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,1),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,-1),-0.0698585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,7),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,-1),-0.0687216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,6),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,6),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,6),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,6),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,6),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,6),(16,-1),-0.0562324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,5),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,5),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,5),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,5),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,5),(16,-1),0.0258513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,4),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,4),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,4),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,4),(16,-1),-0.0790383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,3),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,3),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,3),(16,-1),-0.0717552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,2),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,2),(16,-1),-0.104431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,1),(16,-1),-0.0664206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,19),-0.136592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,20),-0.0299483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,21),-0.0642604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,22),-0.0642604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,23),-0.11056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,25),-0.0645801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,26),-0.0654696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,27),-0.0688618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,28),-0.0664634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,31),-0.166535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,32),0.025694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,34),-0.131326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,36),0.267175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,19),(18,20),-0.044978 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,21),-0.0224466 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,22),-0.0245214 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,23),-0.059106 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,25),-0.0224466 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,26),-0.0172155 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,27),-0.0224525 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,28),-0.0229028 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,31),0.0989071 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,32),-0.0700634 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,34),0.100418 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,36),-0.0792142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,20),(18,21),-0.0420807 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,22),-0.0420807 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,23),-0.043849 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,25),-0.0420807 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,26),-0.0420807 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,27),-0.0420807 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,28),-0.0420807 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,31),-0.0442363 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,32),-0.0412729 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,34),-0.0442363 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,36),-0.0303744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,21),(18,22),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,23),-0.0454876 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,25),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,26),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,27),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,28),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,31),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,32),-0.0472772 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,34),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,36),-0.107745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,22),(18,23),-0.0454876 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,25),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,26),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,27),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,28),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,31),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,32),-0.0472772 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,34),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,36),-0.109224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,23),(18,25),-0.0477622 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,26),-0.0477622 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,27),-0.0477622 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,28),-0.0477622 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,31),-0.0451989 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,32),-0.0525968 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,34),-0.0452001 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,36),-0.0402302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,25),(18,26),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,25),(18,27),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,25),(18,28),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,25),(18,31),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,25),(18,32),-0.0472772 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,25),(18,34),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,25),(18,36),-0.107745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,26),(18,27),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,26),(18,28),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,26),(18,31),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,26),(18,32),-0.0472772 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,26),(18,34),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,26),(18,36),-0.100661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,27),(18,28),-0.0456055 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,27),(18,31),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,27),(18,32),-0.0472824 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,27),(18,34),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,27),(18,36),-0.11106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,28),(18,31),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,28),(18,32),-0.047316 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,28),(18,34),-0.0427721 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,28),(18,36),-0.110123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,31),(18,32),-0.0532583 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,31),(18,34),-0.0383768 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,31),(18,36),-0.0843499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,32),(18,34),-0.0540705 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,32),(18,36),-0.160643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,34),(18,36),-0.0491751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,17),0.14651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,15),0.138899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,14),0.0175047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,13),0.100103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,12),0.134314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,10),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,-1),-0.109939 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,17),(18,15),0.0980446 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,14),0.0807226 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,13),0.114093 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,12),0.137092 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,10),-0.0647587 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,-1),-0.107618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,15),(18,14),0.0969277 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,13),0.10286 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,12),0.109087 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,10),-0.0642173 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,-1),-0.0651709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,14),(18,13),0.10169 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,12),0.114753 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,10),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,-1),-0.0835083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,13),(18,12),0.108194 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,-1),-0.0609252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,12),(18,10),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,-1),-0.0074454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,10),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,-1),-0.025591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,8),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,-1),-0.0658592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,3),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,3),(18,-1),-0.058317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,1),(18,-1),-0.0739192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,4),(4,5),0.102364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,6),0.100825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,10),0.128893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,11),0.032303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,36),0.111445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,5),(4,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,11),0.102613 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,36),-0.0646657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,6),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,11),0.103066 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,36),-0.066337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,10),(4,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,36),-0.0374526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,11),(4,36),-0.123432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,4),(4,-1),0.0250672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,5),(5,6),0.104323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,7),0.0999329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,8),0.113825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,9),0.0767186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,10),0.0767186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,11),0.0707232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,13),-0.0651759 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,5),(5,14),-0.0664675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,16),-0.0656235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,18),-0.0641468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,19),-0.0664675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
