# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,9,10,14,9,18,16,20,23,20,23,18,9,
(15,14),(14,14),(14,12),-0.0723724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,10),-0.0423573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,-1),0.028787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,13),(14,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,10),-0.0420653 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,-1),-0.0458721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,12),(14,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,-1),-0.0723733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,10),(14,-1),-0.042407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,17),0.0241659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,18),-0.0624329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,20),-0.0858974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,23),-0.0510889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,25),-0.0541739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,17),(16,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,20),-0.0420238 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,23),-0.0428303 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,25),0.0166488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,18),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,25),-0.0624626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,20),(16,23),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,25),-0.0832281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,23),(16,25),-0.0564631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,15),0.0936726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,14),-0.0660557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,12),-0.104367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,-1),0.0522744 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,15),(16,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,-1),-0.0758802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,14),(16,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,-1),-0.0673269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,12),(16,-1),-0.0538915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,18),-0.0427533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),-0.0396595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),-0.042064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,23),-0.0498417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,25),-0.0743733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,25),-0.0426722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,23),-0.042012 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,25),-0.0417981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,21),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,25),-0.0420757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,23),(17,25),-0.0503946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,16),0.102731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,15),0.0726879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,-1),-0.0645655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,16),(17,15),0.103038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,16),(17,-1),-0.0644348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,15),(17,-1),-0.0973768 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,18),(18,19),-0.030523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,20),-0.030523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,21),-0.0420237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,22),-0.0567138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,23),-0.0236955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,25),-0.0557177 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,19),(18,20),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,22),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,25),-0.0415829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,20),(18,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,22),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,25),-0.0415829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,21),(18,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,25),-0.0420298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,22),(18,23),-0.0421955 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,24),-0.0428734 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,25),-0.0546351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,23),(18,24),-0.0427776 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,23),(18,25),-0.0233964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,24),(18,25),-0.0444777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,17),0.101516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,16),0.105156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,15),0.100568 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,18),(18,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,12),-0.0643489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,11),-0.064824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,9),-0.0650334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,8),-0.0642896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,5),-0.0642732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,4),-0.0645822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,2),-0.0649302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,1),-0.0654673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,-1),-0.0655424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,17),(18,16),0.103014 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,15),0.103066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,17),(18,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,-1),-0.0541532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,16),(18,15),0.103061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,16),(18,14),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,-1),-0.0568229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,15),(18,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,-1),-0.067615 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,14),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,-1),-0.0645875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,13),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,9),-0.0644386 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,1),-0.0641564 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,13),(18,-1),-0.0687953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,12),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,12),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,12),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,12),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,12),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,12),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,12),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,12),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,12),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,12),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,12),(18,-1),-0.0541535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,11),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,11),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,11),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,11),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,11),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,11),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,11),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,11),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,11),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,11),(18,-1),-0.067615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,10),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,10),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,10),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,10),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,10),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,10),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,10),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,10),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,10),(18,-1),-0.0692082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,9),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,9),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,9),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,9),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,9),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,9),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,9),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,9),(18,-1),-0.0653562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,8),(18,6),-0.0641477 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,8),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,8),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,8),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,8),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,8),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,8),(18,-1),-0.0633737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,6),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,6),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,6),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,6),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,6),(18,1),-0.0641564 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,6),(18,-1),-0.0687953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,5),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,5),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,5),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,5),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,5),(18,-1),-0.0630838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,4),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,4),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,4),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,4),(18,-1),-0.0832261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,3),(18,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,3),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,3),(18,-1),-0.0692327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,2),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,2),(18,-1),-0.0677211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,1),(18,-1),-0.0568083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,20),(20,21),-0.0428946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,22),-0.0434339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,23),-0.0443302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,25),-0.151099 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,21),(20,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,21),(20,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,21),(20,25),-0.0429752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,22),(20,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,22),(20,25),-0.0435361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,23),(20,25),-0.0365624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,20),(20,19),0.125478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,17),0.102825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,15),0.0977659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,20),(20,-1),-0.192432 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,19),(20,17),0.103014 # DEPENDENCYPART_GRANDSIBL
(15,20),(20,19),(20,15),0.102646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,19),(20,-1),-0.0349884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,17),(20,15),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,17),(20,-1),-0.0645103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,15),(20,-1),-0.0734001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,23),(23,24),-0.0420137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,25),-0.0631717 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,24),(23,25),-0.0442298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,23),(23,22),0.125844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,21),0.101545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,20),0.0918706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,19),0.0918761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,17),0.105896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,15),0.080211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,23),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,-1),-0.0744785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,22),(23,21),0.10206 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,20),0.107862 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,19),0.107862 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,17),0.103062 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,15),0.102442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,22),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,22),(23,-1),-0.0714063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,21),(23,20),0.103022 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,19),0.103022 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,15),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,21),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,-1),-0.0671171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,20),(23,19),0.102428 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,15),0.102959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,20),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,-1),-0.0647974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,19),(23,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,15),0.102959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,19),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,19),(23,-1),-0.0647993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,17),(23,15),0.103065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,17),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,17),(23,-1),-0.0653316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,15),(23,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,15),(23,-1),-0.0904108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
