# _root_ Gatoil Suisse owns an oil refinery in Switzerland with a capacity of 70,000 barrels a day , along with a network of gasoline retailing outlets .
#goldHeads=2,3,0,6,6,3,6,7,6,11,9,11,14,12,16,14,3,3,18,21,19,21,25,25,22,3,
#predictedHeads=2,3,0,6,6,3,6,7,3,11,9,11,14,12,16,14,14,14,18,21,19,21,25,25,22,3,
(6,9),(9,11),(9,17),-0.0710086 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,18),-0.0507282 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,19),-0.0509933 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,24),-0.0426678 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,26),-0.0421403 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,27),0.0267379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,12),(9,13),-0.0427963 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,14),-0.0289043 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,16),-0.0403817 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,17),-0.044903 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,18),-0.0436862 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,19),-0.0436865 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,24),-0.0431936 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,27),-0.0706536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,13),(9,14),-0.0433954 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,16),-0.0445814 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,17),-0.0364311 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,18),-0.037576 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,19),-0.0375787 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,24),-0.0420164 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,27),0.00590133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,14),(9,16),-0.045624 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,17),-0.0568373 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,18),-0.0471189 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,19),-0.0471917 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,24),-0.0444579 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,26),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,27),-0.00359508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,16),(9,17),-0.0710086 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,16),(9,18),-0.0507282 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,16),(9,19),-0.0509933 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,16),(9,24),-0.0426678 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,16),(9,26),-0.0421403 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,16),(9,27),0.00544136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,17),(9,18),-0.0437295 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,17),(9,19),-0.0449715 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,17),(9,24),-0.0460857 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,17),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,17),(9,27),0.0164452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,18),(9,19),-0.0430251 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,18),(9,24),-0.0426067 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,18),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,18),(9,27),-0.0670618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,19),(9,24),-0.0426067 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,19),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,19),(9,27),-0.0682579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,24),(9,26),-0.0420168 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,24),(9,27),-0.0396027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,26),(9,27),-0.045206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),0.0977272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,7),0.0669904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,6),0.0818655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,9),(9,-1),0.0183701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,7),0.103058 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,6),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,8),(9,-1),-0.0727785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,6),0.102675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,-1),-0.113022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,6),(9,-1),-0.106085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,12),0.0599013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,13),-0.143816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,14),-0.0669542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,16),-0.0750078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,17),0.0378836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,18),0.0559227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,19),0.0600124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,21),-0.0760425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,22),0.0599013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,23),-0.0750061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,24),-0.0561795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,26),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,27),0.0610199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.042953 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,14),-0.044115 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,16),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,17),0.0137006 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,18),-0.0238012 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,19),-0.0200953 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,21),-0.0519217 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,22),-0.0268813 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,23),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,24),-0.0384241 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,26),-0.038068 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,27),-0.139156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,14),-0.0441442 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,16),-0.0471429 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,17),-0.0253044 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,18),-0.0409264 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,19),-0.0409318 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,21),-0.0471414 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,22),-0.041083 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,23),-0.0471414 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,27),-0.132314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,14),(11,16),-0.0443212 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,17),-0.0574295 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,18),-0.0441179 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,19),-0.0441175 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,21),-0.0443212 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,22),-0.0441271 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,23),-0.0443212 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,24),-0.0420291 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,27),0.0382132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,16),(11,17),-0.049353 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,18),-0.0411131 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,19),-0.0411252 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,21),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,22),-0.0385979 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,23),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,24),-0.0422556 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,26),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,27),0.0139836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,17),(11,18),-0.0780792 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,19),-0.08385 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,21),0.0532136 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,22),-0.0780107 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,23),0.0547098 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,24),-0.03452 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,27),-0.0701639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,18),(11,19),-0.0210686 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,21),-0.0477839 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,22),-0.0278547 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,23),-0.0477798 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,24),-0.039238 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,26),-0.0401001 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,27),-0.125148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,19),(11,21),-0.0483519 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,22),-0.0285719 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,23),-0.0483478 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,24),-0.0391985 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,26),-0.0401001 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,27),-0.122066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,21),(11,22),-0.0385974 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,23),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,24),-0.0422556 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,26),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,27),0.0127087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,22),(11,23),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,24),-0.0384241 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,26),-0.038068 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,27),-0.139156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,23),(11,24),-0.0422556 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,23),(11,26),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,23),(11,27),0.0141591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,24),(11,26),-0.0421191 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,24),(11,27),-0.0523213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,26),(11,27),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.105802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,9),0.147083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,8),0.0722824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,7),0.15064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),0.0471021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,9),0.117906 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,8),0.100275 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,7),0.118488 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,-1),-0.0911107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,8),0.102091 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,7),0.102282 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,-1),-0.0690387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,7),0.108175 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,-1),-0.104102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,-1),-0.0658467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,13),0.0359491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,14),-0.0148569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,16),-0.00667694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,18),-0.0442708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,19),-0.0309449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,27),-0.272276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,13),(12,14),-0.0433988 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,16),-0.0449277 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,18),-0.0378268 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,19),-0.0378295 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,27),0.0346746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,14),(12,16),-0.0512928 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,18),-0.0408006 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,19),-0.0408735 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,27),0.00360247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,16),(12,18),-0.059192 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,16),(12,19),-0.0594571 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,16),(12,27),0.0524581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,18),(12,19),-0.0430251 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,18),(12,27),-0.0597796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,19),(12,27),-0.0609757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,7),0.0612738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,-1),0.112059 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,7),(12,-1),-0.113722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,15),-0.0128154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,16),-0.0565248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,17),0.049039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,18),-0.0398173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,19),-0.0382602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,21),-0.0576149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,22),-0.0231135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,23),-0.0576149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,24),-0.0434666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,25),-0.0729106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,26),-0.0442102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,27),0.0335506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,15),(14,16),-0.0422476 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,17),-0.0423957 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,18),-0.0423722 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,19),-0.0423722 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,21),-0.0422476 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,22),-0.042378 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,23),-0.0422476 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,27),0.0140671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,16),(14,17),-0.0563355 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,18),-0.0406992 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,19),-0.040702 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,21),-0.0411312 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,22),-0.0408408 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,23),-0.0411312 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,24),-0.0426268 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,25),-0.0424236 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,26),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,27),-0.0193054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,17),(14,18),-0.048584 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,19),-0.0514259 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,21),-0.0226387 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,22),-0.0510753 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,23),-0.0224335 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,24),-0.0412851 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,25),-0.0126957 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,17),(14,27),-0.079478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,18),(14,19),-0.0369817 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,21),-0.0441536 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,22),-0.0374279 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,23),-0.0441536 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,24),-0.0426735 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,25),-0.0437081 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,26),-0.0420165 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,27),-0.105857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,19),(14,21),-0.0441551 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,22),-0.0376308 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,23),-0.0441551 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,24),-0.0426736 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,25),-0.0438431 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,26),-0.0420165 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,27),-0.111235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,21),(14,22),-0.0408408 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,21),(14,23),-0.0411312 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,21),(14,24),-0.0426268 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,21),(14,25),-0.0424236 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,21),(14,26),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,21),(14,27),-0.020487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,22),(14,23),-0.0449329 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,22),(14,24),-0.0433081 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,22),(14,25),-0.043762 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,22),(14,26),-0.0420165 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,22),(14,27),-0.10911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,23),(14,24),-0.0426268 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,23),(14,25),-0.0424236 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,23),(14,26),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,23),(14,27),-0.0204578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,24),(14,25),-0.0421486 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,24),(14,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,24),(14,27),-0.0427199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,25),(14,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,25),(14,27),-0.0280119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,26),(14,27),-0.0459437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,13),0.152803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,12),0.104595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,11),0.126784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,10),0.0615124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,9),0.109997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,8),0.0888928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,7),0.117285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,-1),-0.0436033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,13),(14,12),0.10249 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,11),0.101765 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,10),0.0962589 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,9),0.102493 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,8),0.100262 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,7),0.102473 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,-1),-0.0172041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,12),(14,11),0.102871 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,10),0.103069 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,9),0.102373 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,8),0.103065 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,7),0.10206 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,-1),-0.0449269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,11),(14,10),0.100651 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,9),0.105567 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,8),0.105256 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,7),0.105563 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,-1),-0.0767686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,10),(14,9),0.102688 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,8),0.103053 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,7),0.102688 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,-1),-0.102896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,9),(14,8),0.103063 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,7),0.102387 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,-1),-0.0388994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,8),(14,7),0.107252 # DEPENDENCYPART_GRANDSIBL
