# _root_ In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse .
#goldHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,18,22,18,
#predictedHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,21,21,18,
(15,1),(1,9),(1,25),-0.0566025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,10),(1,11),0.102961 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,10),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,10),(1,25),-0.0585943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,11),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,11),(1,25),-0.0570058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,24),(1,25),-0.0651825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,1),(1,-1),-0.319077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,2),(2,3),0.0705682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,4),0.0530449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,6),0.18751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,7),0.0412442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,25),0.0315193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,3),(2,4),0.101938 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,6),0.102358 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,7),0.101928 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,25),-0.0827557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,4),(2,6),0.103054 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,4),(2,7),0.102908 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,4),(2,25),-0.118611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,6),(2,7),0.101031 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,25),0.0122175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,7),(2,25),-0.129883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,2),(2,1),0.0368785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,-1),0.130676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,1),(2,-1),-0.0555707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,3),(3,4),0.102391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,25),-0.118197 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,4),(3,25),-0.0644609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,3),(3,2),-0.0484298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,-1),-0.0711363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,2),(3,-1),-0.0486329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,6),(6,7),0.159113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,8),0.125779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,9),0.132055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,10),0.109643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,11),0.159113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,15),-0.0677722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,6),(6,16),-0.0684643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,18),-0.0671706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,19),-0.0905466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,21),-0.0688222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,25),-0.0230056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,7),(6,8),0.102524 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,9),0.102051 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,11),0.102035 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,15),-0.0641698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,7),(6,16),-0.0663064 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,19),-0.0655574 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,21),-0.0642073 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,25),-0.0470144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,8),(6,9),0.11304 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,11),0.11304 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,8),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,19),-0.0645193 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,25),-0.0466125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,9),(6,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,11),0.102057 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,15),-0.0641939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,9),(6,16),-0.0655921 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,19),-0.0654747 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,21),-0.0642073 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,25),-0.0651551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,10),(6,11),0.102934 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,10),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,25),-0.0686187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,11),(6,15),-0.0641698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,11),(6,16),-0.0663064 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,11),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,11),(6,19),-0.0655574 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,11),(6,21),-0.0642073 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,11),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,11),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,11),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,11),(6,25),-0.0470144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,15),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,15),(6,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,15),(6,19),-0.0645193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,15),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,15),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,15),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,15),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,15),(6,25),-0.0466149 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,16),(6,18),-0.0641558 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,16),(6,19),-0.0642037 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,16),(6,21),-0.0717971 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,16),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,16),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,16),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,16),(6,25),-0.115483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,18),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,18),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,18),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,18),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,18),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,18),(6,25),-0.0751864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,19),(6,21),-0.0642073 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,19),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,19),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,19),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,19),(6,25),-0.0651551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,21),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,21),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,21),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,21),(6,25),-0.0797233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,22),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,22),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,22),(6,25),-0.0696382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,23),(6,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,23),(6,25),-0.0696382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,24),(6,25),-0.0641902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,6),(6,5),-0.0290778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,4),-0.0191318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,3),0.0684991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,2),-0.0840069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,1),-0.0122383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,-1),0.153959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,5),(6,4),0.00565466 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,3),-0.0469772 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,1),0.00572442 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,-1),-0.0742571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,4),(6,3),-0.0233236 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,4),(6,2),-0.0387412 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,4),(6,1),-0.0377406 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,4),(6,-1),-0.111828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,3),(6,2),-0.0418865 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,3),(6,1),-0.054908 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,3),(6,-1),-0.0957547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,2),(6,1),-0.039077 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,2),(6,-1),-0.108484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,1),(6,-1),-0.11402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,8),(8,9),0.0700718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,10),0.100074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,11),0.0617262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,15),-0.0651759 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,8),(8,16),-0.0664675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,17),-0.0651759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,18),-0.0656235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,19),-0.0682776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,21),-0.0643052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,25),0.0428004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,9),(8,10),0.103069 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,11),0.103032 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,15),-0.064147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,9),(8,16),-0.0644395 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,17),-0.064147 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,19),-0.0649628 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,21),-0.0642189 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,25),-0.127763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,10),(8,11),0.102907 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,10),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,25),-0.0716997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,11),(8,15),-0.0641477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,11),(8,16),-0.0644395 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,17),-0.0641477 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,19),-0.0649628 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,21),-0.064269 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,25),-0.134503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,15),(8,16),-0.0644387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,25),-0.0940087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,16),(8,17),-0.0700788 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,18),-0.0642469 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,19),-0.0642069 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,21),-0.065882 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,25),-0.0477748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,17),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,25),-0.093958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,18),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,18),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,18),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,18),(8,25),-0.0684761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,19),(8,21),-0.0642189 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,19),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,19),(8,25),-0.127763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,21),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,21),(8,25),-0.0731106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,24),(8,25),-0.0648767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,8),(8,6),-0.0934615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,3),0.0985831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,-1),0.0161111 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,6),(8,3),-0.0720147 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,-1),-0.0536075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,3),(8,-1),-0.077669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,9),(9,10),0.135885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,11),0.111239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,13),0.149554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,14),0.0796642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,15),-0.0822654 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,9),(9,16),-0.0649949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,17),-0.0822582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,18),-0.0670984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,19),-0.0655506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,24),-0.0649233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,25),0.00147621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,10),(9,11),0.102965 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,13),0.102853 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,10),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,19),-0.064147 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,25),-0.0583715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,11),(9,13),0.103068 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,14),0.103032 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,15),-0.064153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,11),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,17),-0.064153 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,19),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,25),-0.0565755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,13),(9,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,13),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,19),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,25),-0.0255471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,14),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,14),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,19),-0.064158 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,25),-0.103047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,15),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,19),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,25),-0.0786262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,16),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,16),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,16),(9,19),-0.0641555 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,16),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,16),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,16),(9,25),-0.0430885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,17),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,17),(9,19),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,17),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
