# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(13,14),(14,16),(14,21),-0.0520651 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,23),-0.0520651 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,34),0.233656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,17),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,19),-0.0420588 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,21),0.00590378 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,23),0.00590378 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,34),-0.0724283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,18),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,21),-0.0423135 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,23),-0.0423135 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,34),-0.0538534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,19),(14,21),-0.0420995 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,23),-0.0420995 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,34),-0.186998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,21),(14,23),-0.0572121 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,34),0.392121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,23),(14,34),0.380462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,12),-0.0641753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),0.105337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,12),(14,-1),-0.0704629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,19),0.000104041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,34),0.0652648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,19),(15,34),-0.0264902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,-1),0.0460249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,16),(16,17),0.0490372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,18),-0.0466069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,19),-0.0477356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,21),-0.0578238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,22),-0.021087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,23),-0.0575785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,24),-0.0380489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,25),-0.021087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,27),-0.0575693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,29),-0.059306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,34),0.0353779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,17),(16,18),-0.0420524 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,19),-0.0423964 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,21),-0.0224334 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,22),-0.0510781 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,23),-0.0200294 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,24),-0.0485483 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,25),-0.0510781 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,27),-0.0224334 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,29),-0.0346192 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,34),-0.0794898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,18),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,22),-0.0420185 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,24),-0.0420185 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,25),-0.0420185 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,34),-0.0505432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,19),(16,21),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,22),-0.042026 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,23),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,24),-0.0420261 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,25),-0.042026 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,27),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,34),-0.0430722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,21),(16,22),-0.0408408 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,23),-0.0411312 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,24),-0.0406992 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,25),-0.0408408 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,27),-0.0411312 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,29),-0.0513683 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,34),-0.0204887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,22),(16,23),-0.0447503 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,22),(16,24),-0.0303003 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,22),(16,25),-0.0307467 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,22),(16,27),-0.0447503 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,22),(16,29),-0.042713 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,22),(16,34),-0.107761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,23),(16,24),-0.0406992 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,25),-0.0408408 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,27),-0.0411316 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,29),-0.0513683 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,34),-0.0178399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,24),(16,25),-0.0372376 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,24),(16,27),-0.0439711 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,24),(16,29),-0.0427027 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,24),(16,34),-0.1045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,25),(16,27),-0.0447503 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,25),(16,29),-0.042713 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,25),(16,34),-0.107761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,27),(16,29),-0.0513683 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,27),(16,34),-0.0202352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,29),(16,34),-0.0925268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,15),0.127045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,14),0.0634795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,13),0.12755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,16),(16,12),-0.0643175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,11),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,10),-0.0675727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,9),-0.0675727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,8),-0.0641501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,4),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),-0.0444321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,14),0.101017 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,13),0.108494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,15),(16,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,10),-0.0641531 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,9),-0.0641531 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,8),-0.0642184 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,-1),-0.0762753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,14),(16,13),0.10113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,14),(16,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,-1),-0.118453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,13),(16,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,13),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,13),(16,10),-0.0641531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,13),(16,9),-0.0641531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,13),(16,8),-0.0642184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,13),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,13),(16,-1),-0.0760025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,12),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,-1),-0.0726435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,11),(16,10),-0.067523 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,11),(16,9),-0.067523 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,11),(16,8),-0.0641681 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,11),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,11),(16,-1),-0.0562611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,10),(16,9),-0.0641531 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,10),(16,8),-0.0642184 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,10),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,10),(16,-1),-0.0760025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,9),(16,8),-0.0642184 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,9),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,9),(16,-1),-0.0766579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,8),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,8),(16,-1),-0.0757621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,4),(16,-1),-0.104134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,34),-0.0277661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,17),(17,-1),-0.0443999 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,18),(18,21),-0.04234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,34),-0.102023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,21),(18,34),-0.0423527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,17),0.099345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,16),0.102402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,-1),-0.0710652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,17),(18,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,17),(18,-1),-0.0653579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,16),(18,-1),-0.0648132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,19),(19,20),-0.0481787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,21),-0.0465792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,22),-0.0421873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,23),-0.044392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,24),-0.0421004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,25),-0.0421873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,27),-0.0443423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,28),-0.0421873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,29),-0.0541242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,30),-0.062456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,32),-0.0286012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,33),-0.046127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,34),0.0729907 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,20),(19,21),-0.0421021 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,22),-0.0470895 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,23),-0.0421021 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,24),-0.0470895 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,25),-0.0470895 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,27),-0.0421021 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,28),-0.0470895 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,29),-0.0432508 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,32),-0.0420179 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,33),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,34),-0.0309548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,21),(19,22),-0.0282053 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,23),-0.0468279 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,24),-0.0265493 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,25),-0.0282053 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,27),-0.0468279 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,28),-0.0282053 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,29),-0.043034 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,30),-0.0607805 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,32),-0.038189 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,33),-0.0478365 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,34),-0.104662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,22),(19,23),-0.0404857 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,24),-0.0465885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,25),-0.0461314 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,27),-0.0404857 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,28),-0.0461314 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,29),-0.042272 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,30),-0.05055 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,32),-0.0417729 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,33),-0.0396555 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,34),-0.0223967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,23),(19,24),-0.0265912 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,23),(19,25),-0.0282472 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,23),(19,27),-0.0464757 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,23),(19,28),-0.0282472 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,23),(19,29),-0.0430411 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,23),(19,30),-0.0607805 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,23),(19,32),-0.038189 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,23),(19,33),-0.0478365 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,23),(19,34),-0.103804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,24),(19,25),-0.0430127 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,27),-0.0397702 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,28),-0.0430127 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,29),-0.042272 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,30),-0.0498513 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,32),-0.0376898 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,33),-0.0396555 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,34),-0.0255455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,25),(19,27),-0.0404857 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,28),-0.0461314 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,29),-0.042272 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,30),-0.05055 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,32),-0.0417729 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,33),-0.0396555 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,34),-0.0223967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,27),(19,28),-0.0282053 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,27),(19,29),-0.043034 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,27),(19,30),-0.0607805 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,27),(19,32),-0.038189 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,27),(19,33),-0.0478365 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,27),(19,34),-0.103803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,28),(19,29),-0.042272 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,28),(19,30),-0.05055 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,28),(19,32),-0.0417729 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,28),(19,33),-0.0396555 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,28),(19,34),-0.0223967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,29),(19,30),-0.0442579 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,29),(19,32),-0.0426849 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,29),(19,33),-0.042951 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,29),(19,34),-0.00218118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,30),(19,32),-0.0438839 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,30),(19,33),-0.0446247 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,30),(19,34),-0.0927691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,32),(19,33),-0.0434336 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,32),(19,34),-0.026438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,33),(19,34),-0.0577928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,19),(19,18),0.154783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,17),0.125054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,16),0.0892615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,15),0.11469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,14),0.0982788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,13),0.114997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,19),(19,12),-0.0651702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,10),-0.072995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,6),-0.072995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,2),-0.0666669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,-1),-0.177433 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,18),(19,17),0.118871 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,15),0.102573 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,14),0.102894 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,13),0.102573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,18),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,11),-0.0644431 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,-1),0.0195065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,17),(19,16),0.108733 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,15),0.0970602 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,14),0.101061 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,13),0.0970602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,17),(19,12),-0.0644506 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,10),-0.0642468 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,6),-0.0642468 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,2),-0.0651103 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,-1),-0.0815953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,16),(19,15),0.102912 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,14),0.102528 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,13),0.102912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,16),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,-1),-0.074036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,15),(19,14),0.0994687 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,13),0.101071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,15),(19,12),-0.0643348 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,11),-0.0642569 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,10),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,6),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,-1),-0.0843724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,14),(19,13),0.102951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
