# _root_ Security Pacific 's loan-loss provision was down 22 % , or $ 30.4 million , because it added to its foreign-debt reserve the year before .
#goldHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,9,6,18,16,18,22,22,19,24,25,18,6,
#predictedHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,6,6,18,16,18,22,22,19,24,25,18,6,
(7,22),(22,22),(22,23),-0.00119377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,24),-0.0542319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,25),-0.0254105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,26),-0.042013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,27),0.0214747 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,22),(22,23),(22,24),-0.0423382 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,23),(22,25),-0.0402695 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,23),(22,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,23),(22,27),-0.031315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,24),(22,25),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,24),(22,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,24),(22,27),-0.0516976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,25),(22,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,25),(22,27),-0.017915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,26),(22,27),-0.0420185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,22),(22,21),0.0619312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,20),0.0971078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,19),0.126678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,17),0.103062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,14),0.141587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,12),0.100522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,-1),-0.0819883 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,22),(22,21),(22,20),0.10702 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,17),0.105249 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,14),0.102666 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,-1),-0.0493348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,20),(22,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,-1),-0.0744936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,19),(22,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,14),0.103022 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,-1),-0.0665876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,17),(22,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,17),(22,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,17),(22,-1),-0.0597906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,14),(22,12),0.103053 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,14),(22,-1),-0.0281637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,12),(22,-1),-0.0666063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,24),(24,24),(24,25),-0.0254252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,24),(24,24),(24,27),0.0315653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,24),(24,25),(24,27),-0.0170587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,24),(24,24),(24,23),0.0780935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,24),(24,24),(24,22),0.107299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,24),(24,24),(24,21),0.0640889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,24),(24,24),(24,20),0.0971078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,24),(24,24),(24,-1),-0.0420145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,24),(24,23),(24,22),0.102895 # DEPENDENCYPART_GRANDSIBL
(7,24),(24,23),(24,21),0.104879 # DEPENDENCYPART_GRANDSIBL
(7,24),(24,23),(24,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,24),(24,23),(24,-1),-0.0924887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,24),(24,22),(24,21),0.103212 # DEPENDENCYPART_GRANDSIBL
(7,24),(24,22),(24,20),0.099629 # DEPENDENCYPART_GRANDSIBL
(7,24),(24,22),(24,-1),-0.0255589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,24),(24,21),(24,20),0.10702 # DEPENDENCYPART_GRANDSIBL
(7,24),(24,21),(24,-1),-0.0469164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,24),(24,20),(24,-1),-0.0744936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,25),(25,25),(25,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,25),(25,25),(25,27),0.105312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,25),(25,26),(25,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,25),(25,25),(25,24),0.121654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,25),(25,25),(25,23),0.112808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,25),(25,25),(25,22),0.118256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,25),(25,25),(25,21),0.0986177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,25),(25,25),(25,20),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,25),(25,25),(25,16),0.0952942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,25),(25,25),(25,12),0.102798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,25),(25,25),(25,-1),-0.0661867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,25),(25,24),(25,23),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,24),(25,22),0.103068 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,24),(25,21),0.103069 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,24),(25,20),0.103068 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,24),(25,16),0.103069 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,24),(25,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,24),(25,-1),-0.0462694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,25),(25,23),(25,22),0.103064 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,23),(25,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,23),(25,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,23),(25,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,23),(25,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,23),(25,-1),-0.0547757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,25),(25,22),(25,21),0.103069 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,22),(25,20),0.103068 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,22),(25,16),0.103069 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,22),(25,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,22),(25,-1),-0.0496614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,25),(25,21),(25,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,21),(25,16),0.103067 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,21),(25,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,21),(25,-1),-0.0687723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,25),(25,20),(25,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,20),(25,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,20),(25,-1),-0.0641476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,25),(25,16),(25,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,25),(25,16),(25,-1),-0.0735933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,25),(25,12),(25,-1),-0.064418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,26),(26,26),(26,27),-0.108601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,26),(26,26),(26,25),0.101552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,26),(26,26),(26,-1),-0.117035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,26),(26,25),(26,-1),-0.065663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,6),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,7),0.0990309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,8),-0.0649065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,5),(5,9),-0.0641999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,10),-0.0648252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,15),-0.0648252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,27),-0.0694835 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,6),(5,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,6),(5,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,7),(5,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,7),(5,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,27),-0.0707145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,8),(5,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,27),-0.0907801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,9),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,27),-0.0656211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,10),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,10),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,10),(5,27),-0.066118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,11),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,27),-0.0657526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,15),(5,27),-0.066118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,4),-0.0500085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,3),-0.0429686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,2),-0.0287149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,1),-0.0287149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,-1),-0.0583328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,4),(5,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,2),-0.0422022 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,1),-0.0422022 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,-1),-0.0474178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,3),(5,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,3),(5,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,3),(5,-1),-0.0426117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,2),(5,1),-0.0414345 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,2),(5,-1),-0.0262192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,1),(5,-1),-0.0262192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,8),-0.0665479 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,7),(7,9),-0.0641815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,13),-0.0665479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,14),-0.0672634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,16),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,22),-0.0641783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,24),-0.0641783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,27),-0.098507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,8),(7,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,27),-0.0567151 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,9),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,27),-0.0615745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,10),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,27),-0.0677123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,11),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,27),-0.0521923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,12),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,27),-0.0641577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,13),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,27),-0.0567151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,14),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,27),-0.0574404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,15),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,15),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,15),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,15),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,15),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,15),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,15),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,15),(7,27),-0.0677123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,16),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,27),-0.0660173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,18),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,18),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,18),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,18),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,18),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,18),(7,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,19),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,19),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,19),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,19),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,19),(7,27),-0.0642746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,22),(7,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,22),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,22),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,22),(7,27),-0.0615699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,24),(7,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,24),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,24),(7,27),-0.0577323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,25),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,25),(7,27),-0.0530806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,26),(7,27),-0.064193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,5),-0.0294303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),-0.0598096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,5),(7,-1),-0.0600111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,10),-0.0253057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,11),-0.06007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
