# _root_ Hughes Aircraft Co. , a unit of General Motors Corp. , said it agreed to purchase the Electro-Optics Technology division of Perkin-Elmer Corp .
#goldHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
#predictedHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
(7,9),(9,13),(9,22),-0.0421999 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,23),-0.0421999 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,25),-0.0179752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,14),(9,15),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,19),-0.0437784 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,20),-0.0420691 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,21),-0.0421909 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,22),-0.0437784 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,23),-0.0437784 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,25),-0.00726877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,15),(9,19),-0.042918 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,20),-0.0420179 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,21),-0.0421759 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,22),-0.042918 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,23),-0.042918 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,25),-0.0782695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,19),(9,20),-0.0530961 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,19),(9,21),-0.00892153 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,19),(9,22),-0.0408378 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,19),(9,23),-0.0378684 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,19),(9,25),-0.033915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,20),(9,21),-0.0513493 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,20),(9,22),-0.0427204 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,20),(9,23),-0.0427204 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,20),(9,25),-0.103683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,21),(9,22),-0.0570822 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,21),(9,23),-0.0570838 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,21),(9,25),-0.127673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,22),(9,23),-0.0378684 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,22),(9,25),-0.0349254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,23),(9,25),-0.000484618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,8),0.124373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,7),0.0574188 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,9),(9,6),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,5),-0.0641612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,2),-0.0658455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,1),-0.0658455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,-1),-0.0908261 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,8),(9,7),0.10592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,8),(9,6),-0.0649676 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,5),-0.064488 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,2),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,1),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,-1),-0.106912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,7),(9,6),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,-1),-0.0641281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,6),(9,5),-0.0641487 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,6),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,6),(9,2),-0.0642084 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,6),(9,1),-0.0642084 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,6),(9,-1),-0.0348813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,5),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,5),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,5),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,5),(9,-1),-0.0983486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,4),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,4),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,4),(9,-1),-0.0839656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,2),(9,1),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,2),(9,-1),-0.10583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,1),(9,-1),-0.104937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,11),-0.151317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,13),-0.0350028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,14),-0.0594754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,20),-0.074958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,25),0.229004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,11),(10,13),-0.0450417 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,14),-0.0366458 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,20),0.00752105 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,25),-0.10738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,13),(10,14),-0.0451885 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,20),-0.0421173 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,13),(10,25),-0.0179752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,14),(10,20),-0.0420691 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,25),-0.00728598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,20),(10,25),-0.0967559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,9),0.0738687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,8),0.0872705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,6),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,5),-0.0641612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,2),-0.0658456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,1),-0.0658456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,-1),-0.0924031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,9),(10,8),0.0267367 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,6),-0.0653586 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,5),-0.0644885 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,2),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,1),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,-1),-0.134737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,8),(10,6),-0.0653586 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,5),-0.0644885 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,2),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,1),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,-1),-0.135303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,6),(10,5),-0.0641487 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,6),(10,2),-0.0642084 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,6),(10,1),-0.0642084 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,6),(10,-1),-0.0278332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,5),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,5),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,5),(10,-1),-0.106977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,2),(10,1),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,2),(10,-1),-0.134221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,1),(10,-1),-0.133328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,25),-0.0847496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,11),(11,-1),-0.0597256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,13),(13,15),-0.0682263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,25),0.0473935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,15),(13,25),-0.0695461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,-1),-0.0656179 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,14),(14,15),-0.0519554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,16),-0.0509182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,17),-0.0543917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,18),-0.0450284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,19),-0.0450291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,20),0.00567617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,21),-0.0776325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,22),-0.0450284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,23),-0.0450285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,24),-0.0457838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,25),0.00963657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,15),(14,16),-0.0442566 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,18),-0.043617 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,19),-0.043617 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,20),-0.0483559 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,21),-0.0457768 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,22),-0.043617 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,23),-0.043617 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,24),-0.0494792 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,25),0.0537908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,16),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,18),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,19),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,20),-0.0443019 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,21),-0.0447473 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,22),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,23),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,24),-0.0430206 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,25),-0.0533752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,17),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,20),-0.042024 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,21),-0.0422038 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,25),-0.0494635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,18),(14,19),-0.0426338 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,20),-0.0385211 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,21),-0.0328718 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,22),-0.0426338 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,23),-0.0426338 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,24),-0.0423777 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,25),-0.0462063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,19),(14,20),-0.0385211 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,19),(14,21),-0.0328718 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,19),(14,22),-0.0426338 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,19),(14,23),-0.0426338 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,19),(14,24),-0.0423777 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,19),(14,25),-0.0462067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,20),(14,21),-0.0134768 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,20),(14,22),-0.0335432 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,20),(14,23),-0.0335432 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,20),(14,24),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,20),(14,25),-0.0511254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,21),(14,22),-0.0420653 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,21),(14,23),-0.0420653 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,21),(14,24),-0.047012 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,21),(14,25),-0.0493435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,22),(14,23),-0.0426338 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,22),(14,24),-0.0423777 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,22),(14,25),-0.0462063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,23),(14,24),-0.0423777 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,23),(14,25),-0.0462064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,24),(14,25),-0.0677525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,13),0.103244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,12),0.0893122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,11),0.122493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,10),0.165674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,9),0.171189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,8),0.168605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,7),0.0492071 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,14),(14,6),-0.0697588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,4),-0.0641589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,3),-0.0654385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,2),-0.0654385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,1),-0.0654385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,-1),-0.17407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,13),(14,12),0.108673 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,11),0.103571 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,10),0.0938277 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,9),0.0938277 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,8),0.0938277 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,7),0.112827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,13),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,-1),-0.101737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,12),(14,11),0.107446 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,10),0.102838 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,9),0.102839 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,8),0.102839 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,7),0.102851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,12),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,4),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,-1),-0.0519432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,11),(14,10),0.12213 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,9),0.122139 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,8),0.122139 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,7),0.14836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,11),(14,6),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,4),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,3),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,2),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,1),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,-1),-0.088784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,10),(14,9),0.0848964 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,8),0.0848905 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,7),0.115881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,10),(14,6),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,4),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,-1),0.00980013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,9),(14,8),0.086272 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,7),0.115881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,9),(14,6),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,4),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,-1),0.0139423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,8),(14,7),0.11542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,8),(14,6),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,8),(14,4),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,8),(14,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,8),(14,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,8),(14,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,8),(14,-1),0.0113568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,7),(14,6),-0.0642734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,4),-0.064251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,-1),-0.0421597 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,6),(14,4),-0.0645173 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,3),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,2),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,1),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,-1),-0.0486792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,4),(14,3),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,4),(14,2),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,4),(14,1),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,4),(14,-1),-0.088784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,3),(14,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,3),(14,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,3),(14,-1),0.0112253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,2),(14,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,2),(14,-1),0.015974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,1),(14,-1),0.0107763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,10),-0.122509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,11),0.0778621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,12),-0.0359268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,13),-0.0436391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,14),-0.0350131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,15),-0.0371222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,19),-0.129089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,20),-0.0240113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,21),-0.0276482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,22),-0.129071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,23),-0.123408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,25),0.125268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,10),(9,11),-0.00853322 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,12),-0.0421263 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,13),-0.0434026 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,14),-0.0421301 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,15),-0.0420879 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,19),-0.0599912 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,20),-0.0472585 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,21),-0.0536523 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,22),-0.0599912 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,23),-0.0599912 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,25),0.0170148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,11),(9,12),-0.0421845 # DEPENDENCYPART_GRANDSIBL
