# _root_ Grinned Griffith Peck , a trader in Shearson Lehman Hutton Inc. 's OTC department : `` I tell you , this market acts healthy . ''
#goldHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
#predictedHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
(14,10),(10,14),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,20),-0.0662643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,27),-0.106879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,15),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,18),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,27),-0.0380483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,16),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,16),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,16),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,16),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,16),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,16),(10,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,16),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,16),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,16),(10,27),-0.050721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,17),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,27),-0.0675302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,18),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,18),(10,20),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,18),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,18),(10,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,18),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,18),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,18),(10,27),-0.0665115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,19),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,19),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,19),(10,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,19),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,19),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,19),(10,27),-0.0667151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,20),(10,22),-0.0752145 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,20),(10,23),-0.0655656 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,20),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,20),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,20),(10,27),0.0993767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,22),(10,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,22),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,22),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,22),(10,27),-0.106956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,23),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,23),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,23),(10,27),-0.0423746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,25),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,25),(10,27),-0.0592943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,26),(10,27),-0.0655522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,9),-0.205694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,8),-0.203447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,7),0.0195556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,6),-0.0654837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,5),0.00720552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,3),-0.204798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,2),-0.203289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,-1),0.107949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,9),(10,8),-0.00484027 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,7),-0.0401595 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,6),-0.0280624 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,5),-0.0304746 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,3),-0.00360156 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,2),-0.00511077 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,-1),0.00994113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,8),(10,7),-0.0401595 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,6),-0.0280624 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,5),-0.0304746 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,3),-0.00387206 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,2),-0.00538126 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,-1),0.0100273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,7),(10,6),-0.0425931 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,5),-0.042057 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,3),-0.0450787 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,2),-0.0450787 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,-1),0.00505507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,6),(10,5),-0.0355241 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,3),-0.0414467 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,2),-0.0414467 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,-1),-0.0276745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,5),(10,3),-0.0436225 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,5),(10,2),-0.0436225 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,5),(10,-1),-0.00624923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,3),(10,2),-0.00538126 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,3),(10,-1),0.00994113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,2),(10,-1),0.00994113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.207684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.0854842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,27),-0.0117249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.100536 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,27),0.061867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,27),-0.0572741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,10),-0.167444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,9),-0.170933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,8),-0.168686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,7),0.0182161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,6),-0.0654849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,2),-0.168528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),0.0841613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,10),(11,9),0.0392312 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,8),0.0368258 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,7),-0.0399061 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,6),-0.0280348 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,2),0.0365553 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,-1),0.0521675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,9),(11,8),0.0344204 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,7),-0.0399061 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,6),-0.0280348 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,2),0.0341499 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,-1),0.0523233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,8),(11,7),-0.0399061 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,6),-0.0280348 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,2),0.0338794 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,-1),0.0524094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,7),(11,6),-0.0425931 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,2),-0.0450787 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,-1),0.00227397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,6),(11,2),-0.0414467 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,-1),-0.0277692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,2),(11,-1),0.0523233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.101574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,27),0.159671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,27),-0.0642645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,-1),0.0245947 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,27),-0.0219924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,15),(13,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,18),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,27),-0.0380483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,16),(13,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,27),-0.050721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,18),(13,27),-0.0665115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.0173736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,11),-0.193382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,10),-0.198306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,9),-0.201795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,8),-0.199548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.100691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,11),-0.0377192 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,10),-0.0370791 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,9),-0.0370791 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,8),-0.0370791 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),-0.021751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,11),(13,10),-0.00376772 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,9),-0.00109184 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,8),-0.00349722 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,-1),0.0282326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,10),(13,9),0.00237588 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,10),(13,8),-2.94992e-05 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,10),(13,-1),0.013272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,9),(13,8),-0.00243488 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,9),(13,-1),0.0134277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,8),(13,-1),0.0135138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,16),-0.0468152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,27),0.00511102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,16),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,27),-0.0448568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,18),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,14),0.0957882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,-1),-0.0473474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,-1),-0.0713447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,17),-0.042014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,27),-0.0185429 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,27),-0.042014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,-1),-0.0584321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,22),-0.0414341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,27),-0.0917591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,19),(17,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,22),(17,27),-0.0457993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,16),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,-1),-0.0655814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,16),(17,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,19),-0.0573379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,20),-0.0459471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,21),-0.0551946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,22),-0.0894631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,23),0.00534419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,24),-0.0419496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,25),-0.0433108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,26),-0.0439402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,27),0.0260724 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,20),-0.0426538 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,22),-0.0426407 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,23),-0.0423329 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,24),-0.0423974 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,26),-0.0379094 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,27),-0.0541049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,20),(18,21),-0.0420432 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,22),-0.0447884 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,23),-0.0373063 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,24),-0.0424152 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,26),-0.0383989 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,27),-0.0337639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,21),(18,22),-0.0423682 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,24),-0.0433074 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,27),-0.0522648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,22),(18,23),-0.042018 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,22),(18,24),-0.0420667 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,22),(18,25),-0.0420356 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,22),(18,26),-0.0364433 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,22),(18,27),-0.102166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,23),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,23),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,23),(18,26),-0.0371959 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,23),(18,27),0.00235677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,24),(18,25),-0.0421308 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,24),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,24),(18,27),-0.035591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,25),(18,26),-0.0445305 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,25),(18,27),-0.0498777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,26),(18,27),-0.0176321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,17),0.143638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,16),0.105913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,15),0.0958406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,14),0.103641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,18),(18,13),-0.0644372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,12),-0.064363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,11),-0.0644372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,10),-0.0644372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,9),-0.0644372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,8),-0.0644372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,7),-0.0680108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,6),-0.0686572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,3),-0.0644372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,1),-0.0641541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,-1),-0.19887 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,17),(18,16),0.100224 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,15),0.0989135 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,14),0.102875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,17),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,12),-0.0642528 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,7),-0.0648174 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,6),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,-1),0.00948592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,16),(18,15),0.102758 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,14),0.102895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,16),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,12),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,7),-0.0641712 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,6),-0.0646332 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,4),-0.0641504 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,-1),-0.0777993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,15),(18,14),0.10306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,15),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,-1),-0.0652469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,14),(18,13),-0.0641604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
