# _root_ The average discount rate on new three-month Treasury bills was 7.37 % , the lowest since the average of 7.36 % at the auction on Oct. 17 , 1988 .
#goldHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
#predictedHeads=4,4,4,10,4,9,9,9,5,0,12,10,10,15,10,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
(12,9),(9,4),(9,3),-0.0411345 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,4),(9,2),-0.0513683 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,4),(9,1),-0.0266373 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,4),(9,-1),-0.0228981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,3),(9,2),-0.0513683 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,3),(9,1),-0.0266373 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,3),(9,-1),-0.0228454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,2),(9,1),-0.0329622 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,2),(9,-1),-0.0922427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,1),(9,-1),0.015658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,11),0.0782335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,12),-0.0701948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,10),(10,13),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,14),-0.0643103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,15),-0.0658138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,16),-0.0716002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,18),-0.070136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,19),-0.0720841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,21),-0.0701948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,22),-0.0716702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,25),-0.0716012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,26),-0.069882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,28),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,31),-0.11271 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,11),(10,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,26),-0.0641712 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,30),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,31),-0.0854574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,12),(10,13),-0.0646013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,14),-0.0644608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,16),-0.0643237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,18),-0.064156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,19),-0.0643874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,21),-0.064156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,22),-0.0643266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,25),-0.0643237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,26),-0.0643712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,28),-0.0646013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,31),-0.0925715 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,13),(10,14),-0.0641598 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,16),-0.0699571 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,18),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,19),-0.0704923 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,21),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,22),-0.0702015 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,25),-0.0703078 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,26),-0.064369 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,31),-0.111376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,14),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,31),-0.0646472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,15),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,31),-0.0649916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,16),(10,18),-0.0644725 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,19),-0.064596 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,21),-0.0644725 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,22),-0.0646065 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,25),-0.064596 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,26),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,28),-0.0641591 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,31),-0.00991633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,18),(10,19),-0.0643845 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,21),-0.064156 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,22),-0.0643238 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,25),-0.0643209 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,26),-0.0643712 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,28),-0.0646013 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,31),-0.0878793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,19),(10,21),-0.0644725 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,22),-0.0646067 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,25),-0.0645961 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,26),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,28),-0.064164 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,31),-0.0116543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,21),(10,22),-0.0643266 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,21),(10,25),-0.0643237 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,21),(10,26),-0.0643712 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,21),(10,28),-0.0646013 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,21),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,21),(10,31),-0.0925715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,22),(10,25),-0.064596 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,22),(10,26),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,22),(10,28),-0.0641591 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,22),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,22),(10,31),-0.00862132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,25),(10,26),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,25),(10,28),-0.0641591 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,25),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,25),(10,31),-0.0183106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,26),(10,28),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,26),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,26),(10,31),-0.0247855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,28),(10,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,28),(10,31),-0.111376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,30),(10,31),-0.0665949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,9),-0.0965468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,8),0.00195517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,7),-0.0731822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,6),-0.0736606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,5),-0.0072119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,4),-0.0476961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,3),-0.0472116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,2),-0.0729522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,-1),0.0127505 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,9),(10,8),-0.0389827 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,7),-0.0422699 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,6),-0.0422699 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,5),-0.0523098 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,4),-0.040486 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,3),-0.040486 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,2),-0.0422699 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,-1),-0.127062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,8),(10,7),-0.0424425 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,6),-0.0424425 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,5),-0.0436248 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,4),-0.0441504 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,3),-0.0441504 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,2),-0.0424425 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,-1),0.00514474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,7),(10,6),-0.0420665 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,5),-0.0693172 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,4),-0.0377367 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,3),-0.0377366 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,2),-0.0420665 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,-1),-0.00918517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,6),(10,5),-0.0693172 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,4),-0.0377367 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,3),-0.0377366 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,2),-0.0420665 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,-1),-0.00967152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,5),(10,4),-0.0339887 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,3),-0.0339887 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,2),-0.0433219 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,-1),0.0151634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,4),(10,3),-0.0342732 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,2),-0.0459586 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,-1),-0.088692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,3),(10,2),-0.0459586 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,3),(10,-1),-0.0891695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,2),(10,-1),-0.00920649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,12),-0.0663473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,16),-0.0641538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,18),-0.0663473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,31),0.0478518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,31),-0.000595024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,18),-0.065151 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,31),-0.0615953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,14),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,16),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,31),-0.0509161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,15),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,31),-0.0641715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,31),-0.0964307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,18),(11,31),-0.0160013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,9),-0.0457497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,5),-0.0335795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,-1),0.145442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,9),(11,5),-0.042045 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,-1),-0.0467333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,5),(11,-1),-0.0376939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,14),-0.0420113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,31),-0.0160388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,31),-0.0420113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,-1),-0.0335821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,16),-0.0524325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0585841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,31),0.0954621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,16),(14,18),-0.042064 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,31),-0.0482204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,31),-0.0386939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.0877408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.1173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,-1),0.129565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,-1),-0.0759592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,-1),-0.0533681 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,16),-0.0295689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),-0.0467775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.0294934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),-0.0425803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,21),-0.0467775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,22),-0.0346204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,24),-0.0467775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,25),-0.034607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,31),-0.0164676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,18),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0422954 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,21),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,22),-0.0423467 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,24),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,25),-0.0422674 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,31),-0.0279853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.0424482 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,22),-0.0424482 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,25),-0.0424482 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,31),-0.0455243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,21),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,22),-0.0423426 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,24),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,25),-0.0422632 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,31),-0.0276183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,20),(15,21),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,24),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,31),-0.0424756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,21),(15,22),-0.0424482 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,25),-0.0424482 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,31),-0.0455243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,22),(15,24),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,25),-0.0422104 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,31),-0.0332333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,24),(15,25),-0.0424482 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,24),(15,31),-0.0455243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,25),(15,31),-0.0335949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.119934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,13),0.109534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,12),0.0978763 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,9),-0.0645472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,5),-0.0645487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,4),-0.0641596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.0487012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,14),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.0504377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,5),-0.0641957 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,-1),-0.0673585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.0689813 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,9),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
