# _root_ Excluding the $ 2 billion provision and allowing for the taxes Morgan paid , earnings were about 65 cents a share , Mr. Salem said .
#goldHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
#predictedHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
(18,1),(1,2),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,27),-0.0662628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,3),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,5),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,27),-0.0644831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,6),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,6),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,6),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,6),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,6),(1,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,6),(1,14),0.103069 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,6),(1,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,6),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,6),(1,27),-0.064599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,7),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,7),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,7),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,7),(1,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,7),(1,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,7),(1,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,7),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,7),(1,27),-0.0641809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,8),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,8),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,8),(1,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,8),(1,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,8),(1,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,8),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,8),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,9),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,9),(1,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,9),(1,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,9),(1,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,9),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,9),(1,27),-0.056347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,11),(1,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,11),(1,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,11),(1,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,11),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,11),(1,27),-0.065807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,13),(1,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,13),(1,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,13),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,13),(1,27),-0.0642785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,14),(1,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,14),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,14),(1,27),-0.0641473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,17),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,17),(1,27),-0.072754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,19),(1,27),-0.065807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,1),(1,-1),-0.0796306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,9),(9,10),0.101597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,11),0.152645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,12),0.0953121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,13),0.101242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,14),0.100455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,15),0.152643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,16),0.101241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,27),0.0646439 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,10),(9,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,27),-0.0681355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,11),(9,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,27),-0.0567841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,12),(9,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,27),-0.0726032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,13),(9,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,13),(9,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,13),(9,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,13),(9,27),-0.070213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,14),(9,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,14),(9,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,14),(9,27),-0.0673555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,15),(9,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,15),(9,27),-0.0567863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,16),(9,27),-0.0706788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,9),(9,8),-0.0549654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,-1),-0.0458058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,8),(9,-1),-0.0556211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,16),0.103047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,17),0.102604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,18),-0.0649224 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,15),(15,19),-0.0641526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,24),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,27),-0.0648863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,16),(15,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,16),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,27),-0.0641777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,17),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,17),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,27),-0.0643922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,18),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,27),-0.0971183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,19),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,27),-0.0642973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,21),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,27),-0.0719203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,24),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,24),(15,27),-0.0649468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,25),(15,27),-0.0641774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,14),-0.0487592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,13),-0.0427534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,12),-0.0396595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,11),-0.0455256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,10),-0.0422463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,-1),-0.0743764 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,14),(15,13),-0.0420426 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,12),-0.0421213 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,11),-0.0423829 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,-1),-0.0434751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,13),(15,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,-1),-0.0426723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,12),(15,11),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,-1),-0.0417981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,11),(15,10),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,-1),-0.0427101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,10),(15,-1),-0.0423518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,17),0.103306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,18),-0.064824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,19),-0.0644494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,21),-0.064312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,24),-0.0645822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,25),-0.0650241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,27),-0.0671644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,17),(16,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,17),(16,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,27),-0.0692097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,18),(16,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,27),-0.0678863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,19),(16,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,27),-0.0510488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,21),(16,22),-0.0641477 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,21),(16,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,21),(16,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,21),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,21),(16,27),-0.0631222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,22),(16,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,22),(16,25),-0.0644386 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,22),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,22),(16,27),-0.0688803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,24),(16,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,24),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,24),(16,27),-0.0832536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,25),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,25),(16,27),-0.065338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,26),(16,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,15),-0.0362152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,14),-0.0488722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,13),-0.0425125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,12),-0.030523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,11),-0.0362152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,10),-0.0426626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,9),-0.0135575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,8),-0.0196005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,7),-0.0449544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,6),-0.0237943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,5),-0.0649163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,3),-0.0571219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,2),-0.0426626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,1),-0.0196005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,-1),-0.057081 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,15),(16,14),-0.0429263 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,9),-0.0442586 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,7),-0.0425869 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,6),-0.0402366 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,3),-0.0420141 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,-1),-0.0323958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,14),(16,13),-0.0424205 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,12),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,11),-0.042012 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,9),-0.0435666 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,8),-0.0430331 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,7),-0.035194 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,6),-0.0420474 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,1),-0.0430331 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,-1),-0.0457533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,13),(16,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,-1),-0.0436533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,12),(16,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,9),-0.0379617 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,7),-0.0420563 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,-1),-0.0415847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,11),(16,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,9),-0.0442586 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,7),-0.0425869 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,6),-0.0402366 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,3),-0.0420141 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,-1),-0.0323958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,10),(16,9),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,-1),-0.0421061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,9),(16,8),-0.0427292 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,9),(16,7),-0.0344502 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,9),(16,6),-0.0432219 # DEPENDENCYPART_GRANDSIBL
