# _root_ The comparable lead times for the Commerce index , whose components include the stock market , are far shorter -- 10 months before recessions and only three months before recoveries .
#goldHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,17,22,23,22,28,28,25,28,29,17,
#predictedHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,23,17,23,24,28,26,25,17,29,17,
(19,12),(12,17),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,17),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,17),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,17),(12,32),-0.0641469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,18),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,18),(12,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,32),-0.0642296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,19),(12,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,32),-0.0641623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,20),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,32),-0.0641612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,21),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,21),(12,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,21),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,21),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,21),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,21),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,21),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,21),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,21),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,21),(12,32),-0.0641491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,22),(12,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,22),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,22),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,22),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,22),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,22),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,22),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,22),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,22),(12,32),-0.0679763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,23),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,23),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,23),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,23),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,23),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,23),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,23),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,23),(12,32),-0.0648609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,24),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,24),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,24),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,24),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,24),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,24),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,24),(12,32),-0.0679763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,25),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,25),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,25),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,25),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,25),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,25),(12,32),-0.0642409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,26),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,26),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,26),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,26),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,26),(12,32),-0.0642216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,28),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,28),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,28),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,28),(12,32),-0.0679763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,29),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,29),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,29),(12,32),-0.0648609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,30),(12,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,30),(12,32),-0.0679763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,31),(12,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,12),(12,11),-0.0439706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,8),-0.0456887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,6),-0.0420652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,5),-0.0420219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,4),-0.0439706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,2),-0.0421036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,1),-0.0420652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,-1),-0.044095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,11),(12,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,9),-0.0431386 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,-1),-0.0437705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,10),(12,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,9),(12,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,9),(12,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,9),(12,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,9),(12,5),-0.0431389 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,9),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,9),(12,2),-0.0420766 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,9),(12,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,9),(12,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,8),(12,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,8),(12,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,8),(12,5),-0.0423895 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,8),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,8),(12,2),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,8),(12,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,8),(12,-1),-0.0438974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,7),(12,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,7),(12,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,7),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,7),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,7),(12,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,7),(12,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,6),(12,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,6),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,6),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,6),(12,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,6),(12,-1),-0.0420647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,5),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,5),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,5),(12,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,5),(12,-1),-0.0439063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,4),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,4),(12,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,4),(12,-1),-0.0437705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,2),(12,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,2),(12,-1),-0.042191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,1),(12,-1),-0.0420647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,13),(13,17),0.103024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,13),(13,32),-0.0583043 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,13),(13,17),(13,32),-0.0641917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,13),(13,-1),0.0111719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,14),(14,14),(14,17),0.103054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,14),(14,14),(14,32),-0.0936384 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,14),(14,17),(14,32),-0.0671792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,14),(14,14),(14,13),-0.0361254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,14),(14,14),(14,-1),-0.141791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,14),(14,13),(14,-1),-0.0546137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,15),(15,16),0.0994556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,17),0.103054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,18),0.102097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,19),-0.0641499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,15),(15,15),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,32),-0.0937688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,15),(15,16),(15,17),0.103069 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,18),0.102401 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,16),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,32),-0.0645118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,17),(15,18),0.103069 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,17),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,17),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,17),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,17),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,17),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,17),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,17),(15,32),-0.0671792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,18),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,18),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,18),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,18),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,18),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,18),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,18),(15,32),-0.0669036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,19),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,19),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,19),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,19),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,19),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,19),(15,32),-0.0654479 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,15),(15,20),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,20),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,20),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,20),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,20),(15,32),-0.0642727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,22),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,22),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,22),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,22),(15,32),-0.0642097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,23),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,23),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,23),(15,32),-0.0722704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,24),(15,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,24),(15,32),-0.0642097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,31),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,15),(15,14),-0.051566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,13),-0.0361254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,12),-0.0420114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,11),-0.0420156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,8),-0.0506919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,6),-0.0361254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,5),-0.0630131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,4),-0.0420156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,-1),-0.141755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,15),(15,14),(15,13),-0.0421495 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,8),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,6),-0.0421495 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,5),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,-1),-0.053884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,13),(15,12),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,8),-0.042025 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,5),-0.0433114 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,-1),-0.0554877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,12),(15,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,12),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,12),(15,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,12),(15,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,12),(15,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,12),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,12),(15,-1),-0.0420151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,11),(15,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,11),(15,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,11),(15,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,11),(15,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,11),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,11),(15,-1),-0.0420146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,10),(15,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,10),(15,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,10),(15,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,10),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,10),(15,-1),-0.0420112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,8),(15,6),-0.0421495 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,8),(15,5),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,8),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,8),(15,-1),-0.053884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,6),(15,5),-0.0433114 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,6),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,6),(15,-1),-0.0554877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,5),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,5),(15,-1),-0.0786922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,4),(15,-1),-0.0420146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,16),(16,32),-0.0606231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,16),(16,16),(16,-1),-0.0355223 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,17),(17,18),0.102916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,19),-0.0641503 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,17),(17,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,22),-0.0641688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,23),-0.0647972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,24),-0.0641688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,25),-0.0642266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,28),-0.0641688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,29),-0.0647972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,30),-0.0641688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
