# _root_ Consider Gap Inc. , whose latest ad campaign features black-and-white shots of Hollywood stars , artists and other well-known personalities modeling the retailer 's jeans and T-shirts .
#goldHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,19,20,17,14,23,25,23,21,25,26,1,
#predictedHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,20,20,17,20,23,25,23,21,25,26,1,
(11,17),(17,17),(17,20),0.210701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,21),-0.0730159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,23),0.242024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,25),0.210704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,26),-0.0167429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,27),0.210215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,29),-0.292469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,18),(17,19),-0.0421847 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,20),-0.044595 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,23),-0.0429251 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,25),-0.044595 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,26),-0.042127 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,27),-0.044595 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,29),0.00269655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,19),(17,20),-0.0445948 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,23),-0.0429251 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,25),-0.0445948 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,26),-0.042127 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,27),-0.0445948 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,29),0.00192909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,20),(17,21),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,23),-0.0515031 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,25),-0.0525953 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,26),-0.0505358 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,27),-0.0525953 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,29),0.345836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,21),(17,23),-0.0425558 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,25),-0.0423363 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,27),-0.0423363 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,29),-0.0832158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,23),(17,25),-0.0445941 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,23),(17,26),-0.0441493 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,23),(17,27),-0.0445941 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,23),(17,29),0.263633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,25),(17,26),-0.0505358 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,25),(17,27),-0.0525953 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,25),(17,29),0.345839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,26),(17,27),-0.0436854 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,26),(17,29),-0.0166369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,27),(17,29),0.345349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,-1),-0.00518968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,18),(18,19),-0.0384221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,20),-0.0264758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,29),0.103062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,19),(18,20),-0.042094 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,29),0.0415907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,20),(18,29),-0.0318304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,-1),0.151633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,19),(19,21),-0.0439889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,29),0.0358737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,21),(19,29),-0.0492289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,19),(19,18),0.108251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,-1),0.0931249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,18),(19,-1),-0.0399799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,21),-0.0293721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,23),-0.0934615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,24),-0.0455668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,25),-0.0580077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,26),0.0281551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,27),-0.0580077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,29),-0.0110185 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,21),(20,23),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,24),-0.042055 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,25),-0.042085 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,26),-0.0403118 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,27),-0.042085 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,29),-0.0523015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,23),(20,24),-0.0432771 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,23),(20,25),-0.0423561 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,23),(20,26),-0.0470745 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,23),(20,27),-0.0423561 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,23),(20,29),-0.0536074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,24),(20,25),-0.042173 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,24),(20,26),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,24),(20,27),-0.042173 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,24),(20,29),-0.0507075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,25),(20,26),-0.0571204 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,25),(20,27),-0.042718 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,25),(20,29),0.0751119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,26),(20,27),-0.0548915 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,26),(20,29),0.254197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,27),(20,29),0.0751119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,19),0.116634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,18),0.120664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,16),0.0898511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,13),0.108693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,10),-0.0647441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,6),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,-1),0.0205443 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,19),(20,18),0.0997436 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,16),0.09868 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,13),0.103083 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,-1),-0.0523559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,18),(20,16),0.09868 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,13),0.10268 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,-1),-0.0564302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,16),(20,13),0.102504 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,-1),-0.0933754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,13),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,13),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,13),(20,-1),-0.0792929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,10),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,10),(20,-1),-0.0523557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,6),(20,-1),-0.0693965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,21),(21,22),-0.0474258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,23),-0.0110343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,24),-0.0440588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,25),-0.036089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,26),-0.0618685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,27),-0.036089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,29),-0.219945 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,22),(21,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,25),-0.0422339 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,27),-0.0422339 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,29),-0.0516023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,23),(21,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,25),-0.0449289 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,26),-0.0424632 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,27),-0.0449289 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,28),-0.0422819 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,29),0.0107078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,24),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,29),-0.0473465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,25),(21,26),-0.0769007 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,25),(21,27),-0.0447308 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,25),(21,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,25),(21,29),-0.0447225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,26),(21,27),-0.0458552 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,26),(21,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,26),(21,29),-0.125392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,27),(21,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,27),(21,29),-0.0447225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,28),(21,29),-0.0429983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,21),(21,20),0.0918276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,19),0.0928603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,18),0.0928569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,16),0.0918276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,14),0.0918276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,1),-0.0642603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,-1),0.173268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,20),(21,19),0.103047 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,18),0.103046 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,-1),-0.0885168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,19),(21,18),0.103067 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,-1),-0.0619302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,18),(21,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,-1),-0.0619355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,16),(21,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,16),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,16),(21,-1),-0.0885168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,14),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,14),(21,-1),-0.0885168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,1),(21,-1),-0.0659797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,23),(23,24),-0.0524557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,25),-0.0526618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,26),0.023831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,27),-0.0526618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,29),0.138847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,24),(23,25),-0.0420278 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,24),(23,26),-0.0422523 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,24),(23,27),-0.0420278 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,24),(23,29),-0.049328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,25),(23,26),-0.0441172 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,25),(23,27),-0.0420251 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,25),(23,29),-0.0103164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,26),(23,27),-0.0421925 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,26),(23,29),0.123392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,27),(23,29),-0.0103164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,23),(23,22),0.0911384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,21),0.0816583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,19),0.0818587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,18),0.081836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,-1),-0.036597 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,22),(23,21),0.103066 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,19),0.10783 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,18),0.10783 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,-1),-0.145133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,21),(23,19),0.102801 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,18),0.102801 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,-1),-0.0822487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,19),(23,18),0.120273 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,19),(23,-1),0.00103959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,18),(23,-1),0.000990875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,24),(24,24),(24,25),-0.0502901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,24),(24,24),(24,29),0.00654653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,24),(24,25),(24,29),-0.0502829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,24),(24,24),(24,-1),0.0798317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,25),(25,25),(25,26),0.0281551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,27),-0.0580077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,28),-0.0388418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,29),-0.0110139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,25),(25,26),(25,27),-0.0548915 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,26),(25,28),-0.042012 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,26),(25,29),0.254197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,27),(25,28),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,27),(25,29),0.0751119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,28),(25,29),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,25),(25,24),0.23191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,23),0.0770134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,22),0.149871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,21),0.10475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,20),0.0898511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,19),0.116634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,18),0.120664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,25),(25,25),(25,-1),0.0205443 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,25),(25,24),(25,23),0.103055 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,24),(25,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,24),(25,21),0.103055 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,24),(25,20),0.103018 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,24),(25,19),0.102274 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,24),(25,18),0.102206 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,24),(25,-1),0.0546006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,23),(25,22),0.0973385 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,23),(25,21),0.0994988 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,23),(25,20),0.0990199 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,23),(25,19),0.0959638 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,23),(25,18),0.0959588 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,23),(25,-1),-0.0689963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,22),(25,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,22),(25,20),0.103063 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,22),(25,19),0.10272 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,22),(25,18),0.10272 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,22),(25,-1),-0.0434029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,21),(25,20),0.103052 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,21),(25,19),0.102663 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,21),(25,18),0.102662 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,21),(25,-1),-0.0644095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,20),(25,19),0.0992761 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,20),(25,18),0.0992709 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,20),(25,-1),-0.0933754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,19),(25,18),0.0997436 # DEPENDENCYPART_GRANDSIBL
(11,25),(25,19),(25,-1),-0.0523559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,25),(25,18),(25,-1),-0.0564302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,26),(26,26),(26,27),0.210215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,26),(26,26),(26,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,26),(26,26),(26,29),-0.292469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,26),(26,27),(26,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,26),(26,27),(26,29),0.345349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,26),(26,28),(26,29),-0.04333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,26),(26,26),(26,-1),-0.00518968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,28),(28,28),(28,29),-0.0146728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,28),(28,28),(28,-1),-0.027937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,14),-0.0643737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,15),-0.147298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,16),-0.0643737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,17),0.030548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,29),0.269872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,15),-0.0493341 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,16),-0.0420758 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,17),-0.0464406 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,29),-0.0407932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,15),(13,16),-0.0152032 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,17),-0.101854 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,29),-0.107254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,16),(13,17),-0.0464406 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,29),-0.0419523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,17),(13,29),-0.129182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,-1),-0.0843638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),-0.180774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.118959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.100864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),0.0348844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),0.0297151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.118959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0780068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),-0.0742349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,24),-0.0852761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,25),-0.118959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,26),-0.100864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
