# _root_ The cold guys in the set were Will Clark , Kevin Mitchell and Matt Williams , the Giants ' 3-4-5 hitters .
#goldHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,9,18,21,18,21,9,7,
#predictedHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,12,18,21,18,21,12,7,
(14,21),(21,20),(21,18),0.104583 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,17),0.109664 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,15),0.104583 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,14),0.104583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,20),(21,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,-1),-0.0361181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,19),(21,18),0.103062 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,15),0.103062 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,14),0.103062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,19),(21,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,-1),-0.0329477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,18),(21,17),0.116783 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,15),0.100149 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,14),0.100149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,18),(21,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,5),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,4),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,-1),-0.0907704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,17),(21,15),0.103067 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,14),0.103067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,17),(21,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,-1),-0.0214773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,15),(21,14),0.100149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,15),(21,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,5),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,4),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,-1),-0.0907704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,14),(21,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,5),-0.0641499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,4),-0.0641467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,-1),-0.0907704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,12),(21,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,12),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,12),(21,5),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,12),(21,4),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,12),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,12),(21,-1),-0.0907704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,11),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,11),(21,5),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,11),(21,4),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,11),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,11),(21,-1),-0.0907704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,9),(21,5),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,9),(21,4),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,9),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,9),(21,-1),-0.0907704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,5),(21,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,5),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,5),(21,-1),-0.0214773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,4),(21,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,4),(21,-1),-0.0639145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,3),(21,-1),-0.0719601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,22),(22,22),(22,23),0.0496269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,22),(22,22),(22,21),0.102988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,22),(22,22),(22,-1),0.0199943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,22),(22,21),(22,-1),-0.0642277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,1),(1,4),0.105224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,23),0.148846 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,1),(1,4),(1,23),-0.0772676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,1),(1,-1),0.154563 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,3),(3,4),0.109579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,5),0.0981291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,6),0.100931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,7),0.113484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,8),0.104594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,9),0.104595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,10),0.0933553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,12),0.104595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,13),0.108573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,15),-0.0642891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,3),(3,16),-0.0644884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,18),-0.0642891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,19),-0.0641609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,21),-0.0641851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,23),-0.0780272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,4),(3,5),0.103064 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,6),0.102958 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,7),0.103069 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,8),0.102897 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,9),0.102897 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,10),0.102613 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,12),0.102897 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,13),0.103065 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,4),(3,16),-0.0642676 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,23),-0.0639145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,5),(3,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,8),0.103067 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,9),0.103067 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,10),0.103059 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,12),0.103067 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,5),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,23),-0.0214773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,6),(3,7),0.103061 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,8),0.101304 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,9),0.101304 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,10),0.102422 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,12),0.101304 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,13),0.103052 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,6),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,23),-0.0797116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,7),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,10),0.10306 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,7),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,23),-0.0539445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,8),(3,9),0.100149 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,10),0.102629 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,12),0.100149 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,13),0.103054 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,8),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,23),-0.0907723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,9),(3,10),0.102629 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,12),0.100149 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,13),0.103054 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,9),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,23),-0.0907704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,10),(3,12),0.101185 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,13),0.102419 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,15),-0.0643346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,10),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,18),-0.0643346 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,21),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,23),-0.0696893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,12),(3,13),0.103054 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,12),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,23),-0.0907704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,13),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,13),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,23),-0.0594392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,15),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,23),-0.0907704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,16),(3,18),-0.0643346 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,16),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,16),(3,21),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,16),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,16),(3,23),-0.0696893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,18),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,18),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,18),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,18),(3,23),-0.0907704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,19),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,19),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,19),(3,23),-0.0329477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,21),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,21),(3,23),-0.0719601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,22),(3,23),-0.0641476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,3),(3,2),-0.0230327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,1),-0.00919556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,-1),-0.0639245 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,2),(3,1),-0.043361 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,2),(3,-1),-0.0469752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,1),(3,-1),-0.0131455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,5),(5,23),0.148846 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,5),(5,5),(5,4),-0.0522549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,-1),0.154563 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,5),(5,4),(5,-1),-0.0534778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,6),(6,7),0.104659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,8),0.135216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,9),0.135221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,10),0.090953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,12),0.135223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,13),0.0668041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,23),0.00379186 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,7),(6,8),0.102442 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,9),0.102442 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,10),0.102975 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,12),0.102442 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,23),-0.0576024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,8),(6,9),0.120516 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,10),0.0918328 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,12),0.120516 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,13),0.10222 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,23),-0.0450529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,9),(6,10),0.0918331 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,12),0.120515 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,13),0.10222 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,23),-0.0450569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,10),(6,12),0.0703476 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,13),0.102644 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,23),-0.0492925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,12),(6,13),0.10222 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,12),(6,23),-0.0450443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,13),(6,23),-0.108206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,6),(6,5),-0.0897895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,4),-0.00145814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,3),-0.0332689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,2),-0.0601923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,1),-0.0897895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,-1),-0.0274572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,5),(6,4),-0.0421187 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,3),-0.0420225 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,1),-0.0420281 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,-1),-0.0848646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,4),(6,3),-0.046553 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,4),(6,2),-0.0378827 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,4),(6,1),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,4),(6,-1),-0.0317803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,3),(6,2),-0.042025 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,3),(6,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,3),(6,-1),-0.0682831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,2),(6,1),-0.0464368 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,2),(6,-1),-0.04399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,1),(6,-1),-0.0848646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,8),(8,9),0.211236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,10),0.116629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,11),0.211239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,12),0.211239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,13),0.0977911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,15),-0.0792021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,8),(8,16),-0.0651792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,21),-0.0668152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,22),-0.0641537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,23),0.148408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,9),(8,10),0.0856075 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,11),0.086813 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,12),0.086813 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,13),0.0982564 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,15),-0.0642456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,9),(8,16),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,22),-0.0641603 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,23),-0.00206228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,10),(8,11),0.0778693 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,12),0.0778693 # DEPENDENCYPART_GRANDSIBL
