# _root_ Bear Stearns 's chief economist , Lawrence Kudlow , in the Sept. 29 issue of the firm 's Global Spectator :
#goldHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
#predictedHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
(12,7),(7,13),(7,22),-0.0588852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,14),(7,15),-0.0642942 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,22),-0.0750407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,15),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,18),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,21),-0.0641639 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,22),-0.0212463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,17),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,17),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,17),(7,22),-0.075042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,18),(7,21),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,18),(7,22),0.00272386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,21),(7,22),-0.0705018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,6),0.0778939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,5),-0.023319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,4),-0.0701958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,2),-0.130199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,-1),0.142155 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,6),(7,5),-0.152927 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,4),-0.0365077 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,2),0.097302 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,-1),-0.0851788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,5),(7,4),-0.04208 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,2),-0.0440228 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,-1),-0.11271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,4),(7,2),-0.0429451 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,4),(7,-1),-0.0491702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,2),(7,-1),0.0302748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,9),0.117351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,10),0.185214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,11),0.114563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,12),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,8),(8,13),-0.0641774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,14),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,15),-0.0754165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,17),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,18),-0.0654802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,20),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,21),-0.0641542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,22),0.15187 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,9),(8,10),0.109996 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,12),-0.0700439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,9),(8,13),-0.066043 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,14),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,15),-0.0644044 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,17),-0.0673917 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,20),-0.0700439 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,21),-0.064279 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,22),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,10),(8,11),0.102244 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,12),-0.0641486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,10),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,15),-0.0649412 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,20),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,21),-0.0641558 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,22),-0.034687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,11),(8,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,11),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,22),-0.0507166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,12),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,14),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,15),-0.0643603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,17),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,18),-0.0642375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,20),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,22),-0.00339537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,13),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,22),-0.0588852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,14),(8,15),-0.0642942 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,20),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,22),-0.0750407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,15),(8,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,15),(8,18),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,15),(8,20),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,15),(8,21),-0.0641639 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,15),(8,22),-0.0212454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,17),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,17),(8,20),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,17),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,17),(8,22),-0.075042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,18),(8,20),-0.0642549 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,18),(8,21),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,18),(8,22),0.00272386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,20),(8,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,20),(8,22),-0.00339537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,21),(8,22),-0.0705018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,7),-0.129832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,6),0.0778948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,5),-0.023319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,4),-0.0701958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,2),-0.130195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,1),-0.128636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,-1),0.137376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,7),(8,6),-0.0193778 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,5),-0.0462316 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,4),-0.0483029 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,2),-0.0587618 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,1),-0.0587667 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,-1),0.0307161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,6),(8,5),-0.152927 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,4),-0.0365077 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,2),0.097303 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,1),0.0970655 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,-1),-0.0851788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,5),(8,4),-0.04208 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,2),-0.0440228 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,1),-0.0440228 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,-1),-0.11271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,4),(8,2),-0.0429451 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,4),(8,1),-0.0429451 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,4),(8,-1),-0.0491702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,2),(8,1),-0.0587715 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,2),(8,-1),0.03028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,1),(8,-1),0.031584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,10),0.10291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,22),0.0175122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,22),-0.0643054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0373145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),0.0837267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,-1),-0.052273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,12),-0.0643889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,22),0.146205 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,13),-0.0642673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,22),-0.0642223 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,22),-0.0406591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,-1),0.151955 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,14),-0.0534221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,15),-0.0617401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,17),-0.0534221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,22),0.302329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,15),-0.0422904 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,22),-0.0634043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,15),(13,17),-0.0420142 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,22),-0.0679683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,17),(13,22),-0.0634043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,12),0.108796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),0.0664967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),-0.0580557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,11),(13,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.0665017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,10),(13,-1),-0.088096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),0.0356366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.0611318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0412416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),-0.0507647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.0507647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0240353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),-0.0347199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,17),-0.0627442 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0433922 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0748621 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),-0.0748621 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.0454466 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,22),0.0256457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,19),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,21),-0.0334029 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,22),-0.0834928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.0426326 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,20),-0.0426326 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,22),-0.0505209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,21),-0.0423792 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,22),-0.112064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,21),-0.0423792 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,22),-0.112064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,21),(14,22),-0.00109919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.125812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.135461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,10),-0.0641847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,9),-0.0641629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,8),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,7),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,6),-0.0641629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,4),-0.0650345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,2),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.00486732 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.100415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.0561704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,11),-0.0687339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,10),-0.0642591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,9),-0.0641701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,8),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,7),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,6),-0.0641701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,2),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.0458333 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,11),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,4),-0.064148 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.0302542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,10),(14,9),-0.0641966 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,8),-0.0642019 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,7),-0.0642019 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,6),-0.0641966 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,2),-0.0642019 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,-1),-0.0989009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,9),(14,8),-0.0651247 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,7),-0.0651247 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,4),-0.0641591 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,2),-0.0651247 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,-1),-0.0495298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,8),(14,7),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,6),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,2),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,-1),-0.0458333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,7),(14,6),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,2),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,-1),-0.0458333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,6),(14,4),-0.0641591 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,2),-0.0651247 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,-1),-0.0495298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,4),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,4),(14,-1),-0.0437165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,2),(14,-1),-0.0455541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,17),-0.0559049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),-0.0423561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),0.15239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),0.151863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,21),-0.0432507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,22),-0.166543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,17),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,19),-0.0422114 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,20),-0.0422114 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,21),-0.0468004 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,22),-0.062223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,21),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,22),-0.042358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,20),-0.04961 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,21),-0.0491939 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,22),0.144782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,20),(15,21),-0.0491939 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,22),0.144254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,21),(15,22),-0.0498437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,13),0.0959575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),0.000855249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,13),(15,-1),-0.0712514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),-0.0412574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),-0.0519505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),-0.0519505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,21),-0.0240353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
