# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,3,19,12,13,16,14,16,16,11,19,20,3,
(14,18),(18,13),(18,10),-0.0647203 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,6),-0.0647203 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,4),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,-1),-0.0740833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,12),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,-1),-0.0668973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,10),(18,9),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,3),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,-1),-0.0700075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,9),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,-1),-0.064223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,7),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,-1),-0.0641535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,6),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,3),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,-1),-0.0700075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,5),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,-1),-0.0558251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,4),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,4),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,4),(18,-1),-0.0169493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,3),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,3),(18,-1),-0.0642287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,1),(18,-1),-0.0645615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,20),-0.0461564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,21),-0.0642058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,22),-0.0448784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,23),-0.00825017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,20),(19,21),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,22),-0.0385361 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,23),-0.0343077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,21),(19,22),-0.042773 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,23),-0.0681578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,22),(19,23),-0.0707339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,18),0.100077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,17),0.0890102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,16),0.102119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,15),0.222273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,14),0.0863564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,19),(19,13),-0.0748243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,12),-0.0643338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,11),-0.0644482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,10),-0.0641465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,9),-0.0664053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,8),-0.0641844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,6),-0.0641465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,5),-0.0653252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,4),-0.0653417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,3),-0.0664057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,2),-0.0641759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),-0.172148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,18),(19,17),0.103045 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,15),0.10297 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,14),0.103026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,18),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,11),-0.0641504 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,9),-0.064281 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,3),-0.0644163 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,1),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,-1),-0.0695087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,16),0.103025 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,15),0.0890421 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,14),0.102201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,13),-0.064152 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,11),-0.0641683 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,9),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,3),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,-1),-0.0622232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,15),0.103054 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,14),0.103067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,-1),-0.0649074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,15),(19,14),0.102834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,15),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,11),-0.0641473 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,10),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,6),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,-1),0.0163565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,14),(19,13),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,12),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,11),-0.0641508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,5),-0.0642812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,1),-0.0641754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,-1),-0.0710742 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,13),(19,12),-0.064148 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,11),-0.0641566 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,10),-0.064155 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,6),-0.064155 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,-1),-0.0834051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,12),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,-1),-0.0668707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,11),(19,10),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,6),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,-1),-0.0737711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,10),(19,9),-0.0652892 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,5),-0.0642109 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,4),-0.0647604 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,3),-0.0653206 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,-1),-0.0809287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,9),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,-1),-0.0590476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,8),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,-1),0.0216358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,7),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,-1),-0.0653495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,6),(19,5),-0.0642109 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,4),-0.0647604 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,3),-0.0653206 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,-1),-0.0809287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,5),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,5),(19,3),-0.0644163 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,5),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,5),(19,1),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,5),(19,-1),-0.0695087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,4),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,4),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,4),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,4),(19,-1),-0.084622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,3),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,3),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,3),(19,-1),-0.0630455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,2),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,2),(19,-1),0.0577762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,1),(19,-1),-0.0696066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,21),-0.0618714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,23),-0.0619188 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,21),(20,22),-0.0421964 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,23),-0.0616761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,22),(20,23),-0.0427141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,18),0.100408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,17),0.131131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,15),0.121137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,13),-0.0686538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,-1),-0.237723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,18),(20,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,-1),-0.0674358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,17),(20,15),0.103065 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,-1),-0.0569562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,15),(20,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,15),(20,-1),-0.0468896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,13),(20,-1),-0.0518063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,22),-0.0388418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,23),-0.0253128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,22),(21,23),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,20),0.0999329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,18),0.092071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,17),0.0773167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,1),-0.0641709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,-1),0.012503 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,20),(21,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,17),0.103063 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,-1),-0.0678593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,18),(21,17),0.105656 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,-1),-0.0675381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,17),(21,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,-1),-0.0690084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,1),(21,-1),-0.0650149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,22),(22,22),(22,23),-0.0108933 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,22),(22,22),(22,-1),-0.0239422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,16),-0.0653406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,17),-0.0643867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,18),-0.0641662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,19),-0.0645467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,20),-0.064182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
