# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,16,29,30,33,31,3,
(5,20),(20,25),(20,30),-0.0228541 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,25),(20,33),-0.0369287 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,25),(20,35),-0.0467142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,26),(20,28),-0.0422956 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,26),(20,30),-0.0591665 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,26),(20,33),-0.0421528 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,26),(20,35),0.0241757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,28),(20,30),-0.0458166 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,28),(20,33),-0.0426896 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,28),(20,35),0.00194089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,30),(20,33),-0.0457705 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,30),(20,35),-0.0088092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,33),(20,35),0.0694753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,20),(20,19),0.0974129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,17),0.0845944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,-1),-0.0311805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,20),(20,19),(20,17),0.102381 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,19),(20,-1),-0.0710907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,17),(20,-1),0.0146669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,21),(21,22),-0.0314477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,23),-0.0312047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,24),-0.0420318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,25),-0.0420204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,26),-0.0420587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,27),-0.0312008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,28),-0.0312047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,29),-0.0436621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,30),-0.0434721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,31),-0.0453393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,32),-0.0375275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,35),-0.0735175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,21),(21,22),(21,23),-0.0288782 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,24),-0.00994144 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,25),-0.0457428 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,26),-0.0422217 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,27),-0.0272843 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,28),-0.0288782 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,29),-0.0421337 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,30),-0.0384049 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,31),-0.0293341 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,32),-0.0272843 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,34),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,35),-0.0574567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,23),(21,24),-0.0105063 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,25),-0.0457428 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,26),-0.0422217 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,27),-0.0270403 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,28),-0.0286342 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,29),-0.0421967 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,30),-0.0339639 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,31),-0.0262515 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,32),-0.0270403 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,34),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,35),-0.0626876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,24),(21,25),0.00514242 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,26),-0.0437469 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,27),-0.0420227 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,28),-0.0420256 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,29),-0.0327487 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,30),-0.0441928 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,31),-0.0592489 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,32),-0.0420227 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,35),-0.0304072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,25),(21,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,29),-0.0420168 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,30),-0.0420237 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,31),-0.0422087 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,35),-0.0071076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,26),(21,27),-0.0311434 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,26),(21,28),-0.0311434 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,26),(21,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,26),(21,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,26),(21,31),-0.0421328 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,26),(21,32),-0.0311438 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,26),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,26),(21,35),-0.0508632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,27),(21,28),-0.0286342 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,27),(21,29),-0.0421337 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,27),(21,30),-0.0384049 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,27),(21,31),-0.0293341 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,27),(21,32),-0.0270403 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,27),(21,34),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,27),(21,35),-0.0574546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,28),(21,29),-0.0421967 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,28),(21,30),-0.0339639 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,28),(21,31),-0.0262515 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,28),(21,32),-0.0270403 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,28),(21,34),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,28),(21,35),-0.0626876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,29),(21,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,29),(21,31),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,29),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,29),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,29),(21,35),-0.0392418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,30),(21,31),-0.0349558 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,30),(21,32),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,30),(21,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,30),(21,35),-0.0575211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,31),(21,32),-0.0430139 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,31),(21,34),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,31),(21,35),0.00613014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,32),(21,34),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,32),(21,35),-0.0574546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,34),(21,35),-0.042013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,21),(21,20),0.125031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,19),0.102112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,18),0.0877544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,17),0.128791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,16),0.101545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,-1),-0.0990116 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,21),(21,20),(21,19),0.1242 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,20),(21,18),0.103065 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,20),(21,17),0.101503 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,20),(21,16),0.1242 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,20),(21,-1),-0.064764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,19),(21,18),0.123744 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,19),(21,17),0.103054 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,19),(21,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,19),(21,-1),-0.0659721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,18),(21,17),0.102815 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,18),(21,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,18),(21,-1),-0.0510179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,17),(21,16),0.1242 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,17),(21,-1),-0.064031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,16),(21,-1),-0.0659722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,24),(24,24),(24,35),-0.086183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,24),(24,24),(24,-1),-0.0999816 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,25),(25,25),(25,26),-0.0713576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,25),(25,25),(25,27),-0.0783196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,25),(25,25),(25,28),-0.0783206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,25),(25,25),(25,29),-0.0484207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,25),(25,25),(25,30),-0.117339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,25),(25,25),(25,33),-0.116873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,25),(25,25),(25,35),-0.194789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,25),(25,26),(25,27),-0.0424006 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,26),(25,28),-0.0424006 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,26),(25,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,26),(25,30),-0.0442826 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,26),(25,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,26),(25,35),-0.0622785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,25),(25,27),(25,28),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,27),(25,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,27),(25,30),-0.0422115 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,27),(25,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,27),(25,35),-0.0688815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,25),(25,28),(25,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,28),(25,30),-0.0422115 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,28),(25,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,28),(25,35),-0.0688824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,25),(25,29),(25,30),-0.0421592 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,29),(25,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,29),(25,35),-0.0513375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,25),(25,30),(25,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,25),(25,30),(25,35),-0.152624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,25),(25,33),(25,35),-0.111341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,25),(25,25),(25,-1),-0.0580506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,29),(29,29),(29,30),-0.0104566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,29),(29,29),(29,31),-0.0906615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,29),(29,29),(29,32),-0.0275507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,29),(29,29),(29,33),-0.00676931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,29),(29,29),(29,35),-0.0831303 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,29),(29,30),(29,31),-0.0407572 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,30),(29,32),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,30),(29,33),-0.0420795 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,30),(29,35),-0.0500263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,29),(29,31),(29,32),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,31),(29,33),-0.0427356 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,31),(29,35),-0.010565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,29),(29,32),(29,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,32),(29,35),-0.0285048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,29),(29,33),(29,35),-0.04398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,29),(29,29),(29,28),0.102133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,29),(29,29),(29,27),0.102133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,29),(29,29),(29,26),0.100395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,29),(29,29),(29,19),0.11602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,29),(29,29),(29,-1),-0.0891672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,29),(29,28),(29,27),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,28),(29,26),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,28),(29,19),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,28),(29,-1),-0.0647842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,29),(29,27),(29,26),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,27),(29,19),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,27),(29,-1),-0.0647842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,29),(29,26),(29,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,29),(29,26),(29,-1),-0.0696685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,29),(29,19),(29,-1),-0.0406462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,31),(31,31),(31,32),-0.0214386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,31),(31,31),(31,33),0.0708359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,31),(31,31),(31,35),-0.124533 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,31),(31,32),(31,33),-0.0425621 # DEPENDENCYPART_GRANDSIBL
(5,31),(31,32),(31,35),-0.0255118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,31),(31,33),(31,35),0.0708534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,31),(31,31),(31,30),0.0942282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,31),(31,31),(31,-1),-0.0635637 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,31),(31,30),(31,-1),-0.0737454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,34),(34,34),(34,35),-0.064141 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,34),(34,34),(34,33),0.102976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,34),(34,34),(34,-1),-0.079838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,34),(34,33),(34,-1),-0.0642336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,2),0.103066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,35),-0.0775762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,35),-0.0641491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,3),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,5),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,10),(1,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,-1),-0.0462516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,2),(2,3),0.103051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,5),0.10659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,2),(2,7),-0.0641603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,35),-0.0994377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,3),(2,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,3),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,35),-0.0641652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,5),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,5),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,35),-0.0659244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,6),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,35),-0.0651923 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,7),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,35),-0.065398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,10),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,10),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,10),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,10),(2,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,11),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,11),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,11),(2,35),-0.0659204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,12),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,12),(2,35),-0.0642639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,13),(2,35),-0.0641508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,2),(2,1),-0.0455726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,-1),-0.0306751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,1),(2,-1),-0.0457498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,5),(5,7),-0.064151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,16),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,17),-0.064151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,19),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,20),-0.064151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,31),-0.064151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
