# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,14,17,15,17,20,18,6,
(11,14),(14,20),(14,22),-0.0278879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,21),(14,22),-0.0459437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.0923359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,12),0.0777971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,11),0.134013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,14),(14,10),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,9),-0.0652941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,5),-0.0644624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,2),-0.0667127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.0452916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,12),0.103055 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,11),0.102606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,13),(14,10),-0.0643146 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.0822737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,11),0.0966227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,9),-0.064454 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,5),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,-1),-0.0562611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,11),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,9),-0.0647192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,5),-0.0643615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,2),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,-1),-0.0695415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,10),(14,9),-0.0641504 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,-1),-0.104163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,9),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,2),-0.0641559 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.0444683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,5),(14,2),-0.0641707 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,-1),-0.0888455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,2),(14,-1),-0.0101716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,16),-0.0093404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,17),-0.0394471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,18),-0.0698242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,19),-0.0205341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,20),-0.0448183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,21),-0.0420282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,22),-0.188637 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,16),(15,17),-0.0469119 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,18),-0.0487764 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,19),-0.0438898 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,20),-0.0469119 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,21),-0.0420196 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,22),-0.0160195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,17),(15,18),-0.0199757 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,19),-0.0505059 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,20),-0.0420951 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,21),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,22),-0.0330192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,18),(15,19),-0.0339658 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,20),-0.049133 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,22),-0.067658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,19),(15,20),-0.0491687 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,19),(15,21),-0.0421403 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,19),(15,22),0.0325837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,20),(15,21),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,20),(15,22),-0.0383904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,21),(15,22),-0.045206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,14),0.131952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,13),0.0922534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,12),0.185425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,11),0.0812332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,15),(15,9),-0.0615201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),0.0348515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,14),(15,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,12),0.101132 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,11),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,14),(15,9),-0.0641753 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,-1),-0.0491213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,13),(15,12),0.102771 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,11),0.103067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,13),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,-1),-0.0746022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,12),(15,11),0.101947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,12),(15,9),-0.0642152 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,-1),0.00730113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,11),(15,9),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,-1),-0.106826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,9),(15,-1),-0.108278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),-0.0686078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),-0.0577686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,19),0.008927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),-0.0686078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,22),-0.0758752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0366383 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,19),-0.0425219 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.042659 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,22),-0.0547951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,19),-0.0501439 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,20),-0.0394323 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,22),-0.0498551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,19),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,22),-0.00829702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,20),(16,22),-0.0547951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,15),0.0992208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,14),0.0893235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,11),0.0995712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,16),(16,-1),0.0920277 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,15),(16,14),0.103057 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,11),0.102991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,15),(16,-1),-0.0909867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,11),0.10306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,-1),-0.0909346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,11),(16,-1),-0.105821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,17),(17,18),-0.0387374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,19),-0.0576999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,20),-0.0729111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,21),-0.0442102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,22),0.033891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,18),(17,19),-0.0452921 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,20),-0.0470083 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,22),0.141409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,19),(17,20),-0.0424236 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,21),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,22),-0.0203861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,20),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,22),-0.0278879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,21),(17,22),-0.0459437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,16),0.0918777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,15),0.106359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,14),0.11573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,13),0.0923359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,9),-0.0652941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,-1),-0.0452785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,16),(17,15),0.102944 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,14),0.102637 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,13),0.107327 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,-1),-0.0823451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,15),(17,14),0.103062 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,9),-0.0642629 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,-1),-0.0424441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,14),(17,13),0.103066 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,-1),-0.0793735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,13),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,-1),-0.0822737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,9),(17,-1),-0.0452973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,19),0.212863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,20),0.155476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,22),-0.308736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,19),(18,20),-0.044605 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,22),0.366647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,20),(18,22),0.217064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,-1),0.1135 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,20),(20,21),-0.0442102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,22),0.0341644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,21),(20,22),-0.0459437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,19),0.126581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,17),0.11573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,16),0.0918777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,15),0.107195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,14),0.11573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,13),0.0923359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,11),0.134013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,20),(20,2),-0.0667127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,-1),-0.0454142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,19),(20,17),0.101748 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,16),0.102977 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,15),0.105567 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,14),0.101748 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,13),0.102977 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,11),0.108494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,19),(20,2),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,-1),-0.0769666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,17),(20,16),0.103066 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,15),0.103043 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,14),0.103065 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,13),0.103066 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,11),0.102525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,17),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,-1),-0.0793735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,16),(20,15),0.102944 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,14),0.102637 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,13),0.107327 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,11),0.102601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,16),(20,2),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,16),(20,-1),-0.0823451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,15),(20,14),0.103062 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,15),(20,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,15),(20,11),0.102941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,15),(20,2),-0.0641559 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,15),(20,-1),-0.0416079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,14),(20,13),0.103066 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,14),(20,11),0.102525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,14),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,14),(20,-1),-0.0793735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,13),(20,11),0.102606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,13),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,13),(20,-1),-0.0822737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,11),(20,2),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,11),(20,-1),-0.0695415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,2),(20,-1),-0.010177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,2),0.0988188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,3),0.102962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,4),0.0893939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,5),0.0887119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,6),0.0974885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,7),0.0968426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,8),0.124667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,9),0.125086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,12),0.102962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,22),-0.0592921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,2),(1,3),0.103051 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,4),0.10303 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,8),0.103068 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,9),0.103068 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,12),0.103051 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,22),-0.0686536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,5),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,8),0.102616 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,9),0.102616 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,22),-0.0711008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,4),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,8),0.103054 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,9),0.103054 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,12),0.103066 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,22),-0.0793584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,5),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,8),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,12),0.103048 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,22),-0.0793982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,6),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,12),0.103054 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,22),-0.0743061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,7),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,12),0.103067 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,22),-0.067015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,8),(1,9),0.103067 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,12),0.101728 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,22),-0.0425651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,9),(1,12),0.101728 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,22),-0.042146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,12),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,12),(1,22),-0.0711008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,21),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,-1),-0.116988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,5),(5,7),0.0997609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,22),-0.0804116 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,7),(5,22),-0.0657091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,4),-0.0507539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,3),0.00746258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,2),-0.0315246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,1),-0.068383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,-1),0.0452972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,4),(5,3),-0.0420468 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,1),-0.0420331 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,-1),-0.0596555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,3),(5,2),-0.0404887 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,3),(5,1),-0.0378039 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,3),(5,-1),-0.0646322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,2),(5,1),-0.0427471 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,2),(5,-1),-0.0304131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,1),(5,-1),-0.0631826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,10),0.0887453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,11),0.120808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,12),0.106646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,13),-0.0669909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,9),(9,14),-0.0713255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,15),-0.0648914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
