# _root_ Isao Ushikubo , general manager of the investment research department at Toyo Trust & Banking Co. , also was optimistic .
#goldHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
#predictedHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
(5,19),(19,19),(19,5),0.118571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,19),(19,19),(19,4),-0.0656844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,3),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,2),-0.069881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,1),-0.069881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,-1),-0.117625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,19),(19,18),(19,17),0.113537 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,16),0.120595 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,15),0.120592 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,14),0.10096 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,13),0.120582 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,12),0.120595 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,11),0.106219 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,10),0.113638 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,9),0.113603 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,8),0.113638 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,6),0.106481 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,5),0.113577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,18),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,2),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,1),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,-1),-0.124507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,17),(19,16),0.105456 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,15),0.105456 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,14),0.103035 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,13),0.105456 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,12),0.105456 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,11),0.104656 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,10),0.102514 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,9),0.102514 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,8),0.102397 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,6),0.101895 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,5),0.102365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,17),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,2),-0.064369 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,1),-0.064369 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,-1),-0.111683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,16),(19,15),0.0936189 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,14),0.102649 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,13),0.0934088 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,12),0.0936189 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,11),0.0955335 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,10),0.100269 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,9),0.100449 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,8),0.100448 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,6),0.0956024 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,5),0.10044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,16),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,3),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,2),-0.0642932 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,1),-0.0642932 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,-1),-0.0228727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,15),(19,14),0.102649 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,13),0.093572 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,12),0.093782 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,11),0.0955335 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,10),0.100269 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,9),0.100449 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,8),0.100448 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,6),0.0956024 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,5),0.10044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,15),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,3),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,2),-0.0642932 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,1),-0.0642932 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,-1),-0.0228124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,14),(19,13),0.102986 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,12),0.102986 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,11),0.103034 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,10),0.102714 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,9),0.102703 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,8),0.102714 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,6),0.103019 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,5),0.102714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,14),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,2),-0.0641509 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,1),-0.0641509 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,-1),-0.0613392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,13),(19,12),0.0937771 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,11),0.0953901 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,10),0.100269 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,9),0.100448 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,8),0.100448 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,6),0.095459 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,5),0.10044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,13),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,3),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,2),-0.0642932 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,1),-0.0642932 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,-1),-0.023132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,12),(19,11),0.0955335 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,10),0.100269 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,9),0.100449 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,8),0.100448 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,6),0.0956024 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,5),0.10044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,12),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,3),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,2),-0.0642932 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,1),-0.0642932 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,-1),-0.0228124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,11),(19,10),0.0938403 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,9),0.0942004 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,8),0.0941977 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,6),0.116277 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,5),0.0942004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,11),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,3),-0.0641591 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,2),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,1),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,-1),-0.00669543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,10),(19,9),0.100866 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,10),(19,8),0.100865 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,10),(19,6),0.1291 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,10),(19,5),0.100866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,10),(19,4),-0.0643007 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,10),(19,3),-0.0646013 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,10),(19,2),-0.0643681 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,10),(19,1),-0.0643681 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,10),(19,-1),-0.0870285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,9),(19,8),0.100874 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,9),(19,6),0.129694 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,9),(19,5),0.100875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,9),(19,4),-0.0643007 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,9),(19,3),-0.0646013 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,9),(19,2),-0.0643681 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,9),(19,1),-0.0643681 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,9),(19,-1),-0.087609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,8),(19,6),0.129688 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,8),(19,5),0.100512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,8),(19,4),-0.0643007 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,8),(19,3),-0.0646013 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,8),(19,2),-0.0643681 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,8),(19,1),-0.0643681 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,8),(19,-1),-0.0874484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,6),(19,5),0.0941522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,6),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,6),(19,3),-0.064164 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,6),(19,2),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,6),(19,1),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,6),(19,-1),-0.00972842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,5),(19,4),-0.0643007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,5),(19,3),-0.0646013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,5),(19,2),-0.0643681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,5),(19,1),-0.0643681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,5),(19,-1),-0.0875538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,19),(19,4),(19,3),-0.0647409 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,4),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,4),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,4),(19,-1),-0.0942213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,3),(19,2),-0.064369 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,3),(19,1),-0.064369 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,3),(19,-1),-0.111683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,2),(19,1),-0.0642932 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,2),(19,-1),-0.0228124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,1),(19,-1),-0.0228124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,20),(20,21),-0.0476624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,22),0.0645737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,20),(20,21),(20,22),-0.0426972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,20),(20,18),0.124429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,16),0.114026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,15),0.114024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,2),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,-1),0.0870851 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,20),(20,18),(20,16),0.102954 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,18),(20,15),0.102954 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,18),(20,2),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,18),(20,-1),-0.0469438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,16),(20,15),0.118785 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,16),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,16),(20,-1),-0.049692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,15),(20,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,15),(20,-1),-0.049692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,2),(20,-1),-0.049692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,21),(21,22),-0.0271937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,21),(21,21),(21,20),0.103067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,-1),-0.0452228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,21),(21,20),(21,-1),-0.0641486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,3),(3,5),0.10208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,22),-0.0597256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,5),(3,22),-0.0651355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,3),(3,2),-0.0438935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,-1),-0.0847496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,2),(3,-1),-0.0456744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,4),(4,5),0.115906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,6),-0.0678445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,4),(4,22),-0.117397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,5),(4,6),-0.0641461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,5),(4,22),-0.0408189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,6),(4,22),-0.0872709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,4),(4,3),-0.107501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,2),-0.0283936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,1),-0.0283936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,-1),0.0674465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,3),(4,2),-0.035707 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,3),(4,1),-0.035707 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,3),(4,-1),-0.0467743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,2),(4,1),-0.0422291 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,2),(4,-1),-0.0662423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,1),(4,-1),-0.0662423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,22),-0.0111435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,7),(7,-1),-0.18661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,8),(8,9),-0.0830635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,11),-0.0375445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,22),0.294795 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,9),(8,11),-0.0253656 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,22),-0.0626678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,11),(8,22),-0.0202854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,7),0.128285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,-1),-0.173452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,7),(8,-1),-0.082503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,10),-0.0815506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,11),-0.0514792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,13),-0.0981276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,22),0.291993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,10),(9,11),-0.0253652 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,13),-0.0455575 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,22),-0.0581929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,11),(9,13),-0.0244952 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,22),-0.0360175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,13),(9,22),-0.00523503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),0.0771628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,7),0.11826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),-0.166878 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,7),0.038354 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,-1),-0.0203891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,-1),-0.0922527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,11),-0.0387636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,13),-0.0945805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,14),-0.115928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,15),-0.0997368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,16),-0.094619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,17),-0.0797662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,18),-0.0247892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,19),-0.0779403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,20),-0.0292303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,21),-0.047306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,22),0.276582 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,11),(10,13),-0.0244952 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,14),-0.0499754 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,15),-0.0245664 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,16),-0.0244958 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,17),-0.0402423 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,18),-0.0507837 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,19),-0.0345063 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,20),-0.0533418 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,21),-0.0400895 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,22),-0.0169132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,13),(10,14),-0.0433806 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,15),-0.0484189 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,16),-0.0484189 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,17),-0.0338175 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,18),-0.0444927 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,19),-0.0461894 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,20),-0.0420483 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,21),-0.0420404 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,22),0.00603163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,14),(10,15),-0.0445168 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,16),-0.0445168 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,17),-0.0297194 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,18),-0.0424546 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,19),-0.0226034 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,20),-0.0336671 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,21),-0.0423065 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,22),-0.104276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,15),(10,16),-0.0484189 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,17),-0.0367321 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,18),-0.0444927 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,19),-0.0461912 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,20),-0.0420483 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,21),-0.0420404 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,22),0.000775112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,16),(10,17),-0.0384152 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,18),-0.0444927 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,19),-0.0461894 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,20),-0.0420483 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,21),-0.0420404 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,22),0.00361707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,17),(10,18),-0.0469283 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,19),-0.00438854 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,20),-0.0749722 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,21),-0.0249232 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,22),-0.0655082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,18),(10,19),-0.0475265 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,20),-0.0460959 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,21),-0.0420565 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,22),-0.0429275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,19),(10,20),-0.0421806 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,21),-0.0425907 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,22),-0.043751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,20),(10,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,20),(10,22),-0.0715747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,21),(10,22),-0.0301768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,9),0.0791381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,8),0.0774561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,7),0.11423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,6),0.0887576 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,10),(10,5),-0.075938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
