# _root_ But then , as quickly as the Dow had fallen , it began to turn around .
#goldHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
#predictedHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
(10,9),(9,6),(9,5),-0.043691 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,4),-0.0449043 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,3),-0.0449787 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,2),-0.0436934 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,1),-0.0433798 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,-1),-0.0490982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,5),(9,4),-0.0426711 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,3),-0.0442247 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,2),-0.0424631 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,1),-0.0420623 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,-1),-0.041691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,4),(9,3),-0.044226 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,4),(9,2),-0.0424631 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,4),(9,1),-0.0421499 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,4),(9,-1),-0.0402693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,3),(9,2),-0.0436084 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,3),(9,1),-0.0519207 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,3),(9,-1),-0.0495734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,2),(9,1),-0.0420623 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,2),(9,-1),-0.0412983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,1),(9,-1),-0.0421041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,18),-0.0842759 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,-1),-0.0978697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,14),-0.0452914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,18),0.0402857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,14),(12,18),-0.0478636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.114112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),-0.0708413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,-1),-0.0530197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,14),-0.0387921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,15),-0.038389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,16),-0.0311115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,17),-0.0420113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,18),-0.0485001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,14),(13,15),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,16),-0.0420875 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,17),-0.0421101 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,18),-0.0534082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,15),(13,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,18),-0.0372667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,16),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,18),-0.0439372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,17),(13,18),-0.0179954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,12),0.110547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,11),0.0803066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,10),0.114518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,9),-0.0645923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,8),-0.064402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,7),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,6),-0.065517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,5),-0.0644263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,4),-0.0644528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,2),-0.0644263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,1),-0.0641597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,-1),-0.0516877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,12),(13,11),0.0916404 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,10),0.103025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,12),(13,9),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,6),-0.0641492 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,-1),-0.0296696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,11),(13,10),0.102254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,11),(13,9),-0.0643256 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,8),-0.0642055 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,7),-0.0641482 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,6),-0.0696513 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,5),-0.064606 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,4),-0.0655368 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,2),-0.064606 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,1),-0.0641541 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,-1),-0.0893326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,10),(13,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,-1),-0.0546008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,9),(13,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,-1),-0.0666908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,8),(13,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,6),-0.0642234 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,-1),-0.0789913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,7),(13,6),-0.064148 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,-1),-0.0671073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,6),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,3),-0.0641605 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,1),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,-1),-0.0861159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,5),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,5),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,5),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,5),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,5),(13,-1),-0.0718995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,4),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,4),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,4),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,4),(13,-1),-0.0722557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,3),(13,2),-0.064606 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,3),(13,1),-0.0641541 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,3),(13,-1),-0.0893326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,2),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,2),(13,-1),-0.0704426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,1),(13,-1),-0.0666786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,15),-0.00861739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,16),-0.0433094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.04452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.0648599 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,16),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,17),-0.044653 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.0228482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,16),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,18),-0.0432931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.048599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,12),0.0980398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.0963818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,10),0.102357 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,8),-0.0641663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),0.0148263 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,12),(14,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,10),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,-1),-0.076459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,10),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.0726724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,10),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,-1),-0.0648659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,8),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,8),(14,-1),-0.069218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,4),(14,-1),-0.0107182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,16),-0.0479808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,17),-0.0420115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,18),-0.0764005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,18),-0.043303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,17),(15,18),-0.0423076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,12),0.095752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,11),0.0996678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,10),0.102712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,15),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,6),-0.0567464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,5),-0.064151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,4),-0.0641515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,2),-0.064151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),-0.0502789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,12),(15,11),0.103054 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,10),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,6),-0.0643656 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,-1),-0.0702836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,10),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,6),-0.0651155 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,-1),-0.06598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,10),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,-1),-0.0669056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,8),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,8),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,8),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,8),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,8),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,8),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,8),(15,-1),-0.0662338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,6),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,6),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,6),(15,3),-0.0647241 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,6),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,6),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,6),(15,-1),-0.068183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,5),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,5),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,5),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,5),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,5),(15,-1),-0.0669456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,4),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,4),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,4),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,4),(15,-1),-0.0669576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,3),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,3),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,3),(15,-1),-0.06598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,2),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,2),(15,-1),-0.0669456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,1),(15,-1),-0.0664587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,18),0.0594105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,17),(16,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,6),-0.0464745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,-1),-0.00272173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,8),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,8),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,8),(16,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,6),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,6),(16,-1),-0.0466576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,1),(16,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,17),(17,18),-0.0555121 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,17),(17,-1),-0.0712074 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,18),0.0465697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,-1),0.0690491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),0.0135633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.057673 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),0.0136683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0420174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,12),0.10055 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.0570456 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,12),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.066717 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,11),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,10),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,8),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,-1),-0.0641655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,4),(14,-1),-0.0523018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,2),0.0940835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,3),0.0955205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,4),0.0930046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,5),0.0940353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,9),0.0686838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
