# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,6,6,8,12,12,9,3,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(15,17),(17,16),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,2),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,1),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,-1),-0.0987822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,15),(17,14),-0.0642368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,13),-0.0643281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,9),-0.0642368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,7),-0.0643281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,2),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,1),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,-1),-0.0987822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,14),(17,13),-0.0642517 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,12),-0.0641598 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,9),-0.064875 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,8),-0.0641602 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,7),-0.0642517 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,6),-0.0641598 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,5),-0.0641602 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,2),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,1),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,-1),-0.0597513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,13),(17,12),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,11),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,10),-0.0641549 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,9),-0.0663738 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,8),-0.064385 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,7),-0.0641757 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,6),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,5),-0.064385 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,3),-0.0649354 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,2),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,1),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,-1),-0.0846047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,12),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,-1),-0.0686603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,11),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,-1),-0.0679074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,10),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,-1),-0.0735952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,9),(17,8),-0.0641602 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,7),-0.0642517 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,6),-0.0641598 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,5),-0.0641602 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,2),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,1),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,-1),-0.0595967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,8),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,2),-0.0641559 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,1),-0.0641559 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,-1),-0.068586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,7),(17,6),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,5),-0.064385 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,3),-0.0649354 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,2),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,1),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,-1),-0.0846047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,6),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,-1),-0.0685245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,5),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,5),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,5),(17,2),-0.0641559 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,5),(17,1),-0.0641559 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,5),(17,-1),-0.068586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,4),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,4),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,4),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,4),(17,-1),-0.0734053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,3),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,3),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,3),(17,-1),-0.0677226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,2),(17,1),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,2),(17,-1),-0.0987822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,1),(17,-1),-0.0988075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,20),-0.0542529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,22),-0.0563162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,28),0.283261 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,20),(19,22),-0.0425596 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,28),-0.063962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,22),(19,28),-0.0619199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,18),0.101645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,-1),0.0549693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,18),(19,-1),-0.0658294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,6),(6,7),0.0933553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,8),0.0990719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,9),0.110296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,10),0.109074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,11),0.120561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,12),0.102235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,13),0.0933553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,14),0.110084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,16),-0.0642891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,6),(6,6),(6,17),-0.0641468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,21),-0.0642455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,22),-0.0642488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,26),-0.0641851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,28),-0.0784426 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,6),(6,7),(6,8),0.103067 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,9),0.102728 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,11),0.102369 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,12),0.101368 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,14),0.102728 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,16),-0.0643346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,7),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,21),-0.0642969 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,22),-0.0641858 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,26),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,28),-0.0696893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,8),(6,9),0.103039 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,10),0.102908 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,11),0.103022 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,13),0.102999 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,14),0.103039 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,8),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,28),-0.0632776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,9),(6,10),0.103066 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,11),0.103056 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,12),0.103039 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,13),0.102721 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,14),0.103001 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,9),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,22),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,28),-0.0632104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,10),(6,11),0.103004 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,12),0.10306 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,13),0.103059 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,14),0.102913 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,10),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,28),-0.0214853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,11),(6,12),0.104522 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,11),(6,13),0.106178 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,11),(6,14),0.105394 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,11),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,11),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,11),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,11),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,11),(6,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,11),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,11),(6,28),-0.0689403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,12),(6,13),0.103048 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,14),0.103057 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,12),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,28),-0.0719601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,13),(6,14),0.102728 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,16),-0.0643346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,13),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,21),-0.0642969 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,22),-0.0641858 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,26),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,28),-0.0696893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,14),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,14),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,22),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,28),-0.0637632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,16),(6,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,16),(6,21),-0.0641656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,16),(6,22),-0.0641467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,16),(6,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,16),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,16),(6,28),-0.0907733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,6),(6,17),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,17),(6,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,17),(6,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,17),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,17),(6,28),-0.044216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,21),(6,22),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,21),(6,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,21),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,21),(6,28),-0.0797116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,22),(6,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,22),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,22),(6,28),-0.0639145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,26),(6,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,26),(6,28),-0.0722229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,27),(6,28),-0.0641476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,6),(6,5),-0.0384489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,4),-0.00919556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,3),-0.0455598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,2),-0.0640887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,1),-0.0640984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,-1),-0.063925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,6),(6,5),(6,4),-0.0420385 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,5),(6,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,5),(6,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,5),(6,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,5),(6,-1),-0.0519716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,4),(6,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,4),(6,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,4),(6,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,4),(6,-1),-0.0131455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,3),(6,2),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,3),(6,1),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,3),(6,-1),-0.0464947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,2),(6,1),-0.0437532 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,2),(6,-1),-0.0589396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,1),(6,-1),-0.0589557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,10),(10,11),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,14),0.105964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,28),0.0725694 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,11),(10,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,28),-0.0641518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,14),(10,28),-0.0770986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,10),(10,-1),0.0786917 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,11),(11,14),0.0927541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,28),0.0594567 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,14),(11,28),-0.0799613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,11),(11,10),-0.057591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,-1),0.0486825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,10),(11,-1),-0.0565749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,13),0.0933553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,14),0.110082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,15),0.104595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,16),-0.0642891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,12),(12,17),-0.0641468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,21),-0.0642455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,22),-0.0642491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,26),-0.0641851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,28),-0.0781032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,13),(12,14),0.102728 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,15),0.101185 # DEPENDENCYPART_GRANDSIBL
