# _root_ New Jersey Turnpike Authority 's 7.20 % issue of 2018 was off 3\/4 at 98 1\/2 bid , yielding 7.32 % , up 0.07 percentage point from late Friday .
#goldHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
#predictedHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
(12,17),(17,17),(17,6),-0.0652003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,4),-0.06459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,1),-0.06459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.0582182 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,15),0.101227 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,14),0.101489 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,13),0.101227 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,12),0.102873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,16),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,-1),-0.032391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,15),(17,14),0.101489 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,13),0.10124 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,12),0.102873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,15),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,-1),-0.0316151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,13),0.102949 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,12),0.102871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,9),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,-1),-0.0266553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,12),0.102873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,-1),-0.03136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,12),(17,10),-0.0642079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,9),-0.0641854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,8),-0.0648205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,6),-0.0642079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,4),-0.0641603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,1),-0.0641603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,-1),-0.0855587 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,10),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,-1),-0.0316183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,9),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,-1),-0.00771356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,8),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,-1),-0.0860174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,6),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,-1),-0.031615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,4),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,4),(17,-1),-0.0508478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,1),(17,-1),-0.0514579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,31),-0.051881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,18),(18,-1),-0.0608097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,19),(19,20),-0.0372365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,21),-0.0902933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,22),-0.0329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,23),-0.054223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,24),-0.0372365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,25),-0.0885467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,26),-0.0885467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,27),-0.0362082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,28),-0.0300177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,29),-0.0285303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,31),0.0353942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,20),(19,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,22),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,24),-0.042049 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,27),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,31),-0.0380778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,21),(19,22),-0.0427853 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,23),-0.0424137 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,25),-0.0422017 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,26),-0.0422017 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,27),-0.0473008 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,28),-0.0420228 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,29),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,30),-0.042015 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,31),-0.0766328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,22),(19,23),-0.0448095 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,24),-0.0429605 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,25),-0.0428555 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,26),-0.0428555 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,27),-0.0394622 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,28),-0.0333025 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,29),-0.0420318 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,31),-0.0253704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,23),(19,24),-0.0421063 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,25),-0.0427938 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,26),-0.0427938 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,27),-0.0427615 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,28),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,31),-0.0549313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,24),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,27),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,31),-0.0380778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,25),(19,26),-0.0422017 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,27),-0.0473008 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,28),-0.0420228 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,29),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,30),-0.042015 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,31),-0.0759084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,26),(19,27),-0.0473008 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,26),(19,28),-0.0420228 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,26),(19,29),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,26),(19,30),-0.042015 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,26),(19,31),-0.0759084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,27),(19,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,27),(19,29),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,27),(19,30),-0.0420194 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,27),(19,31),-0.0570372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,28),(19,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,28),(19,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,28),(19,31),-0.0378584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,29),(19,30),-0.0420226 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,29),(19,31),-0.0349773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,30),(19,31),-0.0420507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,18),0.120072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,17),0.0967402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,16),0.103056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,15),0.103056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,8),-0.064348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,-1),-0.0774732 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,18),(19,17),0.103059 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,-1),-0.0472622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,17),(19,16),0.103069 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,15),0.103069 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,-1),-0.066383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,16),(19,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,-1),-0.0641673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,15),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,-1),-0.0641673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,8),(19,-1),-0.0663831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,21),-0.0540867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,22),-0.0550854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,23),-0.042819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,24),-0.0418588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,31),0.0209715 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,21),(20,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,31),-0.055141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,22),(20,23),-0.0330517 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,24),-0.0469074 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,31),-0.0482726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,23),(20,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,31),-0.0339289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,24),(20,31),-0.0520548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,16),0.0971239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,15),0.0971249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,14),0.090984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,-1),-0.0398628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,16),(20,15),0.101912 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,14),0.102917 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,-1),-0.0524886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,15),(20,14),0.102917 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,15),(20,-1),-0.0524888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,14),(20,-1),-0.0775983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,22),-0.0464813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,23),-0.0424231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,24),-0.0123032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,25),-0.0200432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,26),-0.0200446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,27),-0.0666166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,28),-0.0354026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,29),-0.0508747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,31),-0.0517512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,22),(21,23),-0.0425443 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,24),-0.0357126 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,25),-0.0258758 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,26),-0.0258758 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,27),-0.0435188 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,28),-0.0440738 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,29),-0.0461152 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,31),-0.0531712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,23),(21,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,25),-0.0383577 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,26),-0.0383577 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,27),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,29),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,31),-0.0391384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,24),(21,25),-0.043083 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,26),-0.043083 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,27),-0.0391537 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,28),-0.0445551 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,29),-0.043269 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,31),-0.00799713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,25),(21,26),-0.0425226 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,27),-0.042972 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,28),-0.0361778 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,29),-0.0392406 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,31),-0.0187038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,26),(21,27),-0.042972 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,26),(21,28),-0.0361778 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,26),(21,29),-0.0392406 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,26),(21,31),-0.0187038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,27),(21,28),-0.0421835 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,27),(21,29),-0.0420195 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,27),(21,31),-0.0959819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,28),(21,29),-0.0423796 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,28),(21,31),-0.0208911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,29),(21,31),-0.0365663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,20),0.115438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,19),0.0994599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,18),0.0946923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,17),0.0909739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,16),0.114649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,15),0.115438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,14),0.159326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,13),0.115692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,12),0.0915802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,21),(21,10),-0.0652003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,6),-0.0652003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,-1),-0.0403068 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,20),(21,19),0.103069 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,18),0.102523 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,17),0.103049 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,16),0.0995584 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,15),0.0995584 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,14),0.101279 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,13),0.0995584 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,12),0.102686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,20),(21,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,-1),-0.035069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,19),(21,18),0.103051 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,17),0.103065 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,14),0.103059 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,12),0.103007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,19),(21,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,-1),-0.0666906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,18),(21,17),0.105581 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,16),0.103059 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,15),0.103059 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,14),0.100529 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,13),0.103059 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,12),0.110249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,18),(21,10),-0.0641727 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,6),-0.0641727 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,-1),-0.0765071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,17),(21,16),0.117339 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,15),0.117339 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,14),0.102908 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,13),0.117339 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,12),0.106131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,17),(21,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,-1),-0.0843277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,16),(21,15),0.0995456 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,14),0.101279 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,13),0.0995456 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,12),0.102686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,16),(21,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,-1),-0.0358449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,15),(21,14),0.101279 # DEPENDENCYPART_GRANDSIBL
