# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(12,14),(14,14),(14,18),-0.0793954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0763525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,29),0.131178 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0452187 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.044847 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,29),-0.0868086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0425086 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,29),-0.0728761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,21),-0.0422504 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,29),-0.0744572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,21),(14,29),-0.0868086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.109377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.0921905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,-1),0.00195469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0624343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),-0.0149482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),-0.0793954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.0206205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),-0.0762066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,21),-0.0763525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,22),-0.0448708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,23),-0.0299429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,24),-0.0762066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,25),-0.0444618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,26),-0.0762066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,27),-0.0445818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,28),-0.0462601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,29),0.127522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0255685 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0450528 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,20),-0.0425086 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,21),-0.0425086 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,22),-0.0951977 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,23),-0.0502351 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,24),-0.0425086 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,25),-0.028815 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,26),-0.0425086 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,27),-0.0466749 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,28),-0.0220618 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,29),-0.0728492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,19),-0.0438593 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,20),-0.04203 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,21),-0.04203 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,22),-0.0489787 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,24),-0.04203 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,25),-0.0374138 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,26),-0.04203 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,27),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,28),-0.0348887 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,29),-0.0206383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.0435956 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,20),-0.0422504 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,21),-0.0422504 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,22),-0.042029 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,24),-0.0422504 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,26),-0.0422504 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,29),-0.0744572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,20),-0.0358218 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,21),-0.0358218 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,22),-0.0462393 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,23),-0.0474917 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,24),-0.0358218 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,25),-0.04719 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,26),-0.0358218 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,28),-0.0425877 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,29),-0.0641694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,20),(15,21),-0.044847 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,22),-0.0391487 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,23),-0.0421783 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,24),-0.044847 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,25),-0.0463533 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,26),-0.044847 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,27),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,28),-0.0459622 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,29),-0.086809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,21),(15,22),-0.0391487 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,23),-0.0421783 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,24),-0.0448471 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,25),-0.0463533 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,26),-0.0448471 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,27),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,28),-0.0459622 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,29),-0.0868086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,22),(15,23),-0.0373021 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,24),-0.0426238 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,25),-0.063928 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,26),-0.0426238 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,28),-0.0421552 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,29),-0.0587872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,23),(15,24),-0.0528347 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,25),-0.0471665 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,26),-0.0528347 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,28),-0.0427878 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,29),-0.050578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,24),(15,25),-0.0463533 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,24),(15,26),-0.044847 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,24),(15,27),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,24),(15,28),-0.0459622 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,24),(15,29),-0.0868086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,25),(15,26),-0.0434642 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,25),(15,27),-0.0458478 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,25),(15,28),-0.0268791 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,25),(15,29),-0.0634508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,26),(15,27),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,26),(15,28),-0.0459622 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,26),(15,29),-0.0868086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,27),(15,28),-0.0461552 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,27),(15,29),-0.047924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,28),(15,29),-0.0394446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.115891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,13),0.109377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,12),0.092882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,10),-0.0675465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,9),-0.0717334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,8),-0.0717334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,7),-0.0756195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.0961937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.0742136 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,12),0.105995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,14),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,10),-0.0647083 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,9),-0.0644996 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,8),-0.0650622 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,7),-0.0653908 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.017885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,12),0.10293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,-1),0.00195533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,10),-0.0642333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,9),-0.0641606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,8),-0.0641606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,7),-0.0667756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.0446798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,11),(15,10),-0.0641766 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,9),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,8),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,-1),-0.0705848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,10),(15,9),-0.0644996 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,8),-0.0650622 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,7),-0.0653908 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,-1),-0.017885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,9),(15,8),-0.0646633 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,7),-0.0647346 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,-1),-0.0512282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,8),(15,7),-0.0647346 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,-1),-0.0509901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,7),(15,-1),0.00195533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),-0.0289222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.0494464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0244446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),0.0071122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),0.00811749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),-0.0244426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,24),0.00663995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,25),-0.0270699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,26),0.00758091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,29),-0.117532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0426709 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0420612 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.0441389 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,21),-0.0441389 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,24),-0.0441389 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,25),-0.0424597 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,26),-0.0441389 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,29),-0.0298357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0425974 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.0426087 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,21),-0.0426087 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,24),-0.0426087 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,26),-0.0426087 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,29),-0.046215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),-0.0425557 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,21),-0.0425557 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,23),-0.042016 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,24),-0.0425557 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,25),-0.0426676 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,26),-0.0425557 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,29),-0.0313383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,20),(16,21),-0.0479436 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,23),-0.0420171 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,24),-0.0479436 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,25),-0.0477051 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,26),-0.0479436 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,29),-0.0269343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,21),(16,23),-0.0420171 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,24),-0.0479436 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,25),-0.0477051 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,26),-0.0479436 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,29),-0.025929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,23),(16,24),-0.0459702 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,25),-0.0437683 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,26),-0.0459702 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,29),-0.0446892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,24),(16,25),-0.0477051 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,26),-0.0479436 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,29),-0.0274065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,25),(16,26),-0.0313738 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,25),(16,29),-0.0927399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,26),(16,29),-0.0259436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,-1),-0.0894838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,17),(17,18),-0.0604678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),-0.05488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),-0.0482923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,21),-0.0482604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,22),0.0100449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,24),-0.0482604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,29),0.0435132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0428832 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,22),-0.0413157 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,29),-0.0574079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,22),-0.0435944 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,29),-0.0491811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,20),(17,21),-0.0420823 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,22),-0.0475142 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,24),-0.0420823 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,29),-0.00185686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,21),(17,22),-0.0475142 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,24),-0.0420823 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,29),-0.00178669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,22),(17,24),-0.0104973 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,29),-0.0646326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,24),(17,29),-0.00178672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,13),0.0716451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.0834881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,13),(17,-1),-0.077633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,19),-0.0473051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,29),-0.0617908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,29),-0.0423203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,-1),-0.0936711 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,19),(19,20),-0.0210735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,24),-0.0210735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,29),-0.0746008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,20),(19,24),-0.0354846 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,29),-0.0103331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,24),(19,29),-0.0103331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,18),0.101923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,17),0.101423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,-1),-0.119375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,18),(19,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,-1),-0.064348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,17),(19,-1),-0.0636223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,21),-0.0763525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,23),-0.0299429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,24),-0.0762066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,25),-0.0445028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,29),0.131045 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,21),(20,23),-0.0421783 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,24),-0.0448471 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,25),-0.0463533 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,29),-0.0868086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,23),(20,24),-0.0528347 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,25),-0.0471665 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,29),-0.050578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,24),(20,25),-0.0463533 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,24),(20,29),-0.0868086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,25),(20,29),-0.06348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,19),0.133033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,17),0.0996575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,-1),-0.0922437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,19),(20,17),0.113924 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,-1),-0.101612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,17),(20,-1),-0.051228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,22),-0.0453956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,23),-0.0299429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,24),-0.0762066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,25),-0.0434398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,26),-0.0762066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
