# _root_ Thomas G. Dahlen , Big Bear 's executive vice president , said the chain is still reviewing its product list to avoid such problems .
#goldHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
#predictedHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
(12,3),(3,16),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,16),(3,20),-0.0643194 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,16),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,16),(3,26),-0.0610676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,17),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,17),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,17),(3,26),-0.0717832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,20),(3,24),-0.064166 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,20),(3,26),-0.106385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,24),(3,26),-0.0893298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,3),(3,2),-0.092334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,1),-0.0946809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,-1),0.050069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,2),(3,1),-0.0260146 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,2),(3,-1),0.0383509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,1),(3,-1),0.0446283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,26),0.0755431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,4),(4,-1),0.0758757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,5),(5,6),0.114255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,7),0.105759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,11),0.0113014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,15),-0.0641689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,26),-0.0388441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,6),(5,7),0.1021 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,11),0.0891269 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,26),-0.0644036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,7),(5,11),0.0877973 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,26),-0.0965191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,11),(5,15),-0.0735997 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,26),-0.0598285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,15),(5,26),-0.0818894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,4),0.00279658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,3),-0.0902387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,2),-0.092335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,1),-0.0946819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,-1),0.0480118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,4),(5,3),-0.118537 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,2),-0.118537 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,1),-0.118537 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,-1),-0.109717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,3),(5,2),-0.0304306 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,1),-0.0238031 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,-1),0.0399351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,2),(5,1),-0.0260146 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,2),(5,-1),0.03835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,1),(5,-1),0.0446273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,7),0.105759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,8),0.155009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,9),0.0726821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,10),0.0684951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,11),0.00844454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,14),-0.0596004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,15),-0.0641689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,26),-0.0440775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,7),(6,8),0.103448 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,9),0.0972711 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,10),0.096284 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,11),0.0877973 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,26),-0.0965191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,8),(6,9),0.100692 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,10),0.100692 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,11),0.126199 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,14),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,26),-0.0551161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,9),(6,10),0.0985225 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,11),0.211484 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,14),-0.064354 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,26),-0.104871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,10),(6,11),0.232676 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,14),-0.064354 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,26),-0.0998247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,11),(6,14),-0.0851247 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,15),-0.0735997 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,26),-0.0596639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,14),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,14),(6,26),-0.106878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,15),(6,26),-0.0818859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,5),-0.0918299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,4),0.00458976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,3),-0.090347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,2),-0.0924434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,1),-0.0947902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,-1),0.0467916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,5),(6,4),-0.107534 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,3),-0.0287228 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,2),-0.0304317 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,1),-0.0238041 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,-1),0.0446775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,4),(6,3),-0.116427 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,4),(6,2),-0.116427 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,4),(6,1),-0.116427 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,4),(6,-1),-0.11022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,3),(6,2),-0.0304306 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,3),(6,1),-0.0238031 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,3),(6,-1),0.0419521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,2),(6,1),-0.0260146 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,2),(6,-1),0.040367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,1),(6,-1),0.0466443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,9),0.118528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,11),0.0676535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,26),-0.155948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,9),(8,11),0.109927 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,26),-0.0665924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,11),(8,26),-0.0245101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,7),-0.0420266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,6),-0.0489178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,4),-0.0496243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,3),-0.0489178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,-1),-0.0129831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,7),(8,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,-1),-0.0420263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,6),(8,4),-0.0354486 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,3),-0.0433626 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,-1),-0.0516632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,4),(8,3),-0.0454758 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,4),(8,-1),-0.05344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,3),(8,-1),-0.0516632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,10),0.0845769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,11),0.0713554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,15),-0.0643003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,26),-0.0578212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,11),0.0764198 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,26),-0.0598677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,15),-0.0702871 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,26),-0.0490849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,15),(9,26),-0.101618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0208019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,6),-0.0144512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,5),-0.00949269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,2),-0.0144551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,1),-0.0144523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),-0.00380234 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,6),-0.0865335 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,5),-0.0864289 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,2),-0.0865335 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,1),-0.0865335 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,-1),-0.0234472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,6),(9,5),-0.0320965 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,2),-0.0319276 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,1),-0.0319398 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,-1),-0.0411161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,5),(9,2),-0.0310783 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,1),-0.0310905 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,-1),-0.0360407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,2),(9,1),-0.0319438 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,2),(9,-1),-0.0411161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,1),(9,-1),-0.0413744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,11),0.0717582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,12),-0.0687926 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,10),(10,14),-0.0504524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,15),-0.0643003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,16),-0.0642315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,17),-0.0642841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,20),-0.0504524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,21),-0.0517409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,26),-0.0500155 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,12),-0.0736058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,11),(10,14),-0.0743405 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,15),-0.0702871 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,16),-0.0646601 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,17),-0.0645747 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,20),-0.0743405 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,21),-0.06582 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,26),-0.0479956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,12),(10,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,21),-0.064431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,26),-0.0687552 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,14),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,16),-0.0645855 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,20),-0.0648378 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,21),-0.0641742 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,26),-0.0531447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,15),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,26),-0.101893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,16),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,20),-0.0643676 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,21),-0.0641641 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,26),-0.0671559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,17),(10,20),-0.0642314 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,26),-0.00488028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,20),(10,21),-0.0641742 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,20),(10,26),-0.0531405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,21),(10,26),-0.00088565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,9),-0.0228658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,8),-0.0209765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,7),-0.0916397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,6),-0.0155165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,5),-0.010558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,4),-0.0145562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,3),-0.0155165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,2),-0.0155205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,1),-0.0155177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,-1),-0.00971844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,9),(10,8),-0.081663 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,7),-0.0266101 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,6),-0.0349964 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,5),-0.0372982 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,4),-0.057936 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,3),-0.034996 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,2),-0.034996 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,1),-0.035241 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,-1),-0.0923331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,8),(10,7),-0.042047 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,6),-0.0866974 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,5),-0.0865928 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,4),-0.0522822 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,3),-0.0866974 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,2),-0.0866974 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,1),-0.0866974 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,-1),-0.0245913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,7),(10,6),-0.0448517 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,5),-0.0448517 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,4),-0.0420175 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,3),-0.0448517 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,2),-0.0448517 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,1),-0.0448517 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,-1),-0.0528828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,6),(10,5),-0.0323198 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,4),0.00644967 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,3),-0.0321509 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,2),-0.0321509 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,1),-0.0321631 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,-1),-0.044795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,5),(10,4),0.00640932 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,3),-0.0313016 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,2),-0.0313016 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,1),-0.0313138 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,-1),-0.0397196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,4),(10,3),0.0213407 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,2),0.0213407 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,1),0.0213407 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,-1),-0.101367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,3),(10,2),-0.0321509 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,3),(10,1),-0.0321631 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,3),(10,-1),-0.044795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,2),(10,1),-0.0321671 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,2),(10,-1),-0.044795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,1),(10,-1),-0.0450532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,26),0.0755431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,-1),0.0758757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,26),-0.19783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,-1),-0.165557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),-0.052932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.00317526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-8.62323e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0357565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,26),-0.0032916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0420983 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0437924 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.0447396 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,26),-0.0466318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0352437 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0460894 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,26),0.0117448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,21),-0.0478486 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,26),-0.0208066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,21),(14,26),0.00760123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.050091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.0743612 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,10),-0.0504523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.0617001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.102615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.163226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.0687361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,10),(14,-1),-0.0584722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0965775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),-0.0455717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),-0.0420408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.00692994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),-0.0109768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
