# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(13,15),(15,19),(15,25),-0.0324905 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,26),-0.0469307 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,28),-0.0270555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,21),(15,22),-0.0429994 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,24),-0.0385467 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,25),-0.049687 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,26),-0.0416928 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,27),-0.0420506 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,28),-0.0599008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,22),(15,24),-0.0429418 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,22),(15,25),-0.0414986 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,22),(15,26),-0.0423448 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,22),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,22),(15,28),-0.0484132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,24),(15,25),-0.049687 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,24),(15,26),-0.0416928 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,24),(15,27),-0.0420506 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,24),(15,28),-0.0606031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,25),(15,26),-0.0409878 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,25),(15,27),-0.0423109 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,25),(15,28),0.00122655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,26),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,26),(15,28),-0.0270555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,27),(15,28),-0.0454422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,14),0.151659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,13),0.102061 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,15),(15,12),-0.0680854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,11),-0.0710632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,10),-0.0641653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,8),-0.076594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,7),-0.0701134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,3),-0.0698785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,2),-0.0714648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,-1),-0.121192 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,14),(15,13),0.11614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,14),(15,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,7),-0.0645532 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,3),-0.0643494 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,2),-0.0641916 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,-1),-0.086351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,13),(15,12),-0.0641485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,7),-0.0641572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,3),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,2),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,-1),-0.0970176 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,12),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,8),-0.0641557 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,2),-0.0642404 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,-1),-0.0794433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,11),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,7),-0.0645532 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,3),-0.0643494 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,2),-0.0641916 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,-1),-0.110416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,10),(15,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,-1),-0.0660857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,8),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,-1),-0.0376438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,7),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,-1),0.027077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,3),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,3),(15,-1),-0.00328466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,2),(15,-1),-0.0970176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,28),-0.0810995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,16),(16,15),0.10261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),-0.0492951 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,-1),-0.0646251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,18),0.273278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,19),-0.0700969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,21),-0.119553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,22),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,24),-0.119173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,25),0.279417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,26),-0.0700969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,28),0.0281699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,19),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,21),-0.042625 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,22),-0.0422025 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,24),-0.042625 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,25),-0.0677272 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,26),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,28),0.229074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,19),(17,21),-0.0420615 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,24),-0.0420615 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,25),-0.0467799 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,28),-0.0633475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,21),(17,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,24),-0.0421778 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,25),-0.0550123 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,28),-0.0912756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,22),(17,24),-0.0423338 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,25),-0.0421185 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,28),-0.128003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,24),(17,25),-0.0550123 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,28),-0.0908963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,25),(17,26),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,25),(17,28),0.228045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,26),(17,28),-0.0633475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,16),0.0976163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,15),0.0889007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),0.102322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,16),(17,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,-1),-0.067302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,-1),-0.0780947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,19),-0.0396062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,21),-0.015752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,22),-0.0591497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,24),-0.0149774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,25),-0.0552958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,26),-0.0396062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,28),0.159928 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,19),(18,21),-0.0424719 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,22),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,24),-0.0424719 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,25),-0.0417297 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,26),-0.0428598 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,28),-0.0316961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,21),(18,22),-0.0382738 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,24),-0.0465317 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,25),-0.0484773 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,28),-0.0990477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,22),(18,24),-0.0420171 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,25),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,28),-0.0907983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,24),(18,25),-0.0484773 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,24),(18,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,24),(18,28),-0.0982871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,25),(18,26),-0.0423542 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,25),(18,28),-0.0175268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,26),(18,28),-0.0316961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,-1),-0.0449506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,19),(19,20),-0.0228251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,21),-0.109268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,22),-0.0499647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,24),-0.109268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,25),-0.112665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,26),-0.118462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,28),0.108829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,20),(19,21),-0.0422162 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,24),-0.0422162 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,25),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,28),-0.0223047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,21),(19,22),-0.0428213 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,24),-0.0443107 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,25),-0.0446392 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,28),-0.0555657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,22),(19,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,28),-0.00871287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,24),(19,25),-0.0446392 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,28),-0.0555661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,25),(19,26),-0.0420439 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,28),-0.0963371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,26),(19,28),-0.0908498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,19),(19,18),0.121314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,17),0.170754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,13),0.107476 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,19),(19,-1),-0.188465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,18),(19,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,13),0.101659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,18),(19,-1),-0.0561989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,17),(19,13),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,17),(19,-1),-0.0385109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,13),(19,-1),-0.0583565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,22),(22,23),-0.0544128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,24),0.0185234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,25),-0.0749941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,26),-0.0402954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,27),-0.0457838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,28),-0.00367786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,23),(22,24),-0.0420277 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,25),-0.0422038 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,26),-0.0420538 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,28),-0.0489992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,24),(22,25),-0.0100276 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,27),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,28),-0.0380855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,25),(22,26),-0.0426555 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,27),-0.047012 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,28),-0.0434626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,26),(22,27),-0.042035 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,26),(22,28),-0.0585485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,27),(22,28),-0.064817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,21),0.120839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,20),0.114639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,19),0.11215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,18),0.0609526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,17),0.10645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,16),0.120853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,15),0.15492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,14),0.112872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,13),0.050179 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,22),(22,12),-0.0705711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,11),-0.0641908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,9),-0.0648544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,8),-0.0654341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,7),-0.0641746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,6),-0.0641589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,5),-0.0698249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,2),-0.0649508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,1),-0.0641596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,-1),-0.163604 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,21),(22,20),0.0965906 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,19),0.102036 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,18),0.102314 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,17),0.101901 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,16),0.0943192 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,15),0.0977876 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,14),0.102036 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,13),0.107938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,21),(22,12),-0.064153 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,11),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,10),-0.0641594 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,9),-0.064299 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,8),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,6),-0.0645173 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,5),-0.0642168 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,2),-0.0649722 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,1),-0.0642171 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,-1),-0.0490855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,18),0.102647 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,16),0.103065 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,13),0.102647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,9),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,2),-0.0641617 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,-1),-0.0960664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,19),(22,18),0.102003 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,17),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,16),0.120893 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,14),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,13),0.101493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,19),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,8),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,5),-0.0645543 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,-1),-0.0689249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,18),(22,17),0.102705 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,16),0.120827 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,15),0.101884 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,14),0.102258 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,13),0.0909104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,18),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,9),-0.0641472 # DEPENDENCYPART_GRANDSIBL
